[00:00] 歡迎收聽古い為聖母公本季節目由諾尼VPN贊助
[37:31] 結果後來就發現說
[37:32] 就對方幹的嗎
[37:33] 超幹有錢
[37:34] 因為後來變朋友
[37:34] 就知道這件事情
[37:35] 可是我意思說
[37:36] 就很多時候我們也會
[37:37] 試著去
[37:38] 你看看在有些人眼中
[37:39] 就是怎樣狗眼看人體
[37:41] 科技不是
[37:41] 因為你不想讓人家難受
[37:42] 你知道這東西可能會吃掉別人
[37:43] 為什麼因為我們可能
[37:44] 曾經也這樣被人家刺激到
[37:46] 我就連家講一個東西
[37:47] 然後我聽完
[37:48] 我就在心中算說靠肥
[37:49] 我到底要什麼時候
[37:50] 才可以跟她一樣
[37:51] 所以這位兄弟
[37:52] 他是傳輸了一個
[37:54] 就是確實有蠻多人都
[37:55] 像他在這樣子的位置
[37:56] 對他來講說
[37:57] 甚至對我自己來講
[37:58] 我完全覺得
[37:59] 他講的東西是沒問題的
[38:00] 可是我知道很多人聽了
[38:01] 一定會非常不舒服
[38:02] 然後或者是說
[38:04] 其實我們身邊
[38:04] 在珠科的朋友也很多
[38:06] 但其實也沒有像這位朋友
[38:08] 因為這朋友應該是我猜
[38:10] 是怎麼處長
[38:10] 長長的
[38:11] 也應該直接蠻高的
[38:12] 所以對來講是沒有壓力
[38:14] 可是對很多
[38:16] 那種工程師來講
[38:17] 那個直接其實也不是說什麼
[38:18] 真的很差什麼
[38:19] 可是他那個收入看起來很高
[38:21] 跟這樣
[38:21] 這主北的物價什麼都是很高的
[38:23] 所以他不一定有辦法
[38:25] 還是去過一個
[38:26] 就像他講的這種
[38:27] 衝衝龍龍
[38:27] 有人有餘的生活
[38:28] 然後他就會去受到一些
[38:30] 就我們講的
[38:30] 因為有些人會去
[38:32] 塑造一種
[38:32] 那種相對優越感
[38:33] 就跟他看法是
[38:34] 那種高調炫耀
[38:35] 跟要去下枝造期的
[38:37] 下枝造期也不管你是
[38:38] 那蠻窮鬼
[38:38] 還是超有錢都一樣
[38:39] 都是很討人厭
[38:40] 要表達是這樣
[38:41] 那確實
[38:42] 他這樣一講之後
[38:43] 應該要讓我去反思
[38:44] 那我不應該用這個
[38:45] 一些珠科媽媽
[38:46] 創群人來作為一個
[38:48] 就是我去講說
[38:49] 這些製造預而焦慮的一個對象
[38:51] 因為或許不是每個這樣
[38:53] 或許他們只是在過一般的生活
[38:54] 只是因為可能被媒體爆出來
[38:56] 或是轉貼出來的
[38:57] 很多是這樣子的
[38:59] 所以那個可能大家看得不屬
[39:00] 那確實
[39:00] 那個也影響到非常多人
[39:02] 所以我才針對這個事情去
[39:04] 作為一個討論
[39:04] 但非常感謝這位兄弟的分享
[39:06] 那就是一個
[39:07] 怎麼講
[39:08] 就是說可能很多人聽
[39:09] 會覺得說他活在另外一個世界
[39:10] 可是我自己其實是在
[39:12] 類似的世界裡面
[39:13] 就是對我來講
[39:13] 預而他根本就不是什麼
[39:15] 難體
[39:16] 或是說什麼
[39:16] 所謂的軍備競賽
[39:17] 在我們看來是很簡單的東西
[39:19] 那只是他對很多人來講
[39:20] 可能是很痛苦
[39:21] 那我沒有什麼去講說
[39:23] 其實你不用去
[39:24] 太在意這樣子的東西
[39:25] 因為因為我們自己從小長大來說
[39:27] 就是我現在給我孩子的東西
[39:29] 跟我爸爸當年給我的東西比
[39:31] 其實是天差地緣
[39:32] 是差非常多
[39:33] 可是我不會因為這樣子
[39:35] 我就講說
[39:36] 我爸當年不應該他媽生下
[39:37] 我覺得其實他很多人
[39:38] 是已經變成這種
[39:39] 非常地
[39:40] 怎麼講
[39:41] 就是說他是對這個社會有怨對
[39:43] 他最近網上有人在討論
[39:44] 馬上已經抬頭門
[39:45] 他就覺得說社會都欠他了
[39:47] 其實不是這樣子
[39:48] 因為有錢有有錢的養法
[39:50] 沒有錢有沒錢的養法
[39:52] 如果你都沒有被生下來的話
[39:53] 你就感受不到這一切
[39:54] 那當然這個聽在一些
[39:56] 想要自我毀滅
[39:57] 我就覺得說這個世界
[39:58] 就是他媽的那地方了
[39:59] 而你他一定覺得說
[40:00] 你這兩批的話就不想活著
[40:01] 說來講
[40:01] 你不想活著
[40:02] 你想下去你自己下去
[40:03] 你不要去脫著那些
[40:05] 想要認真生活的人
[40:06] 一起下去
[40:07] 或者說
[40:08] 你覺得自己應該怎麼樣
[40:10] 可以去
[40:12] 立真上有
[40:13] 那小朋友一定要
[40:14] 念到什麼東西
[40:15] 那吃東西一定要吃什麼油雞
[40:16] 牧場
[40:17] 你去做對選的
[40:17] 你不要去影響別人
[40:18] 其實關鍵就是你不要去影響別人
[40:20] 你不要去把自己的生活
[40:23] 或者說感受到的東西
[40:24] 去搶家住在別人上
[40:25] 你可以分享
[40:26] 可是你不要去講說
[40:27] 你沒有這樣
[40:28] 你就不可以做什麼事情了
[40:29] 我覺得這個就是我們大家的共識
[40:30] 下面因為
[40:31] 富貴在選中球
[40:33] AIDA很怕你一路之下
[40:35] 把節目停了也
[40:36] 你要知道我們是有聽懂你重點的人
[40:39] 二三年從內地很失敗的
[40:40] 回台開始聽你的節目
[40:42] 都暗時收聽還回聽二輪
[40:44] 二四年投報35%
[40:45] 二五年至今45%
[40:47] 我是要走入聽天命之年
[40:49] 又沒有任何槓桿的上班族
[40:51] 也滾到了八位數
[40:52] 重返榮耀
[40:53] 不用靠主動的收入過日真爽
[40:56] 所以拜託你不要停節目
[40:57] 很怕自己會失去投資方向
[40:59] 誠心用我的細雙背撐你的背
[41:02] 超巴航
[41:03] PS你三五千萬還不做高鐵
[41:06] 讓很多人的筷子都抖掉了
[41:08] 非常感謝這位兄弟的支持
[41:10] 那其實是不會這樣一路之下
[41:11] 就關掉
[41:12] 因為這個節目我們結緣的對象太多了
[41:14] 然後我其實非常享受在
[41:15] 我們的QA環節
[41:17] 然後跟大家的每週兩次的分享
[41:19] 其實現在做起來是跟早期比起來
[41:21] 又是更開心的
[41:22] 那所以呢
[41:23] 不叫不會去戰役
[41:24] 那些有的沒有的東西
[41:25] 前來講就是說
[41:26] 我對我自己的評價
[41:27] 大家要求是第一個我自己怎麼看自己
[41:29] 然後第二個就是
[41:30] 家人怎麼看我
[41:31] 然後再來就有朋友怎麼看我
[41:32] 那最後可能才會是網友
[41:34] 或是我不認識的人怎麼看
[41:35] 那甚至這個東西不會太在意
[41:36] 那一或是我可以給大家一個
[41:39] 雖然這個講出來可能就是
[41:40] 某種程度的抱怨
[41:41] 可是這真的是大家如果放在心中
[41:43] 你未來遇到的話
[41:44] 對你有幫助
[41:45] 你要知道說在世界上獲得好的評價
[41:47] 就是從Here Say
[41:48] 從別人的口中獲得好的評價
[41:51] 有兩種格式
[41:52] 這也是我後來發現的
[41:53] 雖然我已經發現幾年了
[41:54] 第一個就是
[41:55] 好的人說你很好
[41:57] 你盡重的人
[41:58] 你尊重的地方閒打門
[41:59] 或是說那一些
[42:00] 你覺得是一等一
[42:02] 你會給大母子人
[42:03] 他們說你好
[42:03] 那你就是一個很好的人
[42:05] 第二個就是從那些
[42:06] 非常討人厭的眼中獲得說
[42:08] 他覺得你是個廢物
[42:09] 或是垃圾
[42:09] 或是他很討厭你這樣的評價
[42:11] 如果說討厭你的人是
[42:12] 那種大家都討厭的人
[42:14] 這個叫做復復得證
[42:15] 所以其實很多時候我回去看一下
[42:16] 說憑著我的人是誰
[42:17] 我看一下我甚至會笑出來
[42:19] 所以我不會因為這種東西
[42:20] 受到態度的影響
[42:21] 然後再講說這個
[42:22] 三五千萬還不做高鐵這個
[42:24] 我跟你講
[42:24] 這個確實是我在分享完之後
[42:26] 然後就有人知道
[42:27] 我外星想說我很矯情
[42:29] 這個就是說
[42:30] 他可能身邊比較沒有這樣子的人
[42:32] 他不知道
[42:33] 像我也覺得我老婆很扯
[42:34] 你覺得我老婆會擦
[42:36] 他去買他媽的什麼
[42:37] UNICOROI什麼的
[42:38] ZARA
[42:39] 然後他給我把東西
[42:40] 放購物車等折扣
[42:41] 你覺得我們家有在擦那個折扣嗎
[42:43] 但他就是要這樣做
[42:44] 你逼他買他還會跟你生氣
[42:46] 後面也有同業是這樣
[42:48] 他就喜歡買折扣的東西
[42:49] 那像我自己的話
[42:50] 你說三五千萬不做高鐵
[42:52] 是一個什麼很矯情的事情嗎
[42:54] 上午前到做高鐵
[42:55] 覺得是可以
[42:56] 你可以隨便做
[42:57] 可是為什麼會做我下去
[42:58] 因為
[42:59] 當你可能三五千萬的時候
[43:00] 你發現說你前面的大哥
[43:02] 他買某個什麼
[43:04] 雞巴東西
[43:04] 然後一進去就是
[43:06] 花格罵1210億
[43:07] 然後在裡面當大股東
[43:09] 你會想要去做一些多餘的開銷
[43:11] 來減換你追上他的速度嗎
[43:13] 你會想要去
[43:14] 就連我老婆那時候
[43:15] 跟我買房
[43:16] 我都剛好說
[43:16] 你這個在減款
[43:17] 我們家庭的財富累積
[43:19] 因為我頭款拿出來
[43:20] 然後在付裝房
[43:21] 我這樣付掉去
[43:22] 那個錢我進去市場
[43:23] 可以滾多少錢出來
[43:24] 所以那是一個相對值
[43:25] 就在我的角度是
[43:26] 這些錢都是可以再放進去滾
[43:28] 更多錢的
[43:28] 為什麼我要去花他
[43:30] 所以我自己甚至是
[43:31] 有點像在學花錢的人
[43:33] 因為我是
[43:34] 很討厭花錢的人
[43:35] 然後後來才學會花錢
[43:38] 所以很討厭花錢
[43:39] 不是說他剛研磨的
[43:40] 乾淨的
[43:41] 情檢磁加
[43:42] 出去設範模幅錢
[43:43] 沒有
[43:43] 我出去吃飯
[43:44] 跟朋友吃一吃飯
[43:45] 就算我沒有錢的時候
[43:46] 幾乎也都是
[43:47] 我會先講說他付錢
[43:48] 我就我是很愛幫大家付錢的那種
[43:50] 所以我對別人是還算蠻大房的
[43:52] 可是我花我自己就會覺得
[43:53] 就有些東西
[43:54] 奇怪了
[43:55] 我一樣是到台北轉型展覆盡
[43:58] 我搭國官科運
[43:59] 我在車上搖一搖
[44:00] 睡覺兩百塊
[44:01] 我搭高鐵是多一倍
[44:02] 為什麼我搭高鐵
[44:03] 你知道會這樣
[44:04] 想要知道
[44:04] 到現在就不會這樣
[44:05] 因為現在有小孩了
[44:06] 因為小孩之後
[44:06] 你就知道說靠北
[44:07] 你在車上搖一個半小時
[44:08] 你小孩在車上哭魚
[44:09] 就半小時
[44:10] 所以我當然要趕快到目的裡
[44:12] 或者說
[44:13] 你知道以前
[44:13] 我去搭飛機的時候
[44:14] 我想說是什麼樣的人
[44:16] 有病會跑去買商務廠
[44:18] 只是要多有病才會買商務廠
[44:20] 那個可能是貴五倍
[44:21] 貴十倍
[44:22] 就是這麼貴的一個票價
[44:24] 怎麼會買
[44:24] 然後現在
[44:25] 我真的是能夠買商務廠
[44:27] 我就買商務廠
[44:27] 為什麼
[44:27] 因為我的背會痛
[44:29] 我做後面我背好痛
[44:30] 靠背
[44:31] 我的媽我可以到前面睡覺
[44:32] 我花這個錢下去
[44:33] 我痛我痛
[44:33] 我很痛
[44:34] 可是我還是會花
[44:35] 因為我就是必須
[44:35] 所以
[44:36] 因為現在說
[44:36] 我背我自己生活的一個
[44:39] 要求
[44:39] 因為你家可能家庭
[44:41] 我什麼的改變
[44:42] 然後你必須做這件事情
[44:43] 才化下去
[44:43] 半平常我真的是沒有辦法
[44:45] 所以我其實比起來
[44:46] 算是一個很省的人
[44:47] 你要說我腳型也可以
[44:48] 但我真的算省
[44:49] 像有些人賺到錢
[44:50] 馬上就買跑車
[44:51] 買什麼
[44:52] 我都沒有在做這樣的開銷
[44:53] 可以買啊
[44:54] 可是就是
[44:55] 就化不下去
[44:55] 這我啦
[44:56] 所以
[44:56] 我去跟大家講說
[44:57] 我化回去
[44:58] 然後被人家說腳型
[44:59] 我想說不知道
[45:00] 這世界真的很大
[45:00] 下面有一位
[45:01] 豬被抬園地負零
[45:03] 回到我
[45:04] 都可以買ice
[45:05] 請問
[45:05] 美樂地械的洗澡順序
[45:07] 我都是頭臉身體
[45:08] 有人說臉要分開洗
[45:10] 但我好懶
[45:10] 都是領域的時候
[45:11] 一起洗
[45:12] 那另外停車
[45:13] 被家人影響
[45:14] 一定要投草外
[45:15] 老公有這個習慣
[45:16] 祝大家聖誕快樂
[45:17] 某男籃叫頂扣扣
[45:19] 亮女皮膚水當當
[45:21] 非常感謝這位
[45:22] 豬被抬園地負零的
[45:24] 各個擠眼
[45:26] 那洗澡是怎麼樣洗
[45:28] 我之前洗一臉
[45:29] 臉之後
[45:30] 然後再頭
[45:31] 然後就全身這樣一路路下去
[45:32] 以前基本上也沒有在擦小
[45:34] 都是買那種一罐
[45:35] 可以直接洗全身的
[45:36] 那隨便路一路就
[45:37] 就出去
[45:38] 因為那個當兵訓練的
[45:39] 那之後來就比較講究
[45:40] 就知道說你臉上的東西
[45:42] 你還是要用特別的
[45:43] 洗面爐
[45:44] 因為如果你用其他的墓裏爐什麼
[45:46] 就聽說這樣子比較不好
[45:47] 我也不知道
[45:48] 反正就老婆叫我做
[45:49] 我就跟著做
[45:49] 所以會把它拆開來
[45:51] 但頭跟身體
[45:51] 可以基本上可以綁一套
[45:52] 我就臉就是特別要稍微注意一下
[45:54] 雖然說感覺好像
[45:56] 沒有什麼成效
[45:56] 就臉還是這樣
[45:57] 可是就至少老婆跟妳講
[45:58] 就這樣做
[45:59] 那在講說停車的話
[46:00] 就如果是我自己停的話
[46:01] 一定都是這樣子停
[46:02] 但是如果說今天是回家
[46:04] 然後車上有小朋友
[46:05] 說小朋友真的做不住
[46:07] 所以一樣就跟上題QA講的
[46:09] 你被你的生活去推著
[46:10] 你去修感你的習慣
[46:11] 就你本來可能
[46:12] 甚至有點強迫
[46:13] 我車子一定要停得很準
[46:14] 為什麼的
[46:15] 那只是因為現在
[46:16] 你想在那邊哭你要怎麼辦
[46:17] 那兩個車位多你的
[46:18] 就沒差就直接
[46:19] 那鞋子差進去
[46:20] 然後之後再調整
[46:21] 所以其實我們自己確實
[46:23] 是在這個習慣的方面
[46:24] 被小朋友調整了不少
[46:26] 就調整到一個
[46:27] 大家都舒服的模式
[46:28] 然後就開始知道說
[46:29] 反正呢
[46:30] 效率
[46:31] 然後花錢可以解決都不是問題
[46:32] 這個是我們家的一個大原則
[46:34] 下面為南港前水宅
[46:36] 前水室在五星好評
[46:36] 所以你好
[46:37] 看到最近的事件
[46:38] 分享一個身邊的小故事
[46:39] 多年前朋友買消業的時候
[46:41] 遇到系統在
[46:42] 持小刀搶路邊阿婆的錢包
[46:44] 當下二花不說
[46:45] 拿著安全帽
[46:46] 充去幫忙
[46:47] 在波鬥中
[46:47] 不勝打傷系統載的眼睛
[46:49] 那最後結果
[46:50] 就是要賠償系統載一大筆錢
[46:52] 沒有要討拍隱暫的意思
[46:54] 純粹分享
[46:54] 身邊的故事
[46:55] 對我來說
[46:56] 這位朋友就是勇者新美爾
[46:58] 那需要能接逐位的
[46:59] 經口住這位目前
[47:00] 在掛號台灣分公司
[47:02] 這位朋友
[47:04] 早日三千前進花耳街
[47:06] 好
[47:06] 那我們也住這位建議
[47:07] 勇為的新美爾
[47:08] 可以順利的高升
[47:10] 那他現在講的這個東西
[47:11] 就是跟前幾集
[47:12] QA有聽眾講的一樣
[47:13] 就像你在路上去幫別人
[47:15] 很多時候你會擔心
[47:16] 說不被反勢
[47:17] 然後或者是
[47:18] 會不會攻清變勢組
[47:19] 就本來明明沒有你的事情
[47:21] 你出手之後
[47:21] 變成是你跟對方的事情
[47:23] 你不覺得
[47:24] 這個是一個麻煩的狀態嗎
[47:26] 所以確實
[47:27] 現在在絕大多數的時間裡
[47:29] 以前我是那一種
[47:29] 甚至有點像垃圾人
[47:31] 你知道嗎
[47:31] 在路上看到說
[47:32] 哎有狀況
[47:32] 我就去圍觀一下
[47:34] 或者說要幫忙
[47:34] 我一定要去幫忙
[47:35] 那現在呢
[47:36] 除非我今天看了一個小朋友
[47:38] 直接要被滷上車
[47:39] 或是一個阿嬤
[47:39] 直接被壓在地上踩子
[47:41] 也不然我還真的不會去管
[47:42] 你們在那邊什麼
[47:43] 拉扯在那邊推擊
[47:44] 跟我批示
[47:44] 我直接走掉
[47:45] 雖然聽起來像是
[47:46] 很冷摸走
[47:47] 但我只能夠說不知道
[47:48] 就是隨著時間的推進
[47:50] 後來你會發現說
[47:50] 那些海報使者
[47:51] 蠻槍熱血的人
[47:53] 他們要把這很天真
[47:54] 要把他們真的是
[47:55] 社會上非常珍貴的人
[47:56] 所以我對這件事情是比讚
[47:57] 只是我們現在
[47:59] 可以失去的東西太多了
[48:00] 我有小朋友要顧到什麼
[48:01] 所以有些東西
[48:03] 像以前這樣
[48:04] 只去熱血的紀錄
[48:05] 對我來講就是沒有辦法
[48:06] 但我還是會支持這些人
[48:07] 如果說他們有照一句
[48:09] 因為這樣子得到麻煩
[48:10] 他們需要捐款
[48:11] 或說他們需要一些聲援
[48:12] 我們都一定會站出來
[48:13] 可是你說
[48:14] 自己要不要衝進去
[48:15] 是我現在還真的別人講
[48:16] 說沒有辦法
[48:17] 我回家帶小孩
[48:17] 我下面因為
[48:18] 米姑魯與爪子
[48:20] I don't want a Christmas tree
[48:22] 夢宮安安
[48:23] 馬利亞凱利盛
[48:24] 膠紙頭還沒有解凍了
[48:25] 近期看到VHM
[48:26] WOW技術
[48:28] 後續因為記憶體需求
[48:29] 而受到更多的採用
[48:30] 但也注意到有很多的瓶頸
[48:32] 不過C電容
[48:33] 好像台詩最近的看點
[48:35] 那聽說IP股水人聲
[48:36] 您對相關產業的看法
[48:38] 一樣是噴得在研究嗎
[48:40] 好
[48:40] 這位兄弟這樣一講
[48:41] 我知道還講了一個APM
[48:42] AP memory6531
[48:43] 這個也是我自己蠻喜歡的一家公司
[48:45] 那前面講的這個
[48:47] WOW就是Weapon Weaver
[48:49] VHM就是very high bandwidth memory
[48:51] 它這個應用是
[48:52] 在目前聽說
[48:53] 那個客戶是Meta眼鏡
[48:55] 那之前是礦機嗎
[48:56] 它後面它講的這個細電容
[48:59] 細電容就是在講
[49:00] 它兩個產品線
[49:01] 一個IPC
[49:01] 一個IPD
[49:02] IPC就在講說
[49:03] 放在C-Cone Interpols
[49:06] 這邊去做使用的
[49:08] 另外一個IPD就在講說
[49:10] 因為周圍進展到COAZL
[49:11] 所以它是在宅半裡面去買電容
[49:13] 所以理論上
[49:14] 如果今天在TSN這邊的產能是滿出來的話
[49:18] 那要去外面做
[49:20] 就要說要跑去SPIO的話
[49:21] 那SPIO的interpols要跟誰拿
[49:23] 或是說這個電容要跟誰拿
[49:24] 就有可能會跟AP memory拿
[49:27] 那前提是怎麼樣
[49:28] 我不知道就是說
[49:29] 像它的IPC那一塊的話
[49:31] 就有理解它的一個看點
[49:32] 會是在到底立即電這邊
[49:35] 有沒有辦法把那個量率拉上去
[49:36] 上次的法說好像講說
[49:38] 七幾%
[49:39] 算是看用了
[49:41] 至於在宅半這邊有沒有機會
[49:42] 就要看第一個大客戶
[49:44] 這些伯通或什麼的
[49:45] 有沒有真的要給它的東西
[49:46] 就我們連理解它們是有一個IP授權
[49:49] 可是你說是不是一個
[49:51] 類似說可以量產
[49:52] 或者很大營收貢獻的東西
[49:55] 不太確定
[49:55] 只知道說這一塊的營收拉起來
[49:57] 那這個我可以講比較多
[49:58] 是因為這只是我自己
[50:00] 有在主意太樣
[50:01] 就是稍微聊一聊
[50:02] 產業的東西
[50:02] 不要聽了
[50:03] 就會隨便亂闖
[50:04] 我小心被修理
[50:04] 那這邊拜拜
