[00:00] 欢迎收听谷爱,我是香木工,本集节目由New Balance赞助
[00:03] 天气开始变热,知道大家都在看机票或是去户外走
[39:59] 还是要英文才比较对
[40:01] 那下面一位
[40:02] 明柱配置问题
[40:04] 孟公大大您好
[40:05] 之前您有说过有七八千万的话
[40:06] 适当配置就可以退休
[40:08] 那请问您建议的配置是如何呢
[40:10] 小弟美商设备工程师约20年
[40:12] 离婚每个月赡养费1万
[40:14] 目前资产约1亿
[40:16] 挂含自住房2000万
[40:17] 那正在思考是不是要退休
[40:19] 我想听听看您的意见怎么配置
[40:21] 个人风险承受度算是高的
[40:23] 你要知道其实每次去讲说
[40:24] 多少资产就可以退休
[40:25] 可以怎么样
[40:26] 那都是by case
[40:27] 见仁见智
[40:28] 为什么
[40:28] 因为我不知道你的消费多少钱
[40:30] 就像说如果你有一个一亿的资产
[40:32] 那你今天假设说
[40:33] 你就去丢大盘的指数
[40:34] 你的报酬率也不要预期太高
[40:35] 就预期5%
[40:36] 甚至你直接去买个美债
[40:37] 那这样的话就是说
[40:39] 一年就是有500万可以去做花用
[40:40] 那500万对你来说是够还不够
[40:42] 对于很多人来讲
[40:43] 他在听到这一段
[40:43] 你觉得说他妈超够
[40:44] 我现在立刻退休
[40:45] 可对有些人来讲
[40:46] 他真的觉得不够
[40:47] 像身边有朋友
[40:48] 他跟我讲说
[40:48] 他每年喝酒就喝到2000多万
[40:50] 这他妈撒笑
[40:51] 当然我心中有点觉得说
[40:52] 你疯了
[40:52] 难怪你说你没有办法退休
[40:53] 你喝酒他妈喝这么多钱
[40:55] 但那个就是他
[40:56] 他生活就这样
[40:57] 所以跟每个人的生活习惯
[40:58] 是有关系的
[40:59] 所以必须得先问你自己说
[41:01] 你现在到底花多少钱
[41:02] 在我的假设是
[41:04] 像我刚刚讲
[41:04] 丢美债
[41:05] 或者你去怎么样
[41:06] 适当配置
[41:07] 5%其实不是一个
[41:07] 超级夸张的做法
[41:09] 以这样的角度来说
[41:11] 500万
[41:11] 你可能每年只会花到
[41:13] 200多万
[41:13] 直接退啊
[41:14] 你现在就可以立刻退了
[41:15] 但如果说你会花到400多万
[41:17] 那可能就是偏紧绷了
[41:19] 偏紧绷了
[41:20] 但其实也是可以退
[41:21] 为什么
[41:21] 因为你那个资产并不是说
[41:22] 怎么每年就只有5%
[41:23] 其实是会超越5%的嘛
[41:24] 所以他也会再去做增值啊
[41:27] 他会越养越多这个小朋友出来
[41:28] 所以大概就用这样去抓吧
[41:31] 可能你预计的一个数字
[41:33] 那有达成到里面的7到8成左右
[41:36] 其实就可以开始去思考说
[41:37] 搞不好可以去退下来休息了
[41:39] 那当然退而不休啦
[41:41] 也不要说什么都是完全的耍废
[41:43] 你搞不好也可以去兼差
[41:44] 做一些好玩的事情
[41:45] 所以有可能还是有其他的一些收入
[41:46] 所以你可以去做一个
[41:48] 这个简单的试算
[41:49] 那以每个人来讲
[41:50] 真的是会不太一样
[41:52] 要看你的实际上物欲到底是多少
[41:54] 这是关键
[41:55] 下面有位
[41:55] 许满喵喵汪汪
[41:57] 宝宝快回家
[41:57] 孟公去感恩
[41:58] 突然想到前面说那些喜基因的
[42:00] 是不是没有看过
[42:01] 二十出头岁的照片
[42:02] 现在只是长得亲和一点
[42:04] 年轻的孟公也是帅得好吗
[42:06] 那另外最近对于之前在台东节目
[42:08] 讲的中局概念感触很深
[42:10] 关号诺亚求回家的声音
[42:12] 祝全家安康
[42:13] 三宝是女儿
[42:14] 又爱您
[42:15] 顺便敲碗Lisa
[42:16] 接受访问
[42:17] 可是我跟你讲
[42:18] Lisa就是他妈喜欢讲干话
[42:20] 她就是整天在那边发说什么
[42:22] 我老公在节目上
[42:23] 讲的不是真正的事实
[42:24] 不是啊
[42:24] 我又跟她讲说
[42:25] 你去讲也是讲
[42:26] your side of story
[42:27] 你都说我在讲
[42:28] my side of story
[42:29] because it's fucking my show
[42:30] 所以我当然是讲
[42:31] my side of story
[42:31] 那你也是讲
[42:33] your side of story
[42:33] 所以最后面就变成是
[42:34] 大家就会很爽
[42:35] 就看我们两个
[42:36] 在那边隔空互喷
[42:37] 我说你干嘛要让人家
[42:38] 觉得我们可以这样
[42:39] 隔空互喷
[42:39] 你干嘛把自己当成是一个
[42:41] 人家娱乐的题材
[42:42] 然后嘴完他之后
[42:43] 他就有比较懂一点
[42:44] 因为其实实际上
[42:45] 怎么讲
[42:46] 就是蛮多人会这样跟我说
[42:48] 就我跟我老婆有一些那种纠纷
[42:50] 那我那时候也会在节目上
[42:52] 直接跟她分享
[42:52] 因为我觉得这没有什么好隐私
[42:53] 不隐私的
[42:54] 就实际上在生命中发生的事情
[42:56] 那大家会讲说
[42:57] 其实你们吵这个代表
[42:58] 你们感情真的很好
[42:59] 因为如果真的是感情不好的
[43:01] 会吵什么
[43:01] 会吵说
[43:02] 可能家里的收入问题
[43:04] 小朋友的教育问题
[43:05] 那或者是说
[43:07] 可能工作问题
[43:09] 那再来经济问题
[43:11] 家里是不是要有更多的空间
[43:12] 你们都在吵那种
[43:13] 干就是超级小事
[43:15] 什么男女关系
[43:16] 你是不是在偷看那个女生
[43:17] 你是不是去
[43:18] 什么有没有偷喵啦啦队
[43:19] 其实仔细想想
[43:20] 对啊
[43:20] 这个某层上是一种幸福
[43:21] 所以我现在也开始去接受说
[43:23] OK
[43:23] 像一些那种地方的
[43:25] 学校的家长会跟我讲
[43:27] 你老婆跟你吵这个
[43:28] 代表她爱你
[43:29] 我现在都会去往这个方向去想
[43:31] 下面一位
[43:31] 太常跳舞
[43:32] 下面一位台中小织女
[43:35] 现在大家都蛮厉害
[43:36] 都知道在前面先挂号
[43:37] 要叫我用什么语气
[43:39] 动物用药亲自注销
[43:41] 这什么意思
[43:42] 最近刚好看到
[43:43] 好像有蛮多人在讨论什么
[43:44] 动物用药
[43:45] 然后跟什么药局跟什么
[43:46] 但我没有去细部而去Dig
[43:48] 发生什么事情
[43:49] 我猜他在讲那件事
[43:50] 他说孟公去改
[43:51] 我才刚入福利联合坑
[43:53] 你就出坑了
[43:53] 如果可以的话
[43:54] 你会想学什么魔法呢
[43:56] 男生真的都喜欢
[43:57] 衣服变不见的药水吗
[43:59] 听到孟公说
[44:00] 自己是不会喜欢一个东西
[44:02] 很久的人
[44:03] 但是你有爱投资啊
[44:04] 投资就是你的
[44:05] Ikigai吧
[44:07] Ikigai是什么
[44:08] 那我可能才真的没有
[44:09] 但我觉得一直换也很好玩
[44:11] 投资后开始想了解
[44:13] 然后进了半导体产业
[44:14] 想到可以看得懂股票就很开心
[44:18] 那听古来也解锁越来越多
[44:20] 以前不懂的XYZ
[44:21] 还有上集讲的金价之乱
[44:23] 真的是心有戚戚焉
[44:25] 如果可以选我要默默暴富的魔法
[44:27] 然后继续过一样的生活
[44:29] 对其实就是暴富之后
[44:31] 那还是去上班
[44:32] 然后听你老板在那边卖梦
[44:33] 讲说在跟他一样努力多久就可以有什么
[44:37] 那你心中想说
[44:37] 干老子的东西都比你好
[44:39] 那可是你笑而不语
[44:40] 那感觉已经超级爽
[44:41] 那再来讲说
[44:43] 如果可以学一学这种魔法
[44:45] 飞行吧
[44:45] 瞬间移动
[44:47] 如果说可以瞬间移动是大于飞行
[44:49] 那如果说没有办法瞬间移动
[44:50] 我会选飞行
[44:51] 因为就觉得想要快点到另外一个地方
[44:53] 想要到天上去看看之类
[44:55] 会有这样的一些幻想
[44:57] 小时候就会想这个
[44:57] 那会不会喜欢衣服变不见的药水
[45:01] 不会
[45:01] 因为这个就是
[45:02] 除非是两造两情相悦
[45:04] 就是我们今天在玩
[45:06] 情趣配
[45:06] 我撒在你身上
[45:07] 衣服也不见
[45:08] 很好玩很好笑
[45:09] 不然你拿这个药水
[45:10] 你可以干嘛
[45:10] 你去路上撒别人
[45:11] 立刻就被逮捕
[45:12] 可能还被骂
[45:13] 去摘脑研究之类的
[45:15] 所以我不知道
[45:16] 怎么认真回答你这个问题
[45:17] 但我觉得
[45:17] 就是弗里恩给费林的那个药水
[45:19] 实际上是蛮不实用的
[45:21] 就是如果说
[45:22] 可以让你去淋他这个药水的人
[45:24] 你也不需要去
[45:25] 拿这个药水玩
[45:26] 懂我意思吗
[45:27] 像因为飞机杯上瘾症
[45:29] 孟公孟公我老公
[45:30] 上一集听到孟宏曲卡说
[45:31] 之后要等到光通讯的股票下跌
[45:33] 就会来聊光通讯的事情
[45:34] 那他在讲说
[45:35] 之前在提的pluggable吗
[45:37] 那说到这个
[45:37] 我认为在CPU初期
[45:39] 良率不稳定的时候
[45:40] 非常依赖测测设备
[45:41] 请问曲卡如何布局
[45:42] CPU测试设备上
[45:44] 还是有其他更好的方向
[45:46] 最后请教您
[45:47] 如何治愈每天起床的负面情绪
[45:49] 爱您为爱您
[45:50] 我现在起床
[45:51] 已经没有什么负面情绪了
[45:53] 之前可能在数年前
[45:55] 有时候起床会觉得
[45:56] 就不知道自己人想要干嘛了
[45:59] 那该怎么办
[45:59] 就是赶快不知道
[46:00] 喝杯水喝个咖啡
[46:02] 然后就直接进行
[46:03] 你当天该做的事情就解决了
[46:05] 就不要在床上躺太久
[46:06] 越躺越久
[46:07] 你不做事情
[46:07] 你就会胡思乱想
[46:08] 现在就比较不会有这样的问题
[46:10] 现在甚至还蛮期待早上的
[46:12] 所以或许你可以找一个手游来打
[46:13] 因为像我就很期待
[46:15] 每天早上去解每日任务
[46:16] 那再想说CPU相关的
[46:19] 这些测试设备
[46:20] 你可以去找以前的集数
[46:21] 那一定都聊过
[46:22] 不要说我现在聊一堆
[46:23] 讲说什么高档要出货
[46:24] 因为这个早就聊到不要再聊了
[46:26] 像我自己手上
[46:26] 我蛮喜欢就
[46:27] 军华自贸跟万伦
[46:30] 这我都是已经
[46:31] 怎么讲
[46:32] 就是说因为他真的长太多
[46:33] 所以我不愿意去聊他
[46:34] 因为聊到之后
[46:34] 大家一堆人
[46:35] 然后埋在山上
[46:35] 然后跑来干干叫
[46:36] 但其实这个在
[46:38] 前面的数个月
[46:38] 就有跟大家聊到
[46:39] 我觉得这是一个
[46:40] 可以蛮认真去看的趋势
[46:42] 因为以前我可能
[46:43] 在台股的光是不多
[46:44] 可是就是趁
[46:45] 之前某一个回档的时候
[46:47] 那时候节目聊到
[46:47] 就趁下去卡一些光
[46:49] 你们在回档乱丢
[46:50] 老子就进去熟
[46:51] 那现在看起来
[46:52] 都是还蛮不错的
[46:53] 那你说这是不是一个方向
[46:54] 绝对是一个方向
[46:55] 那我要聊的东西
[46:56] 不是像你前面讲的pluggable
[46:57] 因为我就是
[46:58] 很坦然跟大家讲说
[46:59] pluggable东西
[46:59] 我比较看不懂
[47:00] 甚至是没有什么做到
[47:02] 可是呢
[47:02] CPU相关的东西
[47:03] 就是全部都掌握到
[47:05] 所以还蛮开心的
[47:06] 那可能要聊的东西
[47:07] 是关于说
[47:08] 里面的一些原件
[47:09] 其实大家有去估一些数字
[47:11] 那这些数字
[47:11] 有蛮多有趣的insight在背后
[47:14] 或许之后有空可以来聊一下
[47:16] 那下面一位
[47:16] MSN in Yahoo
[47:18] 竹科臭质男的五星召唤数
[47:20] 不知道
[47:21] 大家留言一下
[47:21] 越留越长
[47:22] 记得八行内解决
[47:23] 他说
[47:24] 孟公大你好
[47:25] 听到你买了红酒柜
[47:26] 真心想请教你
[47:27] 怎么样才可以痛快的花钱
[47:28] 我知道花钱花在必要的事物之外
[47:30] 就是爽为了回忆的复利
[47:32] 但是有时候又忍不住思考
[47:34] 如果说把这笔钱拿去投资
[47:35] 而言吃享乐
[47:36] 是不是在未来我的日子会过得更好
[47:37] 我一不会心痛的花费
[47:39] 就是花在我老婆身上
[47:40] 但是有时候在算这些给老婆听
[47:42] 反而会让她很有经济压力
[47:44] 我小时候家里有段时间很穷
[47:46] 能够体会她的感受
[47:47] 随着年纪增长
[47:49] 朋友都忙着雇小孩
[47:50] 实在是不知道要找谁讨论
[47:51] 这些心理的矛盾跟压力
[47:53] 那恳请孟公大开市
[47:54] 怎么样改变我这种客家心态
[47:56] 难道唯一的解法
[47:57] 就是想办法多赚一点钱吗
[47:59] 这位兄弟
[48:00] 我可以很直接告诉你
[48:01] 这是投资业内的人员
[48:03] 或是说喜欢投资
[48:04] 或是在股票真的有赚到一些钱
[48:06] 那当然反向的那种死毒狗
[48:08] 可能也会有类似的想法
[48:09] 就是会恨不得有更多钱
[48:11] 可以进去买东西
[48:12] 那像近期以我来讲
[48:14] 就真的是买到完全没有钱
[48:16] 然后A君也跟我讲说
[48:17] 他想要跟他女朋友借钱
[48:18] 因为这个盘真的太好
[48:20] 但他是很酷的人
[48:21] 就他至今都没有使用任何的融资
[48:23] 他也是开玩笑
[48:23] 但他一直说
[48:24] 就真的想买的东西太多
[48:26] 一堆东西都喷出去
[48:26] 你就想要一直去加码
[48:27] 所以其实每个做投资的
[48:29] 几乎你去问他们
[48:31] 他们都会觉得钱不够用
[48:32] 甚至也不要讲做投资
[48:33] 到底谁是钱够用的
[48:35] 所以我都觉得说
[48:35] 愿意把钱分享给别人的人
[48:37] 代表说这是成年人的一种爱
[48:40] 你知道吗
[48:40] 因为每个人一定都是觉得
[48:41] 自己的钱不够用
[48:42] 讲够用是某个程度上安慰自己
[48:45] 就是说够了
[48:46] 确实可能真的是这样
[48:47] 但你真的要花钱
[48:48] 你都有办法找到很多地方可以花钱
[48:50] 但是你愿意把这笔钱
[48:51] 可能分享给大家
[48:52] 带家人出去玩或什么的
[48:53] 所以我是觉得说
[48:54] 买体验是非常值得的
[48:55] 那也不需要去
[48:56] 什么特别的学花钱
[48:57] 因为每个人喜欢花钱的东西
[48:59] 是不太一样
[48:59] 那再来就是
[49:00] 可能有些人从头到尾
[49:01] 都不太会花钱
[49:02] 以我来讲
[49:02] 其实我就算是一个
[49:03] 不太会花钱的人
[49:04] 那有些人是很喜欢花钱
[49:06] 所以他也不是学花钱
[49:07] 他只是可能没有钱的时候
[49:08] 他买那样的东西
[49:09] 然后有钱之后
[49:10] 就越换越好
[49:10] 他那个手表越换越好之类的
[49:12] 那是他的喜好
[49:13] 那你可能觉得说
[49:13] 这个人在来干嘛
[49:14] 我是不是要学它
[49:15] 没有其实不用
[49:16] 因为每个人喜欢的东西不一样
[49:17] 像我看到一些
[49:17] 可能买车买表的朋友
[49:19] 我就觉得说
[49:19] 有必要这样吗
[49:20] 他们也觉得
[49:21] 你怎么会花钱去买游戏王卡
[49:23] 或者说
[49:23] 像我上次去巴厘岛住某个地方
[49:26] 然后身边的朋友就跟我讲说
[49:27] 那个是超贵的
[49:29] 你怎么跑去住那个
[49:29] 我就觉得说
[49:30] 我花在这里很爽
[49:31] 我也会觉得说
[49:32] 你那个手表超贵的
[49:33] 你怎么会买那个
[49:34] 他觉得说
[49:35] 这个我可以再变卖
[49:36] 所以其实每个人
[49:36] 都有一套方法去说服自己
[49:38] 说他花的这个钱是值得的
[49:40] 或者什么CP值高的
[49:41] 但那其实都是对自己的一种说辞而已
[49:43] 那我觉得去买提言是最值得的事情
[49:45] 那如果说
[49:46] 你会觉得说你想要把更多钱丢进市场
[49:48] 我必须告诉你
[49:49] 这个是每个人都有的一个阵头
[49:51] 它并不是跟你赚多赚少的关系
[49:54] 你赚多你还是会有一样的阵头
[49:55] 你相信我
[49:56] 好那再见
