[00:00] 歡迎收聽谷外,我是聖夢宮,本期節目由無名氏贊助
[38:13] 但最近跟朋友聊到
[38:15] 他媽媽在化療
[38:16] 在化療的期間
[38:17] 一直跟我朋友說
[38:18] 想要抱孫子
[38:19] 他們夫妻原本不打算生小孩了
[38:21] 但我朋友在猶豫
[38:23] 到底要不要因為他媽媽的願望
[38:24] 跑去生小孩
[38:25] 主要是卡在怕媽媽會有遺憾
[38:27] 導致他痛苦一輩子
[38:29] 那情挨大開示
[38:30] 這個好難
[38:32] 這題是很難的煎熬題
[38:35] 因為首先我自己身為家長
[38:37] 我會儘可能的避免去情勒我的小孩
[38:40] 不管林北今天是得癌症
[38:42] 搞完癌殺小
[38:43] 就是我不覺得我今天有什麼
[38:45] 那我就要強迫他去改變他人生的軌跡
[38:47] 這個是我不會做的事情
[38:48] 可是我某個程度上
[38:50] 又可以理解說
[38:51] 就是可能媽媽的心願
[38:52] 真的就是看到一個孫子
[38:54] 她也很坦白跟你講
[38:54] 她沒有情得你的意思
[38:55] 她只是
[38:56] 她就想看孫子
[38:57] 可是問題是
[38:57] 你還是要考量一下
[38:58] 當事人的想法
[39:00] 我覺得還是要
[39:01] 所以怎麼講
[39:02] 小孩這種東西不是玩物
[39:04] 所以千萬不要因為說
[39:06] 什麼媽媽現在重病
[39:07] 然後你就跑去生小孩
[39:09] 我覺得這還是不對的
[39:10] 因為
[39:11] 我這樣講
[39:12] 媽媽已經活過
[39:14] 她很美好的一生了
[39:15] 雖然這樣講的話
[39:16] 可能有點靠北
[39:17] 媽媽長輩們
[39:18] 或是說我們
[39:19] 我們已經活了很多美好的一生了
[39:21] 小朋友他的人生才剛開始
[39:22] 他的人生應該是要充滿希望
[39:24] 充滿愛
[39:25] 他應該是每年聖誕節
[39:27] 都有人幫他準備禮物
[39:28] 他應該是每年的生日
[39:29] 都會有人讓他覺得
[39:31] 他是非常特別的小孩
[39:32] 他不應該是有任何的家長
[39:34] 最後面會對他講說
[39:35] 老子當年生下
[39:36] 你是因為怎麼樣怎麼樣
[39:37] 那這些人都是不合格的家長
[39:39] 所以我們要避免這類事情的發生
[39:40] 所以我還是會覺得
[39:41] 就是不要聽媽媽說的話
[39:43] 就這個老實講
[39:45] 不要聽媽媽講的話
[39:46] 我覺得這個是
[39:46] 我們不要用一些負面的形容詞
[39:50] 反正總之我就跟你講
[39:51] 就不要聽他講的話就對了
[39:52] 那我還是祝你可以賺到250萬
[39:53] 下面為徐滿
[39:54] 喵喵汪汪明年生女兒
[39:56] 老公安安聽完臺通那集
[39:57] 知道夫人可以看照片
[39:58] 知道是有問題
[39:59] 那請問夫人當年看到老公的照片
[40:01] 就知道這個人是他老公嗎
[40:02] 那另外1000集
[40:03] 可以將上古集數說要開巴士
[40:05] 在聽眾這件事情實現
[40:06] 我能夠直接有上車的票嗎
[40:08] 那最後祝全家安康
[40:10] 明年三寶是女兒
[40:12] PS奇安為什麼爬椅子撞牆跟撞椅子
[40:14] 好可愛
[40:15] 我後來才發現說
[40:16] 我兩個兒子都一樣
[40:17] 就是他們開始長大
[40:19] 然後會動之後
[40:20] 他們都是蠻喜歡
[40:21] 就是像Rocker一樣
[40:22] 那樣投去撞東西
[40:23] 那後來發現
[40:24] 就是有蠻多家人
[40:25] 他們小朋友這樣
[40:26] 可能就是某個小朋友的
[40:27] 迷之反應吧
[40:28] 我大兒子那時候
[40:29] 還會躺在床上
[40:30] 然後突然間這樣左右
[40:31] 就是左右頭狂擺
[40:33] 然後我老婆講說
[40:33] 會不會他有那個
[40:34] 土瑞士症之類
[40:35] 就他怎麼突然
[40:36] 就Tick起來之類
[40:37] 跟你一樣
[40:38] 因為那時候
[40:39] 我還會在路上亂叫的時候
[40:40] 只是我現在不會亂叫
[40:41] 只是我老婆就說
[40:42] 這個行為跟你一樣
[40:43] 突然間就開始抽動之類
[40:44] 然後後來就發現
[40:45] 也沒有啦
[40:46] 就是說長大過程中的一些反應吧
[40:48] 他可能不知道
[40:48] 敲一敲想說
[40:49] 把那個腦袋敲到正確位置
[40:50] 我也不知道他們在幹嘛
[40:51] 然後再講說
[40:52] 他有沒有看到我照片
[40:54] 就知道我是他老公
[40:55] 他是沒有跟我講過類似的東西
[40:56] 但是我老婆有講說
[40:58] I have a kind face
[40:59] 就是我有一個kind face
[41:00] 然後I look like teddy bear
[41:01] 雖然你們現在應該很多人想說
[41:02] 該你啊
[41:03] 要吐了
[41:04] 大家真的是這樣講我
[41:05] 下面一位
[41:05] 挨大讚贊贊贊贊
[41:08] 直男巧虎贊贊贊
[41:09] 測試室
[41:10] 挨大你好
[41:10] 想問你對臺灣電動車的發展
[41:12] 有什麼看法
[41:13] 不好意思直接笑出來
[41:14] 那就是鴻海集團子公司
[41:15] 買下納茲傑的新聞
[41:17] 電動車還要搞頭嗎
[41:18] 臺灣的話
[41:18] 我覺得這個搞頭的機率很低
[41:20] 你看納茲傑多少錢
[41:22] 7億
[41:22] 7億
[41:23] 搞了半天
[41:24] 然後都要補助
[41:25] 然後7個億
[41:26] 對就這樣
[41:27] 下面一位
[41:27] Timo是隻處女座的公公貓
[41:30] 感謝諸位老司機
[41:31] 五年來每週發車
[41:32] I like to say
[41:34] OK yes
[41:35] I'll do it for you
[41:36] I like to make your day
[41:37] Today
[41:38] All the ways
[41:38] Always nothing in my way
[41:40] Yes
[41:40] I shout
[41:41] EP
[41:41] 注意可以用拉皮的聲音
[41:44] 不是啊
[41:44] 你要我用聲音
[41:45] 那個聲音要放前面
[41:46] 因為我都直接念下去
[41:47] 我沒有空這樣跳下來看
[41:48] 然後叫我用拉皮的聲音
[41:50] 拉皮是我最喜歡的聲音
[41:52] 有問講
[41:52] 拉皮的聲音
[41:53] 跟米卡沙跟二鼻子一樣
[41:55] 我如果聲音可以跟他一樣的話
[41:56] 我不錄Podcast
[41:57] 我去當聲優了
[41:58] 感謝主委五年來的分享
[41:59] 也祝主委和家平安
[42:01] 健康快樂
[42:02] 然後再來就是
[42:03] 為什麼你的拉皮是講英文的
[42:04] 我拜託大家
[42:05] 那個一定是要設為日本語音
[42:07] 好不好
[42:07] 日文語音是最有味道的
[42:09] 韓文的話也還OK
[42:10] 可是我覺得你要玩
[42:11] 以及日文語音
[42:12] 還是最主要的
[42:13] 下面一位
[42:13] 雲林Hank
[42:15] 優質節目推推
[42:16] 艾大你好
[42:17] 聽說這裡許願很靈驗
[42:18] 我想請你幫忙
[42:19] 讓我一個好朋友
[42:20] 已經45歲還未婚
[42:21] 他的廚藝很好
[42:23] 但是遇到女生
[42:24] 很容易把他當工具人
[42:25] 他也很苦惱
[42:26] 希望借你的金口
[42:27] 祝他趕快遇到好女孩
[42:29] 做來帶一家身體健康
[42:30] 平安快樂愛你
[42:31] 這邊我有一個
[42:32] 不一樣的認知
[42:34] 有些人就是註定要當Doormat
[42:36] 就是那個
[42:37] 反正你走進人家家裡
[42:38] 然後踩地板
[42:39] 把鞋子弄乾淨的
[42:40] 有些人就是註定要當工具人
[42:42] 有些人就是註定要當ATM
[42:44] 有些人註定在家裡的地位就很低
[42:46] 不要覺得我在嗆大家
[42:47] 我在家裡我的地位
[42:48] 也是排在我們家狗後面
[42:49] 可是這樣子不代表
[42:51] 我們不會找到一個好因緣
[42:52] 所以你不應該認為說
[42:54] 身為工具人的你就是lesser
[42:56] 就是不好
[42:56] 你可能就適合當一個工具人
[42:58] 你可能當工具人還當得很開心
[43:00] 你只是需要找到一個
[43:02] 把你當工具人
[43:03] 把你當跳彈
[43:04] 然後他用得很開心的人
[43:05] 你是需要這種人
[43:06] 而不是你要去找到一個
[43:07] 不會把你當工具人的人
[43:08] 因為搞不好你沒有辦法展現你的價值
[43:10] 所以一個鍋配一個蓋
[43:11] 希望你可以找到順利的物件
[43:13] 下面一位
[43:13] 太優秀了
[43:14] 書花底家最贊
[43:17] 最愛寵物的花裡
[43:19] 手推書果花
[43:20] 書花底家最美
[43:21] 又不會讓貓貓過敏的書果花
[43:23] 每次看我老婆做都好厲害
[43:25] 比照片更美
[43:26] 適合骨癌最暖的聽眾
[43:28] 這可有
[43:30] 我完全不知道在講什麼
[43:30] 下面一位
[43:31] STWJK
[43:33] 星星之我心
[43:34] 踢到夢宮在柏林
[43:35] 看完演唱會搭計程車
[43:37] 腦袋出現的畫面是
[43:38] 你站在路邊
[43:39] 五指伸直併攏
[43:41] 右手伸直向上
[43:43] 斜舉約45度
[43:44] 可是沒有什麼計程車停下來
[43:47] 於是你手越舉越高
[43:48] 動作越來越有力
[43:49] 然後最後紅藍的閃光伴隨警笛聲
[43:52] 逐漸靠近
[43:53] 掛號記得下警語
[43:54] 講認真的
[43:54] 好喜歡你們那張
[43:56] 沒半個人看鏡頭的全家福
[43:57] 我看到了最自然純粹的幸福美滿
[44:01] 祝你們永遠都那樣幸福美滿
[44:03] 我非常感謝這位兄弟
[44:04] 記得在德國
[44:05] 千萬不可以像他講的這樣
[44:07] 就手伸45度
[44:08] 這真的會出事情
[44:09] 下面一位
[44:09] MODCCC
[44:11] The Incredible Man
[44:13] 像這位就是有sense
[44:15] 他前面先掛了一個
[44:16] Trump就知道說
[44:17] Wow
[44:17] What an incredible person this is
[44:20] 就知道用川普的聲音
[44:21] 大家好
[44:21] 之前你有說保險
[44:23] 建議高槓杆保險就好
[44:24] 那請問出國
[44:25] 要保旅平險
[44:26] 或是不便險嗎
[44:27] 那另外腰痛
[44:28] 會不會是坐太久
[44:29] 或許可以暫時交易
[44:30] 打遊戲
[44:30] 然後最後祝全家人
[44:31] 身體健康
[44:32] 健康第一啦
[44:32] 愛您
[44:33] 旅遊險的話
[44:35] 我是綁在信用卡吧
[44:35] 我記得我信用卡
[44:36] 然後刷下去之後
[44:37] 他就自帶有那個保險
[44:39] 是這樣的一個狀態
[44:40] 所以沒有特別去注意過這一塊
[44:42] 那腰痛有沒有可能坐太久
[44:43] 有可能
[44:44] 因為我坐的時間真的比較長
[44:45] 但是我儘可能坐停
[44:46] 那後面可能
[44:47] 就是搞個升降桌之類的
[44:49] 有機會會這樣做
[44:50] 因為確實我們坐在椅子上的時間偏多
[44:53] 所以為了自己的身體著想
[44:54] 會去想一些解放
[44:55] 非常感謝這位兄弟
[44:56] 也祝你一順
[44:57] 下面會跟星星說晚安的點點點
[44:59] 想借您金口跟我而說
[45:02] 最好能夠在這邊聽到
[45:04] 右軍的名字
[45:04] 真的是超感動
[45:05] 謝謝您
[45:06] 想再麻煩您跟王佑君說
[45:08] 思思仔
[45:08] 謝謝你這一個月的努力跟堅持
[45:10] 爸媽以你為榮
[45:11] 你永遠是我們最驕傲的大兒子
[45:13] 這次要好好的跟著菩薩走
[45:15] 下次來之前把裝備帶起
[45:17] 我們有緣再見咯
[45:18] 我會照顧好家人
[45:19] 當個認真的雲端捏軟仔
[45:22] 所以
[45:25] 這位是媽媽是不是
[45:27] 上次留言的是爸爸
[45:28] 這個是媽媽
[45:29] 那剛好前面有一位聽眾
[45:30] 想要對你們講話
[45:31] 那大家就這樣串聯在一起
[45:32] 希望你們都可以一起
[45:34] 這個茁壯
[45:35] 一起成長
[45:36] 那也希望小朋友呢
[45:37] 可以早點回來
[45:38] 下面一位
[45:39] ZXCJKQ
[45:41] 有您的生日祝福
[45:42] 男友會開心死
[45:43] 您好男友是古萊的忠實聽眾
[45:45] 1月9號是他的生日
[45:46] 想麻煩您用猛男的聲音
[45:47] 不是猛不起來
[45:47] 跟他說
[45:48] 劉阿寬生日快樂
[45:50] 他曾經說過
[45:50] 如果聽到您的祝福
[45:51] 他會很開心
[45:52] 那希望您可以幫助我
[45:54] 讓他多一份快樂
[45:56] 謝謝也祝您全家平安快樂
[45:58] 阿寬生日快樂
[45:59] 下面一位
[45:59] 波波愛上孟公
[46:00] 院長
[46:02] 但是我直接看到
[46:02] 後面有寫radio hat
[46:03] 那就一定要念一下
[46:04] 愛上孟公的那一天
[46:06] 孟公你好
[46:06] 我是波波
[46:07] 很謝謝您分享
[46:08] 各種關於生活人際股市的看法
[46:11] 讓我受益良多
[46:11] 真心感謝您成為
[46:12] 最近非常低潮的我的一根浮木
[46:14] 那最近公司惡劣的主管
[46:16] 隨意的扣我的獎金
[46:17] 因為他不滿身為新人的他兒子
[46:19] 上次的獎金領了比我少
[46:21] 所以他把我這次的獎金
[46:22] 全部都挪給他的兒子
[46:23] 想當然公司老闆有幫我做主
[46:26] 只是看到這種嘴臉
[46:27] 還是咽不下氣
[46:28] 過後但是後
[46:29] 我還是一直被主管針對
[46:31] 愛到會如何自我調適
[46:33] 關號這間公司不錯
[46:34] 除了這個主管
[46:35] 想借領口
[46:36] 羨慕宮公主的金口
[46:37] 祝福我自己快點振作
[46:39] 持續的朝理想的生活邁進
[46:41] 工作生活一切順利
[46:43] 遠離小人
[46:43] 股票穩定成長
[46:45] 還有愛生氣的
[46:46] 你你快點跟波波和好
[46:48] 我會繼續帶你吃喝玩樂
[46:49] 疼愛你一輩子
[46:50] 那祝福公主跟著Radiohead
[46:53] 環遊世界一家人
[46:55] 永遠平安健康幸福
[46:56] 資產翻的跟周杰倫一樣愛您
[46:59] 不知道周杰倫下有多少
[47:00] 所以這個還不確定
[47:02] 不確定是不是個祝福
[47:03] 但如果周杰倫很高的話
[47:04] 那當然就希望自己可以那樣
[47:05] 他應該是很高啦
[47:06] OK那首先
[47:08] 前面那個要怎麼辦
[47:10] 我覺得是比較困難一點啦
[47:12] 但我講如果是我會怎麼辦啊
[47:14] 如果是我的話
[47:15] 我是很難去忍受跟快樂寶貝
[47:18] 怎麼講就是說
[47:19] 我跟你共事
[47:20] 我去忍耐你一些環節沒問題
[47:21] 可是如果我已經發現你在搞我的話
[47:23] 我是沒有辦法吞人下去的啦
[47:25] 就是會直接就變成是
[47:26] 全面性的衝突啦
[47:27] 要麼就是不知道互搞啊
[47:29] 互相檢舉啊
[47:30] 要麼就是可能還不小心打起來之類的
[47:31] 就是我是比較偏向
[47:33] 我很難去吞這種事情的人
[47:34] 那所以在我的角度會覺得
[47:37] 我可能會跟老闆講
[47:39] 因為講說反正老闆也大概知道狀況怎麼樣
[47:41] 而且他幫你做主嘛
[47:42] 就剛剛說
[47:43] 我覺得我在他下面工作
[47:44] 我覺得心理壓力真的很大
[47:45] 而且我覺得他在欺負我
[47:46] 他在霸凌我
[47:47] 我不喜歡
[47:48] 我希望我可以換到別的部門
[47:49] 如果沒有辦法
[47:50] 那我可能就要去思考離職
[47:51] 就讓老闆去做判斷嘛
[47:53] 就老闆如果他想要去和諧一切的話
[47:55] 那這個老闆也不用跟他了
[47:56] 就我會這樣覺得
[47:57] 就是有些東西
[47:58] 怎麼講
[47:58] 就你也不是無聊在尿他嘛
[48:00] 他已經是惡性的在搞你了
[48:02] 那這種
[48:02] 如果老闆還沒有辦法
[48:03] 出來做主的話
[48:04] 那他當什麼老闆
[48:05] 你乾脆不要幫他工作也好
[48:06] 所以我會這樣想
[48:07] 但我不是鼓勵你
[48:09] 一定要怎麼樣
[48:09] 就如果說這個地方
[48:10] 什麼薪水真的很好
[48:11] 或什麼的
[48:11] 那你要稍微忍一下
[48:13] 也是可以啦
[48:13] 只是我是比較難去忍
[48:15] 這種事情的人
[48:15] 那也希望你一切順利
[48:16] 下面一位
[48:17] 一天六餐都不夠的子福
[48:20] 想當標籤王
[48:21] 最大大
[48:21] 您好
[48:22] 之前之前有提到
[48:23] 就想問一下
[48:25] 你對RFID的看法
[48:26] 外在人力短缺的情況之下
[48:28] 不管在醫療倉儲
[48:30] 大量採用電子標籤
[48:31] 不知道這看法有沒有錯
[48:32] 在臺灣有公司
[48:33] 有沒有機會呢
[48:34] 那愛你老公
[48:35] 這個我是完全認同
[48:37] 所以其實像是
[48:38] 那個InPing的RFID
[48:39] 我大概在幾年前
[48:40] 就有跟大家聊過
[48:41] 那時候就有跟大家聊過
[48:42] 我記得在聊電子紙
[48:43] 電子標籤的時候
[48:44] 那這個東西
[48:44] 它很酷的地方
[48:45] 就是在於說
[48:45] 它一個大概就是
[48:46] 0.00幾美元
[48:48] 那種超級便宜的價格
[48:49] 然後它是非常小
[48:50] 它可以做成像貼紙一樣
[48:52] 然後就跟著
[48:52] 可能不知道
[48:53] 就是標籤
[48:54] 或是什麼成分的貼紙
[48:56] 就貼在這個產品上面
[48:58] 那所以今天要盤點的時候
[48:59] 以前要怎麼樣
[48:59] 以前像我在部隊有去管過營站嘛
[49:02] 那個盤點就是
[49:03] 那個飲料直接這麼拉出來
[49:04] 然後數有幾瓶之類的
[49:05] 你現在就不用
[49:06] 就是拿一個那個sensor過去
[49:07] 然後只要是方圓
[49:09] 可能十公尺以內的東西
[49:10] 你一按就知道說
[49:11] 哪些品項在這邊
[49:12] 總有幾個
[49:12] 所以它是非常快
[49:14] 增進效率的一個東西
[49:15] 那除了你這些應用之外
[49:16] 包含像是在機場
[49:17] 或是各個地方
[49:18] 也都是會看到大量的
[49:20] 這些RFID的一個存在
[49:21] 我是非常看好
[49:22] 這一塊未來的應用機會
[49:24] 那在臺灣的話呢
[49:25] 臺灣也有做類似的東西
[49:27] 或者說有做模組
[49:28] 然後跟做手持
[49:29] 就是我們剛剛講的
[49:30] 那個用來感測
[49:32] 可能方圓十公尺內
[49:34] 有多少東西的公司
[49:35] 臺灣有這些公司
[49:36] 只是說他們有沒有機會
[49:37] 那就看有沒有大客戶喜歡他
[49:39] 有沒有訂單
[49:40] 這才是最重要的
[49:41] 就是說做這個環節東西的人是有
[49:44] 那只是呢
[49:45] 到底有沒有辦法接到訂單
[49:47] 那是另外一回事
[49:48] 有可能就全部都是被少數幾家都接走
[49:50] 那是有機會的
[49:52] 所以要稍微注意一下這一塊
[49:53] 那再見
