[00:00] 欢迎收听谷爱,我是星梦宫,本集节目由Sally赞助
[37:44] 我为什么很喜欢QA环节
[37:45] 就是有些人真的会点通我
[37:47] 对其实
[37:47] 我们甚至有一个说法是这样子
[37:50] 至少我自己有跟大家分享过一段
[37:51] 然后后来在身边的朋友的一些feedback
[37:54] 我觉得获得这样的验证
[37:55] 就是你的个性其实会决定的
[37:58] 就不然说你的生活会长什么样子
[38:00] 你的操作会长什么样子
[38:01] 其实都是个性就决定的
[38:02] 你会发现说很多在做空的人
[38:04] 都是cynical person
[38:05] 他们都是比较
[38:06] 怎么讲
[38:07] 就走在路上就怀疑
[38:08] 可能路边的树要干他之类的
[38:10] 然后或者说
[38:11] 别人拿一个东西给他吃
[38:12] 你里面是不是有家小
[38:13] 他就会觉得
[38:14] 别人都是要坏他
[38:15] 他都会觉得说
[38:16] 这些公司上涨的
[38:17] 就是说你可能是假的故事
[38:19] 可是像我去听一些公司
[38:20] 我都会用很乐观的态度去看你
[38:22] 就算我知道你是bullshit
[38:23] 我都还是不会把话说实
[38:25] 对你现在听起来像是bullshit
[38:26] 可是我们过去看过太多案例
[38:28] 他一开始也是跟你画梦
[38:29] 然后后面他就真的成真
[38:30] 所以我们都比较倾向相信
[38:32] 那种乐观的一个方向所以你的个性就会真的决定你的一些操作或是你的一些行为模式那所以我觉得这位兄弟讲的非常的对可能也是因为怎么讲到底是机身蛋还是诞生机
[38:43] 我没有办法很明确的跟大家说
[38:45] 到底是因为我有一些家庭的生活
[38:48] 然后我有孩子之后我变成这样子
[38:50] 还是说其实我那时候在部位上面的调整
[38:53] 可能我自己要去回听老集数才知道
[38:55] 因为我后来就开始尝试各式各样新的玩法
[38:57] 或者说我有一些新的投入的方式
[38:59] 那还是说因为我在工作上面去那样子做调整之后
[39:02] 所以我变得更加的chill
[39:03] 所以导致我可能就决定说
[39:05] 那不然就生个小孩子
[39:06] 我不知道哪个先哪个后
[39:07] 但确实我现在行为模式
[39:09] 一般看起来就是属于那种
[39:11] 就像他讲的
[39:11] 比较倦勇比较chill
[39:13] 已经没有像以前打杀
[39:14] 甚至是
[39:14] 你知道我已经很久
[39:15] 没有去看筹码
[39:16] 以前都会看筹码
[39:17] 这个人在干嘛
[39:17] 那个人在干嘛
[39:18] 我现在根本懒掉
[39:18] 你们在干嘛
[39:19] 或是像一些身边朋友
[39:20] 我觉得他们
[39:21] 在我的角度是
[39:22] 他还没有解脱
[39:23] 他可能觉得说
[39:24] 他这样做就对
[39:24] 可是我觉得说
[39:25] 因为以前我也是跟你一样
[39:25] 喜欢看这些东西
[39:26] 我现在都没有什么在看
[39:27] 可是他们就会贴
[39:28] 什么筹码
[39:29] 那个谁又在干嘛
[39:30] 我现在看到这种
[39:30] 我都直接略过
[39:31] 因为我觉得说
[39:32] 这根本就不重要
[39:32] 反正老实讲
[39:34] 东西继续涨
[39:35] 你管这个人卖不卖
[39:36] 他卖你要说
[39:37] 他白痴被洗掉
[39:38] 反正重点就是
[39:38] 有没有继续涨
[39:39] 那个法人买不买
[39:40] 一堆法人在买
[39:41] 然后整天跌
[39:42] 你还不是说是垃圾股票
[39:43] 所以最终你还不是
[39:44] 看线图在讲故事
[39:45] 那你去追一堆什么
[39:46] 筹码那些意义在哪
[39:48] 那这个我觉得
[39:49] 可能以前我也不会这样子想
[39:50] 可是我现在就会这样子想
[39:51] 所以我不太确定是哪个先哪个后
[39:53] 但确实是像你讲的这样子
[39:55] 我觉得这个观察是非常有趣
[39:56] 下面一位
[39:57] 嗨孟公安
[39:58] 想问你小时候会不会去抽一元糖果
[40:00] 超爱抽孙悟空凉糕跟绿豆糕
[40:02] 不知道孟公小时候会不会拿五块钱去抽
[40:04] 我们以前好像
[40:05] 那不一定是糖果吧
[40:07] 反正就是那种挖洞洞
[40:08] 就是你付钱给老板就可以挖洞洞
[40:10] 然后洞洞里面有些是糖果
[40:11] 然后有些是小玩具
[40:12] 就那种垃圾塑胶小玩具
[40:13] 可是小时候拿到会很高兴
[40:14] 会啊有些人爱抽
[40:15] 然后也会在过年的时候
[40:20] 去抽
[40:20] 那真的是美好的回忆
[40:22] 下面一位
[40:22] Antiosk
[40:25] 孟公你好
[40:25] 先祝你新的一年
[40:26] 事事顺心
[40:27] 全家平安
[40:27] 在这里想请你
[40:29] 祝福我两位
[40:30] 同事听众的朋友
[40:30] 一个是小飞
[40:31] 他的二宝要出生了
[40:32] 祝他老婆生产顺利
[40:33] 然后换车特斯拉
[40:35] 别再拖了
[40:35] 然后另外一个是大林
[40:36] 祝他求职顺利
[40:37] 你帮他设个捐款目标吧
[40:39] 可以高一点
[40:40] 最后想问
[40:41] 你会觉得自己
[40:41] 像是Breaking Bad的老白吗
[40:43] 感恩孟公
[40:44] 我觉得没有
[40:46] 因为Breaking Bad的老白
[40:47] 是一个做事非常精准的人
[40:49] 那我做的是那种
[40:50] 就是差不多先生的心态
[40:52] 就是我除了是一些
[40:53] 自己非常讲究的东西
[40:55] 可能一些电玩或什么的
[40:56] 我会很要求精准
[40:58] 可是其他东西
[40:59] 我觉得我在生活之中
[41:00] 是抱持非常大的弹性的
[41:02] 而且甚至我会有点引以为傲
[41:03] 就是说我是一个
[41:04] 什么都可以弹的人
[41:05] 所以绝对不是老白
[41:07] 因为如果是老白的话
[41:08] 你就无法做出99.99%
[41:10] 那个fucking blue crystal
[41:11] 你就做不出来那种东西
[41:12] 所以不太像
[41:14] 可是说可能比较阴郁
[41:15] 那有时候可能
[41:16] 不知道有点那种狠劲
[41:18] 可能以前有一點吧
[41:19] 但就差蠻多
[41:20] 就這個不是我的角色
[41:21] 我應該
[41:24] 我不知道
[41:24] 我在想說我在裡面有可能是誰
[41:26] 沒有
[41:26] 我應該都沒有辦法feel那個地方
[41:27] 所以我不是一個很酷的人
[41:28] 我覺得你要夠酷才可以在breaking bad裡面現身
[41:31] 然後再講說要捐多少錢
[41:33] 反正我覺得心意到就好了
[41:34] 只是很多時候
[41:35] 因為你來我這邊
[41:36] 然後你又要去占用大家的時間
[41:38] 不是說你不能夠許願留言
[41:39] 當然可以
[41:40] 這就是你都來了
[41:41] 那你當然就要大方一點
[41:42] 不然你這樣給人家看就很好笑
[41:44] 只是如果他沒有來這邊許願的話
[41:46] 我覺得其實心意有到就好
[41:47] 你不一定要强迫自己
[41:48] 一定要什么捐献
[41:49] 我又不会去强迫大家
[41:50] 一定要怎么样
[41:51] 我只能够说
[41:52] 我可以跟大家分享说
[41:53] 我觉得这样做是好的
[41:54] 那可能做的时候
[41:55] 也会蛮充实的
[41:56] 很多时候你会发现说
[41:57] 你真的是给别人东西
[41:58] 比你拿东西来的充实快乐很多
[42:00] 但我不会强迫大家
[42:01] 一定要这样做
[42:01] 只是很多时候
[42:02] 你来这边留言
[42:03] 我就觉得说
[42:04] 你这么小气
[42:04] 我就一定要稍微嘴你一下
[42:06] 下面一位Choco
[42:07] Choco闭嘴啦
[42:09] 主委请问你对
[42:10] 今年苹果折叠机的看法
[42:12] 听说折叠机会在
[42:14] 当然一样
[42:15] 这种市场rumor
[42:16] 很多人喜欢
[42:17] 最后面拿一个rumor回来讲说
[42:18] 你讲什么都没有发生
[42:20] 我讲的发生的都不会拿出来讲
[42:22] 很激巴
[42:22] 反正总之就是
[42:23] 我们目前了解rumor是
[42:24] 它会在数字机本来要出现的时间
[42:26] 会先出现
[42:27] 然后甚至数字机有机会
[42:28] 延到明年再出现
[42:29] 所以像市场有一派的说法是说
[42:31] 你会先看到折叠机
[42:32] 然后反正折叠机应该没有意外的话
[42:35] 其他供应链没有卡住的话
[42:37] 会在今年就出来
[42:38] 那我怎么样看待它
[42:39] 我觉得首先我们知道说
[42:41] 苹果就是一个剪到尾收割仔
[42:43] 所以它做的东西都不是市场里面最兴趣的
[42:46] 于是很多安卓在
[42:48] 每次都在那边崩溃
[42:48] 妈的这个我三星早就有了
[42:50] 这个什么早就有了
[42:51] 苹果的重点就是
[42:52] 他等到你们都确定
[42:53] 可以用的时候
[42:54] 他就推出一个
[42:55] 我觉得他那个
[42:55] 可能折叠起来的效果
[42:56] 看起来已经超级棒的机子
[42:58] 我觉得他的东西
[42:59] 一定是好的
[42:59] 只是价格我不太确定
[43:02] 只是我们目前了解到
[43:03] 是说凡恩总之就是
[43:05] 书本市打开的对折机
[43:08] 我也是蛮期待
[43:10] 他后面的一些发展
[43:12] 自己应该买一台
[43:13] 只是说要去预测
[43:14] 他的销量或什么的话
[43:15] 没有办法
[43:15] 因为那个我们
[43:16] 怎么讲
[43:17] 不知道你要问郭明琪吧
[43:18] 这要那种真的在里面有养间谍的
[43:20] 才会知道这么细部的东西
[43:21] 我们只知道一些供应链环节
[43:22] 他Hinge是用谁的
[43:24] 那Hinge的厂商是跟谁合作
[43:26] 投资哪里
[43:26] 这种我们可能知道
[43:28] 可是到底这个折叠机会怎么样卖
[43:30] 然后它有什么样的feature
[43:31] 这个我们是没有办法知道的
[43:33] 要等到它出来之后
[43:34] 那我一样都会买
[43:35] 买了之后再跟大家分享
[43:36] 下面一位
[43:36] 陈建良
[43:38] 挨大您好
[43:38] 我也是男双宝爸
[43:39] 非常感谢您每周无私的分享
[43:41] 市场的新知
[43:42] 每周三六都是马上收听
[43:44] 想跟您分享以前育儿的小趣事
[43:46] 有一天还有点超龄带儿子放学回家
[43:48] 问我说爸爸是ATM
[43:49] 我满头问号心想不可能是我老婆教的吧
[43:52] 认了三秒儿子再问一次爸爸是ATM
[43:54] 我仔细思索一下
[43:56] 用不是非常确定的口吻问到
[43:57] 你是不是要问爸爸是ATA吗
[44:00] 对哦
[44:01] 然后儿子就心满意足的蹦蹦跳跳离开了
[44:03] 希望挨打会喜欢
[44:04] 两分
[44:06] 嘴角一点都没有抽动
[44:07] 但这可能是温馨故事
[44:09] 只是我以为你要跟我讲笑话
[44:10] 他说另外想跟你请教
[44:12] 安市半导体之争的后续发展
[44:14] 荷兰跟中国方是否双方无解难聊聊
[44:17] 这对台湾的ESD大厂
[44:19] 是否可视为未来营收跟市占的超级大利多呢
[44:22] 那希望爱大可以以猛男的声音
[44:24] 祝夏克波荣誉会员结歌
[44:27] 生日快乐
[44:28] 快点找时间来聚餐啊
[44:30] 那也祝爱大一家平平安安身体健康
[44:32] 所有听众2026绩效大爆色
[44:33] PS看到上凡乡民董事长离世的消息
[44:36] 真的感叹平平安安身体健康才是最重要的
[44:40] 那上面那个安市半导体
[44:42] 对到现在都还是没有解决
[44:43] 然后他不只是对ESD
[44:45] 还有像是TVS厂商
[44:46] 都是一个很大的利多受贿
[44:48] 这个我们大概在去年
[44:49] 有跟大家分析过这件事情
[44:51] 然后后来也从
[44:52] 当然ESD这家厂商
[44:53] 是没有对外去做发言
[44:55] 可是TVS的厂商
[44:56] 两家都有发言说有收到转单
[44:58] 其实我们的观察
[44:59] 也是有收到一些转单
[45:01] 在后面的营收就是会出来
[45:03] 只是股价那时候是动一波
[45:05] 后来就没有再动了
[45:06] 所以后来也没有再追踪了
[45:08] 可是这个产业趋势
[45:09] 应该算是确定的
[45:10] 只是还是要注意一下
[45:11] 因为这些东西很多是用在消费性的产品里面
[45:14] 那消费性产品今年的状态
[45:16] 理论上不会太好了
[45:17] 我现在已经看到NB跟Cellphones
[45:20] 就是他们的year on year的这个跌幅呢
[45:23] 大概是落在
[45:24] 我有些是看到二三十趴了
[45:26] 但我自己目前猜就是十到二十趴左右
[45:28] 所以消费性的状况不好之下
[45:31] 有没有可能这些东西还会很好
[45:33] 不一定啊
[45:34] 我觉得是这样
[45:34] 就他会拿下一些试战
[45:36] 那可是呢
[45:37] 真的起风可能要等到消费性的状况也变好
[45:39] 我会这样子去做猜想
[45:41] 不是
[45:53] 那个公庙主委
[45:55] 不像是会玩LOL
[45:57] 玩够哥模的
[45:58] 他到底是你的谁
[45:59] 你不要在那边乱喷人家
[46:00] 然后说希望他早日健康
[46:02] 大家也远离懦弱
[46:04] 那另外想请孟公断
[46:06] 跟观音断
[46:07] 祝我夫妻和谐
[46:08] 那自从孩子出生之后
[46:10] 频率越来越对不上
[46:12] 下班已经累了
[46:13] 那还要一直处理
[46:14] 另外一半跟小朋友的需求
[46:15] 真的快受不了
[46:16] 那希望我们感情
[46:17] 可以快点升温
[46:18] 如果升温成功
[46:19] 我愿意捐一个月的本心
[46:20] 给慈善机构报答
[46:22] 那谢谢孟公爱你
[46:23] 这位兄弟
[46:23] 首先你的孩子
[46:25] 是不是还低于两岁
[46:27] 如果是的话
[46:28] 那你不用担心
[46:28] 两岁之后一切都会好转
[46:30] 等到小朋友开始
[46:31] 可以听得懂指令之后
[46:32] 你们的关系
[46:34] 会因此反而变得更好
[46:35] 那大家要撑过地狱的
[46:37] 可能两岁以内
[46:39] 我觉得都比较困难一点
[46:40] 你会觉得说很可爱
[46:41] 可是因为他会失控
[46:42] 他半夜会哭
[46:43] 会累会吐会尿床或什么的
[46:45] 所以就会导致说
[46:46] 你上班就够累了
[46:47] 然后他感觉是找了一个麻烦搞自己
[46:50] 很多时候是这样
[46:51] 我老婆都会跟我互相提醒
[46:52] 她会用国外的鼠咽
[46:54] 我忘记怎么讲
[46:54] 反正翻成中文就是说
[46:56] 我们两个不是敌人
[46:57] 我们的共同敌人是这个孩子
[46:59] 我们两个在这个孩子出来之前
[47:01] 我们是很好的
[47:02] 所以你要记得这件事情
[47:03] 这蛮重要的
[47:04] 然后想说有没有看到那个新闻
[47:05] 一定有看到
[47:06] 因为赖清德的脸超屌
[47:08] 他真的是充满惊吓
[47:10] 我看到那个新闻
[47:11] 我也是立刻转传
[47:12] 那个gift给别人
[47:13] 然后我就跟别人说
[47:14] 你知道我以为这是AI
[47:15] 我真的是第一次以为这是AI
[47:17] 然后靠北原来是真的
[47:19] 因为过往就是怎么讲
[47:20] AI跟真的东西
[47:21] 我很容易分出来
[47:22] 只是那个太超现实了
[47:24] 你就很难想象
[47:25] 从来拜拜拜一拜
[47:26] 突然间吐
[47:27] 然后还吐在总统身上
[47:28] 所以我觉得耐心得蛮衰的
[47:29] 那也希望就是大家都没事
[47:31] 下面一位万华夜大熊
[47:33] 蒙公家你好
[47:35] 那我跟老婆是多年的忠实听众
[47:38] 从以前一路听到现在
[47:39] 感谢你在生活股市的奇迹服务中一直陪伴
[47:43] 想请问有没有喝过哪一支清酒
[47:45] 让你的印象特别深刻
[47:46] 推荐另外有没有想要
[47:49] 收藏这次的出框版游戏网卡
[47:52] 目前最喜欢的游戏网卡片是哪一张呢
[47:55] 那最后想请蒙公帮我祝福
[47:57] 我最美的老婆
[47:58] 阿酸姑娘起卡
[48:00] 生日快乐爱你
[48:01] 我们祝阿酸姑娘起卡生日快乐
[48:03] 那特别有印象的清酒的话
[48:07] 我觉得新镇的那个什么
[48:09] 羊奶鸟还蛮不错的
[48:11] 应该是这个名字
[48:12] 然后再来就是十四代的梅子
[48:14] 我觉得都很好喝
[48:14] 虽然听起来好像说用价格硬去选
[48:17] 但没有
[48:17] 它是真的
[48:18] 我觉得就是又贵又好喝
[48:19] 所以它的梅子
[48:21] 我目前真的都觉得印象深刻
[48:22] 就每次看到人家带十四代
[48:23] 或是我们自己在开十四代
[48:24] 我觉得说
[48:25] 这个就都是品质保证
[48:27] 味道真的是蛮好的
[48:28] 那再来还有一个在栗木那边
[48:31] 就是反正在龟山
[48:32] 有一个我很喜欢的餐厅
[48:33] 那个星球我就忘记叫什么名字
[48:35] 我每次都想要问名字
[48:36] 我每次都忘記
[48:37] 但我去我就一直點
[48:38] 它不貴
[48:39] 它大概一瓶就400塊吧
[48:41] 它是小瓶的
[48:43] 可是它是氣泡清酒
[48:44] 我很喜歡氣泡清酒
[48:44] 所以像另外一支叫天蛙的
[48:46] 我也蠻喜歡的
[48:47] 400塊超級好喝
[48:49] 只是我現在忘記名字了
[48:50] 可能你去吃一下利木
[48:51] 去問一下老闆跟老闆娘
[48:53] 就問她講說
[48:53] 那個先夢宮喝那一支叫什麼
[48:55] 搞不好他們也忘記先夢宮
[48:57] 應該記得
[48:57] 他們手停中
[48:58] 但反正總之就是有一個
[48:59] 400塊的清酒
[49:00] 那個讚讚讚
[49:01] 氣泡清酒
[49:02] 那個非常好喝
[49:03] 所以我比較喜歡喝那種
[49:04] 就是所謂的妹酒
[49:05] 我就想講說
[49:06] 比较有甜味的
[49:08] 也不是太甜
[49:08] 就是稍微甜
[49:09] 然后清爽
[49:10] 果香气泡
[49:11] 我喜欢这类的东西
[49:12] 我不喜欢那种
[49:12] 所谓的成熟男人
[49:14] 会喝的酒味
[49:14] 这种的东西
[49:15] 我现在看到那种
[49:16] 我就会倒谈
[49:17] 然后再讲说
[49:18] 不会收那个出框卡
[49:19] 不是刚好前几集有聊到吗
[49:20] 就我觉得那个价格是错的
[49:21] 就是说
[49:22] 我不会认为它价格要下来
[49:23] 只是它如果可以朝这个价格
[49:24] 那过去的一些卡片
[49:25] 应该要涨到烂掉
[49:26] 因为它那个稀有度
[49:27] 没有到特别高
[49:28] 就是说总共有200张
[49:29] 100张是日本版
[49:30] 100张是海外
[49:31] 就左下角有A的
[49:32] 所以他一点都不稀有
[49:34] 我觉得啦
[49:35] 所以应该会想等到
[49:36] 他可能上PSA之后
[49:37] 然后观察一下
[49:38] 这个价格有没有掉下来
[49:40] 如果有的话
[49:41] 当然会想要搜看看
[49:42] 但如果没有的话
[49:42] 也不会想要急着去炒
[49:44] 因为我觉得
[49:44] 应该说日本人
[49:45] 现在变得蛮有钱的
[49:47] 也不是说我们要看
[49:48] 日本人什么
[49:48] 以前没有钱之类
[49:49] 我是说因为以前
[49:50] 我会上日本的网站
[49:51] 因为到现在都会
[49:52] 我会去买一些那种
[49:53] 可能就是验证卡
[49:54] 或者说一些画作
[49:56] 我很常在日本的
[49:57] Wi-Fi买东西
[49:59] 那我非常有感的发现
[50:01] 这一两年
[50:02] 他们都可以把价格
[50:03] 标的很高
[50:04] 当然也不确定
[50:04] 是不是都是当地的日本人
[50:06] 在跟我抢
[50:06] 因为我透过那种代表公司
[50:08] 那只是以前都会
[50:09] 可能可以买在一个
[50:11] 就我觉得是相对合理的
[50:12] 一个位置
[50:13] 然后现在越来越多是那种
[50:14] 就撒小的
[50:15] 怎么会有人要一直跟我拼价格
[50:16] 那其实你看一下
[50:17] 东正直述的位置就知道了
[50:19] 就日本的股票也是炒喷的
[50:20] 所以就说
[50:21] 大家都可能财富膨胀
[50:22] 所以有时候
[50:23] 真的心中不免会想
[50:25] 就是到一些餐厅
[50:26] 要排队很多人
[50:27] 买一些东西炒到天价
[50:28] 机场的贵宾室
[50:29] 满满都是人
[50:30] 来一个萧条算了
[50:32] 大家一起拼看看
[50:33] 我就来一个萧条
[50:34] 你可能会死掉
[50:35] 我可能会死掉
[50:36] 只是就是说
[50:37] 至少就是后面
[50:38] 活着起来的人
[50:39] 就不用这么急
[50:40] 到哪边都是人
[50:41] 每个地方大家都要抢
[50:42] 每个餐厅
[50:43] 他妈都要排队
[50:43] 杀小
[50:44] 这是经济很好的一个现象
[50:46] 有时候真的会觉得说
[50:47] 现在杀小
[50:47] 为什么大家都这么有钱
[50:49] 每个人都在跟我抢东西
[50:51] 会有一些这样的想法
[50:52] 可能你看到的
[50:53] 现在这些出宽卡
[50:54] 可以炒到这个价格
[50:55] 跟现在可能
[50:57] 整个日本的环境
[50:58] 或说可能在亚洲股市
[50:59] 大家都很好
[51:00] 也是有一定程度的关联性
[51:01] 所以不会想要
[51:02] 在这种时候
[51:03] 去介入这种东西
[51:04] 特别是我知道
[51:04] KONAMI的尿性
[51:06] 就是他一定会去复刻
[51:07] 然后他一定会
[51:08] 他知道说这个出框卡
[51:09] 大家喜欢
[51:09] 他之后就狂出出框卡
[51:11] 你就等着看
[51:12] 因为我对他们太熟了
[51:13] 那我现在自己
[51:14] 比较喜欢的卡片是
[51:15] 我还蛮喜欢一张
[51:16] 叫做化妆舞娘的
[51:18] 所以那个化妆舞娘的卡
[51:19] 那时候在PSA这边
[51:22] 有看到之后
[51:22] 我就直接把日拍上面
[51:24] 就是所有看得到的库存
[51:25] 我直接全部买下来
[51:26] 那我也不知道我要干嘛
[51:27] 我就觉得说
[51:27] 这张卡片蛮可爱的
[51:29] 那拜拜
