[00:00] 歡迎收聽谷外,我是蕭夢宮
[38:06] 感恩愛大安
[38:06] easy
[38:07] 祝他平安健康
[38:08] 下面一位
[38:09] 超級咩
[38:10] 感情好脆弱
[38:11] 愛大安你好
[38:12] 最近剛結束兩年的感情
[38:13] 這是我的初戀
[38:14] 他說他現在想拼事業
[38:16] 沒有多餘的時間
[38:17] 滿足我的陪伴需求
[38:19] 去年我出國四個月回來
[38:21] 他的生活目標完全變了
[38:24] 好像突然不需要我了
[38:25] 那現在我想振作起來
[38:27] 可以跟我說聲加油嗎
[38:28] 好首先我先跟你說一聲加油
[38:32] 然後再來講說
[38:33] 出國四個月回來之後
[38:34] 對方就變了
[38:35] 其實這種事情是非常常見的
[38:37] 就是說
[38:37] 如果你都待在旁邊的話
[38:39] 進水樓臺先得月
[38:41] 人家有什麼想法
[38:42] 人家遇到什麼事情
[38:42] 他都可以跟你分享
[38:43] 他都可以跟你去做一個磨合
[38:46] 你們可能可以一起往那方去走
[38:47] 可是你今天一旦是遠距離
[38:49] 我一向都是覺得說
[38:50] 遠距離是很難得的人
[38:51] 你就會有很多事情
[38:53] 就會改變
[38:54] 不然說他需要安慰的時候
[38:55] 可能就找不到你
[38:56] 或者有些東西
[38:56] 他想跟你分享
[38:57] 可是講的時候
[38:57] 發現說你可能
[38:58] 也不一定聽得懂
[38:59] 因為他可能是在路上
[39:00] 遇到一個很好笑的事情
[39:01] 可是現在你又沒有看到
[39:02] 他怎麼跟你講
[39:03] 那他可能又不太會言語
[39:05] 所以就會跟你的距離
[39:06] 越來越遠
[39:06] 所以我覺得這個蠻
[39:08] 怎麼講
[39:08] 雖然是有點殘酷
[39:09] 可是是還蠻正常的
[39:10] 就是當你久沒有在一起
[39:12] 除非說你們真的是
[39:13] 某種程度的soulmate
[39:14] 心中一直有彼此
[39:15] 不然很多人
[39:15] 其實都會慢慢的
[39:16] 就會改變掉
[39:17] 那沒關係
[39:21] 不需要你的話
[39:22] 那其實你也不需要他了
[39:24] 你很需要他的話
[39:25] 你就勇敢追回來
[39:26] 如果沒有的話
[39:26] 就這樣吧
[39:28] 就趕快找下一個
[39:28] 下面一位
[39:29] CPVEGET
[39:31] 幹不要再發燒了
[39:32] 蒙公你好
[39:33] 同為捏軟陣線
[39:34] 小孩年紀也差不多
[39:35] 最近學校一直停課
[39:36] 幹幹幹幹幹
[39:37] 好了沒事抱怨一下
[39:38] 順便測試一下留言密碼
[39:40] 這個完全可以理解
[39:42] 所以每次遇到這種
[39:44] 就學校停課
[39:44] 其實對家長來講
[39:45] 都非常的煎熬
[39:46] 特別是其實
[39:47] 以我們來講
[39:47] 我們算是幸運
[39:48] 因為我們是在家工作
[39:50] 雖然其實強度也很高
[39:51] 但至少是在家
[39:52] 所以你可以接回來
[39:53] 但我就無法去想象說
[39:54] 如果我今天只要通勤一個半小時
[39:56] 去AD上班之類的
[39:58] 那下午如果孩子要我接回去
[39:59] 我要怎麼辦
[40:00] 所以這個很難
[40:01] 就有時候遇到就是遇到
[40:03] 那就是小孩甜蜜的負擔
[40:05] 希望他們後來班上
[40:06] 或者說他不要再生病了
[40:08] 下面一位
[40:08] 我是阿文
[40:09] 孟公我偶像
[40:10] 孟公我老公您好
[40:12] 請問孟公大人您好
[40:14] 跟女友今年要登記結婚
[40:17] 請問登記書上的證婚人
[40:18] 可以請孟公簽名嗎
[40:20] 去林口公園等待你的出現
[40:22] 另外謝謝謝孟公
[40:24] 這麼優質的節目
[40:25] 祝福孟公一家人
[40:26] 平安健康愛你
[40:27] 我目前好像只有幫一組人簽過名
[40:30] 因為他是認識我的朋友
[40:33] 然後我的朋友就問我說
[40:34] 可不可以他籤個名
[40:35] 然後他還給我一個小信物
[40:37] 就是福利聯的那種同仁的
[40:40] 反正他穿短裙那種很可愛的東西
[40:43] 就想要拿那個誘惑我
[40:44] 其實東西也不是特別重要
[40:46] 他只是說因為跟我講的是很好的朋友
[40:48] 所以他說你幫他籤一下
[40:49] 我覺得OK
[40:50] 那如果是一般人
[40:51] 在路上叫我籤的話
[40:52] 我不會籤
[40:52] 如果你看起來
[40:53] 不像是詐騙的話
[40:54] 我可能真的會把你籤
[40:55] 如果說你看起來
[40:56] 一臉詐騙
[40:56] 我覺得怕
[40:57] 你會不會拿我的名字去幹嘛
[40:59] 之類的
[40:59] 但現在離婚率很高
[41:01] 我不知道
[41:02] 我就不敢亂籤
[41:02] 籤的感覺
[41:03] 如果你們遇到什麼事情
[41:04] 是不是算我的
[41:05] 還是怎麼樣
[41:06] 當然我都希望大家百年好
[41:07] 但我把腦中的小劇場
[41:09] 都跟你講
[41:09] 一般對啦
[41:10] 如果我真的遇到你
[41:11] 然後你們是兩夫妻一起
[41:12] 心懷那種期待
[41:15] 看著我說
[41:15] 拜託你
[41:16] 我覺得我就是會把你籤
[41:19] 那反正
[41:37] 我覺得觀音是這樣
[41:38] 他們如果真的是神
[41:39] 我也相信他們是神
[41:40] 他們是法力無邊
[41:41] 他不一定需要那個雕像在那邊
[41:43] 那希望我可以考上
[41:45] 想要的研究所
[41:45] 如果順利考上
[41:46] 我願意把月薪扣掉
[41:47] 基本的生活費
[41:48] 關好PS不能夠特別大吃大喝
[41:51] 剩下的錢全數捐出去
[41:52] 給有需要的弱勢族群
[41:54] 比例一定超過50%
[41:55] 連續做三個月份
[41:57] 拜託拜託一定要考上
[41:58] 謝謝大家
[41:59] 我好像意外的又興起了一個
[42:02] 新的運動
[42:04] 就是大方運動
[42:05] 我們之前有什麼新禮貌運動
[42:07] 這下這個是大方運動
[42:08] 我覺得現在大家
[42:09] 特別是從過去幾集
[42:10] 開始來許願
[42:12] 他們的留言都越來越大方
[42:14] 我覺得這是好事
[42:14] 就是說做事情要有氣度
[42:16] 你知道嗎
[42:17] 我講一個很簡單的
[42:18] 就是以我現在的狀態
[42:20] 因為我們身邊
[42:21] 就會有很多那種做股票的人
[42:22] 然後特別是我又有一些
[42:24] 這個節目的知名度
[42:25] 所以我現在要認識人
[42:26] 其實都應該不是說
[42:28] 我要去認識人
[42:29] 因為我不會想要去主動認識誰
[42:30] 一般就是別人
[42:31] 可能會來認識你這樣
[42:32] 那只是對我來講
[42:33] 因為現在這個選項真的太多了
[42:35] 所以老實講
[42:36] 你不會說什麼
[42:37] 每個可能非常聰明
[42:39] 有研究能力
[42:39] 或者說手上超有大志的人
[42:41] 你都會想要當他的朋友
[42:41] 你反而會很聚焦在一些小細節
[42:44] 就現在開始會看一些小細節
[42:45] 就算說我覺得
[42:46] 很喜歡看說
[42:47] 一個人是不是大方的人
[42:48] 我就如果說
[42:49] 你真的就是
[42:49] 什麼都那種摳門
[42:51] 什麼都愛計較
[42:51] 什麼都這樣
[42:52] 雖然我沒有在你身上
[42:53] 拿什麼
[42:53] 我出去我也是跟大家講說
[42:55] 一般來講
[42:55] 什麼第一次吃飯
[42:56] 只要我可以請客
[42:57] 我就會請客
[42:58] 不然就大家輪流
[42:58] 所以我也沒有要在你身上
[43:00] 要什麼
[43:00] 可是我光是看到你
[43:01] 整天在那邊摳門
[43:02] 我就覺得說
[43:02] 這種人我懶得跟你相處
[43:03] 就是你怎麼這麼無聊
[43:05] 類似這樣
[43:05] 所以一些那種小細節
[43:07] 真的是見為知足
[43:08] 你想說
[43:09] 你連這種超級私密
[43:10] 然後以及是
[43:11] 你很大的願望的東西
[43:12] 你去許願
[43:12] 你都可以他媽的幹
[43:13] 像之前那種超級狗摳的
[43:15] 你對別人一定超級狗摳
[43:17] 就別人一定有個感覺到
[43:18] 當他發現你是這樣子的人
[43:20] 有好東西也不會想要跟你分享
[43:21] 我幹嘛跟你分享
[43:22] 我身邊這麼多人
[43:23] 我有大方的
[43:24] 有好的
[43:24] 有奶子大的
[43:25] 我幹嘛要跟一個又摳
[43:26] 奶子又小什麼的去分享
[43:28] 對就是那樣一個感受
[43:30] 所以只有覺得大方運動是必要的
[43:32] 你不要覺得說什麼
[43:33] 我跟神明許願
[43:34] 我才需要大方
[43:34] 是你整個人就是儘量要大方一點
[43:37] 不要摳
[43:37] 你可以摳自己
[43:38] 可不要摳別人
[43:39] 那也希望你順利考上
[43:40] 希望一切平安
[43:41] 那下面一位
[43:42] Shijak0526
[43:44] 傑哥不要的心寄託
[43:45] 感謝孟大美極剛剛開師
[43:47] 讓我跟太太能夠有新的知識來源
[43:49] 跟聊天方向寄託
[43:50] 對於未來投資的規劃更清晰
[43:52] 如果可以讓孟大唸到我的留言
[43:53] 應該會直接爆噴到爽
[43:55] 那知道諾亞五歲也喜歡小動物
[43:57] 如果可以給我寄送資料
[43:58] 一博雲天送幾本我的著作給諾亞
[44:01] 讓他爽爽學習生態知識
[44:03] 那最後祝孟公大一家
[44:04] 平安幸福爽到爆
[44:06] 還有這位兄弟是
[44:07] 關於動物的著作
[44:09] 媽的
[44:10] 一博雲天是這樣用的嗎
[44:12] 還是真的是這樣用
[44:13] 但我覺得怪怪
[44:13] 一博雲天不是在講
[44:15] 那種觀雲場類似的
[44:16] 跟小動物有什麼關係
[44:18] 還是他講說
[44:19] 我充滿大意
[44:20] 送你很酷的書
[44:21] 非常感謝
[44:23] 寄件資料
[44:24] 我們就不會隨意的公佈
[44:26] 因為我怕人家寄那種
[44:27] 奇怪的東西來給我
[44:28] 我心靈的
[44:29] 非常感謝這位兄弟
[44:30] 下面一位
[44:31] 捏卵交易員
[44:32] 一歲八個月的捏卵仔
[44:34] 兼骨灰粉跟老公說嗨
[44:36] 感謝孟公
[44:37] 不管是專業知識
[44:38] 跟生活分享
[44:39] 尤其是加入捏軟之後
[44:40] 有太多的疑慮
[44:41] 跟新的知識
[44:42] 需要學習
[44:42] 有朋友可以固定在空中分享
[44:44] 一起成長真的太美好
[44:45] 分享最近最喜歡的一句話給大家
[44:48] 一切的痛苦都是
[44:49] 你想控制不可控的東西
[44:50] 專注可以控制的吧
[44:52] 那最後偷偷幫老婆打廣告
[44:54] IGDEMO底線Kids的童裝
[44:56] 真的是我也非常想穿的帥氣
[44:58] 那如果老公願意
[45:00] 我再私訊你提供兩套
[45:01] 給諾亞穿看看
[45:02] Lisa肯定喜歡
[45:03] 並祝何家平安順心
[45:05] 那希望你們平安快樂
[45:06] 首先非常感謝這位兄弟
[45:07] 那他講的那句話
[45:08] 我覺得蠻有道理的啦
[45:10] 確實就是一些不可控的東西
[45:12] 或是你無法掌握的事情
[45:15] 那你去擔心他的話
[45:16] 你不只是在空燒內耗
[45:18] 那甚至很多時候會發現說
[45:19] 你是浪費時間
[45:20] 因為你擔心的事情
[45:21] 可能久程都不會發生
[45:22] 那真的讓你感到痛苦的事情
[45:24] 可能是你想都沒有想到的一些意外
[45:26] 所以就是專注在
[45:27] 你可以控制的事情
[45:28] 不然你下一餐要吃什麼
[45:29] 或是待會要去哪子
[45:31] 也就專注在這些東西上面
[45:32] 確實是比較實際
[45:33] 下面一位
[45:33] 菜比利
[45:35] 孟公孟公
[45:36] 謝謝謝孟公
[45:37] 不知道想說什麼
[45:38] 就在留言密碼測試一下
[45:39] 感謝主委無私分享
[45:40] 祝你全家平安健康
[45:41] 生活滿意
[45:42] 肉燥飯是要吃炒糖色的
[45:44] 還是炒味噌的呢
[45:46] 糖色的吧
[45:49] 糖色
[45:50] 我看到中國頻道說糖色
[45:52] 不是啊
[45:52] 那個味噌怎麼會炒進去肉燥飯
[45:54] 有肉燥飯是加味噌的嗎
[45:55] 怪怪
[45:56] 前面一位
[45:56] 鐵錘快樂小天使
[45:59] 推劇
[45:59] Fargo冰雪豹
[46:01] 猜孟公應該沒有看過
[46:02] 好像在prime video
[46:03] 有
[46:04] 那我之前是在大陸追的
[46:05] 推薦給各位
[46:06] 家燈不要再軟掉
[46:07] 那很多家燈粉
[46:08] 那Fargo冰雪暴
[46:10] 沒看過
[46:11] 非常感謝你的推薦
[46:11] 下面一位
[46:12] 楊維尼
[46:13] 孟公請祝我寶貝瑞玲生日快樂
[46:15] 五星推推推
[46:16] 與太太聽您的節目多年
[46:18] 五月為加入捏軟陣線的
[46:20] 想請孟公祝1月20號生日
[46:21] 老婆瑞玲生日快樂
[46:22] Happy Birthday
[46:23] 那希望她順產
[46:24] 小得寶健康快樂
[46:26] 感謝主委優質節目
[46:27] 祝主委全家人平安
[46:28] 所有的聽眾跟主委
[46:29] 都能夠績效報社
[46:30] 那就讓他可以順利順產
[46:32] 生日快樂
[46:32] 下面一位
[46:33] 玉琴
[46:34] 古埃心粉絲跟男朋友
[46:36] 每次跑步都會被他推薦聽古埃
[46:38] 默默的變成了新的粉絲
[46:39] 那最近他馬拉松跑出了
[46:42] 個人最佳的成績
[46:43] 人家後來跟我講
[46:44] PB就是personal best
[46:46] 所以我就要知道
[46:46] 最佳的PB
[46:48] 那不管三七二十一
[46:49] 也算孟公大大陪練跑的功勞
[46:52] 那想請您祝我的男友Jeff
[46:54] 2月3號生日快樂
[46:55] 醫師國考加油
[46:56] 我們希望Jeff可以順利的考上醫師
[46:58] 下面一位
[46:59] 苗栗泥起
[47:00] 有點長
[47:02] 有點想跳過
[47:03] 可是他寫苗栗
[47:04] 這個我們就早念一下
[47:05] 有神快拜
[47:06] 哈嘍直男巧虎
[47:07] 你好
[47:08] 那因為先生的關係
[47:09] 從交往到現在
[47:10] 每週都很認真地
[47:11] 在上班開車的時候
[47:12] 可以聽到您的分享
[47:13] 實在是受益良多
[47:14] 而且可以聽您分享家庭生活
[47:15] 真的覺得感觸良多
[47:16] 雖然跟先生尚未有小孩
[47:18] 但每每聽到你分享小孩
[47:19] 以及家庭生活
[47:20] 都覺得非常開心
[47:21] 我看先生被孕了兩年多
[47:22] 也尚未有小孩
[47:24] 努力一陣子
[47:24] 覺得還是放鬆心情
[47:26] 也希望藉由古來的金口
[47:27] 可以順利的懷孕
[47:28] 如果順利的懷孕並生產
[47:30] 我也會將薪水一半的金額捐出
[47:32] 還有想對先生說
[47:34] 我們一定可以買到理想的房子
[47:36] 還有我們想要的生活
[47:37] 祝福直男強虎
[47:38] 新的一年全家天天開心
[47:40] 股票投資獲利
[47:41] 另外有一集聽到谷愛說
[47:42] 自己有一個哥哥的事情
[47:44] 金爵名字是一樣的
[47:45] 如果是一樣的
[47:46] 我相信我們都希望
[47:48] 他在另一個世界過得好
[47:50] 祝福所有在聽的各位
[47:52] 2026股市大發謝謝
[47:54] 一個哥哥的事情
[47:56] 我沒有講過一個哥哥
[47:57] 因為我沒有哥哥
[47:58] 我只有表哥跟堂哥
[48:00] 還是我意外的聊到這樣
[48:02] 希望他在另外一個世界過得很好
[48:04] 只是我的哥哥有掛掉了嗎
[48:06] 有啦
[48:07] 有一些已經過世了
[48:08] 生病
[48:09] 就是那種家裡的什麼堂哥之類的
[48:11] 對希望他們過得好
[48:13] 再希望你備孕順利
[48:15] 希望可以順利的生產
[48:17] 下面一位
[48:17] Oliver Winstyle
[48:19] 找留言密碼
[48:20] 感謝大家提供優質好頻道
[48:21] 大家一起2026轉報
[48:23] 並希望大家可以祝我1月20號生日快樂
[48:25] 我們祝Oliver Winstead生日快樂
[48:26] 下面一位
[48:27] 今年賺500
[48:28] 做尿派
[48:29] 大鳥以前做尿
[48:30] 也跟你一樣不理解
[48:30] 為什麼QA會有快樂寶貝
[48:32] 問軟趴碰到馬桶的問題
[48:34] 只好去阿里山賓館住
[48:35] 掛好一碗也不便宜的飯店
[48:37] 一坐下去懶覺
[48:38] 就碰到馬桶
[48:39] 原來是
[48:40] 馬桶跟坐墊小到一個不行
[48:42] 害我物語我的懶覺
[48:43] 可以一棉大一寸
[48:44] 結果是
[48:44] 馬桶跟坐墊的問題
[48:46] 所以就是之前留言的那些
[48:48] 都是有這個
[48:48] 超級巨雕
[48:50] 就是有些人有大鳥
[48:52] 所以說一樣米養百種人
[48:53] 像我們這樣分享
[48:54] 就是我們是奈米鳥
[48:55] 奈米鳥就是沒有辦法
[48:56] 碰到那個下面
[48:57] 至少我至今
[48:58] 是沒有遇到這樣的狀況
[48:59] 所以我無法理解
[49:00] 那原來是有一群
[49:01] 那種大蟒蛇
[49:02] 那也希望這些大蟒蛇朋友
[49:03] 就這樣不要碰到
[49:04] 因為碰到其實感覺
[49:05] 真的蠻噁的
[49:06] 那下面一位
[49:07] 初一十五等於等於
[49:09] 捏卵聯盟留言密碼測試
[49:11] 孟公大大成為女寶爸的第13天
[49:14] 36周加一
[49:15] 香精葵寶提前衝刺出來
[49:18] 那求孟公祝福母女身體健康
[49:20] 平安發大財
[49:21] 媽媽真偉大
[49:22] 也祝孟公全家
[49:23] 身體健康
[49:23] 平安快樂
[49:24] 愛您為愛您
[49:25] 這大家講的不做講
[49:25] 那昨天尾牙中獎了
[49:27] 祝認真工作的人也都中獎
[49:29] 希望大家都可以尾牙中獎
[49:32] 好那再念最後一個好了
[49:33] 最近這麼多這種祝福的
[49:35] 也挺好的
[49:36] 希望大家都順利
[49:38] 韋納斯
[49:38] 感謝主委又陪我們走過這一年
[49:40] 感恩主委讚歎老公
[49:42] 這一年謝孟公好像香火更旺了
[49:44] 那還記得去年努力了一個月
[49:46] 括號12月初到1月
[49:47] 都猜不透留言密碼
[49:49] 就在最後一刻
[49:50] 剛好在1月18號的節目
[49:52] 取得孟大生日祝福
[49:53] 當天收聽到真的嗨翻了
[49:55] 1月18號是我老婆榮榮的生日
[49:56] 請再次報用諾亞的聲音
[49:58] 祝最愛的榮榮生日快樂
[50:00] 愛你
[50:01] 好那再見
