[00:00] 欢迎收听谷爱,我是星梦宫,本集节目由Sally赞助
[40:44] 但玩一阵子之后
[40:45] 可能是因为没有朋友的关系
[40:46] 就后来没有再玩
[40:47] 下面一位
[40:47] 主要好
[40:49] 请问海大有想家过吗
[40:51] 当欧洲留学生两年
[40:53] 那现在准备要留下来工作了
[40:55] 常常夜深人静会开始想家
[40:57] 但是也不知道要怎么办才好
[40:59] 挂号经济跟时间的关系
[41:01] 没有办法常常回去看家人
[41:02] 那之前听海大觉得
[41:03] 欧洲的生活品质
[41:04] 不比台湾真的很赞同
[41:06] 但是同时也希望
[41:08] 可以有更好的职业发展
[41:09] 关于在这边的工作是科技业新创
[41:11] 台湾相关的领域比较少一点
[41:13] 住处为一家平安爱宁
[41:15] 其实我一直以来都是一个
[41:17] 算会想家的孩子
[41:18] 我在大学的时候
[41:19] 我基本上是每个礼拜
[41:20] 都会去坐国光号回家
[41:22] 就是就想家
[41:23] 就会回去找爸妈玩这样
[41:25] 只是后来有小孩之后就比较少一点
[41:28] 然后特别是家里有嫩婴之后
[41:30] 我已经很久没有回去苗栗了
[41:31] 有时候会不会想家
[41:32] 会啊还是会想家
[41:33] 还是会想可能苗栗的一些好吃的东西
[41:36] 或者说我想回去看一下爸妈之类
[41:37] 但我爸妈自己会跑来这边给我看
[41:39] 所以想家的情绪是一定会有
[41:42] 那也希望你可以早日的去解决相关问题
[41:45] 或许你的公司可以放一些福利给你
[41:47] 有一些什么返台价之类的
[41:48] 在里面希望你可以拿到这个
[41:50] 那下面会扑胖
[41:51] 那前几集听到Lisa用Disgusting Pigs
[41:54] 骂影片群组的人
[41:55] 想看孟公以及听众分享一下
[41:57] 猪不但不恶心
[41:58] 还很爱干净
[41:59] 定点上厕所
[42:00] 那智力更是接近黑猩猩跟海豚
[42:02] 那希望孟公可以传可爱猪猪影片给Lisa
[42:05] 让她知道猪猪是非常可爱的动物
[42:07] 那另外福利联里面常提到
[42:09] 魔法是想象的世界
[42:10] 感觉也适用于股市
[42:12] 有没有可能老太婆很会做股票
[42:14] 那最后祝孟公一家平安爱你
[42:17] 其实我老婆本身是非常喜欢猪的
[42:18] 她是可爱动物数
[42:19] 所以像是猪牛她都是不吃
[42:21] 鸡的话
[42:22] 因为她觉得鸡没有那么可爱
[42:23] 所以鸡就可以吃一点
[42:24] 鱼的话
[42:25] 长得比较丑所以OK
[42:26] 所以猪她本身觉得是可爱的东西
[42:28] 但我不知道怎么她骂人的时候
[42:29] 就要骂什么disgusting pigs
[42:31] 我都快忘记这件事情了
[42:33] 下面一位
[42:33] 今朝展览馆
[42:35] 嗨孟公是我啦
[42:36] 没有想到上次跟你聊
[42:38] 不喜欢社群育儿军备竞赛
[42:40] 会有这么大的反响
[42:41] 那让我再来开另外一个战场
[42:43] 我说聊聊看法
[42:44] 最近因为讨论职场育儿的话题
[42:46] 双薪家庭会了
[42:48] 育儿时间会受到压缩
[42:51] 因此推动育儿减工时
[42:52] 也就是有小孩的家长
[42:54] 可以提早下班接小孩
[42:55] 但这也会变相让工作量
[42:56] 流到没有小孩的人
[42:58] 而变麻不公平
[42:59] 想讨论这个社会该共同承担
[43:01] 有小孩带来的成本吗
[43:02] 那最后祝福听到
[43:04] 大家都可以身体健康
[43:06] 小孩不感冒
[43:07] PS每次讨论这类的问题
[43:09] 社群都会有一群白痴说
[43:10] 没钱没时间不要生小孩
[43:12] 这种就是没有想要讨论的意思
[43:14] 真的可不可以闭上你们的狗嘴
[43:16] 不讲话没有人把你当哑巴
[43:18] 其实不要太在意社群上的一些讨论
[43:21] 这是我之前跟大家讲
[43:22] 因为很多时候你会
[43:22] 如果可以开上帝视角的话
[43:24] 会发现
[43:25] 其实蛮多人他跟你是在
[43:27] 完全不同的高度去讨论问题
[43:29] 或者说他可能现在讲得很邱
[43:31] 可是有一天他就会懂得
[43:32] 那时候他也不会这么邱
[43:33] 可是他也不会跑出来跟你道歉
[43:35] 所以其实我觉得
[43:36] 把东西丢到社群
[43:37] 我程度上就是一种
[43:38] 不知道求关注吗
[43:40] 还是说
[43:40] 你就想要吵架
[43:41] 因为你根本解决不了
[43:42] 什么事情
[43:42] 就算大家认同你说
[43:44] 所以其实我蛮不喜欢的一点是
[43:46] 我希望听众这样表达
[43:48] 因为蛮多人会喜欢
[43:48] 就算可能他是认同我的
[43:50] 然后把我东西截起来
[43:51] 然后丢去社群
[43:51] 我都觉得不喜欢
[43:52] 我真的觉得不喜欢
[43:53] 你到底丢去那些屎坑干嘛
[43:55] 就
[43:55] 讲难听一点
[43:57] 我根本不需要
[43:58] 那边的人说什么
[43:59] 他讲的是对
[44:00] 或者说有时候
[44:01] 更是看到那种批评的
[44:02] 我就想说
[44:02] 难怪你听不懂
[44:03] 你跟他格局差这么多
[44:05] 我的东西你当然听不懂
[44:06] 你听得懂的话还得了
[44:07] 你真的听得懂的话
[44:08] 那我们不要讲难听的话
[44:10] 反正总之就是
[44:10] 世界上是有分群
[44:12] 是有分众
[44:13] 如果你不要整天
[44:15] 把自己放在社群上面的话
[44:16] 你会注意到
[44:17] 其实有很多的人
[44:18] 你是一辈子都不会碰到的
[44:20] 但是因为社群
[44:22] 你去跟他讨论
[44:23] 然后你流出人的同温层
[44:24] 就会变成
[44:25] 可能看起来超合理的东西
[44:26] 然后大家去吵架
[44:27] 就要来说
[44:27] 像最近不是有开放说什么
[44:29] 好像说你有小孩的
[44:30] 就可以去申请外劳
[44:32] 就是说移工来帮忙你
[44:34] 这个我在身边的所有人
[44:37] 每个都觉得是得证
[44:38] 但是当我今天
[44:39] 可能去滑一些讨论区
[44:40] 就有人开始在狂干
[44:42] 可是狂干的人
[44:44] 他可能就是他没有小孩
[44:45] 或者说他们不是什么双薪家庭
[44:48] 要去面对这些东西
[44:49] 他当然可以狂干
[44:50] 就类似说
[44:51] 你今天要去课什么单身税
[44:52] 随便乱举例
[44:53] 我也觉得没差
[44:54] 课报课死他们
[44:55] 干我屁事
[44:56] 所以不是你的东西
[44:57] 你当然都可以跑出来嘴炮
[44:58] 最终是怎么样
[45:00] 我觉得如果真的只有冲突的话
[45:01] 就是投票
[45:01] 如果说什么
[45:02] 这个政策真的会影响到很多人
[45:04] 反正投票就会去决定说
[45:05] 这个政治人物
[45:06] 到底敢不敢去推这样子的东西
[45:08] 所以其实我是认为
[45:09] 这些东西没有什么好去炒的
[45:11] 像前面你讲的
[45:12] 我觉得也是很高几率会造成争议的
[45:15] 像我自己的话
[45:16] 如果我今天是在外面受聘
[45:17] 然后你跟我讲说
[45:18] 有小孩我可以提早下班
[45:20] 我可能还不敢提早下班
[45:21] 我用屁股想也知道说
[45:23] 我下班那种东西谁做
[45:24] 可能同事要做
[45:25] 他们一定会堵拦我
[45:26] 我干嘛要让人家堵拦
[45:27] 所以这某个程度上是
[45:28] 感觉像是利益良善的一个提议
[45:30] 可是某程度上
[45:31] 他会分裂大家
[45:32] 让大家反而是吵更凶
[45:33] 然后去促进彼此的矛盾
[45:34] 所以我还是觉得说
[45:36] 一个比较健康或健全的社会
[45:38] 应该是大家要去互相体贴
[45:39] 互相关心
[45:40] 很多东西你用不到
[45:42] 不代表说你就要去嘴它
[45:44] 就像可能我们自己用不到
[45:45] 什么残障设施
[45:46] 可是你也不会去嘴说
[45:47] 什么残障设施怎么样
[45:48] 那么少人用
[45:48] 所以应该要怎么样
[45:49] 对吧
[45:50] 所以一样的道理就是说
[45:51] 我们自己可能
[45:51] 有一天我的小孩长大了
[45:53] 我自己因为有过小孩
[45:54] 所以我对那些
[45:55] 可能在飞机上
[45:56] 有时候你看到那些妈妈
[45:57] 或说在什么高铁之类
[45:59] 你看她样子就知道说
[45:59] 她一定很害怕
[46:00] 她已经一个人带小孩
[46:02] 就累得要死了
[46:03] 那小孩哭一下
[46:03] 又一堆智障要po上
[46:04] 我去公审
[46:05] 我一定知道很辛苦
[46:06] 所以我就会去怎样
[46:07] 我就会去挺她
[46:07] 我就会去支持她
[46:09] 我去帮忙她
[46:09] 帮忙逗她小朋友下老板
[46:10] 东西给她小朋友之类的
[46:12] 这个我们会做
[46:12] 因为我们自己有经历过
[46:13] 可是你真的很难去跟那些
[46:15] 没有经历过的
[46:16] 然后讲说她要有同理心
[46:17] 或什么的
[46:18] 所以最后面我会知道说
[46:19] 反正其實簡單來講
[46:20] 你如果今天遠離社群的話
[46:22] 你會發現現實中的世界沒有這麼討人厭
[46:25] 就是在網路上才會讓一些
[46:27] Kyoka inna
[46:28] 就那種尖角仔
[46:29] 然後講話講超大聲
[46:30] 特別是越尖角越悲慘的
[46:32] 講話越大聲
[46:33] 這可以套一句
[46:34] 我們幼稚園園長他講了一段話
[46:36] 我覺得超級有道理
[46:37] 他說你知道有些小朋友
[46:39] 他們家庭教育如果弄得很好的話
[46:40] 他東西打翻了
[46:42] 他是說打翻了怎麼辦
[46:44] 我趕快去拿抹布擦一擦
[46:45] 把他水擠掉
[46:46] 下次注意
[46:47] 還會自己跟講下次注意
[46:48] 沒事
[46:49] 可是有些小朋友打翻之後
[46:50] 開始恐慌不知道怎麼辦
[46:51] 然後或者說隔壁會有小孩講說
[46:52] 哈哈完蛋了
[46:54] 哦哦
[46:54] 你知道為什麼他講哦哦嗎
[46:55] 因為當他講哦哦的時候
[46:56] 代表說他知道
[46:57] 如果是他自己這樣做就會被哦哦
[46:59] 所以當你今天講出來的很多東西
[47:01] 你去刺別人去傷別人
[47:02] 其實某個程度上就是反映了
[47:04] 你的內心有多破碎
[47:05] 所以你真的就是
[47:06] You are what you eat
[47:07] 你講出來的話就是代表了你自己
[47:09] 所以那些講話越兇越嗆越可悲
[47:12] 或像我自己的早期
[47:13] 不是也是充滿那種戾氣嗎
[47:15] 會去亂噴人或什麼的
[47:16] 因為我自己本身也是過得很矛盾
[47:18] 就是早期的时候压力大
[47:19] 所以你其实反映出来
[47:21] 觉得那样子
[47:21] 我现在心灵祥和
[47:23] 我儿子跟我说
[47:23] 晚上想我什么
[47:24] 你就发现说
[47:25] 我整个人也是祥和的
[47:26] 所以有时候你看到
[47:27] 那些超级激烈的人
[47:29] 其实你是要同情他们
[47:30] 你就知道说
[47:30] 一定是很可悲才这样子
[47:32] 可是你也不要去跟他战
[47:33] 也不要说他可悲
[47:34] 因为他没有走出来之前
[47:35] 他也不会理解
[47:36] 他也懒得去反省自己
[47:37] 他只会想把自己的能量
[47:38] 都释放在网路上
[47:39] 所以尽量不要把什么东西
[47:41] 都拿到网路上去讨论
[47:43] 我觉得就解决局道主书的问题
[47:45] 因为你会发现说
[47:48] 在討論你只是會讓自己的心情變得更差
[47:50] 下面一位大禮陳冠希
[47:52] 夢宮親家宮你這個小抖M
[47:54] 上週不回答我三禮怎麼選
[47:56] 那想說你這個甲組的
[47:58] 台語
[47:59] 所以那個什麼超甲組是台語的意思
[48:02] 因為我之前看到什麼超派鐵拳
[48:04] 超甲組我想說是什麼
[48:05] 就是超gay的一群人還是怎樣
[48:07] 他說要變舔狗了嗎
[48:09] 那結果是直接跑去副棒現場看
[48:11] 恩恩跟雅音兄弟果然我沒有看錯人
[48:14] 原來你不只是甲組
[48:16] 還是超甲組的
[48:17] 爱了爱了
[48:17] 要强调
[48:18] 我在现场真的是完全不敢看
[48:21] 我真的不敢看
[48:22] 就算有一丝的念头
[48:24] 我也会知道说
[48:24] 这个机会不属于我
[48:26] 留给大家
[48:26] 我就看那个拉歌就好
[48:28] 看那两个拉歌
[48:29] 我就很开心了
[48:30] 下面一位
[48:30] 人们说的天空蓝
[48:33] 孟公好
[48:34] 听了好久
[48:35] 终于上来留言
[48:36] 刚成为捏软阵线的一员
[48:38] 慢慢懂你的心路历程
[48:39] 谢谢你一路陪我们走过
[48:41] 身为一个有担当的硬汉
[48:42] 最辛苦的另一半
[48:44] 帮我生下了可爱的孩子
[48:46] 那一定要好好的回馈
[48:48] 带太太跟着你进去医美
[48:50] 进场保养
[48:51] 那整体感受很好
[48:52] 你推荐的医师也是专业且很好的人
[48:54] 那祝福你看Lisa一家人健康幸福
[48:57] 早上也都有成博
[48:58] 非常感谢
[48:59] 那那个廖医师真的是超赞的医生
[49:01] 其实我后来发现
[49:02] 就是我们捏软阵线的人
[49:03] 你最后就会注意到说
[49:05] 可能是某个频率吧
[49:07] 然后大家才会结合在一起
[49:08] 就像我去看的那个林教练一样
[49:11] 哲轩
[49:11] 我觉得说这个人真的是一个太棒的人
[49:14] 然后他是我的听众
[49:15] 我觉得与我荣焉
[49:16] 甚至我觉得说
[49:17] 妈我得不配位
[49:18] 我根本就
[49:19] 这个
[49:19] 何德何能可以获得
[49:21] 这样的一些肯定
[49:22] 或什么的
[49:22] 所以对啊
[49:23] 某个程度上我们算是
[49:24] 建立了一个
[49:25] 像是hashtag的东西
[49:27] 那可能
[49:27] 一样是会在我们这边
[49:29] 有办法聚在一起
[49:30] 或是一起来享受
[49:31] 这些QA的人
[49:32] 大家是
[49:33] 频率是会对到的
[49:34] 所以当你去跟他
[49:35] 互动的时候
[49:36] 去他的生意
[49:37] 或什么
[49:37] 你就注意到说
[49:38] 你们是还蛮聊得来的
[49:39] 所以某个程度上
[49:40] 这算是一个
[49:40] 那种hashtag的味道
[49:41] 那
[49:42] 好了
[49:43] 那先这样
[49:44] 因为已经剩下15秒
[49:46] 下面又有一个场
[49:47] 我们就直接跳过吧
[49:48] 拜拜
