[00:00] 欢迎收听谷爱,我是星梦宫,本集节目由Sally赞助
[40:22] 他都喜欢听爱宁
[40:23] 然后添了六年
[40:25] 一开始呢
[40:26] 是自己都在乱玩股票
[40:27] 赔掉了九成
[40:28] 然后疫情的期间去入金
[40:30] 现在已经是赚了两桶金了
[40:32] 听节目听到任督二脉打通
[40:34] 然后非常感谢
[40:35] 那他后面的问题是讲说
[40:37] 他是软工
[40:38] 那现在在考虑
[40:40] 是不是要去台湾跟日本
[40:42] 这一些物价较低的国家数位游牧
[40:45] 然后呢
[40:45] 还是说他应该要继续就留在加拿大
[40:48] 因为他现在在加拿大
[40:49] 然后去认真的在公签完前面
[40:51] 去找一份工作
[40:52] 其实像这种生涯规划的东西
[40:55] 对我来讲压力都太大
[40:56] 我没有办法去改变你们的人生
[40:58] 我觉得这个太沉重了
[40:59] 但如果是单纯用
[41:01] 我已有的资讯去做判断的话
[41:03] 或者说我到现在的生活体验
[41:05] 你要知道
[41:06] 其实我的一些想法也会改变
[41:07] 就是从早期到现在的节目
[41:08] 大家也知道说
[41:09] 我这个人有慢慢改变
[41:10] 因为你的生活条件不一样
[41:11] 你有家人有小孩
[41:12] 所以真的会慢慢改变
[41:13] 我们这个时候
[41:14] 就是按照现状的话
[41:15] 我会觉得
[41:16] 其实你在婚前
[41:18] 然后是单身
[41:19] 没有任何的家里
[41:20] 没有家里孩子熬带补什么的
[41:23] 你应该要尽可能的去做一些
[41:25] 在外人看来
[41:26] 甚至有点猖狂跟疯狂的事情
[41:28] 所以像数位游牧这种
[41:30] 就是你回家跟爸妈讲
[41:31] 他会说你疯了
[41:32] 你就是游民
[41:33] 那这种事就是代表说要做的
[41:34] 因为你后来一定就是会
[41:36] 没有办法再去做这样的事情
[41:37] 或是会相对困难
[41:39] 因为你可能要刚好找到一个
[41:40] 就愿意跟你一起漂配的老婆
[41:42] 才有机会
[41:42] 不然真的是会很难
[41:44] 再来就小朋友要念书
[41:45] 你也不希望一直帮他换学校
[41:46] 所以既然是像我们已经
[41:49] 稍微的走过一遭
[41:50] 有家庭的感受
[41:51] 那用我的意见的话
[41:52] 我就会觉得
[41:53] 因为那些东西
[41:54] 就像说你现在要我去做数位游牧
[41:56] 是不可能做的
[41:57] 那我也会好奇
[41:58] 虽然没有真的到很好奇
[41:59] 但假设你可以让我去
[42:01] 不知道就插个光碟片
[42:02] 我可以体验看看
[42:03] 什么叫数位游牧
[42:04] 或许我也会想试看看
[42:05] 一下下之类的
[42:07] 那所以像这种就是
[42:08] 有机会在后面就有办法
[42:09] 直接被slash掉
[42:11] 化掉
[42:11] 就是你已经不可能再做事情
[42:13] 你应该就要在你年轻的时候去做
[42:15] 所以如果说代价不是太大
[42:16] 就像说你在加拿大去签工钱
[42:18] 他薪水是什么三倍
[42:20] 然后你去日本数位游牧的话
[42:21] 是三分之一的薪水
[42:22] 那这样你可能可以稍微的想一下
[42:24] 可是如果说薪水没有差很多的话
[42:25] 那稍微的去体验一下
[42:27] 不一样的生活跟不一样的环境
[42:29] 这个是蛮推荐年轻的听众们
[42:31] 都应该要去做的事情
[42:32] 大概这样
[42:32] 下面一位
[42:33] 无骨果果爸
[42:35] 梦宫乞嘎安安
[42:36] 安安也没有什么特别想问的
[42:37] 在这个台风天
[42:38] 希望大家都可以平安的度过
[42:39] 就像度过现在的股市上下冲洗
[42:42] 那也希望能够得到梦宫乞嘎的祝福
[42:44] 希望太太妮可在8月底生产能够一些顺利
[42:46] 谢谢暖男乞嘎
[42:47] 那我们祝尼可在8月的时候生产顺利
[42:49] 那也希望你们的孩子可以健康平安
[42:53] 快速的睡过夜
[42:55] 我还发现说快速的睡过夜
[42:56] 真的是给家长最好的一种祝福
[42:59] 有些小孩花比较久
[43:00] 像我两个都花比较久
[43:01] 就会稍微的辛苦一点点
[43:04] 那总之那是后面才有烦恼的事情
[43:05] 先希望一切顺利
[43:07] 生产顺利
[43:07] 希望大家在台风天都平安
[43:09] 下面一位张正伟
[43:11] 要录音了吗
[43:11] 没事啦爱您
[43:12] 正在录
[43:13] 下面一位咪虎
[43:14] 感谢HGAR一直更新节目
[43:16] 让我能够follow未曾见面的马吉近况
[43:19] 希望有一天能够巧遇性吃个饭
[43:21] 发现住家附近一堆四或五颗星以上的咖啡厅
[43:24] 开始想尝试
[43:26] 想问老公有没有什么给咖啡萌星的建议
[43:29] 跟听到何爷要当爸的反应
[43:31] 感觉何爷也是个好老爸
[43:33] 最后想请背后的观音
[43:35] 保佑我这个快乐宝贝早日遇到另外一半
[43:37] 愿在一年内捐出一季的薪水
[43:40] 补到20万给需要的单位
[43:41] 愿我们重视的人都可以身心健康快乐
[43:45] 其实看到这种超级大方的听众
[43:47] 我都觉得是很棒的事情
[43:49] 虽然我们不在讲绝对数字
[43:50] 也不知道说你的绝对数字不高
[43:52] 意思就是说
[43:53] 一季的薪水很多
[43:55] 你这个要我年轻的时候
[43:56] 去这样子捐钱我也办不到
[43:58] 我会觉得说我自己都养不活了
[44:00] 我还管你什么单位啥小
[44:01] 我自己都要死了
[44:02] 对所以我非常敬佩大家
[44:04] 这样子的一个心意
[44:06] 希望你可以顺利的遇到
[44:08] 很棒的另外一半
[44:09] 然后再讲说
[44:10] 感觉和A也是好老爸
[44:12] 所以他们公布了是吗
[44:14] 因为其实我算是可能首班车之道
[44:16] 非常感谢何A跟我分享
[44:18] 何A是一个很有趣人库的人
[44:19] 不知道的人稍微讲一下
[44:20] 他是隔壁台通的co-host之一
[44:24] 也是一个我觉得非常有趣的人
[44:26] 他会为我带来很多思想上的冲击
[44:28] literally冲击
[44:29] 你不知道说世界上有些人
[44:31] 在过这么奇葩的生活
[44:32] 但是一个非常好的人
[44:34] 我相信他的孩子一定也会健康
[44:36] 然后也会长得很好
[44:37] 因为他一定是一个非常棒的父亲
[44:39] 再讲说有没有什么给咖啡萌星的建议
[44:42] 我觉得就直接从那个什么
[44:44] Americano开始就好了
[44:45] 那所谓的美式咖啡
[44:47] 就是Espresso再加水嘛
[44:49] 那当然冰块放多一点
[44:50] 就会让它变得相对好喝一点
[44:52] 这个可能是一般人要入门
[44:54] 比较简单的啦
[44:55] 那当然你要在更简单的入门
[44:57] 就是一般有加糖的咖啡
[44:58] 7-11会买到那种有加糖的
[45:00] 什么咖啡广场
[45:01] Mr. Brown 蓝山什么
[45:02] 那个可能是
[45:03] 像我还是小朋友的时候
[45:05] 我看我姐姐喝那个
[45:06] 我就会跟着喝那个
[45:07] 你就是觉得是OK
[45:08] 可是你到某个年纪之后
[45:09] 像我自己下去喝有糖的
[45:10] 我是一定都受不了
[45:11] 一定要喝无糖的
[45:12] 那我就会喜欢喝美式
[45:15] 只是我的美式呢
[45:16] 一般就是一定要加到
[45:17] 两到三个shot
[45:18] 也就是说
[45:18] 要两到三倍的剂量啦
[45:20] 然后它
[45:20] 才不会让我感觉是水水的
[45:23] 或是其实我自己最喜欢
[45:24] 那时候是因为
[45:25] 我岳母家在意大利
[45:26] 我去久之后
[45:27] 我喝到上头
[45:27] 一开始我也觉得
[45:28] 不太适应太强了
[45:29] 之后后来我很喜欢喝espresso
[45:30] espresso就是那种浓缩咖啡啊
[45:32] 那美式咖啡
[45:33] 就是espresso的一个
[45:34] 简单入门款
[45:35] 因为它就是加一堆水
[45:36] 所以相对就是
[45:37] 比较不会这么冲
[45:39] 这么呛
[45:40] 那甚至可以
[45:40] 额外的喝到一些咖啡的风味
[45:42] 就是说浓跟淡的咖啡
[45:44] 会分别引出不同的味道
[45:46] 它没有一个高低
[45:46] 所以可能可以从Americano开始
[45:49] 然后接着如果你上头
[45:50] 你喜欢的
[45:51] 你就可以跟他讲说
[45:52] 你要额外再加一个shot
[45:53] 或是两个shot
[45:54] 当然也不要像Petro Pascal一样发疯
[45:56] 他好像是六个shot
[45:57] 八个shot
[45:58] 那个我觉得会送医
[45:59] 那个真的会心悸
[46:00] 咖啡这个
[46:01] 我觉得跟红酒也有一点类似
[46:03] 或者说一些食材的品名
[46:05] 在我的角度
[46:05] 现在我开始会懂得一些叙述文字
[46:08] 是为了经常表用
[46:09] 还是经常用好吃跟不好吃
[46:10] 就是以往自己的风格
[46:11] 为什么这样呢
[46:12] 因为后来发现
[46:12] Laloubis就是乐花的老板娘
[46:14] 她也是这样子
[46:15] 干人家最屌的也这样子
[46:16] 所以不用太迷信一些tasting notes
[46:18] 或是跟你讲说什么
[46:19] 每个东西的风味
[46:20] 这什么什么
[46:21] 反正重点就是说
[46:22] 你就是一个食物
[46:24] 或是一个红酒
[46:25] 或是一个咖啡的裁判
[46:26] 你喜欢就是喜欢
[46:27] 你不喜欢就是不喜欢
[46:28] 你不用因为别人说喜欢
[46:29] 你就是一定要跟着喜欢
[46:30] 但如果真的要入门的话
[46:32] 就从没有这么强度高的东西开始
[46:34] 我觉得是OK的
[46:35] 那一些手冲咖啡的话
[46:37] 就看状况了
[46:38] 手冲咖啡我就觉得说
[46:39] 它可能会有蛮大的一个落差
[46:41] 但我自己没有这么喜欢
[46:42] 我还是比较喜欢传统的Espresso
[46:44] 或者说Americano
[46:45] 那手冲的话
[46:45] 我会觉得说酸度够的
[46:46] 会是我比较喜欢的一个项目
[46:48] 就比较可以喝到那种风味
[46:50] 或者说特殊的味道
[46:52] 那你看到那种
[46:53] 可能很多四五星以上的咖啡厅
[46:55] 就是比较那种文青感
[46:57] 一般他们都是卖手冲
[46:58] 那手冲的话
[47:00] 我觉得你就是请店家推荐吧
[47:02] 那你要知道说
[47:03] 这个没有那种孰优孰劣
[47:04] 也不用说什么
[47:05] 路门一定要走过哪几关
[47:07] 没有
[47:07] 那个都是自己口味的问题
[47:08] 我对食物的想法都是这样子
[47:11] 好那下面一位
[47:12] 宝宝兔孟公
[47:12] 您好
[47:13] 妈妈我今天想要请观音断
[47:16] 帮忙加持
[47:17] 女儿在7月13号参加大学分科测验
[47:20] 一切顺利
[47:20] 会作答的题目不出心
[47:22] 不会作答的题目都没有考出来
[47:24] 女儿如果能够如愿上交大电机系
[47:27] 妈妈我会捐出2万元给慈善机构
[47:29] 那谢谢孟公一直以来制作的优质好节目
[47:32] 让我在做家事的时候不孤单
[47:34] 也祝福您全家平平安安健健康康
[47:37] 不是你看上面那个
[47:38] 他只想get laid
[47:40] 他只想找另外一半
[47:41] 他就要捐一季的薪水不到20万
[47:43] 我觉得这个妈妈
[47:44] 我们稍微加一点点
[47:45] 因为这个交大电机系
[47:47] 是可以放鞭炮的东西
[47:48] 现在应该也是吧
[47:49] 至少在当时
[47:50] 我们听到人家可以上交大电机
[47:52] 那很屌
[47:52] 就是25,000
[47:53] 就是捐25,000
[47:54] 那希望你可以顺利
[47:56] 那下面一位
[47:57] Shalver Chen
[47:58] 主委好
[47:58] 想请教主委一个关于投资玄学的问题
[48:02] 那常听到你在节目上分享
[48:03] 遇到各种疑难杂症
[48:05] 都会去拜观音断来瞧一下
[48:07] 那我一直很好奇
[48:08] 诸位身为谢系的子嗣
[48:10] 这种时候怎么不是优先
[48:11] 请谢家祖先显灵帮忙扛一下
[48:13] 那还是说在处理这种遍地听众的跨国大局
[48:18] 关于导来的管辖范围比较大
[48:20] 祖先的bandwidth
[48:21] 或是运算能力比较不够用
[48:23] 纯粹好奇想听主委开示
[48:24] 祝主委丽莎还有小朋友平安健康
[48:26] 那节目持续称霸排行榜
[48:29] OK非常感谢这位兄弟
[48:31] 那首先呢
[48:32] 并不是我自己有疑难杂症
[48:34] 会去找关于导来
[48:35] 观音导来只是那时候跟大家分享说
[48:37] 因为那时候是陪孩子去
[48:39] 经历一些健康检查
[48:41] 还有就是什么插尿管或什么的
[48:42] 然后因为你真的感受到
[48:44] 你怎么讲
[48:45] 这不是钱的问题
[48:46] 也不是能力的问题
[48:47] 也不是说有没有认识好的医师
[48:48] 是你能够做的
[48:49] 你已经全做了
[48:50] 所以这时候你只好去跟
[48:52] 某种东西沟通
[48:54] 然后不知道怎么
[48:54] 我就想到观音这样
[48:56] 所以我就是从那之后
[48:57] 我就信观音
[48:58] 其实我跟
[48:58] 这跟那个林口
[49:00] 有一个很大的观音庙有关系
[49:01] 因为那时候我去找那个观音
[49:02] 我都印象很深刻
[49:04] 那时候祁安发现有一些状况的时候
[49:06] 我们是半夜
[49:07] 我就叫A君
[49:08] 就带我去观音庙来
[49:09] 然后就跟观音祈求
[49:11] 孩子一定要没事
[49:12] 对
[49:12] 就是你不知道
[49:14] 为什么自己会走到这一步
[49:16] 我只能够说
[49:16] 人在可能比较虚弱的时候
[49:17] 你就会去转向这些神灵的帮助
[49:19] 但是等到我们
[49:20] 又再一次的强回来之后
[49:22] 以前我会觉得说
[49:23] 去拜神灵的
[49:24] 就是你一定是太弱
[49:26] 你才会去拜
[49:26] 就是你到底为什么要去倚靠别人
[49:28] 因为所有东西
[49:29] 你其实都可以能定胜天
[49:30] 只是后来
[49:31] 你开始发现说
[49:32] 对你自己的东西
[49:33] 或许都可以人定身天
[49:34] 命一条舌算了
[49:36] 但是你的孩子呢
[49:37] 对
[49:37] 就是有些东西你无法掌控
[49:39] 所以我就开始回去
[49:39] 去可能
[49:41] 对啦
[49:41] 多多稍稍信一下
[49:42] 大概是这样子的感受
[49:44] 那后来听众又从善如流
[49:45] 大家都喜欢找这个观音许愿
[49:47] 那你说为什么不会去找谢家祖先
[49:49] 我不知道
[49:50] 因为谢家祖先
[49:51] 还是阿公
[49:54] 你现在有在听到
[49:55] 阿公如果听到的话
[49:56] 就给我一点暗示
[49:56] 好不好
[49:57] 阿公或是说什么
[49:58] 因为阿太我也不认识
[50:00] 我只认识我阿公
[50:00] 我阿公柔远
[50:02] 这个U.M.Bark
[50:03] 柔远兄
[50:04] 从小是非常疼爱我
[50:06] 那对
[50:07] 为什么我没有想过
[50:08] 要去找阿公许愿
[50:09] 因为不知道
[50:09] 我想象我的阿公已经去
[50:11] 当个什么快乐的菩萨
[50:15] 或是他已经投胎
[50:16] 不知道在哪里了
[50:16] 因为像我姐姐的小孩
[50:18] 就长得像我阿公
[50:19] 搞不好已经就是
[50:20] 投胎转世来当小孩
[50:22] 重新体验一下
[50:22] 精彩的人生
[50:23] 为什么没有找
[50:24] 祠堂的人许愿呢
[50:26] 没有
[50:26] 我就连拜祖先
[50:27] 我都是不太去
[50:28] 我觉得是因为
[50:30] 从小我们会
[50:31] 怎么说
[50:31] 当然爸妈是为了传递一个传统的观念
[50:34] 可是就是我从小有去
[50:36] 去到后来
[50:36] 我其实对这件
[50:37] 拜祖先这件事情是比较厌烦
[50:38] 除非有时候我爸妈
[50:39] 可能自己也买进去那边
[50:40] 我就会想要去拜
[50:41] 但我现阶段
[50:42] 对啊
[50:43] 为什么我都不会想到找祖先
[50:45] 你这个问了一个
[50:46] 蛮值得深思的问题
[50:47] 那是一个感受
[50:49] 我就是会觉得
[50:50] 可能要有answer
[50:51] 就是你去做某件事情
[50:53] 然后他最后面有一个answer
[50:54] 有一个好的结果
[50:55] 即便这个好的结果
[50:57] 老实说你不知道是
[50:58] 就像说归因于
[51:00] 但我觉得核心还是医生
[51:02] 我不会说什么
[51:02] 医生把我孩子治好
[51:03] 然后说谢谢上帝
[51:04] 医生fuck you
[51:05] 医生是上帝派来的
[51:06] 我没有那么夸张的迷信
[51:08] 对
[51:08] 我觉得一定是要谢谢医生
[51:09] 一定要谢谢各种东西
[51:10] 然后最后面
[51:11] 谢谢一些不可知的力量
[51:12] 可能在我们迷惘的时候
[51:14] 给我一点能量之类的
[51:15] 因为友好的结果
[51:16] 我就信他
[51:17] 我这个人是比较
[51:18] 怎么讲
[51:19] 还是有点那种功利主义的味道
[51:21] 在背后的
[51:21] 据他来说
[51:22] 如果我去信某些神奇
[51:24] 那一些好事没有发生的话
[51:25] 我无法像一些尽信者
[51:27] 他们会讲说
[51:28] 这是老天给我的考验
[51:30] 没有
[51:30] 我觉得说你没用
[51:31] 我就换一个
[51:32] 因为现在选项这么多
[51:33] 所以我是比较偏向这种
[51:34] 有用的
[51:35] 我就全力帮你推荐
[51:36] 像那个前草观音
[51:37] 我就全力推荐
[51:38] 所以很多听众也都跑去
[51:39] 所以我通常就回应这个观音
[51:41] 因为我相信这些神明
[51:42] 他的一些KPI
[51:44] 应该就是衡量在
[51:45] 有没有多少人
[51:46] 会回去捐他向药钱
[51:47] 或是去拜他
[51:48] 所以你对我做好事
[51:50] 我就会对你永全以报
[51:51] 大概这样子
[51:52] 可能就是因为这些神灵
[51:54] 他在对的时间点出现
[51:55] 那也后面就是发生一些好事情
[51:57] 所以我就更加的相信他
[51:58] 可是这个只局限在
[51:59] 可能孩子的健康
[52:00] 甚至我会尽可能的
[52:02] 去减少许愿的一个次数
[52:04] 不然说像
[52:05] 我现在就绝对不会去许任何
[52:07] 关于财富或什么资产
[52:09] 这类的东西
[52:09] 可能早期的时候还会
[52:10] 现在就完全不会
[52:11] 因为不是说你觉得钱够用
[52:13] 或是你不想赚更多钱
[52:14] 你还是想要
[52:14] 但是你会觉得
[52:15] 可能我自己的想法
[52:16] 我会觉得说
[52:17] 万物都是一种那种
[52:18] 等价交换
[52:19] 然后我们也不要太贪心
[52:20] 只有那些
[52:21] 你真的无法掌控的东西
[52:23] 同时也是
[52:23] 顺位在最前面的东西
[52:25] 我们去拜托这些神灵
[52:26] 那他给我回报
[52:28] 其他东西呢
[52:29] 反正就是随便啦
[52:30] 对
[52:30] 所以我比较少
[52:31] 对
[52:32] 我可能也是在
[52:32] 有孩子之后
[52:33] 才去跟什么观音讲话之类的
[52:34] 我之前
[52:35] 也没有在跟观音讲话
[52:36] 所以更不会想到
[52:37] 自己家里的
[52:38] 什么祖先牌位之类的
[52:40] 对啦
[52:40] 还是你们有些人
[52:41] 真的会跟祖先牌位许愿的
[52:42] 你再跟我分享
[52:43] 那再见
[52:44] 拜拜
