[00:00] 欢迎收听谷爱,我是孟公
[38:24] 就確實那時候
[38:24] 第一波金管會議消息出來的時候
[38:27] 中小是直接死掉的
[38:28] 那只是後來
[38:29] 中小有些又活起來
[38:30] 所以我們又有再把一些資金打回去
[38:32] 但現在確實是一個高低配的狀態
[38:34] 應該蠻多人的想法
[38:35] 你看這些做交易的很多想法真的都一樣
[38:37] 這就是為什麼有時候會出現一些
[38:38] 可能大家都殺在同一個地方
[38:40] 大家都追在同一個地方
[38:41] 因為大家想法會同質化
[38:43] 這時候就要試著去預判你的預判
[38:45] 我要去猜你在幹嘛
[38:46] 那你肯定會在猜我在幹嘛之類的
[38:48] 那也希望你交易順利
[38:49] 下面一位
[38:49] INIC
[38:50] 不要花錢買會員
[38:52] 我是忠實散戶
[38:53] 不亂下車
[38:53] 爱称主力88的车
[38:55] 那另外想要问
[38:56] 主委德国律师这家
[38:57] 德律哦
[38:58] 这家怎么有点众说纷纭
[38:59] 有些人说175合理
[39:01] 有些人说750
[39:01] 那才正常话说
[39:03] 加进GG的供应链是真的吗
[39:06] 加上在地化应该还有空间
[39:07] 话说脑袋会出现画面
[39:08] 真的有点困扰
[39:09] 我听到同柱巨转
[39:11] 第一个想到是超大根的同柱
[39:12] 统计皮烟旋转
[39:14] 那这样的我还有救吗
[39:15] 爱宁
[39:15] 这个单一持股
[39:16] 我们就不去评论了
[39:18] 其实问问题要有点艺术
[39:19] 你要问我说一个族群
[39:20] 一个想法
[39:21] 这个我就会跟你回答
[39:22] 但是你直接问单一个标题
[39:24] 我就不敢回答
[39:24] 因为回答完之后
[39:25] 你就看到那个
[39:26] 股票讨论区就开始说
[39:27] 这个是什么
[39:28] 古来梦工在推的标题
[39:29] 我超级讨厌这种人
[39:31] 而且很多时候你知道是怎样吗
[39:32] 就是说赚钱不干你的事
[39:34] 赔钱打破要罚
[39:35] 像前阵子
[39:37] 某一个玻璃机板的公司
[39:38] 就有一个账号
[39:39] 因为我朋友每次都会丢给我
[39:40] 那个账号就是
[39:41] 只要叠就会出来讲说
[39:43] 他又在出货了
[39:44] 你看他收割
[39:45] 他追踪我分点
[39:46] 不是
[39:46] 他妈滞胀了是不是
[39:48] 你觉得我他妈
[39:49] 我会全部钱都放同一个分点吗
[39:50] 我也知道你们知道我的分点是什么
[39:52] 我也知道
[39:52] 我自己Google都知道
[39:53] 说你们会查我的分点
[39:54] 当然当我是白痴是不是
[39:56] 然后他们就
[39:56] 你看他在收割别人
[39:58] 其实不是
[39:58] 因为那些分点里面
[39:59] 也会有别人的存在
[40:01] 然后再来就是
[40:01] 每次跌下来
[40:02] 就在那边一直狂洗
[40:03] 狂干狂骂
[40:04] 然后现在全部都在右上角
[40:06] 全部都喷超远的
[40:07] 这些人也不会出来道歉
[40:08] 他们就换一个账号
[40:09] 所以我真的很讨厌这种
[40:10] 就这样不要来问我单一标的
[40:12] 我尽量都要避免
[40:13] 像上次我不小心在那边讲说
[40:15] 我觉得台积电
[40:16] 这个投信这样搞下去
[40:18] 这个蛮有机会的
[40:19] 然后讲完之后
[40:20] 我后来发现说
[40:20] 对啊为什么要讲这种话
[40:21] 我讲这种话
[40:21] 我是帮自己找麻烦的
[40:22] 以后我们都经常
[40:23] 是讲一个这个大趋势就好
[40:25] 下面一位
[40:25] 是孟公去嘎
[40:27] 还是孟公前跪
[40:28] 两个月前在这边点了暗号
[40:30] 发现大家也在留言区
[40:31] 无情点歌
[40:32] 感谢各位同好
[40:33] 那想起孟公
[40:34] 用肌肉马上声音说
[40:35] 大家好
[40:36] 我是2026 KKBOX
[40:37] 年度百大风云歌手
[40:39] 第101位
[40:39] 101位就
[40:42] 就出局了嘛
[40:43] 那最后想问
[40:44] 现在AI是用抹布
[40:45] 不用波线布了吗
[40:46] 那怎么只有数值
[40:47] 涨到一关再关
[40:49] 这个有时候就是一个气氛问题
[40:51] 像前面的常务
[40:52] 你说常务不好吗
[40:53] 没有不好
[40:54] 但就是市场暂时不喜欢
[40:55] 所以一般之后
[40:56] 我们就会等到他有表态
[40:57] 我们再来考虑
[40:58] 那数值的话
[40:59] 对大家草莱
[41:00] 国金化双剑
[41:01] 好像是大家的宠儿
[41:03] 没错
[41:03] 那波线布
[41:04] 比较少人在讨论
[41:05] 确实是这样
[41:06] 还有一个资金的轮动效果在
[41:08] 下面一位
[41:08] 拉链卡到一
[41:09] 原来股市会跌
[41:10] 老公你怎么看
[41:11] 台股的光通族群
[41:12] 只是小波动
[41:13] 还是行情暂时休息
[41:14] 美股的光通持续创高
[41:15] 台股的光通持续乱啪啪
[41:17] 这个也不想讲太多暗示性的言论
[41:19] 可是你看前面
[41:20] 台股的记忆体也是走数人家
[41:23] 被动元件走数人家
[41:24] 很多时候我觉得是这样
[41:24] 因为台湾的题材下太多了
[41:26] 所以就是说
[41:28] 百花齐放的状况之下
[41:30] 资金又是有限的
[41:31] 有些东西可能就没有办法跟上
[41:32] 国外的一些主流题材
[41:33] 但我们其实一直都有东西在作动
[41:35] 我们作动的东西
[41:36] 甚至有些是跑在海外的前面
[41:38] 所以不一定是完全联动
[41:39] 但对我觉得这样的观察是还OK的
[41:42] 就像可能美股的光通
[41:43] 假设持续好的话
[41:44] 那后面搞不好
[41:44] 台股的光通
[41:45] 又再一次的醒过来
[41:46] 这有可能的
[41:46] 下面一位
[41:47] 梦宫大您好
[41:49] 我是去年四月股灾下
[41:50] 开始认真听你节目
[41:52] 那真的是你的节目
[41:53] 让我稳定心灵
[41:54] 没有被市场洪流带走
[41:55] 时至今日非常的感恩
[41:56] 我同时也是双宝妈
[41:57] 听您清晰的逻辑
[41:59] 跟分享生活点滴
[42:00] 常是我老公的
[42:01] 跟老公的话题来源
[42:02] 老公跟弟弟
[42:03] 都是你的忠实听众
[42:04] 希望借您的金口
[42:05] 祝福五月三号生日的老公
[42:06] 远元跟5月8号生日的弟弟小景
[42:08] 生日快乐
[42:09] 你们是喵喵可可最棒的后盾
[42:12] 全家人的感情越来越好
[42:14] 是我珍惜的
[42:15] 祝老公股市长龙弟弟的工作越换越好
[42:17] 也祝福听众跟Liza
[42:19] 孟公
[42:19] 诺亚
[42:20] 奇安A君
[42:21] 秋口
[42:21] 何嘉平
[42:22] 非常感谢全家都祝福到
[42:23] 希望你们顺利平安
[42:25] 下面为Adam
[42:25] 孟公你好
[42:27] 我大学认识一个学妹
[42:28] 她当时有男友
[42:29] 后来聊天聊到发现彼此晕船了
[42:32] 有一次她来我家
[42:33] 我们除了没有放进去
[42:34] 其他该看的都看了
[42:35] 从那天起学妹就对我很冷淡
[42:37] 然后后来他们分手
[42:39] 我以为会有机会
[42:40] 后来她有男友也结婚了
[42:42] 我知道我放不下的
[42:43] 别人已经放进去了
[42:44] 可以用川普的云包
[42:46] 祝她早日离婚吗
[42:47] 我不要去帮你造这个孽
[42:48] 我只能够说在感情的探索之中
[42:51] 有时候就是会可能被鬼牵走之类的
[42:53] 所以她觉得说在你家跟你坦诚相见
[42:57] 她不一定是爱上你
[42:58] 她可能只是馋你的美色
[43:00] 你可能是爱上她
[43:01] 你是纯爱党
[43:02] 人家可能只是说看你帅
[43:04] 所以想跟你玩一下
[43:05] 所以他才會在他可能分手之後
[43:07] 他不是第一次來找你
[43:08] 他就立刻去找別人
[43:09] 因為你只是一個One night stand
[43:11] 即便你們可能沒有放進去
[43:12] 但就是一個One night stand
[43:13] 就是一次性的東西
[43:15] 那這個我是可以理解的
[43:16] 因為這個世界上
[43:17] 當然我後來長大之後才發現說
[43:18] 這個世界很大
[43:19] 我錯過的東西很多
[43:20] 因為看自己身邊一些朋友
[43:21] 那種多才多智的
[43:22] 我是不會羨慕
[43:23] 老實講真的不會羨慕
[43:23] 因為那個也蠻複雜的
[43:25] 一沒搞好自己的AUM就少一半
[43:27] 那只是看了人家生活之後
[43:28] 就會知道說
[43:29] 真的這個是一個很多元的世界
[43:31] 什麼人都有一樣米養白養人
[43:34] 那对就是有些人他不一定像你是纯情的
[43:36] 所以你就不要想太多吧
[43:38] 那你去找下一个吧
[43:39] 下面一位Jack Chang
[43:40] 梦宫Chika我爱你
[43:42] 小弟是希望以后能够成为ER的经济系大四生
[43:46] 正在为了米平太晚发现自己想往这个方向的发展
[43:50] 因此没有机会实习
[43:51] 不断累积作品跟学习中
[43:53] 毕业后会去法国交换一学期
[43:55] 除了一圆走走看看的梦之外
[43:57] 也可以提升自己在未来人事相关事务的决策品质
[44:01] 真的是一举两得
[44:02] 那虽然知道孟公不喜欢拜神
[44:04] 但我还是会觉得你是我的偶像
[44:06] 做决策也会部分参考
[44:07] 那如果说孟公会怎么做的这种想法
[44:11] 那希望能够在未来接近你
[44:13] 然后超越你
[44:14] 告别来大会结束
[44:15] 祝孟公去搞一家平安健康
[44:16] Lisa上podcast频繁
[44:18] 安科大力金刚腿
[44:19] 那么我不再哭哭求哭
[44:20] 继续干你娘爱你
[44:21] 我还是觉得大家这样
[44:23] 不要去把我的想法
[44:24] 放到自己的生活里面
[44:25] 因为我是一个
[44:27] 我觉得蛮奇怪的人
[44:28] 确实是这样子
[44:29] 就我自己的老婆
[44:31] 或是我身边一些朋友
[44:31] 都会这样讲
[44:32] 就是一个怪咖
[44:33] 所以一个怪咖的想法
[44:35] 到底可不可以
[44:35] 拿来当成是一种判断的标准
[44:38] 可能很难
[44:38] 但我觉得最近的一些想法
[44:40] 或许可以
[44:40] 所以我之前在FRED上面
[44:42] 不是我自己看
[44:43] 就是我朋友会转贴给我
[44:44] 反正就是有一个人就发文说
[44:46] 孟宫宫的三观很好
[44:47] 希望男友也要是收听古来的
[44:50] 就是三观就可以去做校正
[44:52] 然后下面一个人讲说
[44:53] 你喜欢的并不是真正的先孟宫
[44:55] 你喜欢的是
[44:55] LISA调教过后的先孟宫
[44:57] 哇这个人真是厉害
[44:59] 讲的完全正确
[45:01] 因为如果没有经过我老婆的调整的话
[45:03] 其实我觉得我是一个
[45:04] 就真的是很锐利的人
[45:06] 然后甚至是
[45:07] 就绝对是很难相处
[45:08] 然后在路上
[45:09] 我也跟大家讲过
[45:10] 我会怒怒
[45:11] 我开车是很常很不爽的
[45:12] 所以我直接怎样
[45:13] 我就不开
[45:13] 叫我老婆开
[45:14] 因为我开车
[45:15] 我看到那种你不让我的
[45:16] 或者我打方向灯
[45:17] 然后你就硬要来切
[45:18] 我像之前有一个autobike
[45:19] 我也不知道他为什么
[45:20] 他想要拦我
[45:21] 他想用autobike拦我车子
[45:22] 我就是
[45:24] 就不要讲我大概做了什么事情
[45:26] 反正我就让他知道说
[45:27] 我绝对是比你更不要命
[45:28] 你要死我就跟你一起死
[45:30] 我甚至我先把你弄死之后
[45:32] 然后我再看我怎么样下去
[45:33] 反正我会有一些
[45:34] 比较冲的想法
[45:36] 然后后来我认为
[45:38] 就是在家庭或是
[45:39] 太太的协助之下
[45:40] 真的蛮多东西都改变了
[45:42] 像现在如果我今天过马路
[45:43] 计程车不让我
[45:44] 每次都计程车
[45:45] 不知道为什么
[45:46] 那他直接硬要切的话
[45:47] 现在是不敢
[45:48] 因为现在你被人家拍到
[45:49] 你要去罚钱家
[45:50] 好像上课要上六个小时
[45:52] 听国动讲
[45:53] 国动整天在弄那个
[45:54] 检举系列
[45:54] 超好笑的
[45:55] 所以现在不敢了
[45:56] 可是以前就是
[45:57] 我觉得我过马路
[45:58] 然后你不让我
[45:59] 或者说我带着小孩
[46:00] 我觉得我有一个重要的东西在身边
[46:02] 你不让我
[46:02] 刚好我爆气
[46:03] 我叫你下车
[46:03] 我说你到底想怎样
[46:04] 可是我现在都会
[46:05] 尽量去避开这些东西
[46:06] 所以其实我觉得
[46:07] 现在的自己
[46:09] 然后大家看的绝对比较舒适
[46:10] 因为就被我老婆调整过
[46:12] 就用以前的我讲
[46:13] 我现在就是一个粉红娘炮
[46:14] 我现在就是一个粉红色的娘炮
[46:16] 但这个可能是
[46:17] 就是比较符合社会的一个预期
[46:19] 所以我也不确定说
[46:20] 你学到的判断是
[46:21] 现在这个判断
[46:21] 还是之前那种死了算了的判断
[46:23] 我自己是觉得
[46:24] 死了算了的判断
[46:26] 在我自己的工作上面
[46:27] 帮助我非常大
[46:28] 所以甚至我老婆
[46:30] 有时候叫我去吞药
[46:31] 之前讲说
[46:32] 反正我有一些那种注意力不集中
[46:33] 吃药之后你会很chill
[46:34] 我就故意不要吃
[46:35] 为什么
[46:36] 因为我就是要有那种爆炸性的想法
[46:37] 我就可以把我的工作做好
[46:39] 我就可以把很多事情做好
[46:39] 因为我就是那种半夜会跳起来
[46:41] 就要把事情做好
[46:41] 我今天就不睡觉或什么的
[46:43] 可是我太chill
[46:44] 我就没有办法把事情做好
[46:45] 所以被我老婆寻化之后
[46:46] 有好有坏
[46:47] 好的话就是
[46:48] 当然现在更加的可以社会化
[46:50] 但同时干
[46:51] 我又不需要出去社会化
[46:52] 所以我也不知道
[46:52] 到底可以干嘛
[46:53] 反正就这样吧
[46:54] 只能够说
[46:55] 你要选到对的阶段
[46:56] 我觉得对
[46:56] 现在这个阶段
[46:57] 可能是比较好一点
[46:58] 下面一位
[46:58] Dank
[46:59] 梦光宝贝
[47:00] 好想跟你喜大的
[47:01] 爱宁喂爱宁不想
[47:01] 下面一位Teddy John
[47:03] 不要念我的名字
[47:04] 来不及了
[47:04] 第一次留言
[47:05] 感谢主持人无私的分享
[47:07] 没有什么想问的
[47:07] 只是想要跟前几集
[47:09] 卖在低点的元大弟兄说
[47:11] 你不孤单
[47:11] 我也是腰斩任陪后
[47:13] 隔一两个月喷出
[47:14] 不知道为什么
[47:15] 有这种神奇的魔力
[47:16] 所以号召各位
[47:17] 谷海明灯
[47:17] BunnyNeeliveGG一人一股
[47:19] 00752对抗境外势力
[47:21] 说到这个元大
[47:22] 故意写元大
[47:23] 因为元太了
[47:24] 那其实他在
[47:26] 我也不确定是公布前还公布后
[47:29] 反正就有朋友就自己跟我讲说
[47:30] 他今年跟明年是估多少钱
[47:31] 他觉得可以搞
[47:32] 他就说
[47:32] 可是这样看起来
[47:34] 他的EPS成长率只有十几%
[47:35] 这有什么好搞的
[47:36] 现在EPS成长率
[47:37] 三五十%的一大堆
[47:38] 他说你说的有道理
[47:39] 所以他好像后来他也没有搞
[47:41] 所以我们都没有搞
[47:42] 然后后来就好几根
[47:43] Surprise motherfucker
[47:44] 那一样
[47:46] 反正就是说市场的选择很多
[47:47] 你不可能每個都會吃到
[47:49] 那也恭喜之前不是QA有一個
[47:51] 跑來講什麼研華跟元泰的
[47:53] 你包現在就贏了
[47:54] 你真的就贏嘛
[47:55] 那真的就是說
[47:56] 各種奇怪的標的都有可能
[47:58] 會有人在上面賺到錢
[47:59] 有時候那種題材就是這樣輪來輪去
[48:01] 前面被大家笑的東西
[48:03] 後面搞不好就sexy back之類的
[48:04] 所以重點是要有高玩跟意志
[48:07] 可以扛住這些波動
[48:08] 那是不容易的事情
[48:09] 下面一位王
[48:10] 夢多大你好
[48:11] 小弟因為近期準備跟女友同居
[48:14] 找了很久的房子
[48:15] 沒有符合我們的需求
[48:16] 上星期天看到一间完全符合我们的房子
[48:18] 但我们真的是第二顺位
[48:20] 希望在这边借林口谢孟公
[48:22] and观音断来的力量
[48:23] 如果成功的租到
[48:24] 小弟愿意捐半个月的薪水给慈善机构
[48:27] 谢谢孟公去搞
[48:28] 祝你成功租到你的梦想房子
[48:30] 下面一位
[48:30] 那另外想问高通这间公司到底有没有料
[48:35] 看他这几年都在喊AIPC Cloud
[48:38] 那最近还接到ASIC的单
[48:39] 但看起来还是没有什么东西
[48:41] 高通是最近市场上一个很屌的东西
[48:43] 屌喷
[48:44] 屌炸喷
[48:45] 那之前那时候跟大家聊高通
[48:47] 上一次聊到
[48:48] 在讲到说
[48:49] 反正就是身边有些朋友
[48:51] 因为那时候大家都很喜欢联发科
[48:52] 甚至有些人讲说
[48:53] 说不定可以去拿高通当hedge
[48:57] 就是hedge下档这样
[48:58] 就没想到高通也撤出去
[48:59] 所以这时候你就要看说
[49:00] 发哥跑赢高通多少
[49:02] 如果你真的做这个策略的话
[49:03] 那就是你搞不好就会被稀释掉不少
[49:06] 因为后来高通也撤出去
[49:07] 那我记得好像是
[49:08] 我看身边朋友有在买他的
[49:10] 在讲说他是在电话会议
[49:11] 还是在哪里讲说什么
[49:12] 他现在有在做一些custom的光通晶片
[49:14] 还是什么吧
[49:15] 好像是在讲这一段
[49:16] 但你看反正就是一个
[49:17] 上涨各自表述
[49:19] 大家用自己的方式去解释
[49:20] 我觉得这一定不是什么AIPC
[49:22] 这应该也不是什么Cloud
[49:23] 这应该还是偏向
[49:24] AI Infrastructure的一个故事
[49:26] 才有办法把它带成这样子
[49:28] 或者说你讲的ASIC之类的
[49:29] 前面的应该无关
[49:30] 因为前面的高通的AIPC
[49:32] 刚出的时候
[49:33] 我不是说我就去买
[49:33] 我就去抬
[49:34] 我不是跟他讲说
[49:35] 跟垃圾没有两样
[49:36] 没有恶意
[49:37] 可是真的超烂的
[49:38] 那时候AIPC买回来
[49:39] 你知道最主要的一个诉求是什么
[49:41] 就是说卖电脑的
[49:43] 就跟他讲说
[49:43] 你看你可以用小画家去画东西
[49:44] 你现在回头看
[49:45] 那才两年前的事情
[49:46] 看超白痴的
[49:48] 小画家画那是他妈什么垃圾
[49:49] 那时候自己用一用
[49:50] 就是你想要骗自己说
[49:52] 这是一个新的时代
[49:53] 可是都没有办法
[49:53] 后来就直接送人了
[49:54] 对那可能是喷起他的故事
[49:56] 好那拜拜
