[00:00] 欢迎收听谷爱,我是圣梦宫
[37:30] 访问中提到习大大认为
[37:32] 意见不是只有黑白
[37:33] 中间还有许多彩色光谱
[37:34] 看来习大也拜读过灰街思考
[37:36] 最后麻烦MK用川普的语气
[37:38] 祝福刚生小孩的Fairy Zhao
[37:41] Happy Birthday
[37:42] 不是啊
[37:43] 习大就算他有灰街思考的一个架构
[37:45] 他没有在实践的
[37:46] 你敢他妈灰街
[37:47] 你直接被抓去关
[37:48] 下面一位小霸王MMA
[37:49] 梦宫老大安安
[37:51] 以前读书的时候
[37:52] 最喜欢金庸的小说
[37:53] 第一次看到的时候
[37:54] 真的是欲罢不能
[37:55] 藏在书桌下偷看的热血感
[37:57] 至今难忘
[37:58] 梦庸有特别喜欢金庸哪个角色吗
[38:01] 听你的podcast那么久
[38:02] 觉得你就像是现实版的乔峰
[38:04] 这个太台剧
[38:05] 实力强大且谦虚
[38:07] 但听你分享过往的情史
[38:08] 比较像是洋过
[38:09] 那如果说喜欢武侠类
[38:11] 推荐一部叫做《剑来》
[38:13] 那我刚看完动画
[38:15] 正准备补小说
[38:16] 里面有一句台词
[38:17] 我特别喜欢
[38:18] 以后不管遇到什么
[38:19] 你都不要对这个世界失去希望
[38:22] 那这个说的好
[38:23] 那祝孟公全家和听众平安健康
[38:25] 今年绩效整个射到外太空非常感谢刚刚是秋狗在叫你看我们就长大了以前就是秋狗干你娘现在就是畜生比较差畜生安静那关于这个我是喜欢哪一个角色
[38:37] 以前我确实是会喜欢像杨过重
[38:39] 就是有一点那种
[38:40] 怎么讲悲催色彩
[38:41] 然后感觉是大侠非常强大
[38:43] 但我现在最爱的一定就是韦小宝
[38:44] 我也想当韦小宝
[38:45] 但现实不允许
[38:47] 下面一位
[38:47] ally3338
[38:49] 看着孩子因为无法顺利
[38:52] 用繁星生大学受挫
[38:54] 我好心痛
[38:55] 可是我也只能够装作没事
[38:57] 因为孩子比我难受百倍
[38:58] 怪我好想对着天空大喊
[39:00] 为什么我是宝宝兔
[39:01] 没事未来会更好
[39:03] 很多时候发现说
[39:03] 没有上搞不好后面是更好的安排
[39:05] 这不是要RQ
[39:06] 只是真的我们在人生之中
[39:07] 看过太多这种事情的
[39:08] 想得却不可得
[39:10] 李宗盛讲的
[39:11] 你耐人生何
[39:12] 可是你有时候你转头一看
[39:14] 干你娘还好我没得
[39:16] 我没得我才有现在的生活
[39:17] 对不对
[39:17] 你仔细想一想
[39:18] 你过去你最喜欢的女生
[39:20] 你不就还好没有跟她在一起
[39:21] 所以你现在才可以有一个
[39:22] 可能更加美满
[39:23] 你很喜欢的一个现状之类的
[39:25] 所以不用去纠结说
[39:26] 没有获得的东西
[39:27] 尽力就好
[39:28] 如果真的很想要
[39:29] 那就再重复的去打几次
[39:30] 下面一位
[39:31] G
[39:31] 海大新年快乐
[39:33] 现在宝可梦可以说是新趋势
[39:34] 在美国很多卡都涨到超夸张
[39:36] 果然诺亚有爸爸的基因
[39:38] 很懂投资
[39:38] 希望诺亚未来的收藏
[39:40] 可以打败Logan Poe
[39:42] OK
[39:42] 希望他可以玩这个宝可梦卡
[39:45] 玩得很开心
[39:45] 那我觉得在卡片收藏方面
[39:48] 我可以说是一个韭菜
[39:50] 因为我喜欢的卡片
[39:51] 蛮多时候买回来
[39:52] 然後它的價格就開始掉下去了
[39:54] 但後來我發現也不一定
[39:55] 那是大環境的問題
[39:56] 因為我後來就知道止損了
[39:57] 我知道說
[39:57] KONAMI就是那個遊戲網
[40:00] 他們超急歪的
[40:01] 他們真的是那些卡牌
[40:02] 告訴你說什麼紅字20週年
[40:03] 金字25週年
[40:05] 可是問題就是
[40:05] 你以為它的限量沒有
[40:06] 它後面就瘋狂復刻
[40:08] 所以大家自己要小心遊戲網卡
[40:09] 然後最近他又再搞一波
[40:10] 他們最新發的一個卡包
[40:12] 就是超框卡
[40:13] 然後有白鑽框跟黑鑽框
[40:15] 黑鑽框有一個編號
[40:16] 那張黑鑽框的黑魔導女孩超屌
[40:20] 就是有編號的那種
[40:21] 他竟然炒到一张要三四百万日元
[40:24] 你知道三四百万日元
[40:25] 你已经可以买G311
[40:26] 就是黑木岛女孩早期的一个版本
[40:29] 就最早期的版本
[40:30] 那个是在市场上面的一种梦幻逸品
[40:33] 你知道那个钱你已经可以买到一些
[40:34] 可能PSA认证比较稍微低阶一点的
[40:36] 那个梦幻逸品的卡
[40:37] 你也可以买到雷射版本
[40:39] 也就是上次某一年的参加讲之
[40:42] 也就是真的是限量的
[40:43] 黑木岛女孩的卡片
[40:45] 可是大家跑去买一个新的卡
[40:47] 虽然这卡他告诉你说有编号
[40:48] 可是那个编号其实是海内版跟海外版
[40:51] 都有一百号
[40:51] 所以他也不是真正的这么稀有
[40:53] 那就算你现在买得很高兴
[40:55] 我跟你讲
[40:56] 以我对KONAMI的认识
[40:57] 他几年之后就开始在出
[40:58] 也不用几年
[40:59] 搞不好一两年之后
[41:00] 就是一样
[41:01] 然后可能他把那个框
[41:01] 现在是白钻框跟黑框
[41:03] 就把它变成说什么
[41:04] 蓝框红框之类的
[41:05] 然后到时候你就发现说
[41:06] 你手上的这个价格就崩掉
[41:08] 所以我还是觉得
[41:09] 就当然你是用投资的角度去看的话
[41:11] 那是另外一回事
[41:11] 但对我来讲
[41:12] 我只是会心中还是会想说
[41:14] 我当然希望我买的东西
[41:15] 他也找
[41:16] 可是其实我老婆也知道
[41:17] 他都会讲说
[41:18] 你绝对不会卖
[41:18] 对我绝对不会卖
[41:19] 我那些东西买了
[41:20] 真的都没有再卖
[41:20] 或是像我之前去买
[41:22] RO的装备
[41:23] 我直接10839客爆
[41:25] 就人家讲的
[41:26] RO里面的台积电超越套
[41:27] 买爆
[41:28] 女王头盔买爆
[41:29] 全部买
[41:30] 跟我老婆讲说
[41:31] 多少钱
[41:31] 我老婆自己说
[41:31] 干你疯了
[41:32] 会讲说这个叫投资
[41:33] 因为有一天我不玩的
[41:35] 拿去卖
[41:35] 搞不好还要卖更贵的价格
[41:37] 很难讲
[41:37] 但他也知道我不会卖
[41:39] 所以其实对我来讲
[41:40] 我不是真的在用这个去赚钱
[41:42] 那是一个那种童年的情怀
[41:47] 就是我們那時候會有同學是有超級屌的卡
[41:50] 那我們拿盜版卡
[41:51] 他就說你不能跟我玩
[41:52] 就是會有那種很奇怪的東西
[41:53] 所以老子家全部都是最屌的卡
[41:55] 老子家RO裝備
[41:56] 巴哈姆特跑去實測打柱子
[41:58] 打什麼480 million的傷害
[42:00] 老子的裝備打出來1000 million
[42:02] 所以我如果去PO文的話
[42:03] 應該就大家就講說
[42:04] 臭你媽垃圾課長破壞大家遊戲體驗
[42:06] 但就爽了
[42:07] 就以前做不到現在都瘋狂做
[42:09] 那兒子以後會不會鼓勵他去投資這些卡片
[42:11] 不會啦
[42:11] 就覺得說要玩得高興就好
[42:13] 他最好都是一輩子不要去煩惱錢的東西
[42:15] 那不是说什么我都要包养他啦
[42:17] 我意思就是说
[42:18] 其实我们身边有些人
[42:19] 特别是那种老钱
[42:20] 你看得出来
[42:20] 他们对钱没有这么执着
[42:22] 他们很执着于自己的生活
[42:23] 他们会吃东西慢慢吃
[42:25] 你要看一个人是新钱还旧钱
[42:27] 真的是很明显看得出来
[42:28] 新钱就是那种爆发户的样子
[42:30] 吃东西吃很快
[42:31] 东西点一堆然后都没有吃完
[42:32] 然后老钱就是
[42:33] 很悠游自在慢慢来
[42:35] 那个真的是妈演不出来的
[42:36] 那个是家庭教育带出来
[42:38] 我也希望我小孩子可以比较优雅一点
[42:39] 那现在看是有啦
[42:40] 吃东西真的超级慢
[42:42] 下面一位
[42:43] 困宝
[42:44] 过年期间带着课金的战斗陀螺
[42:47] 暴打女友姑姑的小一儿子
[42:49] 回家后发现暴打他的那颗陀螺不见了
[42:51] 那请问暴打女友亲戚的小孩
[42:53] 并怀疑他偷走陀螺的我是混蛋吗
[42:56] 关号爱宁推荐路克蛮好玩的
[42:58] 那因为不见我的心是真的蛮痛的
[43:00] 可以去问看看
[43:02] 说是不是你不小心拿走的
[43:04] 问看看
[43:04] 但不要一开始就直接怀疑一个小朋友是小偷
[43:07] 因为这个不太好
[43:09] 特别是有时候你去表现出来的话
[43:10] 那真的会伤到一个小朋友
[43:12] 像我就印象很深刻
[43:13] 因为我小时候会跟
[43:13] 反正也不要讲是哪一个
[43:15] 因为搞到亲戚会计划
[43:16] 就跟某一个亲戚的小孩
[43:17] 我们都一起玩烟火
[43:19] 然后都一起玩
[43:20] 然后有一天呢
[43:21] 他妈妈就在楼梯
[43:22] 然后就跟我讲说
[43:23] 谢梦果你不要拐那个谁的钱
[43:25] 我觉得说
[43:26] 干你娘急吧
[43:27] 超不爽
[43:28] 那时候没有
[43:28] 那时候只觉得说很委屈啊
[43:30] 就是我又没有拐他钱
[43:31] 有时候我还
[43:32] 我红包套的钱比较多
[43:33] 可是他就说
[43:34] 我在拐他儿子钱
[43:35] 到现在我都还记得
[43:36] 我真的到现在还记得
[43:37] 我真的没有拐他儿子钱
[43:37] 我拐我他妈天打了一批
[43:39] 他要拐的话
[43:39] 他算了
[43:40] 不要去揍人家
[43:41] 但是我真的没有
[43:42] 那就会觉得说
[43:43] 靠北就不是我
[43:43] 干嘛讲是我
[43:44] 所以这样不要去对小朋友讲
[43:45] 因为小朋友都会记
[43:46] 然后再来就是
[43:47] 他们是比较纯真的存在
[43:48] 其实我觉得后来
[43:49] 看到很多人去用战斗陀螺打爆小朋友
[43:51] 是很好笑没错
[43:52] 我建议大家
[43:53] 因为我们也是大人
[43:54] 你打爆了之后
[43:55] 你就很帅的把陀螺送给他
[43:57] 他会记你记一辈子
[43:58] 就不要这么打爆他之后
[43:59] 然后你在他身上真的获得成就感
[44:00] 打小孩很爽
[44:01] 这个不好听
[44:02] 就因为
[44:03] Nano Banana
[44:04] 某公安想推荐一本台湾的短篇小说集
[44:08] 叫做众神之岛
[44:09] 结合了台湾各种神明跟人之间的温馨故事
[44:13] 非常在地又可爱
[44:14] 本身是很懒得拜拜
[44:15] 也不太信神的人
[44:16] 但看完这本会
[44:17] 由衷感谢神明的存在跟照护的感觉
[44:19] 中间也想到了安哥的观音老大
[44:22] 相信他一定能够平平安安的快乐长大
[44:24] 但猛公如果你想看色色的推荐你动画
[44:27] 梦想成为魔法少女
[44:30] 又色又好笑
[44:31] 我是女神看来都好想调教魔法少女
[44:33] 呼呼呼嘻嘻爱您
[44:35] 我觉得我们可以开一个这个单元
[44:37] 因为男生耍变态的话
[44:39] 老实讲一点都不罕见
[44:40] 他妈太常见
[44:41] 女生如果她觉得
[44:42] 什么东西特别变态的话
[44:43] 欢迎下次来跟我推荐
[44:44] 或者说
[44:44] 就是你要反差
[44:45] 我说男生推荐一些那种
[44:47] 就是不知道
[44:48] 比较那种什么少女漫画之类的
[44:49] 我就觉得说
[44:50] 那可能可以稍微看一下
[44:51] 就可能要靠
[44:52] 你知道那种
[44:53] 你平常想象不到的性别
[44:54] 去推那个
[44:55] 你想象不到的题材
[44:56] 那可能会真的是特别有趣
[44:58] 我刚刚突然想到
[44:59] 我上面那个好像忘记
[45:00] 截图一下
[45:00] 我要截一下
[45:01] 那个刚才讲机器人
[45:02] 对顺便截一下
[45:03] 有空要去看一下
[45:04] 好那下面一位
[45:05] 张俊伟
[45:07] 诸位安安
[45:07] 我是差点成为苗栗女婿的阿伟
[45:10] 93年起在苗栗最高学府
[45:12] 念书家工作待了约12年
[45:14] 苗栗最高学府是什么
[45:15] 联合大学
[45:16] 那大学的时候
[45:17] 因为在学校攻读过
[45:19] 于是留在学校工作
[45:20] 面试的工作人员
[45:21] 正好是隔壁院办的可爱姐姐
[45:24] 工作后因缘际会
[45:25] 成为同部门的同事
[45:26] 工作一阵子后
[45:27] 得知她恢复单身
[45:28] 常常约她吃饭逛街
[45:29] 同事私下以为我们在一起
[45:31] 然而因为我以前的玩笑话
[45:33] 我不喜欢小弟弟
[45:34] 而不敢正式告白
[45:37] 那就这么不上不下
[45:38] 他在某次专案被主管刁难
[45:41] 身心症状不是很好
[45:42] 那去美国散心后
[45:43] 就认识其他人跳机了
[45:45] 那成为我人生中的憾事之一
[45:47] 感谢孟公念出我的故事
[45:49] 祝您和家平安
[45:50] 承蒙您安自身
[45:52] 这就是我很多时候跟大家讲的
[45:55] 你一般来说
[45:56] 你不太会后悔你做过的事情
[46:00] 你会后悔你没做的事情
[46:02] 这就是为什么
[46:03] 你想叫的时候
[46:04] 你就要好事多直接叫出来
[46:05] 虽然我现在是不叫了
[46:06] 那是因为我个人的一个状态
[46:08] 没有办法
[46:09] 但你就是想做什么
[46:11] 就是应该要做
[46:12] 你有那个search跑出来的时候
[46:13] 你有那个intrude thoughts的时候
[46:15] 只要不会伤害到别人
[46:16] 你都要去试看看
[46:18] 你至少会记得
[46:19] 你是可能直接给人家拒绝
[46:21] 或者说不知道就被带去派出所
[46:23] 然后靠在里面两天之类的
[46:24] 但它也好过
[46:25] 你心中会有一个问题
[46:27] 假设那时候勇敢一点的话
[46:28] 会不会有不一样的结果
[46:29] 这个是绝对是值得一试的
[46:32] 不要让自己留下一些遗憾
[46:34] 虽然有些遗憾
[46:35] 老实讲也不错
[46:36] 就是放一个question mark在那边
[46:38] 就如果说当时你去表白
[46:39] 你可能就真的就出事节
[46:40] 可能被他的什么阿狗
[46:41] 带去隔壁的套房打一顿
[46:43] 然后什么露小鸟
[46:44] 签本票之类的
[46:45] 有可能
[46:45] 但只是
[46:46] 你知道有时候
[46:47] 你没有去把这个牌掀开来
[46:49] 也不错
[46:49] 就是会留在那边
[46:50] 你永远都会去想说
[46:51] 假设是那时候
[46:52] 我做了不一样的决定
[46:53] 会不会有不一样的结果之类的
[46:55] 所以都好了
[46:55] 都是不错的安排
[46:56] 下面一位
[46:57] NICO标题半夜放鞭炮的都去哄干
[47:00] 干他妈的都2026年了
[47:02] 他能半夜放鞭炮
[47:03] 打电话报警
[47:04] 就是今天拜天公
[47:05] 一堆他妈低能的放鞭炮会去劝导
[47:07] 半夜放鞭炮
[47:08] 到底是能屈什么邪逼什么凶
[47:10] 在这里发起
[47:11] 听到有人半夜放鞭炮就去打他们
[47:13] 让他们知道这个低能传统
[47:15] 没有办法避凶
[47:15] 只能够招来一群疯子
[47:17] 你不让我睡觉
[47:18] 我他妈原地发疯
[47:19] 这个我是蛮鼓励的
[47:20] 你真的去打的话
[47:22] 下次看到新闻的话
[47:23] 我帮你按赞
[47:24] 我们不能去鼓励暴力
[47:25] 这样还是比较打人用讲的
[47:26] 可是老实讲
[47:27] 我确实也对一些那种民俗和传统不太喜欢
[47:30] 放鞭炮本身
[47:31] 我是有狗都不喜欢
[47:32] 因为狗会被鞭炮吓到
[47:33] 但我其实他妈最讨厌的是
[47:35] 干你娘整天在路上烧金纸
[47:37] 这种我真的觉得超级不爽
[47:38] 你他妈的
[47:39] 你要烧你自己的功德
[47:40] 然后你把代价都外部化
[47:42] 让大家去闻你的废气
[47:43] 他妈超垃圾
[47:44] 然后前几天我们家地下室
[47:45] 因为他那个车库会有抽风
[47:47] 我想说
[47:48] 擦好是不是
[47:49] 车库有车子烧起来
[47:50] 怎么都是
[47:51] 后来一闻
[47:51] 这是烧精子的味道
[47:53] 就觉得超气的
[47:54] 就你们到底在烧
[47:55] 他妈撒小
[47:56] 而且这明明就像不是一些
[47:57] 像我们林口
[47:58] 理论上是不能烧
[47:59] 鞭炮也不行
[48:00] 我有查过
[48:00] 可是就是整天在那边烧
[48:02] 然后你打电话叫来
[48:03] 那个什么环保的单位过来
[48:04] 他可能要撤
[48:05] 也需要一段时间
[48:06] 所以很多时候就这样
[48:06] 他就像打游击战
[48:07] 他烧完他就赶快烙干
[48:08] 你也抓不到他
[48:09] 我也是看超不爽这种人的
[48:11] 我觉得我们就心中抵制
[48:12] 像我老婆本来要去上
[48:13] 我们家附近的某一个
[48:15] 反正就是体育相关的课程
[48:17] 有一天看到他在烧金纸
[48:18] 我老婆直接说
[48:19] 我绝对不去那边上课
[48:20] 在就是要支持这样
[48:21] 你有看到人家在那边
[48:22] 整天烧放鞭炮
[48:22] 你就不要屌他
[48:23] 就千万不要去他们的
[48:24] 什么生意之类的
[48:26] 你就闪这些人
[48:27] 所以我真的觉得
[48:28] 反正就不要把自己的
[48:29] 爽外部化
[48:31] 当然我们小时候
[48:32] 也曾经当过放鞭炮的人
[48:33] 但我觉得你长大是不一样的
[48:35] 你有在做生意
[48:35] 你是不一样的
[48:36] 你不能够去干扰别人
[48:37] 你也不喜欢别人干扰你
[48:38] 干扰别人
[48:39] 小朋友我还可以原谅你之类的
[48:40] 下面一位Andy Chen
[48:41] 请问主委手机直连卫星
[48:43] 你认为看到什么迹象
[48:44] 偶尔催化剂即将开始放量采用
[48:47] 我觉得在台湾可能比较难
[48:50] 我们台湾连Starlink都没有放进来
[48:52] 台湾真的是先进国家
[48:53] 什么都进来
[48:54] FSD也没有
[48:54] 所以在台湾你要看到相关的东西
[48:57] 我觉得你要等比较难
[48:58] 在美国的话就ASTS
[49:00] 他就在做这个
[49:01] 而且他技术是还蛮不错的
[49:03] 下面一位PJ
[49:04] 五星吹捧新年快乐留言测试XII
[49:07] MK年节期间有去花莲吗
[49:10] 能不能分享一些花莲的回忆
[49:11] 有没有一些你现在去花莲会去的地方
[49:13] 或者会吃的食物跟餐馆
[49:15] 那另外想问你元泰跟严华的看法
[49:17] 如果谈股市行情太敏感
[49:19] 也许就说说公司的基本面跟展望的看法
[49:21] 我跟你讲很多时候是这样子
[49:23] 就是我们这个节目有很多那种细微的差距
[49:25] 像你问这两个
[49:26] 我就知道说
[49:26] 你这个家伙已经整天在赔钱了
[49:28] 我就会很乐意回答你的问题
[49:29] 因为你跟前面
[49:30] 像前面那个在问起机的
[49:31] 就知道说那个一定是期货最高在
[49:32] 我真的我用屁眼看就知道
[49:34] 他一定是追在最高点
[49:35] 然后在那边抱怨说
[49:35] 为什么这个东西都不涨
[49:36] 可是像你会
[49:37] 我讲会去买元泰跟严华的
[49:39] 你就是社会边缘的人
[49:41] 你现在来讲
[49:41] 元泰是今天的热门股
[49:42] 那肯定
[49:43] 可是现在没有正常人
[49:44] 会去买这些东西
[49:45] 因为题材不在这
[49:46] 所以我就知道说
[49:47] 你一定不是那种
[49:48] 就是很烦的
[49:49] 就问那种
[49:50] 每天会不会涨跌的那种人
[49:51] 因为会问每天涨跌的人
[49:53] 一定不会买这些东西
[49:53] 当然严华
[49:54] 过去我们也分享我们参访经验
[49:56] 我喜欢那家公司
[49:57] 后来带我参访的经理
[49:59] 还跟我们住同一栋大楼
[50:00] 所以公司是很好
[50:01] 但是他的题材就是
[50:02] 像我讲他比较广泛
[50:03] 所以就算他咬到一个东西
[50:05] 那个营收占比不高
[50:06] 那是公司的一个策略规划
[50:08] 所以他比较难去
[50:09] 被市场人士给喜欢
[50:10] 但有些特定人士
[50:11] 会喜欢他稳定成长的一个特质
[50:13] 所以每次掉下来都会收一点
[50:14] 那元泰的话
[50:15] 反正就电子纸
[50:16] 那些智慧标签或什么的
[50:18] 你可以去看一下
[50:18] 像那个音频局
[50:19] 如果音频局的表现不错
[50:20] 可以稍微追踪一下
[50:21] 那台湾有一些同业
[50:22] 整个其他州在说
[50:23] 目前没有什么特别的想法
[50:25] 过去有一些题材
[50:26] 现在比较偏向没有题材
[50:27] 那花莲的话
[50:28] 因为是我外婆家了
[50:29] 所以以前就是每年都会回去
[50:31] 那现在是比较少了
[50:32] 特别是有小孩子
[50:33] 我连苗栗都有比较少回去
[50:34] 因为小朋友要带太多东西
[50:36] 要等他长大一点再说
[50:37] 花莲的话我就会记得说
[50:39] 像那个什么妙口红茶
[50:40] 就还蛮不错的
[50:41] 然后再来就是会去吃那个中医豆花
[50:43] 那个中医豆花的话要加柠檬
[50:46] 就是不是只能够吃豆花
[50:47] 就还要加那个柠檬的味道才会对
[50:49] 然后再来就是
[50:50] 有一个什么鲁育面馆
[50:52] 那个也蛮好吃的
[50:53] 它那个大卤面
[50:54] 也是还蛮赞的
[50:55] 那反正就是花莲是一个
[50:57] 我觉得超级舒服
[50:58] 那或者说
[50:59] 那个东海岸那一边
[51:00] 是我很喜欢开车去路过的地方
[51:02] 之前也跟一些大学的同学
[51:04] 在那边去
[51:04] 发布毕业旅行
[51:05] 就在东海岸上面
[51:07] 然后就去找下面一些潜水服
[51:09] 可能挖了一些海胆上来
[51:10] 直接跟他买
[51:11] 所以花莲是一个
[51:12] 我超爱的地方
[51:13] 只是因为后来地震太多
[51:14] 有一次我跟我老婆说
[51:15] 我们或许可以搬去花莲
[51:16] 她直接说
[51:16] 她不可能去那个地方
[51:17] 所以大概这样
[51:18] 那简单配一下
[51:19] 那拜拜
[51:20] 那希望
[51:20] 对吧
