[00:00] 歡迎收聽古玩,我是孟公
[38:01] 某個程度上就在買馬斯克的個人溢價了
[38:03] 你就相信他
[38:04] 有辦法把這個公司搞得很屌
[38:06] 外加我現在已經不會去看
[38:08] 交車資料
[38:08] 這講一兩年了
[38:09] 我們都是在看
[38:10] 可能FSD
[38:11] 或者說後面的
[38:12] Atomic Driving
[38:14] 可能是我們自己
[38:14] 會比較聚焦的專案
[38:15] 機器人的話
[38:16] 你沒有辦法去給一個
[38:17] 精確的估值
[38:18] 但就是一個偏想象題材
[38:20] 其實特斯拉就是一個信念股
[38:21] 坦白講是這樣子
[38:22] 不然如果你用各種估值方式
[38:24] 去套它
[38:24] 其實你是很難算出
[38:25] 所謂的合理價
[38:26] 那再講說中國的
[38:27] 自駕跟機器人
[38:29] 是不是很大的威脅
[38:29] 自駕我認為不是
[38:30] 自駕要是威脅到特斯拉的話
[38:33] 是很困難的事情
[38:34] 基本上
[38:35] 特斯拉的端到端的純視覺解放
[38:37] 是目前市面上最屌
[38:38] 我覺得這個是完全沒有任何的爭議
[38:40] 但機器人這個有可能
[38:41] 因為中國這邊的機器人
[38:43] 確實是發展的非常好
[38:44] 就是我們撇除掉政治的眼光
[38:46] 或者色彩或什麼的
[38:47] 中國的機器人是強大的
[38:49] 所以它有沒有可能
[38:50] 就是說在中國這個機器人這邊
[38:52] 他們去做出一些突破
[38:53] 然後可能是追上馬斯克
[38:55] 或甚至比馬斯克的東西好
[38:56] 有可能
[38:57] 但是還是要回到
[38:58] non-China的一個架構那你說一些那種零元件他們都不願意用中國的機器人它裡面可以裝什麼感測器裝攝影機或什麼的你覺得他們會用他的東西嗎所以我覺得應該就是兩套體制他應該是不太會影響到
[39:10] 特斯拉這方面業務的一個發展
[39:12] 那當然對於特斯拉來講
[39:13] 有可能
[39:14] 就是如果說美國去封他們
[39:15] 會不會中國也封掉特斯拉東西
[39:16] 我不要給你進來
[39:17] 有機會
[39:17] 所以他的TM也會有機會往下縮一點
[39:20] 這是可能要稍微注意一下的
[39:21] 那下面一位
[39:22] 0083安安挨大您好
[39:24] 最近股市紅翻天
[39:25] 也實在不知道做什麼事情
[39:26] 就是看著他噴
[39:29] 做好實現損益的準備
[39:30] 只是覺得越來越抱不住的感覺
[39:32] 上次留言說
[39:33] 兒子兩歲半的飛機笑話
[39:34] 現在已經三歲了
[39:35] 我真正留了半年
[39:37] 對了我就來提醒你
[39:38] 上次留言說
[39:39] 結尾只有一個字白
[39:40] 但你忘了
[39:41] 不過沒關係
[39:42] 我還是愛你
[39:43] 我等一下一定記得
[39:44] 好不好
[39:44] 所以這是上次人的聽眾
[39:46] 下面一位Jackie Lee
[39:47] 孟公大您好
[39:48] 小弟最近有個困擾
[39:49] 前陣子買了練巨人的整套漫畫
[39:51] 看到第六集
[39:52] 那是目前動畫的最新進度
[39:54] 現在猶豫漫畫是否要繼續看下去
[39:56] 怕之後看動畫會少一點驚喜感
[39:59] 還是反而會帶來更好的觀影體驗
[40:01] 那還請喜歡被劇透的夢宮大開示
[40:04] 練劇人裡面的女角蠻香的
[40:05] 劇情偶爾會加點色色的元素
[40:07] 應該蠻適合你的
[40:09] 推薦給您愛您
[40:09] 其實現在在東西里面加色色元素
[40:12] 已經變成是我會喜歡一個作品的
[40:14] 一個必要條件
[40:14] 所以這位聽眾非常理解我
[40:16] 那我真的就有興趣去看一下
[40:17] 因為這麼多人跟我推練劇人
[40:19] 我至今都沒有想要去看他
[40:20] 那直到有人跟我講色色的
[40:22] OK那我現在動力可能稍微往上加一點點
[40:24] 那我個人是建議還是要先看動畫
[40:26] 先看動畫再看漫畫
[40:27] 是我比較喜歡的一個編排
[40:29] 當然可能每個人的喜好順會不一樣
[40:31] 但是我覺得這樣看是OK的
[40:32] 下面一位
[40:33] KangMK好
[40:34] 想請問要怎麼把小生意算入自己的淨值呢
[40:37] 以及你最一開始投資小生意的時候
[40:39] 會期待那邊有配息
[40:40] 可以拿來丟進股票市場嗎
[40:42] 不知道怎麼講到這個我直接笑出來
[40:43] 你不用期待
[40:44] 小生意一堆都會死掉
[40:46] 那小弟目前資產300
[40:48] 想要丟一個50左右
[40:50] 去跟朋友開一個小餐廳做小生意
[40:53] 但不知道怎麼計算比較好
[40:54] 那此外
[40:55] 這邊分享個老二頂到馬桶的狀況
[40:57] 只要邊拉屎邊看色圖博起
[40:59] 其實像我們這種奈米鳥
[41:00] 也有機會頂到馬桶
[41:01] 我覺得Spotify是一堆怪小
[41:02] 那首先
[41:03] 我是覺得說
[41:05] 你丟給朋友的錢
[41:06] 你就當做他不見了會比較好
[41:07] 這個心態會比較健康
[41:09] 不然其實後面會產生
[41:10] 蠻多的問題
[41:11] 我自己是怪人
[41:12] 就是你可能會跟朋友起糾紛
[41:14] 或者你會整天去想要盯哨他
[41:15] 財寶拿來看一下
[41:17] 賬拿來看一下
[41:17] 如果要這樣的話
[41:19] 那不如不要投資人家
[41:19] 很辛苦
[41:20] 所以我還是覺得說
[41:21] 其實去投一些那種中小生意
[41:22] 某個程度上
[41:23] 你就要當成是
[41:24] 第一個
[41:25] 你是真的是那種信賴邊際的感覺
[41:27] 你就是相信這個人把錢就給他
[41:28] 第二個就是說
[41:29] 你是來賭大的
[41:30] 所以你不要整天去計較一些小的東西
[41:31] 要算什麼
[41:32] 下禁止是怎麼樣
[41:33] 那你會搞死那個人
[41:34] 你看他們已經給你看賬
[41:35] 那你罵他生意還要不要做
[41:37] 他會花一堆時間
[41:38] 所以我覺得不要去搞人家
[41:39] 如果說你是很在意
[41:41] 所謂自己的那種net worth的變化
[41:42] 你就把這個roll out掉
[41:43] 如果你真的要算的話
[41:44] 那就不要去投他
[41:45] 不然你真的搞到他
[41:46] 下面一位
[41:46] WEL
[41:47] 感謝林口Tom York開金口
[41:49] 每週固定兩集柚子節目
[41:50] 這波漲題有些東西疑惑
[41:52] 一觀察到Credo軟
[41:53] 但這陣子3665卻不一定跟著殺
[41:55] 週一信奉策略出新
[41:57] 就隔天漲停心裡好苦
[41:58] 觀察到11月登陸新貴
[42:00] 有互補關係的七開頭
[42:02] 被公司橫盤噴出
[42:03] 肯定最開市整串高速傳輸
[42:05] 該如何看待
[42:06] 二想問MK大制定TV策略的時候
[42:08] 是以PF高優先還是總獲利優先
[42:11] 那煩請林口York
[42:12] 用川普得意的語音包唱兩句
[42:14] Don't leave me high
[42:16] Don't let me drive
[42:18] 不是啊
[42:19] 你後面講的那個
[42:20] 我完全聽不懂你在講什麼東西
[42:21] 因為我不知道
[42:22] 那是某種量化的指標
[42:23] 還是怎麼樣
[42:24] 我沒有在管那有的沒有的
[42:25] 我基本上就是
[42:25] 直接去追蹤我自己的進值
[42:26] 那再來就是
[42:28] 可能上面講說
[42:29] Credo軟彈3665
[42:30] 這個就之前有跟大家分享過
[42:31] Credo那時候
[42:32] 開了一個這個
[42:34] 很屌炮的財報
[42:35] 那其實我們知道
[42:35] 這個財報數字很好
[42:36] 可是我們那時候就很納悶
[42:37] 說奇怪
[42:38] 為什麼3665不會漲
[42:39] 那後來Credo是開了一個
[42:41] 這個真的很棒的數字
[42:42] 然後跳上去
[42:43] 可是3665卻是開高走低
[42:45] 所以那時候講說
[42:45] 這個感覺怪怪的
[42:46] 所以我必須得說
[42:47] 這個高速傳輸
[42:48] 對我們來講
[42:49] 我們也沒有處理的非常好
[42:50] 3665跟Credo
[42:52] 我還算是相對處理好的
[42:53] 而且我在節目直接分享說
[42:54] 我的思維
[42:55] 跟我當下是怎麼樣做
[42:56] 可是另外一檔高速傳輸
[42:58] 像是SCR Labs
[42:59] 我基本上就是買了
[43:00] 就直接被套了
[43:00] 有上去一下
[43:01] 我那時候買大概170 180
[43:02] 然後後來噴到200多
[43:03] 接著現在直接跌到120 130
[43:05] 所以就被套了20幾趴
[43:07] 20幾趴其實對我們來講
[43:07] 還算OK
[43:08] 就小case
[43:09] 那只是我也沒有想過
[43:10] 說它會這樣子跌
[43:11] 所以確實這個族群
[43:15] 至於3665它是不是有一些
[43:17] 所謂的競品要搶市場或什麼的
[43:19] 這個已經傳很久了
[43:20] 七字頭的公司
[43:21] 我倒是比較沒有聽到
[43:22] 我是聽到某個洪家軍
[43:24] 那時候一直講說會搶到市場
[43:25] 可是我們目前看
[43:26] 也沒有這樣子的一個情形
[43:27] 所以我只能夠說
[43:28] 可能有時候股票就進入一個
[43:30] 你也不知道它到底在幹嘛的一個階段
[43:32] 就停在那邊也不會動
[43:33] 你也不知道到底該怎麼辦
[43:35] 如果說你有更好的選擇
[43:36] 就機會成本之下就換邊局
[43:38] 不是啊
[43:38] Spotify真的太多在講股票
[43:40] 其實我真的是
[43:41] 我不太喜歡回答股票的東西
[43:43] 就一開始我可能有熱情
[43:44] 可是後來就是太多人在講股票
[43:45] 真的不喜歡
[43:46] 那所以
[43:46] 好了我們下一集開始
[43:48] 我們可能禮拜六
[43:50] 我們禮拜六就去Apple
[43:51] 好不好
[43:52] 那禮拜三就在Spotify
[43:53] 然後Spotify
[43:53] 我可能就回答
[43:54] 大概一到兩個股票的
[43:56] 我就要全部跳過
[43:56] 後面我就不講股票
[43:57] 因為我覺得很煩
[43:58] 就不要每個人都在問股票
[44:00] 好不好
[44:00] 那每次高檔就是這樣子
[44:01] 下面一位
[44:02] 劉友聽
[44:03] MK大家知道
[44:03] 為什麼人的屁股是左右分開
[44:05] 而不是上下分成兩半嗎
[44:07] 因為如果直接分成兩半下樓梯的話
[44:09] 屁股會發出啪啪啪的拍手聲
[44:12] 用對安哥講話高八度的聲音說
[44:15] 零分
[44:17] 不是啊
[44:17] 因為那個肚子其實就是這樣
[44:19] 有些人如果說那比較肥的話
[44:21] 那上下就是啪啪啪了
[44:22] 那屁股
[44:23] 對我來說屁股不是上下兩片
[44:25] 我覺得一定不是因為說單純什麼聲音
[44:27] 我覺得單純是你的腳
[44:28] 因為你的腳要分開的話
[44:30] 你知道其實屁股就是延伸到腿
[44:31] 所以左右兩片腳才分得開
[44:33] 如果上下的話
[44:34] 你屁股不就卡住了
[44:35] 我為什麼要認真回答這個問題
[44:37] 下面一位
[44:37] Karina
[44:38] 哈嘍夢宮大
[44:39] 這是我第一次留言
[44:40] 雖然可能不會被唸到
[44:41] 先祝孟公全家跟廣大聽眾新年快樂
[44:44] 馬年吉祥馬上有錢
[44:46] 馬分蛋糕
[44:47] 那再要過元宵節了
[44:48] 請問孟公喜歡吃芝麻元宵
[44:50] 還是花生元宵
[44:51] 那另外我已經聽你的節目很久
[44:53] 但能只是個紫樹型菜雞寶貝
[44:55] 自己的老公有在主動選股
[44:57] 也一直挨被6269這隻套牢許久
[45:00] 考慮要賣掉
[45:00] 我不是很瞭解股市
[45:02] 所以想問問孟公大隊
[45:03] 這次有什麼見解
[45:04] 謝謝孟公解惑
[45:05] 感恩愛您愛您
[45:06] 雖然這也是問股票
[45:07] 但就是你知道就是妹子
[45:08] 他放那個大頭爹妹子的照片
[45:10] 然後又你看先問你元宵
[45:11] 我又覺得說好回答這個OK
[45:13] 那一衝進來就直接讓學術跟你討論的
[45:15] 我都不太喜歡
[45:16] 好啦那我比較喜歡那種芝麻跟花生口味都可以
[45:19] 那如果是那種比較怪的
[45:20] 這有買到什麼奶茶口味
[45:22] 那個就沒有辦法
[45:23] 那再來669
[45:24] 669的話
[45:25] 他上一次有題材的時間點
[45:27] 好久以前
[45:28] 那時候就是在講說
[45:29] 因為Diacenter的這些
[45:31] Invidia Server
[45:32] 他們要去裝水冷
[45:34] 所以他有一個防漏水的裝置
[45:36] 那時候就是由臺郡所出貨
[45:38] 當時有一波題材
[45:40] 沒有起來
[45:41] 後面就比較沒有聽到
[45:42] 這支有什麼
[45:43] 就是在現在題材上的一個引用
[45:45] 特別是現在大家都在關注
[45:46] Data Center
[45:47] 不是那種消費型的相關的東西
[45:48] 所以它其實已經算被邊緣化蠻久了
[45:51] 以前我們可能
[45:51] 好久了
[45:52] 在可能四五年以上
[45:55] 以前在做平概股的時候
[45:56] 我先會看臺軍
[45:57] 因為它的軟板
[45:57] 只是後來就
[45:58] 比較少聽到這一支股票
[46:00] 我不知道你買的理由是什麼
[46:01] 但每個人都有自己的理由
[46:02] 所以你問我也不知道跟你講什麼
[46:03] 下面一位
[46:04] Hongping
[46:04] 五星推特友
[46:05] 非常感謝下面一位
[46:06] 阿B
[46:07] 安安謝寶貝
[46:08] 留言的拜託被唸到
[46:09] 想問愛大有沒有想過
[46:11] 會讓OpenAI衝飛天的劇本
[46:13] 關於目前看不到OpenAI
[46:14] 有什麼屌虐其他公司的優勢
[46:16] 所以來問主席的看法
[46:18] 另外想問
[46:19] 愛大認為人型機器人
[46:20] 未來中美市場兩邊的看法
[46:22] 祝愛大一家平安順心愛您
[46:24] 好像這個就不算是股票
[46:25] 就是產業是OK
[46:26] 直接拿著標題對著問的
[46:28] 我真的不知道跟你講什麼
[46:29] OK像機器人的話
[46:31] 前面剛好去聊過
[46:32] 就是我覺得是兩極化
[46:33] 就是說各自玩各自的東西
[46:35] 所以應該不會去
[46:36] 有太多的互相影響
[46:37] 技術的抄襲
[46:38] 是一段發生的
[46:39] 那再來講說
[46:40] OpenAI衝飛天的劇本
[46:41] 其實比較難
[46:42] 這個最簡單的一個印證是什麼
[46:43] 因為像Google
[46:44] 它持有Enthropic
[46:45] 就是最近到處說
[46:46] 要去殺別人的那家公司
[46:47] 所以Google的股票
[46:49] 雖然也是跌
[46:49] 但就感覺相對比較穩一點
[46:51] 那微軟是直接跌爆
[46:52] 微軟是持有
[46:53] 就是相對的
[46:54] 大家都認為說
[46:55] 它就是OpenAI的
[46:56] 背後的老大哥
[46:57] 那確實是這樣
[46:58] 它只是表現是不太好
[46:59] 所以其實我覺得
[47:00] 就如果說這兩家公司
[47:01] 現在直接拉出來上市的話
[47:02] 那股價表現
[47:03] 就會像現在微軟跟Google的表現
[47:05] 類似這樣去做對應
[47:06] 就是一個應該比較強
[47:06] 另外一個就會比較弱
[47:08] 但當然我們都知道說
[47:09] AI時代的變化很快
[47:10] 一下子你強
[47:11] 可能接下來換我強之類的
[47:12] 那有沒有可能OpenAI後面
[47:13] 突然端出某個東西變強
[47:14] 我覺得是高几率
[47:16] 只是目前我們很難去看到
[47:18] 這樣子的一個假設
[47:19] 就連一開始
[47:20] 其實我們都是彈性的在變動
[47:21] 最早當Google Gemini推出來的時候
[47:24] 它那時候在網路上
[47:24] 就是你請他去生成
[47:25] 美國的一些歷史將軍的照片
[47:28] 就那明明是白人
[47:29] 然後他就故意要放多元化濾鏡
[47:30] 然後生一個黑人出來
[47:31] 那時候我們也是跟大家吐槽說
[47:33] 這個絕對不行
[47:33] 就你這樣做你絕對不行
[47:35] 那後來好在他又改掉
[47:36] 他改掉之後我們覺得說
[47:37] OK那這個東西可能是可以的
[47:39] 所以其實有蠻多東西
[47:39] 都要去動態的做調整
[47:42] 那我們比較不喜歡鐵口直斷
[47:43] 說什麼一定怎麼樣
[47:44] 那個誰一定會怎麼樣
[47:45] 那個都很難講
[47:46] 都是一般你看到跡象
[47:47] 你再去做就可以了
[47:48] 所以很多人他其實是想當算命線
[47:51] 但當算命線沒有意義
[47:52] 就是很多時候是你看到有證據
[47:54] 你再去下判斷
[47:55] 你還是可以賺到很多錢
[47:56] 你去預判的話
[47:57] 你可能會完全猜錯邊
[47:59] 所以我們是比較喜歡
[48:00] 就是有看到跡象
[48:01] 或者說看到突破
[48:02] 看到表態我們再上去
[48:04] 所以我無法跟你講說什麼
[48:05] 它有沒有什麼東西
[48:06] 有可能會直接超越
[48:07] 但都是有機會的
[48:09] 就像是你可能前面想象不到
[48:10] 後面會有一個open cloud跑出來
[48:12] 你可能想象不到
[48:13] entropic下會突然到處在大殺四方
[48:15] 或是過去最紅的那個propensity
[48:17] 還有人記得propensity嗎
[48:18] 老黃說最好用的AI模型
[48:20] 現在還有人在用嗎
[48:21] LM還有人在用嗎
[48:22] 幾乎就很少聽到了
[48:23] 所以很難講
[48:24] 我覺得AI時代的一個重點
[48:26] 就是說變化太快了
[48:27] AI一直說要去取代這個取代那個
[48:29] 就他們其實自己一直在互相取代中
[48:32] 所以現在去講未來的事情非常困難
[48:34] 那下面一位
[48:35] 又是一個直接問表弟的
[48:37] 我直接跳過
[48:37] 下面一位
[48:38] TTH
[48:39] 嗨夢宮
[48:40] 我是小時候受傷之後
[48:41] 必須終身坐輪椅的身葬者
[48:43] 聽到安哥出生時候的辛苦
[48:45] 回想自己長大過程中
[48:46] 家人們都很辛苦
[48:47] 但也沒有因此放棄我
[48:48] 爸媽也沒有預期到
[48:49] 會遇到我這樣子的小孩
[48:51] 直到我現在工作了
[48:52] 也開始能夠回饋他們
[48:53] 想告訴大家
[48:54] 人生中總有充滿挫折磨難
[48:57] 但不會到絕望
[48:58] 勇敢面對總是會有不同的解方
[49:00] 最後祝孟公一家平安順心愛您
[49:02] 非常感謝這位兄弟的分享
[49:05] 因為剛好最近有一個聽眾
[49:07] 他每次都會回我的IG私訊
[49:09] 所以因為這樣子
[49:10] 因為我就認得那個頭像
[49:11] 我才會點進去
[49:12] 不然有時候那個私訊太多
[49:14] 或是回覆太多我就不會看
[49:15] 然後就看到他就剛好跟我講說
[49:16] 他自己小朋友遇到的事情
[49:18] 所以那其實很反差
[49:19] 就前面都在跟我講幹話
[49:20] 每次我的線動都在講幹話
[49:22] 然後突然講說
[49:23] 自己的女兒遇到問題
[49:24] 然後現在她在偷哭或什麼的
[49:26] 那她有點像說
[49:27] 她只是想找個朋友說話
[49:28] 那沒有想到我又回她了
[49:29] 就大概跟她講一下
[49:30] 所以真的這樣
[49:31] 我覺得
[49:31] 因為人生之中的各種
[49:34] 怎麼講
[49:34] 奇怪的事情都是有機會發生
[49:36] 所以我們只能夠珍惜當下每一天
[49:37] 然後去珍惜我們所擁有的
[49:39] 那很多時候
[49:40] 我們都只能夠見招猜招
[49:41] 就像我的兒子出來的時候
[49:42] 其實我也是以為說
[49:44] BBQ了
[49:45] 因為其實每個醫生都跟我講說
[49:46] 很慘很慘很慘這樣子
[49:47] 那跟你講的時候
[49:48] 都講說是問題或什麼
[49:49] 只是最後面
[49:49] 我兒子現在也快一歲了
[49:51] 那非常的健康
[49:52] 就是反正就少一個腎
[49:53] 那其他過去講的那些問題
[49:55] 後來都沒事
[49:55] 那當然我知道
[49:56] 有些家長他們最後面
[49:58] 所遇到這些問題
[49:58] 其實最後面驗證就是有事的
[50:00] 那這有事不代表
[50:01] 就沒有辦法去活一個精彩的人生
[50:03] 就是說可能有些人
[50:05] 看起來是好手好腳
[50:06] 但他媽精神有問題
[50:07] 整天在網路上發病
[50:08] 在路上發病之類
[50:09] 所以也不一定就是說
[50:11] 所謂的客觀上的完整
[50:12] 才是真的完整
[50:13] 怎麼樣去把自己的一生活
[50:15] 是一個很重要的課題
[50:16] 那就算你可能是看起來
[50:18] 非常的健康寶貝
[50:19] 你也是有可能會遇到
[50:20] 一些心理上的一些問題
[50:21] 所以其實每個人
[50:22] 都有自己的問題要解決
[50:23] 那保持樂觀很重要
[50:24] 因為我覺得保持樂觀
[50:25] 除了是對自己之外
[50:26] 其實對身邊的朋友
[50:26] 也是一種負責
[50:27] 就是不會有人想要跟一個
[50:29] 就是非常negative
[50:31] 然後整天遇到他
[50:32] 就是乾乾叫
[50:33] 然後怨天怨地
[50:34] 或者說別人的股票
[50:36] 都是炒股票
[50:37] 身邊很多那種空方的人
[50:38] 也是這樣子
[50:39] 就是你不太喜歡
[50:39] 跟這種人相處
[50:40] 因為他們看什麼都覺得
[50:42] 就不順眼
[50:43] 那其實這也是對別人的
[50:45] 一種心理上的負擔
[50:46] 所以我認為說
[50:46] 其實像這位兄弟
[50:48] 自己有遇到一些挫折
[50:49] 遇到一些困難
[50:51] 可是他還是可以維持樂觀
[50:52] 然後去散播這樣的能量給大家
[50:53] 告訴你說
[50:54] 即便他遇到一些事情
[50:56] 他還是可以活得很好
[50:56] 這個會給大家非常大的一個勇氣
[50:58] 所以真的非常感謝這位兄弟來這邊
[51:01] 給大家充個電
[51:02] 這個真的是一個很棒的feedback
[51:05] 希望大家都可以平安健康
[51:07] 希望大家的家人小孩
[51:08] 或者說有下遇到什麼問題的
[51:10] 反正就是照觀觀難過觀觀過
[51:12] 我們這邊有很多人都是
[51:14] 一路這樣子過關斬將下來了
[51:16] 不管最後面怎麼樣
[51:17] 就算他可能是一個不好的事情發生的
[51:19] 我們就稍微的收拾一下自己的情緒
[51:21] 那知道說後面還是有更多好的事情
[51:24] 等著要發生
[51:24] 只能夠這樣
[51:25] 人生就是有很多
[51:26] 不知道意外之事
[51:27] 像我最近也獲得一個好訊息
[51:29] 蠻不錯的
[51:29] 就是我本來去做健康檢查的時候
[51:31] 那所有東西都沒有問題
[51:32] 我也蠻意外
[51:33] 整天在那邊吃麻辣鍋
[51:33] 想說會不會
[51:34] 媽的我有一堆什麼細肉之類
[51:36] 結果都沒事
[51:36] 但是我肺裡面有一個結結
[51:38] 這個結結可能要稍微注意一下
[51:40] 那又不可以立刻去追蹤
[51:42] 因為你要等他一段時間
[51:44] 要等他長一下
[51:44] 然後再去拍照
[51:45] 然後再約下次回診
[51:46] 然後剛好就遇到年假
[51:47] 又再往後延或什麼的
[51:48] 所以其實我一直有在想說
[51:49] 幹那沙小
[51:50] 那該不會是什麼肺癌吧
[51:52] 那在
[51:52] 昨天去看是沒有事情的
[51:54] 所以呢
[51:55] 希望大家都可以這樣子
[51:56] 順利的度過一切
[51:57] 那
[51:57] 我不知道
[51:58] 我剛剛那個
[51:59] 就是結尾那樣講完之後
[52:01] 我忘記了
[52:02] 我忘記那個聽眾叮你
[52:03] 拜拜
