[00:00] 欢迎收听谷爱,我是孟公
[39:46] 我觉得都不是快乐宝贝
[39:47] 快乐宝贝就是你不知道
[39:48] 自己是快乐宝贝
[39:49] 然后你还在那边大放厥词的
[39:50] 就比较有机会是快乐宝贝
[39:52] 但是我觉得也不用去帮
[39:53] 任何人去做定义
[39:54] 就这个世界你会发现说
[39:56] 真的很大
[39:57] 一样米养百种人
[39:58] 真的他妈什么人都有
[39:59] 你不可能每一个都去度化
[40:00] 所以我们就是专心
[40:01] 照顾好自己的事情就好
[40:03] 那一般我觉得真的有病史感的人
[40:04] 就不会是快乐宝贝
[40:05] 兄弟们
[40:05] Angus Chow
[40:07] 留言密码测试1207
[40:09] 不大不弃
[40:10] 原来客语也有
[40:11] 我一直以为这是台语
[40:12] 那客语有阿萨布鲁跟力气红杆嘛
[40:14] 对
[40:15] 我后来也是有听众私讯
[40:17] 我跟他说那个是台语啦
[40:18] 然后我去查来发现说
[40:19] 这个是台语跟客语共用
[40:20] 就是有些字是真的两边都有
[40:22] 不知道就可能是外来的字之类的吧
[40:24] 那你说有没有阿萨布鲁
[40:25] 阿萨布鲁好像就是
[40:27] 没有没有没有听到这个
[40:29] 那力气红杆的话也没有
[40:30] 就是客家的章话
[40:33] 去羞辱人家母亲
[40:34] 就跟可能那种
[40:35] 传统的脏话是一样的
[40:36] 所以我们尽量去少用
[40:37] 这样子的脏话
[40:38] 那我觉得力气红杆很好用
[40:40] 因为就是针对对方
[40:41] 这个我就觉得
[40:41] 是非常好的一个
[40:42] 怎么讲
[40:44] 就如果你要抒发情绪的话
[40:45] 可以用这个
[40:45] 就不要去攻击人家的妈咪
[40:46] 下面我也嗝屁
[40:47] 嗨MK
[40:48] 好奇这次尼基的人气
[40:50] 你投给谁
[40:51] 我是全部都灌给普利瓦蒂
[40:52] 毕竟现实中
[40:53] 不能够灌给他
[40:54] 那很喜欢上次
[40:55] 情人节出的活动剧情
[40:56] 希望官方可以多出
[40:58] 我觉得上一次的活动剧情
[40:59] 真的是超级用心
[41:00] 而且他还搞超多那种故事线的
[41:02] 那普利瓦迪我是还好
[41:03] 因为我自己喜欢的类型
[41:05] 是比较偏向那种风鱼大姐姐
[41:06] 就是你要是大姐姐
[41:08] 然后可能有一个肥豚之类的
[41:09] 那所以就是这一些
[41:11] 可能长得比较
[41:12] 你知道skinny的
[41:13] 就不是我的喜好了
[41:14] 大概这样
[41:15] 下面一位
[41:15] Levi 孟公大你好
[41:17] 感谢您的节目
[41:18] 陪伴二宝爸
[41:19] 度过繁琐加市的时间
[41:21] 以下问题要请教
[41:22] 一你对于市单重压加码的操作
[41:25] 逻辑是什么呢
[41:25] 还是第一笔单就全部打进去呢
[41:27] 二我现在的操作
[41:28] 都是买突破跟红K
[41:30] 收五日线停损停利
[41:31] 但是喷出去之后
[41:32] 我会告诉自己
[41:33] 要想办法报一个波段
[41:34] 改十日线卖出就好
[41:36] 这算不算是凹单的一种
[41:37] 三
[41:37] 想要报波段跟短线的进场点
[41:39] 判断会不会不一样
[41:40] 如何分别呢
[41:41] 那谢谢您耐心回复
[41:42] 祝福何嘉平
[41:43] 非常感谢这位兄弟
[41:45] 这个太有礼貌的一个提问
[41:46] 那我先讲讲我自己的一个意见
[41:49] 那要知道说
[41:50] 其实在这个股票操作里面
[41:51] 每个人想法都不太一样
[41:52] 那如果很常跟大家讲
[41:53] 同一支标的你会注意到
[41:55] 明明他是一个多头的
[41:56] 但是有些人会在上面赔钱
[41:57] 有些人在上面会赚很多钱
[41:58] 那或是一只标的
[41:59] 明明大家都是非常的有conviction
[42:01] 大家都觉得说这个标的就是中了
[42:03] 就是非常有信仰
[42:03] 可是最后面发现说
[42:04] 能够留到最后的人
[42:05] 就只剩下一点点
[42:06] 因为大家会有自己的一些天地和标准
[42:09] 那所以以我的角度来说
[42:10] 你说去买突破跟红K守五日线
[42:12] 我觉得这是完全没有问题的
[42:13] 就短线上真的很多人会这样子做
[42:15] 那但是你讲的第二个
[42:16] 是我自己比较喜欢的
[42:17] 就是用十日线
[42:18] 那你说这个算不算是一种凹单
[42:19] 不是 我觉得这个叫做战略弹性
[42:21] 就像是我跟大家讲的
[42:23] 就是我还蛮骄傲自己是还蛮有弹性的人
[42:25] 因为很多时候你不能够确定
[42:27] 就像说以台股最近的例子来讲
[42:30] 就是台积金在吊拉那一天
[42:31] 是不是有很多中小爆掉
[42:33] 以这样子的案例来说
[42:34] 我给大家讲
[42:34] 我冲进去买的一只标的
[42:36] 就是它本来是所涨停
[42:37] 然后接着它直接爆开
[42:39] 那我就进去买它
[42:40] 那理论上这种中小型全部爆掉的地方
[42:42] 会是我们想要去减码的位置
[42:44] 但刚好我可能在上一周就已经有先减码
[42:47] 然后换去大型的全支股
[42:48] 所以对我来讲
[42:49] 这个地方我是不需要去做减码的
[42:51] 那我反而会因为说
[42:52] 你怎么中小杀成这样
[42:53] 那我去补一些东西
[42:54] 你本来你应该是要锁住的
[42:55] 但你是被大家带下去
[42:57] 我就可以买一点
[42:57] 所以一样的道理
[42:58] 你本来都是守五日线
[42:59] 我觉得这没有问题
[43:00] 但如果今天是刚好遇到
[43:02] 随便讲就川普突然放一个消息
[43:04] 那整个大盘都崩掉
[43:05] 那这样的状况之下
[43:06] 但有些人还会觉得说
[43:07] 反正只要摸到我就纪律看
[43:08] 可是我觉得久了之后
[43:09] 你会注意到说
[43:10] 特别是在一些震荡盘
[43:11] 你这样子做的话
[43:12] 你很快你的钱就不见了
[43:13] 所以你真的要去保留
[43:14] 一点点的弹性
[43:15] 就是你不要把资金抓得太满
[43:17] 杠杆打得太大
[43:18] 所以逼你一定要在某些地方
[43:19] 去做出一些
[43:20] 你知道是情绪化的一个决策
[43:22] 所以我觉得说
[43:23] 就是在一些特殊的情况之下
[43:25] 我觉得说这档标的
[43:26] 它过往你去拉回撤
[43:27] 它一般就是长在十字线附近
[43:29] 那你为什么要用五日线去做停损呢
[43:31] 所以我觉得有一些弹性是没有问题的
[43:33] 然后再来讲说
[43:34] 波段跟短线进场点判断
[43:36] 我觉得是一样
[43:36] 进场点判断是一样
[43:38] 反而是出场点的判断会不一样
[43:39] 就是短线的话
[43:40] 甚至有时候
[43:42] 就像说像一档标题那边轰
[43:43] 然后你发现说
[43:44] 长亭扣不住
[43:45] 然后接着开始往下倒
[43:46] 倒得很凶
[43:47] 今天就先不玩就直接出去
[43:48] 这都是会发生
[43:49] 可是如果波段的话
[43:50] 就一样会进去
[43:51] 你自己就会等待
[43:51] 所以那个心态会有差
[43:53] 那至于你要怎么样去选择自己的心态
[43:54] 以我的角度
[43:55] 我会觉得说有故事的东西
[43:57] 我就愿意等看看你的波段
[43:59] 但如果今天是纯粹去买线型
[44:00] 或是朋友跟我讲说
[44:01] 上车的
[44:02] 那我就会注意说
[44:03] 会不会车上太拥挤被盗爆
[44:04] 所以就干脆就先走一点
[44:06] 所以都还是有一些弹性
[44:07] 他是没有办法一言以蔽之的
[44:09] 下面一位Alex
[44:11] 我是从疫情左右就开始听的老听众
[44:14] 听着梦宫起卡
[44:15] 从美股为主到有了秋口诺亚安哥
[44:18] 提高台股部位多了家庭的温暖
[44:20] 跟着一起感受成长感受喜悦
[44:22] 怪好台股也从湖尾随时间多了高频量化的凯基跟台北等
[44:28] 那受益良多
[44:29] 那感谢有这个节目一起陪伴过交通的健身时间
[44:34] 那另外知道梦宫有玩RO
[44:36] 那想到以前也有玩的时光
[44:38] 祝当时一起的公会伙伴
[44:40] 暗月国度以及包子都一切平安
[44:43] 那在这边也祝老公益家人和听众
[44:45] 都一切平安顺心圆满
[44:47] PS忽然想到过去的猛工大有说
[44:49] 等方舟再起来的时候
[44:50] 要抽奖送木头姨的T恤
[44:53] 那直下方舟好像也变成时代的眼泪了
[44:56] 世事难料
[44:56] 以前木头姐真的就是市场中
[44:59] 大家讲说买它一定不会输的
[45:02] 一个主动型ETF
[45:03] 那一样我们绝对不知道去做任何的暗示
[45:05] 你知道我絕對不會想要去跟市場對坐
[45:07] 反正大家喜歡什麼
[45:08] 到底幹嘛幹我屁事
[45:09] 只是就是當你可能看過這樣的東西多了之後
[45:12] 你就比較不會很絕對的去講一些事情
[45:14] 就當然江山帶有才人出
[45:16] 我們希望每個人都很強
[45:17] 希望說木頭姐可以重新站起來
[45:19] 因為他的Ark Invest的帽子還在我的櫃子裡面
[45:21] 我都想要把它丟掉了
[45:22] 因為後來他好像就一蹶不振
[45:24] 都再也站不起來
[45:25] 可是他確實是在2021年的時候
[45:27] 繳出一個非常暴力的績效了
[45:29] 再來就是他前面那些老人宣言
[45:32] 其實真的蠻有感覺
[45:33] 就以前真的是像那什么嘉义帮
[45:35] 护卫帮就非常的红嘛
[45:37] 然后现在的所长厅
[45:38] 就已经变成是一些
[45:39] 反正都是藏在总共识里面嘛
[45:41] 其实总共识里面就有理解
[45:42] 有些也是以前那种老派的所长厅主力啊
[45:45] 只是大家就知道说
[45:46] 现在有一堆人会追分点或什么
[45:47] 所以其实蛮多都会分散出去啊
[45:50] 那只能说就是
[45:51] 可能江山代有才人出来
[45:53] 那虽然你可能看起来
[45:54] 是不太一样的一个状态
[45:55] 可是里面其实
[45:56] 因为我自己后来认识一些人
[45:58] 才知道说
[45:58] 有些其实就是你之前认识的一些怪物
[46:00] 然后他们现在长得更大了这样子
[46:01] 所以确实是一个蛮有趣的体验
[46:04] 那下面一位很持久
[46:05] 超过一点点
[46:07] 羡慕光好暖油
[46:07] 用诺亚的声音说爱心
[46:09] 那对了
[46:10] 那个连续抽到五次的交出密码
[46:14] 有我留了半年
[46:15] 有这么夸张吗
[46:16] 一诺亚如何跟小舅子小姨子们沟通
[46:19] 二文吗
[46:20] 其实他都是讲英文
[46:22] 就试着跟小舅子小姨子讲英文
[46:24] 那他们会试着跟他讲中文
[46:26] 二文的话比较没有办法
[46:28] 二文的话有点那种鸡同鸭讲
[46:29] 那二
[46:30] 很好奇选择上市
[46:31] 或留在贵买对公司的利益币
[46:33] 一堆超强的大市值
[46:35] 在贵买怎么不上市
[46:37] 0050选不到
[46:37] 好像没有听到有人存006201
[46:40] 还是有人会想要去锁定
[46:42] 一些贵买的股票做配置
[46:43] 是比较少听到没错
[46:45] 那接下来讲就是说
[46:46] 你买0050其实已经某个程度
[46:48] 就是跟台股的绩效是长得差不多
[46:50] 那更讲究的
[46:51] 你当然可以再去多配一点东西之类的
[46:53] 那为什么他会选择留在贵买
[46:55] 说实在这个我自己也不是特别清楚
[46:57] 那三
[46:58] 怎么判断自己是做的不够多
[47:00] 还是不适合分水岭
[47:01] 是以多少量为判断
[47:04] 那最后孟公知道巴尼尼吗
[47:06] 是不是持股都幸运的闪过他
[47:07] 所以平安长大
[47:08] 首先巴尼尼其实跟我在市场里面
[47:12] 交错过很多次
[47:13] 据说像这次MTK的
[47:15] 起上点附近
[47:16] 我觉得他买的点非常漂亮
[47:17] 只是不知道怎么他就把它卖掉
[47:19] 然后后来就喷出去了
[47:20] 那他其实买的一些东西
[47:22] 怎么讲就从几年前开始
[47:24] 我就会注意到说
[47:24] 他还蛮会选股
[47:26] 但我不知道按字去捧字脚
[47:27] 意思是说就是我们可能
[47:29] 自己身边朋友选到的
[47:30] 蛮多东西他都会上车
[47:31] 所以他其实上的东西都是对的
[47:33] 我觉得都是对的
[47:34] 就是对的几率是很高
[47:35] 只是他买在一个情绪的高点
[47:37] 所以他其实
[47:38] 我对他的评价跟LoveGG一样
[47:40] 就LoveGG
[47:41] 老听众应该知道这位神仙
[47:43] 他现在比较低调一点的
[47:44] 他真的就是每次选到的东西
[47:46] 大家最后看就是做得不错
[47:48] 除了一些那时候买一些疫苗股
[47:49] 然后真的整组爆炸
[47:50] 可是我觉得那个是
[47:51] 他为了搞人家去乱买的
[47:52] 但其他他去买的一些什么科技股
[47:54] 或是一些有的没有的东西
[47:55] 大盘啊
[47:56] 其实他买的东西都没有错
[47:58] 那只是他就是很擅长
[47:59] 买在情绪的一个极值
[48:01] 那我觉得巴尼尼感觉
[48:02] 也是这样的一个感觉
[48:04] 那怎么样判断
[48:04] 自己做的不够多
[48:05] 还是不适合
[48:06] 我觉得就是你只要可以拉
[48:08] 怎么讲
[48:09] 以下就是多头年嘛
[48:10] 所以其实从2023到2026
[48:13] 我觉得很够了
[48:14] 2023到2026
[48:15] 如果都没有赚到钱的话
[48:16] 就已经拖太久
[48:17] 甚至是我觉得只要
[48:18] 大概一年或是一个波
[48:21] 就大盘的一个波
[48:21] 类似说像四月这一波拉上来
[48:23] 如果说都是有办法
[48:25] 一直在赔钱的话
[48:26] 当然不一定
[48:27] 因为有时候可能就是说
[48:28] 一个坡里面
[48:28] 不会拉到每一档股票
[48:30] 有些就会躺在地上
[48:31] 类似说像这一坡
[48:32] 美股软体基本上
[48:33] 只有反弹
[48:34] 就没有涨到
[48:35] 可是可能在之前
[48:36] 是软体很凶的时候
[48:38] 硬体没这么强
[48:38] 或在更之前
[48:39] 第一坡是硬体是最强
[48:40] 所以其实类股之间
[48:42] 会产生一些轮动
[48:43] 我觉得保守一点
[48:44] 就是你就抓个一两年
[48:46] 或者是你就直接抓一个
[48:48] 资金的天顺点
[48:49] 就当你注意说
[48:50] 你一直把自己的钱赔掉
[48:51] 那总是该踩个刹车
[48:53] 你不会说
[48:53] 你开车出去一直刮着墙壁
[48:55] 然后你要硬推吧
[48:56] 那再来就是我给大家的一个建议
[48:58] 就从以前讲到现在都是
[48:59] 你可以先去配一个
[49:01] 可能七八成的大盘
[49:02] 然后一两成去做选股
[49:03] 那当你发现你选股很强
[49:04] 再把这个部位加大
[49:05] 那最终呢
[49:06] 你就不会空手而回
[49:07] 就至少会赚到市场的一个平均报酬
[49:09] 下面一位大人
[49:10] MK我是你一周两次的忠实听众
[49:12] 我老婆是假装我在听
[49:14] 但其实都在看Visa IG的夹粉
[49:16] 那肚子里的小孩
[49:17] 一直被谢梦宫一周两次抬轿的谢宝王
[49:20] 我爱谢梦宫
[49:20] 祝你早日到加勒比海考墙
[49:23] 去年考GS减真的很惨
[49:25] 我老板又在听你的节目
[49:26] 希望台积电赶快3000
[49:28] 我要退休了
[49:29] 可以用派大星的声音
[49:30] 做老婆生产顺利吗
[49:31] 派大星我不会
[49:32] 我祝他生产顺利
[49:34] 快乐健康
[49:35] 你说自己会不会
[49:36] 真的很想要跑去加勒比海考墙
[49:37] 那个是我的一个夸视
[49:39] 当然年轻的时候都想过
[49:40] 说什么要早一点退休
[49:41] 但下下就会发现
[49:43] 你退休之后
[49:44] 可能就会像川普讲
[49:45] 脑袋就会顿化
[49:46] 你也会不知道
[49:48] 你自己人生的价值在哪
[49:49] 所以我觉得
[49:50] 所以其實我們在追求的
[49:51] 可能只是把工作的loading下降
[49:53] 那你還是要有工作去證明你的價值
[49:55] 或在社會上面有人需要你
[49:57] 或是說當你拿錢給你的孩子
[49:58] 讓他可以去無限課金買Mesastar的時候
[50:01] 即便他沒有多少錢
[50:02] 那就是去彰顯你的價值跟存在的意義
[50:04] 所以現在的我不會想要去追求
[50:05] 在加勒比亞上面打手槍
[50:07] 我反而覺得說就在林口打手槍
[50:08] 那還是可以工作
[50:09] 那可以時間談刑就是一個很棒的事情
[50:11] 所以就算我可能退休的話
[50:13] 有一天六七十歲
[50:15] 我就會去找一點事情做大概這樣
[50:16] 那希望台台生產順利
[50:18] 可以生下一個天使寶寶在這邊祝福你們
[50:21] 那再見 拜拜
