[00:00] 欢迎收听谷外,我是羡慕公,本期节目由Osen 8电极家用提纸机赞助
[00:04] 最近台股一天涨跌上千点,大家都知道杠太大会出事
[40:22] 这个也有看到
[40:24] 例如像前两天
[40:25] GPT的模型价格调降
[40:27] 20%到80%的一个现象
[40:28] 那另外查资料也注意到
[40:30] 过去有些大泡沫都伴随着
[40:32] 升息的背景
[40:33] 例如铁路狂潮
[40:34] 2000年的科技泡沫漂亮50
[40:36] 今年的估值还没有到高到离谱的狂热程度
[40:39] 那想为未来的那一天做准备
[40:42] 谢谢孟公一直透过节目陪伴大家
[40:44] 这个要跟大家讲
[40:45] 其实你要去完美的闪崩
[40:47] 是一个很不实际的东西
[40:50] 像那个Monish Pabla以前就有讲过
[40:52] 他说一个东西的出场
[40:53] 有时候会在那个东西掉下来
[40:55] 三五十趴的时候他才出场
[40:56] 那听起来很像很笨
[40:57] 就是你怎么吃那么多回答
[40:58] 可是如果他没有吃这么多回答
[41:00] 他前面也不会爆到这么大的一个破断
[41:02] 所以其实每个出场他都隐含着
[41:04] 可能会有一些牺牲
[41:05] 就像说你如果是用
[41:07] 非常小心的那种
[41:08] panic early的做法
[41:09] 就是各种indication出来
[41:11] 你就立刻先跑的话
[41:12] 那有机会
[41:13] 其实搞不好最后面
[41:14] 还有一座超大的山
[41:15] 你就没有达到
[41:16] 你就先下车
[41:17] 然后等到你受不了再回来
[41:18] 你妈追在最高点
[41:19] 那如果说你今天
[41:20] 是用那种panic later的方式
[41:22] 出场的话
[41:22] 那也有可能
[41:23] 你就真的就抱过一座山
[41:24] 所以这都是一种承担
[41:25] 像这一波
[41:26] 一定会有些朋友告诉你说
[41:28] 他jodan超低
[41:29] 你知道以前早期
[41:30] 我会去羡慕这些人
[41:31] 后来我就不会去羡慕了
[41:32] 因为你jodan很低的人
[41:34] 你搞不好是做当冲的
[41:35] 所以你这一波没有draw down
[41:37] 没错
[41:37] 可是问题是你赚钱的时候
[41:38] 你是远输我们这种做波段的
[41:40] 所以它都是某种取舍
[41:42] 至于有没有办法去从基本面
[41:44] 找到一些early indication
[41:45] 其实老师跟你讲会比较难
[41:47] 一般来讲就过往的经验
[41:50] 技术面都会走在稍微的前面一点
[41:52] 很神奇
[41:52] 就类似人家讲说
[41:53] 股市是经济的橱窗
[41:55] 股市你就可以想象成
[41:56] 就是某层上的一种
[41:57] 那种技术面价格的变化
[41:58] 经济会跑在它的后面
[42:00] 所以你可以用一些综合的方式
[42:03] 保护自己
[42:04] 第一个就是
[42:05] 就像说像这波大多头
[42:06] 从2020到现在
[42:08] 或者说从2023开始算好
[42:09] 就AI之乱到现在
[42:11] 其实绝大多数人
[42:12] 都是赚到爆炸的一个
[42:13] 这个情形之下
[42:15] 就除非你是可能少数在
[42:17] 近期才介入的
[42:18] 那没有办法
[42:18] 就是每次的股灾
[42:19] 就类似说你在
[42:20] 去年关税前刚买股票的
[42:22] 你一定也很痛
[42:22] 可是绝大多数人你是赚钱
[42:24] 其实一般来说是这样子
[42:26] 我觉得是一种方式
[42:28] 是在生活之中
[42:29] 就一直去做被动停利
[42:31] 这是什么意思
[42:32] 就类似说
[42:33] 像你老婆假设跟你说
[42:34] 要买一个房子
[42:35] 你就不要在那边整天call
[42:36] 就是网络上有一些那种
[42:37] 民营人海外的会讲说
[42:39] 直到我达到
[42:40] dividend financial independence之前
[42:42] 就是dividend可以养活我之前
[42:44] 我都是没有钱
[42:45] 这是一种态度
[42:46] 就是说反正就是有钱
[42:47] 就尽量丢市场里面
[42:48] 可是相对的就是
[42:49] 你有机会最后面发现说
[42:51] 你一直都是纸上富贵
[42:52] 你根本没有真的去改善过家人的生活
[42:55] 即便你的部位
[42:55] 其实曾经涨了五倍十倍
[42:57] 所以就是你在股票赚到的钱
[42:59] 真的要拿出来花
[43:00] 一些长辈的智慧是真的
[43:02] 长辈都告诉你说
[43:02] 股票赚到钱
[43:03] 你要拿出来买个房
[43:04] 或什么的
[43:04] 这个我年轻的时候也不懂
[43:06] 讲真的
[43:07] 我要买我人生中的
[43:08] 第一个房子的时候
[43:09] 我是超级犹豫的
[43:11] 我就觉得说
[43:12] 我在股票赚这么快
[43:12] 为什么要买房子
[43:13] 可是你后来遇到几个修正的时候
[43:14] 就啊
[43:15] 还好我有cash out
[43:16] 出来买一些房子
[43:17] 但不一定的
[43:18] 就是在等到下个多头的时候
[43:20] 你又会去思考说
[43:21] 啊假设那时候
[43:21] 没有买这个房子的话
[43:22] 那你看
[43:23] 我这笔钱下又变多少
[43:24] 所以你会注意到说
[43:26] 你的心情其实跟着盘
[43:27] 是在做变化的
[43:28] 那但是有一个是真的
[43:30] 什么是真的
[43:30] 就是你身边有很多人
[43:32] 是没有参与股票市场的
[43:33] 你的老婆
[43:34] 你的孩子
[43:34] 或是你的老公之类的
[43:36] 大家生活有没有实际上的提升
[43:37] 这是最重要的
[43:38] 所以有赚到钱就一直拿出来
[43:40] 稍微的去改善家人的生活
[43:42] 就算后来你的股市巨赔
[43:44] 可是你们其实生活是越来越好的
[43:45] 你们是已经走很远了
[43:47] 你懂我意思吗
[43:48] 所以这是一种用心里面去做抗衡的
[43:50] 如果说好
[43:51] 今天就是只用股价去做讨论的话
[43:54] 很简单
[43:55] 就是你要去设一些价格的停利
[43:57] 因为一般来讲
[43:58] 这个市场会跑在比较前面
[43:59] 所以可能达到某些价格
[44:00] 你就是不为就卖掉
[44:02] 那可能就再也不要再回头看这些东西
[44:03] 这可能是一个保护自己的做法
[44:05] 那一般就是按照过往历史教会
[44:07] 我们的东西是
[44:08] 你等到一些基本面的indication出来
[44:11] 一般那个东西已经叠掉很多很多了
[44:13] 好但即便那时候你在除
[44:14] 可能都还是可以避免后面的很多的灾难
[44:18] 最怕就是那一种
[44:19] 你已经看到说你不会遭受重大打击
[44:22] 你还不停的去摊平的
[44:23] 那这个是会最惨的
[44:25] 所以我们应该这样讲
[44:27] 我们用供应链的经验就知道
[44:29] 说每次的循环怎么样上去
[44:31] 后面就是会怎么样下来
[44:33] 只是重点是
[44:34] 大家要在这个游乐场玩到什么时候
[44:36] 用一些价格去做衡量
[44:37] 我觉得会相对好一点
[44:38] 会相对好一点
[44:40] 基本面可以
[44:40] 只是就是你一定会已经吃蛮多的jowdown了
[44:43] 所以最好的方式就是把我前面讲的
[44:45] 生活的被动停利法的观念拉进来
[44:48] 就算你后来发现你股票遭受重击
[44:51] 可是你的生活其实持续的改善
[44:52] 投资的目的就是为了改善生活
[44:54] 而不是不停的去累积纸上的富贵
[44:56] 但是我觉得我讲这个一定超多人听不懂
[44:59] 这段一定很多人听不懂
[45:00] 那个是
[45:00] 就是可能我跟我身边
[45:03] 层次比较接近的人
[45:04] 我没有说谁高谁低
[45:06] 大家比如说不要太玻璃心
[45:07] 但我知道我讲这个
[45:09] 我身边的朋友听得懂
[45:09] 可是我知道一定超多人听不懂
[45:10] 因为以前的我就听不懂
[45:12] 干你在公他小
[45:13] 怎么叫做提灵
[45:14] 钱就是要全部进市场干
[45:15] 对就是
[45:16] 我会看着这样的一些年轻人说
[45:17] 我们以前我也跟你想的一样
[45:19] 但后来会产生一些新的想法
[45:21] 来这样
[45:21] 下面一位
[45:21] 神爵
[45:22] 孟公家您好
[45:23] 那想请问一下
[45:25] 小弟今年得到一笔1200万的资产
[45:27] 想要1000万OE0050
[45:28] 留200万的紧急预备金
[45:30] 以4%的法则来算
[45:31] 每年提40万出来的话
[45:33] 关号现在月薪是3万上下
[45:35] 所以40万应该很够生活
[45:36] 没有上老没小
[45:38] 平时也没有什么特别的花费
[45:40] 如果我直接辞职退休
[45:42] 这样有什么大问题吗
[45:43] 那前来大家开示我这个快乐宝贝
[45:45] 感谢孟公主
[45:45] 超级爱您
[45:46] 其实在市场上面非常流行fire
[45:49] 就是早一点退休
[45:51] 什么financial independence
[45:53] 我不知道那个retire early
[45:55] 对fire就是这样的一个简写
[45:57] 他们很多时候没有考虑的一个重点是
[46:00] 如果你今天是已经在生活的peak
[46:04] 所谓的生活的peak是什么
[46:05] 就是你人生的消费的peak
[46:07] 我自己猜测
[46:08] 会是你孩子在念高中大学的那个阶段
[46:12] 就是那时你人生中可能花最多钱的时候
[46:14] 包含说你有房贷车贷
[46:16] 孩子的学校
[46:17] 然后家人可能要添购更大的房子
[46:19] 或什么的
[46:20] 如果说你是在这个peak的时候
[46:22] 去算你的提领率来算退休
[46:25] 我觉得可能相对OK
[46:27] 但是它很大的一个问题是
[46:29] 超多人简单讲就是不想工作
[46:31] 你不是说什么
[46:33] 你要研究投资
[46:34] 要全职投资
[46:34] 要配置
[46:35] 那都是给供的
[46:36] 其实讲白点就是你不想上班
[46:38] 我们也理解这样的情绪
[46:39] 可是那就是掉入一个陷阱
[46:41] 就如果说你是用
[46:42] 像你4万块
[46:44] 我跟你讲
[46:44] 你给我回到
[46:46] 我那时候住在松江路小套房的时候
[46:48] 我自己要cost down
[46:50] 我可以怎么样
[46:50] 你给我1万8
[46:51] 我可能就可以过一个月
[46:52] 真的是这样子
[46:53] 就你给我1万8
[46:54] 我真的OK
[46:54] 我每天吃他妈乌龙面
[46:55] 我那时候假设我去规划fire的话
[46:58] 我真的会在某个平行时空很高兴的说
[47:00] 耶我已经成功达成
[47:02] 我光是靠什么每年提领三趴四趴
[47:04] 我就可以维持我家的生活
[47:05] 然后接着呢
[47:06] 接着你认识一个女生
[47:07] 接着你恋爱了
[47:09] 你生了小baby了
[47:10] 那你可能开始考虑说学区的问题
[47:12] 什么有的没有的
[47:13] 你就发现说
[47:14] 当时的你想的太浅了
[47:16] 你现在就要赶快再滚回去上班
[47:17] 可是你已经跟社会脱节好一阵子了
[47:19] 这个是最大的陷阱
[47:21] 所以这兄弟除非你已经笃定说
[47:23] 你就是这辈子就这样了
[47:25] 你没有要去探索更多的可能性
[47:27] 你没有想要去了解一下
[47:29] 这个世界的各种美好的角落
[47:32] 各种美好的家酿
[47:33] 或者是想去开不一样的车子
[47:36] 或什么的
[47:37] 你可以就是这样子算
[47:38] 没错
[47:39] 但要知道生活中
[47:40] 是有一个peak存在的
[47:41] 很多人都不知道这件事
[47:42] 跟你讲fire
[47:43] 那些人也不知道这件事情
[47:44] 或者说大家都只是
[47:46] 拿着一个虚有的字
[47:47] 然后在那边不停的喇叭
[47:49] 你要考虑生活的实际层面
[47:51] 除非你今天已经走到你的支出的高峰
[47:54] 而且很有趣的是
[47:55] 当你以为那个地方是你的支出高峰
[47:57] 你很多时候后面又会再被自己打脸
[47:59] 就是你搞不好有一个新的支出高峰会出来
[48:01] 所以尽量不要去整天想要退休这种东西
[48:04] 我觉得还是
[48:05] 如果工作的压力对人来讲真的太大的话
[48:07] 特别像你这种
[48:08] 我在猜那笔钱应该是什么遗产来的
[48:11] 应该不是什么诈骗来的吧兄弟
[48:12] 如果是什么遗产之类的
[48:13] 他已经是帮你加速了这个进程
[48:16] 所以你工作可能可以选压力没有这么大的
[48:18] 我那个钱不一定要多少
[48:20] 就是可能就是我开心就好
[48:22] 那我靠我的收入
[48:23] 然后外加
[48:24] 这一笔配置的一个配息
[48:26] 那我的生活可以过得不错
[48:27] 甚至我还可以再多存
[48:29] 然后让它复利继续滚
[48:30] 这个就是最最最上旋的一个选择
[48:33] 所以尽量不要去逃避工作
[48:35] 我还是觉得
[48:35] 就是人是要有工作
[48:38] 这个工作不一定是要帮别人去打工
[48:40] 可能是帮自己工作
[48:41] 或去做一些有益的事情
[48:43] 不一定是考量钱
[48:45] 当然你没有钱的时候
[48:46] 一定都是优先考量钱
[48:47] 可是有钱之后
[48:48] 我觉得做点事情是
[48:49] 不然你退化超快
[48:50] 川普讲的是真的
[48:51] 因为我们在身边很多老人家
[48:52] 他真的开始退休下来
[48:54] 他开始闲下来
[48:55] 很快就退化了
[48:56] 你隔半年去看他
[48:58] 你老师已经变一个老鬼了
[49:00] 或者说就挂掉了
[49:01] 所以这个自己要稍微注意一下
[49:03] 你以为退休生活是什么多材多制
[49:05] 然后很繽紛跑来跑去
[49:06] 其实每个东西最后面都会玩腻
[49:07] 大概这样
[49:08] 拜拜
