[00:00] 歡迎收聽谷海,我是星夢公
[36:44] 不知道有沒有去過
[36:45] 安曼系列的飯店呢
[36:46] 之前有帶老婆去
[36:47] 阿曼Kira跟阿曼Dari
[36:49] 真的是很棒的體驗
[36:50] 尤其是Kira
[36:50] 那也能夠體驗
[36:52] 為何有安曼吃的存在
[36:56] 那推薦公公可以試試看
[36:57] 謝謝您陪伴我開車的每個時刻
[36:59] 那最近太太懷孕兩個月了
[37:01] 我想分享這個喜悅
[37:02] 但還沒有三個月
[37:03] 只能夠把這邊當樹洞
[37:05] 哈哈
[37:05] 那希望你可以用米奇的聲音
[37:07] 祝我的老婆EC
[37:08] 懷孕天天開心
[37:10] 舒舒服服
[37:11] 小愛們福利平安健康
[37:12] 老公阿豪最愛你哦
[37:13] 好那我們祝這個老婆可以順利啦
[37:17] 那也希望這個小朋友是天使寶寶
[37:19] 那安曼系列呢
[37:19] 確實是我之前都不知道巴厘島有啦
[37:21] 我是那一天在看那個寶格麗的時候
[37:23] 才知道說哦這邊有安曼
[37:24] 但是因為寶格麗是比較有名的
[37:26] 在巴厘島我們很常聽到
[37:27] 就是一樣在resort的一些工作人員
[37:30] 跟我講說你可以去住看看那一個
[37:31] 所以應該之後有去住看安曼
[37:33] 下次應該就會想要去體驗看
[37:34] 我發現好像有一個在內陸吧
[37:36] 然後有一個在海邊
[37:37] 然後好像有一個在另外一個島上
[37:39] 應該都會一個一個去採看看
[37:41] 非常感謝你的分享
[37:41] 下面一位小霸王MMM
[37:44] 孟公老大安
[37:45] 想請問你遇到喜歡的東西
[37:47] 會不會一次買不止一個
[37:48] 我看到這個我就笑
[37:49] 因為這就是我
[37:50] 他說我自己只要真的喜歡
[37:52] 就算其實只需要一個
[37:53] 還是會多買幾個
[37:54] 總覺得可以備著
[37:55] 以防哪天壞掉或者買不到
[37:56] 那如果有一天你以輔大
[37:58] 傑出校友的身份回到校演講
[38:00] 你會給大學生怎麼樣的總結
[38:02] 會是大學生就好好K炮嗎
[38:04] 那也祝孟公全家聽眾朋友
[38:07] 平安健康喜樂順心
[38:09] 今年績效射到外太空
[38:10] 非常感謝小霸王
[38:11] 那我確實是會買不止一個
[38:13] 像福利聯的漫畫
[38:14] 我一次買三套
[38:15] 因為我想說一套我自己留著
[38:16] 一套我要看
[38:17] 然後一套如果有朋友來我家
[38:18] 看到他喜歡的話
[38:19] 我可以送他
[38:20] 那再來就是像是一些公仔
[38:22] 就像是那個Prime1 Studio出的
[38:25] Neo Tomato的2B
[38:26] 它有一尊真的超級漂亮就是隻有2B的不是那個三個人的三個人的不好看就是9S的那個不好看 是隻有2B的那一尊好像臺幣我在網上買是大概八九萬吧
[38:37] 我就是買了兩個 一個拿出來放
[38:39] 然後一個現在還放在衣櫃裡面
[38:41] 整天被我老婆幹說 為什麼你要買兩個
[38:43] 我說不知道 有照理是 可能
[38:45] 不知道 有辦公室的話就放辦公室
[38:47] 我就隨便亂扯啦 反正就是喜歡的東西就是要買兩個啦
[38:49] 因為你怕它壞掉 或是
[38:51] 不知道就是一種那種收藏的癖好吧
[38:53] 就是真的很喜歡的東西就是會買到兩個到三個
[38:55] 但是我的個性是比較偏向
[38:57] 我有時候會一窩蜂這樣
[38:59] 所以一窩蜂就是說
[39:00] 可能三分鐘熱度
[39:01] 我現在很喜歡
[39:02] 可是有時候
[39:02] 如果突然就不喜歡
[39:03] 就把它送人
[39:04] 就有可能不知道
[39:05] 福利聯辦的話
[39:05] 有天就直接全部都拿去送人
[39:07] 這是有機會發生的
[39:09] 但我確實是會去做這種
[39:10] 類似囤貨的行為
[39:11] 但我只囤最喜歡的東西
[39:12] 下面我也CJ
[39:13] 不好意思
[39:14] 還有沒有回答到
[39:15] 如果回去學校演講會講什麼
[39:17] 其實學校已經有邀請過了
[39:19] 那只是
[39:19] 基本上我現在都不太去
[39:21] 什麼演講
[39:21] 或這些公司的什麼
[39:22] 服務委會的邀請
[39:24] 非常感謝
[39:24] 其實我都有收到很多的來信
[39:26] 我都沒有回
[39:27] 也不是說什麼耍大牌或撒腳
[39:28] 就沒空不好意思
[39:29] 大家也都知道我的個性
[39:30] 沒有任何的惡意
[39:31] 反正你要聽什麼
[39:32] 我節目都講完了
[39:33] 所以其實就沒有去參加任何的演講
[39:34] 如果說真的要回去講話的話
[39:37] 會講什麼東西
[39:37] 我覺得我不會講那個KPOW
[39:38] 我會講KPOW
[39:39] 是因為很多在我們這邊大學生
[39:40] 他們過度的認真
[39:42] 我就會覺得說
[39:43] 你不應該花太多心力在這個
[39:44] 因為你大學真的只有一次
[39:45] 可是你要去做股票投資
[39:47] 你未來有的是時間
[39:48] 所以你應該要在當下去做
[39:50] 當下最適合做的事情
[39:51] 所以學生最適合做的事情就是
[39:53] 好好的唸書
[39:54] 好好的幹炮
[39:55] 這個我覺得是最好的
[39:56] 當然還是要注意好自己的保護措施
[39:58] 再提醒一下
[39:59] 可是不用在可能還沒有出社會
[40:01] 然後就忙著去做一些社會人士要做的事情
[40:03] 我覺得你可以淺嘗一點
[40:04] 可是真的不要做太多
[40:05] 可是那是因為在我們這邊
[40:07] 有很多那種激進聽眾
[40:08] 就是很拼的
[40:09] 我甚至是我上臺東訪問
[40:10] 就在那邊靠背說
[40:11] 你這媽的不讓他講話
[40:12] 但你沒有想過我也想要講幹話
[40:14] 就是很多時候像我都跟大家分享說
[40:16] 我其實最喜歡是前面跟後面
[40:17] 我反而中間在聊股票的時候
[40:19] 我已經是沒有這麼多熱情了
[40:21] 以前分享可能是你會想說
[40:23] 拋磚引玉
[40:24] 可以認識一些人
[40:25] 可是我現在也不需要認識人
[40:26] 我就覺得
[40:26] 反正就是OK
[40:27] 大家喜歡我
[40:28] 還是會跟大家分享我的一些想法
[40:30] 那只是
[40:30] 我比較喜歡那種很chill的人
[40:32] 所以如果他們本身就是
[40:33] 你知道因為你去大學
[40:34] 他們不是每個人都認識你
[40:36] 我當然不會開口就跟他講說
[40:37] 你不要
[40:38] 你不要趕快好好開炮
[40:39] 不會講這種東西
[40:39] 還是會講說
[40:40] 我覺得最重要的就是
[40:42] 當然你最好的是去找到
[40:44] 你喜歡做的事情
[40:45] 因為它是可持續的
[40:46] 你就可以一直瘋狂地做它
[40:47] 可是如果沒有辦法的話
[40:48] 其實也不用對未來感到焦慮
[40:49] 其實我覺得現在要去鼓勵年輕人的話
[40:51] 並不是鼓勵他要什麼認真
[40:52] 要逐夢或什麼
[40:53] 因為現在是一個資訊爆炸
[40:54] 太多資訊在外面的時代
[40:56] 你要鼓勵大家是chill the fuck down
[40:58] 很多時候我都會看到
[40:59] 很多人在那邊發文講說
[41:00] 我是出國玩一下
[41:02] 我就沒有跟到下AI最新的東西
[41:03] 你最後發現說你隔一個月
[41:04] 你沒跟到也沒差
[41:05] 因為那個東西就死掉了
[41:06] 那種過去吹那些八字
[41:07] 我就掛掉
[41:08] 你是在虐待自己而已
[41:09] 所以其實放鬆慢慢來
[41:11] 可能是現在我們要努力的東西
[41:13] 在一個過去可能時代很慢的時候
[41:15] 我們要衝快一點
[41:15] 然後加時代很快的時候
[41:16] 有時候可能要走慢一點
[41:18] 是我自己
[41:18] 可能第一時間想到的想法
[41:20] 那當然如果真的要去做演講
[41:21] 特別是對學生
[41:22] 這種
[41:23] 我覺得學生就是種子吧
[41:25] 你不可以亂亂灌東西給他們
[41:27] 我可能會認真想一下
[41:28] 只是我目前可能
[41:28] 直接直覺想到的是這個東西
[41:30] 下面一位
[41:30] CJ夢宮
[41:32] 看到你有打算長駐Spotify
[41:34] 立刻來試試運氣
[41:35] 對於住在美國的我
[41:36] 簡直就是造福
[41:37] 從2020年開始聽的老聽眾
[41:39] 那2020 2021年
[41:40] 股市很熱的時候
[41:41] 接觸股市
[41:42] 自以為少年股神
[41:43] Square Teladoc
[41:44] Beyond Meat
[41:45] 你有跟各種中概股哪個爛玩哪個
[41:47] 後來因緣際會從秋後協議認識古埃
[41:50] 只聽一集就知道你真的有料
[41:51] 從此一路聽到現在
[41:52] 謝謝你的額盧木蘭
[41:53] 對當時小白的我幫助很大
[41:55] 也感謝老婆在我賠不少錢的時候
[41:57] 依然沒說什麼
[41:57] 感謝我自己沒有放棄自己
[41:59] 由於一開始開局過爛
[42:01] 意外的發現自己扛跌能力極強
[42:04] 2023年AI爆發後
[42:05] 重壓幾檔已經把之前虧損的全部cover掉
[42:08] 持續拔雜草灌溉鮮花
[42:10] 現在四大持股佔比超過60%
[42:12] 雖然知道集中有風險
[42:13] 但不這樣反而是睡不安穩
[42:16] 目前順序是Tesla
[42:17] 輝達臺積電比特幣
[42:18] 最後請用夢宮出去吃飯
[42:21] 忘記帶錢包跟手機的尷尬語氣
[42:23] 跟我老婆Lisa說
[42:24] 留言真的成功了
[42:26] 這真的就是我
[42:27] 錢包沒帶到
[42:28] 就是這種事情
[42:28] 所以他前面講的這幾樣標的
[42:31] 除了NEO我好像沒有買過
[42:33] 其他三個也都有買過
[42:34] 我沒記錯的話
[42:35] Square跟Teladoc都賠了蠻多錢的
[42:37] Teladoc應該是還好有即時停損
[42:39] 不然賠更多
[42:39] Square的話我是直接吃滿一整段
[42:42] 所以那時候真的就是怎麼講
[42:43] 一開始party很熱的時候是很爽
[42:45] 之後面確實是有蠻多的回吐的產生
[42:48] 其實每次的標股都是這樣
[42:50] 反正最後面都一定會有一些東西會受到傷害
[42:52] 再來講說他現在是把東西都放到四大持股
[42:55] 然後佔比超過60%
[42:56] 其實我也差不多是這樣
[42:57] 雖然我一大堆股票
[42:58] 就是每股我是像買菜一樣在那邊買
[43:00] 只是我的前十大大概就是佔七到八成左右
[43:03] 我會盡量的去集中一些主要的持股
[43:06] 其他就是像我自己臺股有一個習慣
[43:08] 跟大家簡單分享一下
[43:10] 也蠻北嵐的
[43:11] 就像說我今天去買某一檔股票
[43:13] 然後我賺錢了
[43:14] 我賺錢之後
[43:15] 我就一定會去留那一檔股票
[43:17] 也就是說
[43:18] 我會把可能獲利的那一截
[43:20] 就像說我獲利的隨便舉例
[43:21] 2000
[43:22] 2000我就拿走1800
[43:24] 然後剩下的200
[43:26] 我就會去留著
[43:27] 在這檔股票就放著
[43:29] 所以其實最後面就發現
[43:30] 我的持股是越來越多
[43:31] 當然持股多
[43:32] 其實不代表佔比是高
[43:33] 因為還是會很集中在前面
[43:35] 這只是我的做法
[43:36] 很多時候就會發現說
[43:37] 有些那種超暴利的報酬率
[43:39] 都是在那些你已經賣掉
[43:41] 你覺得做完的東西
[43:42] 然後他們最後面
[43:42] 繳出一個超級恐怖的報酬率
[43:45] 像我自己去做
[43:46] 那個七字背的一些
[43:47] 這個裝置股嘛
[43:49] 那就有些
[43:50] 哇靠已經翻倍了
[43:51] 我根本就沒有想過
[43:52] 說他可以翻倍
[43:53] 就那時候覺得
[43:53] 他最多是一個小波段
[43:54] 就他翻倍
[43:55] 那當然剩下的部位不多
[43:56] 這就是
[43:56] 也是像你這樣子
[43:58] 就絕大多數的東西
[43:58] 是壓在前面的幾隻
[44:00] 然後可能就是因為
[44:01] 你可以集中看著他
[44:01] 所以你可以去做更好的
[44:03] 一個調節跟控制吧
[44:04] 我覺得
[44:04] 所以某個程度上
[44:05] 有點像是人家講的
[44:06] 就是你把雞蛋都
[44:07] 放在同一個籃子裡面
[44:08] 可是你很認真在看著這個籃子
[44:09] 那我也是偏向這樣子
[44:11] 我覺得只要不要是可能縮一檔
[44:12] 縮一檔的風險還是大一點的
[44:14] 那你分到四檔去
[44:15] 其實應該已經是相對OK的
[44:17] 那看這樣的順序就知道
[44:18] 從2023一路靠現在就有賺翻
[44:20] 非常恭喜這位兄弟
[44:22] 那也很感謝跟我一起成長
[44:24] 下面一位春和傑哥中醫師
[44:26] 謝謝孟大分享
[44:27] 這是過年我也出國躲人潮來沖繩
[44:30] 真心覺得所有臺灣人都應該考日本駕照
[44:32] 來減少交通亂象
[44:34] 那希望你們全家全家健康
[44:37] 平安
[44:37] 那想祝
[44:38] 想請大大祝我
[44:40] 2月15號生日快樂
[44:41] 還有有點晚的
[44:42] 女兒金澤皮膚科小公主香香
[44:45] 1月6號生日快樂
[44:46] 要繼續努力當學霸
[44:48] 那我們希望她可以
[44:48] 繼續當學霸
[44:49] 1月6號生日快樂
[44:50] 祝你2月15號生日快樂
[44:51] 下面一位
[44:52] This is us
[44:53] 好看
[44:54] This is us
[44:54] 是一部談論家庭
[44:56] 很深刻的美劇大推
[44:57] 我沒有被狗屌到
[44:58] 不用擔心是黑獸那類的東西
[45:01] 對因為我們聽眾
[45:02] 有時候他會推一些
[45:03] 很奇怪的東西
[45:03] 所以請大家就是
[45:04] 如果你今天看到
[45:05] 有聽眾在推東西
[45:07] 你最好自己先去Google一下
[45:08] 不要說什麼
[45:09] 你第一次去開啟來
[45:11] 就是說我們全家趕快先集合一下
[45:12] 我在那個股癌這邊
[45:14] 有聽到一個很屌的東西
[45:15] 然後你開啟你可能會嚇到
[45:16] 因為他們有時候會推很奇怪的東西
[45:17] 大家自己出
[45:18] 因為有些新聽眾可能不知道
[45:19] 下面一位
[45:20] 123戰者稅
[45:21] 我是名33歲的基層公職藥師
[45:25] 那面將薪水的四分之一繳房貸
[45:27] 一半拿來買股票
[45:28] 那股票六成0050
[45:29] 一成VT跟QQQ
[45:31] 一成0056
[45:32] 兩成主動選股
[45:33] 去年有搭上記憶體的題材
[45:35] 才第一次打贏大盤的績效
[45:36] 不曉得這樣子的
[45:38] 現股分配方式好嗎
[45:39] 謝謝來到好節目
[45:40] 另外生技股真的很難做
[45:41] 投資幾乎都落賽收場
[45:43] 對啊
[45:43] 生技股算是在臺股
[45:44] 水比較深的一個領域
[45:45] 沒錯
[45:46] 然後大家想說配置問題
[45:47] 其實配置問題
[45:47] 真的都不用拿來問我
[45:48] 就是很多人都喜歡問我配置
[45:49] 我這樣可以嗎
[45:50] 我怎麼知道可不可以
[45:51] 就是你喜歡就好
[45:52] 所以基本上配置是看個人
[45:55] 那個真的沒有一個
[45:56] 什麼絕對的答案
[45:57] 反正有些人喜歡這樣
[45:57] 有些人喜歡那樣
[45:58] 每個人喜歡的東西都不一樣
[45:59] 那希望你順利
[46:00] 下面一位
[46:00] PJ五星吹捧留言測試X
[46:03] MK會對臺股屢創新高不安嗎
[46:06] 今天指數突破87000點
[46:08] 臺積電盤中6666漲停鎖死
[46:10] 那這種時候MK會降低水位嗎
[46:12] 那另外能否聊聊上集EP878
[46:14] 分享新交車的Tesla Model Alpha的心得
[46:17] 反重力裝置真的有伊朗說的這麼順暢嗎
[46:21] 注意加健康平安
[46:22] PS你的小女兒有夠可愛
[46:24] 這是他媽是未來人是嗎
[46:28] 而且他那種唬爛的點數也蠻對的
[46:30] 就臺積電如果6666的話
[46:32] 臺值應該是
[46:33] 可能就七八萬點
[46:34] 差不多了
[46:35] 差不多就這個位置
[46:36] 然後再說
[46:37] 可能Model Alpha
[46:39] 我覺得Model Alpha
[46:39] 會有那個反重力裝置
[46:40] 那可能真的還很遠
[46:42] 但如果說
[46:42] 臺股87000跟6666
[46:44] 感覺這個是應該在幾年之後
[46:46] 就是有機會可以看到
[46:47] 反重力裝置感覺還要超級
[46:49] 我不知道搞不好AI會
[46:50] 突破一些東西
[46:51] 什麼量子電腦
[46:52] whatever the fuck
[46:53] 然後接著就
[46:54] 真的後來科技就突飛猛進
[46:56] 但他說我有小女兒
[46:57] 我覺得很高興
[46:58] 希望真的有小女兒
[46:59] 下面一位徐滿來試看留言
[47:01] 聽說以後都在這了
[47:02] 愛你
[47:03] 也不一定以後都在這了
[47:04] 其實我在想一些折衷方案
[47:05] 可能就是說
[47:06] 有些在Spotify
[47:07] 有些在Apple的Podcast
[47:09] 但最近像Spotify留言
[47:11] 我覺得它國際化本身是很好
[47:13] 可是Spotify留言
[47:14] 就是因為很容易流到
[47:15] 所以有些人會來洗留言
[47:17] 像我剛才也挑過幾個
[47:18] 對一般我是不挑過留言
[47:20] 只是下來留言都有太多
[47:22] 他是用洗的
[47:23] 就是他可能一直想要問股票的
[47:25] 然後就連續洗好幾個
[47:26] 這個就會被我
[47:27] 我就直接視覺上把你跳過
[47:28] 那可能在Apple就比較少這樣的東西
[47:30] 是怎樣
[47:31] Spotify有一些快樂寶貝會在那邊出現是嗎
[47:33] 但老樣子反正就是儘量輕鬆一點
[47:36] 就不要把這邊當成是某種
[47:38] 怎麼講
[47:39] 就如果你真的覺得可以隨便聽聽Podcast
[47:41] 就變成超級會做股票
[47:42] 這也是不可能的事情
[47:43] 就連巴菲特的演講全部都給你看
[47:45] 你去看完你也不會變成超級會做股票
[47:47] 所以我覺得很多時候大家放寬心
[47:49] 就是一個一起成長的模式
[47:51] 就不要說什麼超知過急
[47:53] 一定要問出一個答案
[47:54] 很多人都這樣子
[47:55] 那OK反正就是有機會以後會分兩邊
[47:59] 就兩邊都一起之類的
[48:00] 但現在這階段先用這個Spotify為主
[48:02] 下面一位好喜歡秋口
[48:04] 你好夢宮
[48:05] 聽說這間宮廟進了就會屌耶
[48:08] 那節目一出來馬上就來留言
[48:09] 看我們這邊唸到
[48:10] 他不是一出來就留言
[48:12] 你是一個小時前留言的兄弟
[48:13] 還是妹妹我不知道
[48:14] 反正這邊的留言
[48:15] Spotify就說你去留
[48:16] 他會顯示說什麼在稽核中
[48:18] 但其實就是留言成功
[48:19] 他是及時會進來
[48:20] 就我瞭解是這樣
[48:21] 那我跟男友還有朋友都是你的教徒
[48:24] 非常喜歡你的節目
[48:26] 就像節目一更新
[48:26] 我們就會找時間趕快聽
[48:28] 大家都剛畢業
[48:29] 都在為自己的第一桶金努力
[48:31] 那謝謝孟公透露及分享
[48:32] 這些產業的資訊給我們
[48:34] 我們最近挖掘到一間餐廳
[48:36] 在桃園南侃那邊
[48:37] 是一間在地人會吃的老店
[48:38] 沒有招牌的西餐廳
[48:40] 不知道孟公有沒有興趣
[48:41] 想分享給你
[48:42] 那祝福孟公一家
[48:43] 以及各位聽眾身體健康
[48:44] 新年快樂
[48:45] 天天開心
[48:46] 那最後祝我換工作成功
[48:47] 祝你換工作成功
[48:49] 那一樣就是
[48:49] 我不喜歡被叫什麼教主
[48:51] 或者你們是信徒什麼
[48:52] 就千萬不要這樣
[48:53] 因為你知道
[48:54] 人捧越高就摔越重
[48:55] 所以我其實是
[48:56] 很討厭被捧的
[48:57] 我最好就是
[48:58] 大家把我當是
[48:59] 市場裡面的一個
[49:00] 小參與者
[49:00] 我也不是什麼大戶
[49:02] 也不是什麼
[49:03] 公佈很多什麼
[49:04] 機密的產業資訊給大家
[49:05] 其實應該說
[49:06] 我絕大多數的東西
[49:07] 都是不能講的
[49:07] 但我也不是要
[49:08] 跟大家賣關子
[49:09] 很多時候我們會
[49:10] 抓一個時間差
[49:11] 就是這個東西
[49:11] 快要上報紙的時候
[49:12] 再跟大家講
[49:13] 不然那太早講的時候
[49:14] 也沒意義
[49:14] 像前面有時候
[49:15] 講一些東西
[49:15] 還給人家罵
[49:16] 你怎麼知道
[49:17] 亂講你沒有產業know how
[49:18] 最後你就知道說
[49:19] 誰沒有產業know how
[49:20] 因為沒有辦法
[49:21] 我們現在有一些
[49:22] 像外掛班的優勢
[49:23] 所以還是給大家講
[49:25] 有外掛班的優勢
[49:25] 也不代表一定都會成功
[49:26] 很多時候你太早進去
[49:27] 你央視媽給人家殺到歪頭
[49:29] 所以大家都還是持續的
[49:30] 再努力兩代
[49:31] 希望你一切順利
[49:32] 然後再念最後一位
[49:33] AF7502
[49:34] 孟公您好
[49:35] 小妹去年發了
[49:36] 有關您頻道的線動
[49:38] 意外與之前的小學同學聯絡上
[49:40] 現在變成我男友了
[49:41] What
[49:42] 你的節目不只帶來知識
[49:44] 也讓我遇見了重要的緣分
[49:46] 感恩愛你那箱
[49:47] 請你用諾亞的奶音
[49:48] 對高雄的豔翔說
[49:50] 你是最棒的肌肉猛男呦
[49:51] 感謝孟公讓我們相遇呦
[49:53] 那希望未來一起努力呦
[49:55] 也為你愛你呦
[49:56] 那光祝福主委
[49:57] 全家跟聽眾們萬事順心
[49:59] 我在最後面看到這樣子的留言
[50:01] 真的覺得心情暖暖的
[50:02] 這個心情非常好
[50:03] 那確實是好像意外的
[50:04] 促成了蠻多的緣分
[50:06] 那不知道有沒有人
[50:07] 是聽一聽之後就覺得說
[50:08] 操我發現我現在老公
[50:10] 或是我什麼老婆
[50:11] 真的是一個爛人
[50:12] 我趕快去追求我自己
[50:14] 好像之前有一個聽眾是這樣子
[50:15] 所以無論如何
[50:16] 就是在大家的人生的經歷上面
[50:19] 某個程度上留下一些影子
[50:21] 你就知道說
[50:22] 你人生的某個決定
[50:23] 或者怎麼樣
[50:23] 是因為你聽了這個節目的時候
[50:25] 某個程度上
[50:25] 這個對我來講是
[50:26] 一則以喜一則以憂
[50:28] 喜就是說
[50:29] 我從來沒有想過
[50:30] 可以用這樣的方式去
[50:31] 影響到一些人的生活
[50:33] 如果是往更好的方向
[50:34] 我一定覺得是非常開心的
[50:35] 其實另外一個憂
[50:37] 就是我從頭到尾都不想要去
[50:38] 影響到任何人的生活
[50:39] 我就感覺這好像不是什麼好事情
[50:41] 你就幹我屁事
[50:42] 你人生怎麼樣
[50:43] 到底幹我屁事
[50:44] 但無論如何
[50:45] 反正就是既來之則安之
[50:47] 就接受說
[50:47] 有時候會有這樣子
[50:48] 一些莫名其妙的影響力
[50:50] 那也希望大家都可以
[50:51] 平安健康
[50:52] 在新的一年
[50:53] 我不知道
[50:55] 我現在一定不會想要
[50:55] 祝大家都賺反
[50:56] 我覺得賺反是一個
[50:58] 雖然這樣講
[50:59] 就會想說
[50:59] 媽的你還不就是
[51:00] 可能有發展起來
[51:01] 才講出這樣的風涼話
[51:02] 也不是
[51:02] 就只是覺得
[51:03] 可能健康真的是最重要的事情
[51:05] 健康啊
[51:05] 家人都還事啊
[51:07] 老婆愛你
[51:08] 小孩愛你
[51:09] 朋友們
[51:10] 出去吃東西都會想到你
[51:11] 或什麼的
[51:12] 這可能是最最最重要的
[51:13] 就希望大家都是圓滿的
[51:15] 那有沒有賺錢
[51:16] 那個就其次
[51:17] 能夠賺錢是最好
[51:18] 沒有賺到錢
[51:18] 其實如果有把其他東西都顧好
[51:20] 那是最好的
[51:21] 好那再見拜拜
