[00:00] 欢迎收听赵华一谷货载第1119集
[46:07] 已经进入到初学期忘记了
[46:09] 所以最近我们之前
[46:10] 大概过去两年跟大家分享的
[46:12] 很多高股息会贴血股票
[46:14] 也慢慢在盘面上发酵出来了
[46:16] 那我觉得最近我们大概简单分享一下
[46:19] 今天初期的基档股票
[46:20] 有比較慘的
[46:21] 第一個是群光
[46:22] 群光今天除息是嚴重貼息
[46:25] 還盤中跌停板
[46:26] 那當然他不是高股息的一個認養股
[46:28] 我覺得是比較偏向
[46:29] 可能是大家這種所謂的
[46:31] 不想要領息的一些氣息賣壓
[46:33] 或說整個一個充滿面的問題
[46:35] 但很典型的
[46:36] 比方說像世足賽的熱門股
[46:39] 9910的風太
[46:40] 那風太其實在這段時間裡面
[46:42] 是整個投信連續好幾天
[46:45] 買了5000多張
[46:46] 那今天是除息第一天
[46:48] 就嚴重貼息
[46:49] 又是跌停板
[46:50] 那之前很热的所谓的富邦美
[46:53] 也是从这个除息之前
[46:55] 是连拉了翻倍之后
[46:57] 然后到了除息当天
[47:00] 就开始连续两天的跌停板下来
[47:03] 所以我觉得大家可能在接下来
[47:04] 就要特别留意到
[47:05] 可能一些高股息的成分股
[47:08] 或说你最近关注到的股票
[47:10] 莫名其妙投资在买
[47:11] 那买一段时间
[47:12] 如果到除息前有高点的话
[47:15] 还是建议大家
[47:15] 可能可以先做部分的获益了解
[47:17] 再看除息之后的表现
[47:19] 我觉得今年看起来
[47:20] 这些高股息在操作这些
[47:22] 所谓的即将除息的成分股上面
[47:25] 看起来操作的手法
[47:27] 还是稍微有点粗糙
[47:28] 所以大家还是要留意到
[47:30] 过去几年的一个风险
[47:31] 我觉得今年可能在某些个股上面
[47:33] 还是会看到
[47:33] 操作的有点粗糙
[47:37] 说到ETF
[47:38] 就想到明天好像981A要除息了
[47:41] 那这一次981A除息的内容
[47:43] 据说应该是全数来自资本利得
[47:46] 不过这边还是要跟大家提醒
[47:48] 因为除了高股息
[47:49] 大家需要稳定的现金流
[47:51] 其实有蛮多台股的ETF
[47:53] 他们是会把资本利得拿出来配的
[47:56] 资本利得拿出来配的好处就是
[47:58] 第一没有二代健保
[47:59] 第二他不会并入到个人所得税去做计算
[48:03] 例如说有一些叫做半导体收益的
[48:05] 或是有些主动型的高息
[48:08] 他其实还蛮多是拿所谓的价差来配
[48:11] 所以就会创造出有蛮多的ETF
[48:14] 他看起来是高息
[48:15] 可是事实上他配出来的是资本利得
[48:17] 所以反而在税务上面是比较有弹性的
[48:20] 但这边里面有一个小小的提醒是
[48:22] 我有去查了一下
[48:23] 他们虽然例如说好981好了
[48:25] 这一次应该是配资本利得出来
[48:26] 可是他们是可以两个都配的
[48:29] 就是股息跟资本利得都可以配
[48:31] 所以现在台股是一个向上行情
[48:34] 会有很多的资本利得可以配
[48:35] 可是如果今天他已经规定的是
[48:37] 既配息
[48:38] 那如果是在台股下跌的时候
[48:40] 不排除也许会拿所谓的股息出来配
[48:45] 就没有那么多资本利得了
[48:46] 那如果是股息出来配
[48:48] 那他就会有这个所谓税率上的考量
[48:51] 突然之间想到要跟大家聊一下
[48:52] 因为明天酒吧也要出席了
[48:54] 对啊
[48:55] 所以我觉得当然除权期忘记
[48:56] 但大家关注的是第一个
[48:58] 你的ETF配息的来源是什么
[49:00] 如果真的有税务的一个问题的话
[49:02] 还是可能就是不要参加他的除息会比较好
[49:05] 那另外就像刚刚提到的
[49:06] 很多除权期的一些高股息的成分股
[49:09] 我觉得也是大家
[49:10] 盘面上可能要特别留意
[49:11] 如果那种莫名其他上来
[49:13] 那你不知道原因的话
[49:14] 你就看一下
[49:15] 他是不是快要除息了
[49:16] 又刚好是这个
[49:17] 可能ETF锁定的一个成分股
[49:19] 那也许你短线真的赚到这个
[49:21] 比你值于更多的标的
[49:23] 更多的获利的时候
[49:24] 其实适度的获利了解
[49:26] 也许是一个不错的选择
[49:27] 刚刚可能因为我再翻了一下
[49:30] 我之前跟同事的对话
[49:31] 因为同事也有说
[49:32] 想要从ETF领袭
[49:34] 可是又讨厌税
[49:35] 所以那时候跟他讲说
[49:36] 例如说像00927
[49:37] 群意台湾半导体收益
[49:39] 00904新光台湾半导体
[49:41] 然后凯基有选台湾AI
[49:43] 00952主动安联台湾高型
[49:45] 00984A
[49:47] 这些都是有诉求
[49:49] 过去配息都很高
[49:51] 可是大部分从资本利得配
[49:54] 我觉得大家可以去思考一下
[49:56] 这个东西有没有符合大家的需求
[49:58] 对那我个人
[49:59] 我比较喜欢用那个TISA
[50:01] TISA
[50:02] 对因为TISA是不配息
[50:04] 但是你要的是不配息
[50:06] 对不配息
[50:06] 所以就比较不会有那种税务上的一个考量
[50:09] 而且又可以设定他的定期定额
[50:11] 甚至说基普通
[50:13] 有很多的智慧加码的方式
[50:15] 已经录到帮我们的基部通讲话了
[50:18] 对因为我有用啦
[50:19] 我觉得其实还蛮方便的
[50:21] 尤其是遇到像这种
[50:22] 可能行情比较震荡的时候
[50:24] 我觉得都可以用这种所谓的
[50:26] 基金的方式
[50:27] 那如果你有考虑到税务考量的话
[50:28] 其实他们在操作上面
[50:30] 我觉得也蛮方便
[50:31] 而且都不用看牌
[50:32] 我觉得还蛮舒服的
[50:33] 好那我们今天哈
[50:35] 节目就先到这边
[50:37] 那当然我自己个人啦
[50:39] 礼拜三礼拜四
[50:40] 还是会重点观察一下
[50:42] 但是我今天有稍微补一点点货
[50:44] 免得免得星期四没事
[50:47] 又会有一种FOMO的感觉
[50:50] 就如果下礼拜又恢复顺行
[50:52] 不过我想最好的策略
[50:54] 还是延续到之前讲的
[50:56] 今天在所谓的基本面科技的状况
[50:58] 上市柜公司的营收往上走的情况下
[51:02] 回挡千点以上破月线
[51:05] 是不是还是一个很好的加码点
[51:07] 目前看来还是
[51:08] 但风险还是要跟大家提醒
[51:10] 三月的时候觉得是
[51:12] 那现在六月了觉得是
[51:14] 接下来到接近年底
[51:16] 我们是不是还觉得是
[51:17] 这中间我们会有一些动态的调整
[51:20] 我跟汉美哥都有跟大家聊过一些
[51:22] 我们会再观察的风险或黑天鹅
[51:24] 如果现在联准会这一关过了
[51:27] 那下面的黑天鹅
[51:28] 显然就不太可能会是
[51:29] 立刻性的升息
[51:31] 或者是企业的财报
[51:33] 当然企业的财报
[51:35] 他如果只要有任何一家
[51:37] 在旺季出现不旺的时候
[51:39] 我觉得会是一个警讯
[51:41] 就目前你必须往下推移嘛
[51:42] 上半年要过完了
[51:43] 上半年过完了
[51:44] 看来一二季
[51:45] 缴出来的成绩都还是好的
[51:46] 我们就往下推移
[51:47] 因为大家都说
[51:48] 一二季以前是
[51:50] 大家都说上面
[51:50] 可能上四下六啊
[51:52] 甚至有些期上三下七
[51:54] 如果上半年就这么好了
[51:55] 下半年一定要更好
[51:56] 好
[51:57] 立足在这个期待上面
[51:59] 第三季反而变得很关键哦
[52:01] 因为第三季是传统旺季
[52:03] 传统旺季
[52:04] 我们历年也有发生过
[52:05] 上半年拉货拉完
[52:07] 第三季的时候
[52:08] 反而市场预期超级高的时候
[52:10] 没有缴出同样的成绩单
[52:12] 就会开始陆续有压力
[52:14] 还有就是这一次的升息的恐惧
[52:16] 虽然过了
[52:17] 可是第三季也要看看
[52:18] 有没有什么样的一个变化
[52:20] 让第四季升息的预期
[52:22] 可以有效的下滑
[52:24] 我觉得这些都会是随着
[52:26] 台股美股越涨越高中
[52:28] 我们还是陆续保持着一个
[52:30] 风险心态叫做审慎乐观
[52:32] 对所以我觉得
[52:33] 当然目前就是且战且走
[52:34] 不用预设高点
[52:35] 那除非看到一个意外的黑天鹅
[52:38] 不然我觉得大家就守住技术线性
[52:40] 那做好的一个停准停滴就好了
[52:42] 是
[52:42] 好
[52:43] 那我们今天节目就到这边了
[52:44] 希望大家谷海愉快
[52:45] 拜拜
[52:46] 拜拜
