[00:00] 歡迎收聽趙華語古惑仔第1015集1015
[43:42] 因為有一些人倒黴
[43:44] 是倒黴在去年的第二季
[43:45] 就是會損加關稅的問題
[43:47] 但是通常第四季
[43:48] 也會是很多公司
[43:50] 決定要清賬或做賬的時候
[43:52] 對
[43:52] 那如果是清賬的
[43:54] 可能前三季清一清
[43:55] 不要在第四季給一個雷
[43:56] 但是還是會有
[43:57] 還是會有在第四季
[43:58] 就跟你說
[43:59] 我今年因為一個什麼樣的原因
[44:00] 我決定把一個夜晚弄掉
[44:01] 或什麼的
[44:02] 目前文影是什麼原因
[44:04] 說實話
[44:04] 在要等公司自己
[44:05] 例如法說
[44:07] 或什麼有人出報告
[44:08] 才會比較清楚
[44:09] 是因為學習曲線的問題
[44:11] 出貨哪邊轉換的問題
[44:12] 還是有什麼東西
[44:13] 是打在第四季把它打掉
[44:15] 這個我們才會知道
[44:16] 但它也代表了
[44:17] 年報出來就是這樣子
[44:19] 因為這個年報的公佈
[44:20] 就大型的金融保險公司
[44:22] 是3月15號之前要完成
[44:24] 那其他的是要4月1號之前完成
[44:27] 然後再進行公佈這樣子
[44:29] 所以等於是
[44:30] 當然現在已經有人開始位元組了
[44:32] 所以就會發生這個問題
[44:33] 其實你不太知道
[44:34] 到底它第四季怎麼了
[44:36] 可能在第四季
[44:38] 會有些業外的問題
[44:39] 這就是有趣的地方
[44:41] 但是如果他告訴你了
[44:43] 這是一次性的
[44:44] 那股價又被打下去一兩根
[44:46] 那可能今年2026
[44:47] 又是一個一條好漢
[44:49] 那還會有人是
[44:50] 第四季給你驚喜的
[44:51] 任列了業外
[44:52] 或者是像裝置股
[44:54] 我常常講
[44:55] 最近在公佈12月的營收了
[44:56] 大家可以去檢視一下
[44:57] 你手上的裝置股
[44:59] 有沒有12月的單筆入賬進來
[45:00] 我有看到幾家
[45:01] 其實年增率都蠻漂亮的
[45:03] 所以他們有應驗了
[45:04] 這樣的一個特性
[45:05] 對
[45:06] 所以我覺得
[45:06] 最近公佈的一些財務資料
[45:08] 真的很值得大家來看一下
[45:10] 這樣子
[45:11] 這也是在臺股財報上的一個
[45:13] 有趣的特性
[45:14] 可以來做觀察
[45:16] 那如果今天像機器人上癮
[45:18] 他們是選擇在第四季
[45:20] 做了一個比較好的賬
[45:21] 那我會覺得更棒
[45:22] 因為他們倒黴就是第二季
[45:24] 就沒有再更倒黴
[45:25] 那就絕對是脫離谷底
[45:27] 就像我上次跟那個婉婷
[45:30] 在開玩笑
[45:30] 因為我一直抱著這個大錦朔
[45:32] 然後後來前兩天
[45:33] 不是有一天漲停
[45:34] 但是沒有關起來
[45:35] 就往下
[45:36] 其實他在開關關關的時候
[45:37] 我就很想把他賣掉
[45:38] 我覺得都漲那麼多了
[45:40] 然後就在那邊開開關關
[45:41] 但後來沒賣掉
[45:41] 就一根很長的上癮線嘛
[45:43] 然後我就跟婉婷說
[45:45] 早知道我在那邊開開關關
[45:47] 我就把他賣掉
[45:48] 然後我說可是我一直記得
[45:49] 你跟我講一件事
[45:50] 他說什麼事
[45:50] 大家壓力都很大
[45:51] 我說因為你說宅版
[45:53] 今年是就是確定離開谷底
[45:55] 而且會明確復甦的第一年
[45:56] 那明年會是更強的第二年
[45:58] 所以我不太想在第一年的
[46:00] 第一個月就把他賣掉這樣
[46:01] 但是我自己心裡很毛
[46:04] 因為它已經從
[46:05] 這個七八十塊漲上來
[46:07] 真的是漲很大一段了
[46:08] 好
[46:09] 這個僅供參考
[46:09] 因為就是他們今年是
[46:11] 起漲年
[46:11] 他們的本益比真的也不低了
[46:13] 說實話是這樣子
[46:14] 我的起漲年
[46:15] 說業績起漲年
[46:16] 不是股價起漲年
[46:17] 其實股價已經漲一倍以上了
[46:18] 對
[46:19] 然後只是我就想著這件事情
[46:21] 然後我今天又同樣的
[46:22] 再來一次掙扎
[46:23] 因為今天他們又大漲
[46:24] 對又大漲
[46:24] 所以開年的第一個月
[46:27] 我就在掙扎了
[46:28] 到底現在是該買還是該賣
[46:30] 我也會有這想法
[46:32] 聽起來有點炫耀
[46:33] 這種幸福的煩惱
[46:34] 我們有些人要
[46:35] 他其實以長福來說
[46:37] 不是算最厲害的
[46:38] 對
[46:38] 但我覺得還是有這種
[46:39] 弄超久的
[46:40] 賺錢要不要賣的煩惱嘛
[46:42] 對很多人來講
[46:42] 是套牢要不要
[46:43] 你會有感情啊
[46:44] 你會有感情啊
[46:45] 大家知道這個大錦碩
[46:47] 搞多久了
[46:48] 對
[46:48] 那我覺得
[46:49] 第一個微影的問題
[46:50] 可能大家還是
[46:51] 像剛剛趙華所說的
[46:52] 要去看他財報
[46:53] 要看財報
[46:53] 那我們如果看
[46:54] 上次法稅的內容
[46:55] 其實這個
[46:56] 微影的董事長
[46:57] 提到去年的12月
[46:59] 他美國廠
[47:00] 要開始做一個量產
[47:02] 所以我覺得
[47:03] 會不會是美國廠量產的時候
[47:04] 因為初期人事啊
[47:06] 成本裝置的認列
[47:07] 所以我覺得可能你要觀察的是
[47:09] 它第一季的法說會
[47:10] 怎麼樣去解釋這個
[47:12] 毛利率三變三降的問題
[47:13] 但今年對這些所謂
[47:15] AI伺服器組裝廠來講
[47:16] 有兩個問題存在
[47:17] 第一個就是所謂的
[47:18] G300系列到Rubin系列
[47:21] 所謂青黃不接的一個產品轉換期
[47:23] 有沒有一些所謂的產品delay
[47:25] 大家這個客戶在觀望的一個情況
[47:28] 這是大家要觀察
[47:29] 就是營收的一個成長性
[47:30] 第二是毛利率的延續性
[47:32] 因為毛利率其實從去年開始
[47:34] 你會發現到
[47:35] 除了少數幾家組裝代工廠
[47:37] 它的毛利率
[47:38] 還是能夠維持一個溫和的成長
[47:39] 但像2023年
[47:41] 2024年成長幅度很大的情況
[47:43] 也開始變少了
[47:44] 那今年這些所謂的
[47:46] AI設計組裝廠面到的麻煩
[47:47] 就是它所有的零元件都在漲價
[47:50] 所以機體報價在漲
[47:52] 被動元件在漲
[47:53] 那相關的老房的晶片
[47:55] 也不跟你降價
[47:56] 所以要壓縮誰的毛利率
[47:58] 我覺得就是這些
[47:59] 你可能要自己拉貨
[48:00] 要交訂單
[48:01] 比方說我們講
[48:02] 如果說像維銀偽創廣達
[48:04] 他們要交給CSV大廠
[48:06] 當初籤的訂單是幾臺
[48:07] 那現在這些所謂
[48:08] 記憶體的缺貨問題
[48:09] 你這些組裝廠
[48:10] 可能就需要去解決
[48:11] 所以我覺得這些
[48:12] 就會影響到
[48:13] 他們可能未來
[48:14] 毛利率的一個狀況
[48:15] 那當然這些各家大廠
[48:17] 為了怕拿不到記憶體
[48:18] 自己組成了採購團隊去搶貨
[48:22] 但我覺得這個
[48:23] 也會獲得影響
[48:24] 就是反過來去壓縮組裝廠
[48:25] 說你都拿不到記憶體
[48:27] 我幫你拿到
[48:28] 那你今年的代工費
[48:29] 要不要給我開得那麼高
[48:30] 我覺得這些都是
[48:31] 你可能要考慮到
[48:32] 今年這些老AI或消費電子
[48:34] 他們最大一塊
[48:36] 就是這些相關的
[48:37] 除了機體外
[48:37] 其他被動元件
[48:39] 相關的原元件
[48:40] 相關的銅基本原料
[48:42] 金屬的價格都大漲
[48:44] 那會不會造成今年
[48:45] 整體上可能營中很漂亮
[48:47] 但毛利沒有成長
[48:48] 那我覺得今年
[48:49] 在所謂的臺股
[48:50] 整年的一個操作上面
[48:51] 這些公司
[48:52] 我覺得他們的成長性
[48:53] 就會開始出現減少的情況
[48:55] 對啦
[48:56] 對
[48:56] 這個真的要留意
[48:57] 對
[48:58] 這也是我們在看
[48:59] 這個消費性電子
[49:00] 跟記憶體
[49:01] 會不會互相產生
[49:02] 一個拐點
[49:02] 這個在當天也有人問
[49:04] 也有人問
[49:05] 但是我們沒有辦法
[49:06] 明確地回答這一題
[49:08] 對
[49:08] 因為你
[49:10] 現在它就是互相
[49:11] 就是例如說
[49:12] 今天如果真的記憶體
[49:13] 明顯地回檔
[49:15] 對
[49:15] 那你說消費性電子
[49:16] 雖然在這個利潤上面
[49:17] 可能會受到一點的
[49:19] 復甦
[49:20] 對不對
[49:20] 因為我就不用買
[49:21] 那麼貴的零元件了
[49:22] 可是會不會
[49:23] 整體的需求
[49:23] 代表這個AI需求
[49:25] 或整體需求是下滑的呢
[49:26] 有時候這種東西
[49:27] 真的要站在一個很制高點來看
[49:29] 還真的蠻為難的
[49:30] 那當場為什麼
[49:31] 大家就有點難回答
[49:33] 就是因為現在勢頭
[49:34] 看起來在記憶體的上面
[49:35] 所以你順勢做記憶體
[49:36] 感覺上還是比較簡單
[49:38] 那消費線電子不是說不行
[49:39] 可是你就是要等
[49:40] 現在問題就是
[49:41] 你要不要資金的效率
[49:43] 是放在等他們的身上
[49:44] 我覺得也沒有不好
[49:45] 像我們也在看
[49:46] 例如像大立光
[49:48] 我們常常講
[49:48] 最近光學鏡頭
[49:50] 像今天好像是誰
[49:51] 先進光也有動
[49:52] 光學鏡頭到底有沒有可能
[49:54] 因為大立光開出
[49:55] 對CPU的第一強
[49:57] 讓大家再重新聯想
[49:59] 他們到底在無人機的視覺
[50:00] 在機器人的視覺
[50:01] 到切近
[50:02] 剛剛講的CPU的領域
[50:04] 有沒有機會
[50:05] 還是怎麼樣
[50:06] 其實大家會開始
[50:06] 重新有一些聯想
[50:08] 他們能不能從原本自己
[50:10] 只是很固守消費性
[50:11] 這一塊做出新的突破
[50:13] 我想每年都有
[50:14] 每年都會有
[50:16] 但是如果你要說
[50:17] 他真的很純的
[50:18] 在手機跟PC上
[50:19] 目前以這一季來看
[50:21] 他們就是個妥妥的受害者
[50:23] 那受害者要怎麼做
[50:25] 受害者的做法
[50:26] 就是等到他們的股價落底
[50:28] 就是說疊疊疊疊疊
[50:30] 麻了
[50:30] 沒有成交量
[50:31] 不漲
[50:32] 麻了
[50:33] 可是後面
[50:33] 因為整個
[50:35] 可能消費需求復甦
[50:36] 記憶體的價格
[50:37] 也沒那麼貴了
[50:37] 他們就會起來
[50:38] 其實事情並不難
[50:40] 可是在裡面的時候
[50:41] 你錢卡住就很痛苦
[50:43] 對
[50:43] 所以我覺得
[50:44] 就像剛剛趙老師所說的
[50:45] 你第一個看到
[50:46] 他的最大對手
[50:48] 記憶體的報價
[50:48] 開始不漲了
[50:49] 那我覺得相關的
[50:50] 消費電子
[50:50] 網通
[50:51] 工業電腦
[50:52] 都會有機會
[50:52] 第二個從技術形態來看
[50:54] 你發現到到底部突然間爆出一個大量
[50:56] 那股價不跌了
[50:57] 代表有人底部勇敢進場
[50:58] 那也許股價就會翻轉
[51:00] 我記得上次我們節目有談到瑞玉
[51:02] 就有這張現象
[51:03] 0050爆了大量
[51:04] 後面股價就連彈
[51:05] 回到這個季限的關卡
[51:06] 我覺得可以從技術形態來去看
[51:09] 這些相關的機會
[51:10] 那目前來看
[51:11] 當然你還是順勢而為
[51:12] 畢竟現在臺股在多頭
[51:13] 所以這些所謂的
[51:15] 雖然說現在弱爛的股票
[51:16] 我們覺得要關心它
[51:18] 但可能資金的比重
[51:19] 我覺得這邊少放一點
[51:20] 還是放到主流族群
[51:21] 比較好一點
[51:22] 就像上禮拜
[51:23] 那個外資朋友說
[51:24] 他們看到聯勇起來
[51:26] 就想要加空
[51:27] 我說不要再弄他了
[51:28] 因為我覺得
[51:29] 現在空他沒有什麼
[51:30] 大的肉
[51:31] 但是如果你是用
[51:32] 別人很強勢
[51:33] 他還是相對弱勢的想法
[51:34] 那也沒錯
[51:35] 有時候外資空的
[51:36] 不見得是他很壞
[51:37] 是空他不漲
[51:38] 為什麼之前常常空聯電
[51:39] 就賭聯電不漲
[51:41] 就賭現金製程漲
[51:42] 那最近當然就有點燙
[51:44] 有點燙
[51:45] 他們不太敢弄世界先進
[51:47] 因為世界先進
[51:47] 是臺積電子公司
[51:48] 他們很喜歡弄聯電
[51:49] 那最近有點燙
[51:50] 好
[51:51] 今天講多了
[51:52] 因為旁邊上的題材多
[51:54] 我們的感想也多
[51:55] 那又是這個
[51:56] 看到有些現象
[51:58] 會延伸出
[51:59] 像剛剛講的
[51:59] 不管是年報的問題
[52:01] 對不對
[52:01] 還有就是大家蹲點
[52:03] 該怎麼蹲的問題
[52:03] 今天講的比較多一點
[52:05] 那就大家吸收消化一下
[52:08] 今天很謝謝漢瑋哥
[52:09] 也跟谷會仔的朋友們
[52:11] 說拜拜
[52:11] 跟那天講座
[52:12] 有親自來找我們的朋友
[52:13] 說一聲謝謝
[52:14] 那天我們都很開心
[52:15] 對啊
[52:16] 整天都非常開心
[52:17] 那也謝謝大家的支援
[52:18] 大家拜拜
[52:19] 大家拜拜
