[00:00] 歡迎收聽趙華宜股貨載第1035集
[44:24] 所以所謂的HORSE
[44:26] 我們今年也組了一個00178的
[44:29] 一起發一起發
[44:31] 對金馬奔騰ETF
[44:33] 這個相關內容
[44:34] 今天晚上答案就會有
[44:35] 但一樣
[44:36] 它是沒有真的要賣的
[44:38] 所以大家可以不要亂問
[44:40] 這真的很有趣
[44:43] 就是我們會覺得
[44:43] 不一看就知道是梗嗎
[44:45] 可是還真的會有人認真
[44:47] 對啊
[44:48] 因為我自己個人
[44:50] 是因為我們接觸到
[44:51] 很多很多的群眾
[44:53] 然後我就發現說
[44:54] 有些事情我們可能覺得
[44:56] 很簡單或是重複念
[44:57] 可是對於有部分人來說
[44:59] 他需要重複聽
[45:00] 因為投資並不是
[45:01] 那麼簡單的事情
[45:03] 所以還是要再次為我強調
[45:05] 這個是開玩笑的
[45:06] 但是內容不是開玩笑的
[45:07] 內容是認真看的
[45:08] 00178
[45:09] 這個沒有這檔ETF
[45:10] 但是內容是認真想的
[45:13] 認真想的
[45:13] 也不是只為了諧音而想
[45:15] 絕對都是有它的道理
[45:17] 只是剛好又配上一個諧音
[45:18] 大家喜歡這樣子嗎
[45:20] 所有的吉祥話
[45:21] 配上一個諧音
[45:22] 我們也希望它發聲
[45:23] 也覺得好聽
[45:23] 這個是很重要的事情
[45:26] 所以漢偉也跟大家分享
[45:28] 我有發現
[45:29] 古惑仔的朋友
[45:30] 往往就是聽
[45:31] 不一定有看達人秀
[45:32] 但是有時候聽一聽
[45:33] 覺得我想看圖表
[45:34] 會有人跑去留言說
[45:35] 所以晚上達人秀
[45:36] 就順便看一下
[45:37] 達人秀的朋友也很可愛
[45:38] 達人秀的朋友
[45:39] 常常會問了一些問題
[45:41] 但剛好都是古惑仔
[45:43] 其實講爛掉的
[45:44] 講很多的
[45:45] 因為古惑仔的每一個達人
[45:46] 看趙華都會分享
[45:48] 趙華會分享自己的想法
[45:49] 當然也有更多的時間
[45:51] 完整的闡述
[45:52] 除了可能今天要分享的股票之外
[45:55] 還有個人的操作理念
[45:56] 還有自己的一些經驗等等的
[45:58] 都比較會在股貨仔
[45:59] 因此這兩個節目
[46:00] 有空的話互相搭配
[46:02] 你喜歡聽股貨仔通勤的時候方便
[46:05] 眼睛不用看
[46:06] 但如果覺得今天這個來賓講的不錯
[46:08] 然後也提醒
[46:09] 因為也不是每一個來賓
[46:10] 晚上都會講一樣的事情
[46:12] 但剛好像今天這個00178晚上就會講
[46:14] 所以就可以搭配圖表
[46:16] 一起服用
[46:17] 那當然也可以呼籲
[46:18] 身邊有看這個達人秀的朋友
[46:20] 古惑仔也可以聽一聽
[46:21] 很多人會在達人秀留言說
[46:23] 想知道趙華怎麼想
[46:24] 那其實我怎麼想
[46:25] 我會在古惑仔講最多
[46:27] 那電視沒辦法
[46:28] 大家可能沒有概念
[46:30] 因為有一個人就有留言說什麼
[46:32] 他很希望有一次
[46:33] 婉婷來可以講很多在電視上
[46:36] 為什麼後來就講
[46:37] 那樣就結束了
[46:38] 可是婉婷在古惑仔
[46:40] 可以講三四十分鐘
[46:41] 而且呢
[46:42] 因為電視是這樣子的
[46:44] 雖然大家可能是在網路上
[46:46] 搜尋到理財達人秀的影片
[46:47] 可是電視播出
[46:48] 其實就是48分30秒
[46:51] 以一個一小時的電視來說
[46:53] 所以他有固定在
[46:54] 例如說晚上8點播出
[46:55] 他不可能8點
[46:56] 給你播到10點
[46:57] 把後面的節目都蓋掉
[46:59] 所以他就只能在那一個小時
[47:02] 導致達人們
[47:03] 其實我們達人們
[47:04] 已經很厲害了
[47:04] 因為我們裡面棚裡面
[47:06] 都有倒數計時
[47:07] 說你超過幾分
[47:08] 達人們儘量都是
[47:09] 講在那個組的時間
[47:10] 我們修掉的片段
[47:11] 其實很少
[47:12] 大家都會覺得
[47:13] 少看到那個幾秒鐘
[47:14] 覺得你是不是
[47:15] 整段給人家修掉
[47:16] 沒有啦
[47:17] 我們算是非常
[47:18] 精簡製作的節目
[47:19] 漢偉應該也知道
[47:21] 我們都希望大家
[47:21] 不要超時
[47:22] 對
[47:23] 然後大家後製好剪之外
[47:25] 也不要讓觀眾覺得
[47:26] 他可能有講很多
[47:27] 結果都沒有用到
[47:28] 這樣子
[47:28] 所以在4830裡面
[47:30] 三個來賓
[47:31] 是一個平均發揮的情況下
[47:33] 就只能這樣
[47:34] 大家知道電視
[47:35] 就是有這樣的框架
[47:37] 那即使把電視內容
[47:38] 放到網路上
[47:39] 也不好意思
[47:39] 我們就時段已經很多
[47:40] 所以不可能多錄很多
[47:42] 什麼的
[47:43] 因此古惑仔就是一個
[47:44] 大家可以最
[47:46] 聽到最多最完整
[47:48] 我和達人們想法的一個頻道了
[47:51] 我覺得大家可以交替使用
[47:53] 應該是蠻不錯的
[47:54] 對啊
[47:55] 所以但我每次在錄這個節目的時候
[47:59] 都會超時
[48:00] 對但超時會發現到有那個通財壓力
[48:03] 因為你前面如果超時比較多
[48:05] 你後面就比較放心
[48:06] 但前面如果準時的話
[48:08] 你會不會覺得你就是害群之嗎
[48:10] 不會的啊
[48:11] 很少在唸你啊
[48:12] 對大家已經練習到
[48:14] 就是超時兩分鐘
[48:14] 都會覺得很那個
[48:16] 對所以其實不是
[48:17] 趙華不願意表達他的意見
[48:19] 是有時候我們已經超時
[48:20] 他如果問我們問題
[48:21] 我們就故意不回答
[48:22] 有耶對
[48:23] 他們就會安靜
[48:24] 然後我只要看他們安靜
[48:25] 因為那個計分牌
[48:26] 是在我的背後
[48:27] 我也看不到
[48:27] 所以等到他們
[48:28] 我就問了問題
[48:29] 發現他們安靜的時候
[48:30] 就想嗯好時間到了
[48:31] 然後就結束
[48:32] 然後回頭看
[48:33] 果然是因為已經超時
[48:34] 還蠻好笑
[48:34] 這是棚內的小花絮
[48:35] 對棚內會有一些
[48:37] 很好笑的小花絮
[48:38] 就不足為外人道
[48:40] 但是一定要相信
[48:41] 絕對都是很怎麼講
[48:43] 很在意觀眾的權益
[48:45] 不是我們故意要怎樣
[48:46] 那大家也多點體諒
[48:47] 不過大家都蠻體諒的啦
[48:48] 大部分人都還是覺得說
[48:50] 趙華的工作時數已經太長了
[48:52] 需要能夠多休息
[48:53] 那我們也儘量
[48:55] 就是在各種不同型別的節目裡面
[48:57] 給大家完整的一些知識
[48:59] 好那今天也謝謝漢玫哥
[49:01] 就是明天跟後天了
[49:03] 漢玫哥上完今天應該也就
[49:04] 辦休假了
[49:06] 也希望大家準備休假的心
[49:09] 就是也可以慢慢的拿出來了
[49:11] 明後天我們就當一個股市的快樂的觀眾
[49:15] 好不好
[49:15] 不要再為了股市換得換失了
[49:18] 對
[49:18] 那如果還沒有上書成功
[49:19] 也祝大家這兩天可以上書成功
[49:21] 好
[49:21] OK
[49:23] 那大家拜拜咯
[49:24] 好大家拜拜
