[00:00] 歡迎收聽趙華宇股貨載第1028集
[41:17] 大家覺得哦
[41:18] 然後反而讓他大腦中紅還漲停板
[41:20] 對
[41:21] 所以其實現在這種現象很多嘛
[41:23] 很多那種大牛飛天的翻身的股票
[41:26] 那你要知道主力性態是什麼
[41:27] 基本上來講
[41:28] 像今天鋼鐵集體漲盈版
[41:30] 他們是第一根就進去追看看
[41:31] 那追進去之後再看
[41:33] 後面才有沒有力度的訊息
[41:35] 有就往上推
[41:36] 你看之前的群創
[41:37] 能夠這樣連拉上去
[41:38] 就是群創一開始這個FOPLP
[41:40] 然後接下來又有這個低軌衛星
[41:43] 所以股價就連推上去
[41:44] 上去之後發現到好像續航力道不夠
[41:47] 就回到波段的起漲點
[41:49] 所以你現在如果看到這種
[41:50] 整個族群集體往上推高的時候
[41:53] 第一個你要看的是
[41:54] 如果你要做廠
[41:55] 你要先去認真的去研究
[41:58] 它產業的後續的力道是什麼
[42:00] 就比方說像昨天
[42:01] 你看省裝航運
[42:02] 一天上來之後
[42:03] 那昨天其實盤中尾盤就漲停開啟了
[42:06] 那昨天的一個BDI BGI指數
[42:08] 漲幅就稍微收斂一點
[42:09] 今天股價就跌了半根下去
[42:11] 所以我覺得很多主力
[42:13] 它其實第一天第一根是在試單
[42:15] 那你如果要做這種股票的話
[42:17] 你就要把握說
[42:18] 我主力在進場的時候
[42:19] 我可以搭上它順風車
[42:20] 它在跑的時候
[42:21] 我隔天可以跟著一起跑
[42:23] 那我覺得你每次去試這種
[42:24] 底部起漲第一根股票
[42:26] 我覺得就OK
[42:26] 你也不用太過在意產業面
[42:28] 或說這個後續的題材面
[42:29] 因為有些時候是
[42:30] 真的人家買了之後
[42:32] 才發現到
[42:33] 哇 聯電可以漲這麼多
[42:34] 才可以發現到群創可以漲那麼多
[42:36] 音樂達跟金寶可以漲那麼多
[42:38] 這些我覺得其實都有些時候是這種
[42:40] 剛好是資金搭配剛好可能題材
[42:44] 搭配剛好當時產業的熱度點火
[42:46] 所以我覺得其實現在就是剛剛提到了
[42:48] 既然盤面上是這種
[42:50] 我覺得是輪動快
[42:53] 沒有太多邏輯的時候
[42:54] 有些時候就大家不要想太多
[42:56] 你真的就是以短線操作的心態
[42:59] 去做這些短線的強勢股票就好了
[43:01] 好
[43:02] 因為本來還想
[43:04] 就生技多讓講兩句
[43:05] 就先不講了
[43:06] 因為有一段時間
[43:08] 很多人問的是寶瑞
[43:09] 或是像耀華耀好了
[43:11] 那寶瑞是一個CDMO的最大公司
[43:13] 那耀華耀當然是
[43:14] 大家在新藥開發上
[43:15] 很矚目的公司
[43:16] 那也有人跑來我那邊留言說
[43:18] 你看對啊資金的風
[43:19] 因為那個留言人
[43:20] 他蠻清楚的
[43:20] 他說現在資金的風
[43:21] 就是不青睞生技股
[43:23] 所以我記得那時候
[43:23] 寶瑞跌到四字頭
[43:25] 就是八字頭跌到四字頭
[43:27] 那我自己也看了嚇一跳
[43:28] 因為我其實對寶瑞
[43:29] 是蠻有興趣的
[43:30] 我對於當年的生技股王
[43:32] 現在已經不是他了
[43:33] 但因為他不斷的詬病
[43:35] 他讓他自己變得很大
[43:36] 所以我對他是
[43:37] 真的算蠻有興趣
[43:38] 而且我記得當時
[43:39] 我看他前三季
[43:40] 好像賺了十七八塊錢
[43:41] 真的是獲利很好的公司
[43:43] 但就如漢偉講的
[43:44] 有時候獲利很好的公司
[43:45] 你基準反而拉得很清楚
[43:47] 就是是不是漲到這邊
[43:48] 本益比已經多少
[43:49] 這個事情拉得很清楚
[43:51] 你就反而不容易大漲
[43:52] 他的保熱制金也有回暖
[43:54] 那藥華藥也有回暖
[43:56] 就等於像現在資金到1.16兆了
[43:58] 他可能就去關注到
[44:00] 有一些之前真的是比較低檔
[44:02] 甚至它有一點避險功能的產業
[44:04] 也會起來
[44:05] 而且他們可能是有EPS
[44:07] 或是有成長性的
[44:08] 那剛剛講到的鋼鐵
[44:09] 說實話我個人
[44:10] 以前跑過鋼鐵嘛
[44:12] 真的需要看到它的報價
[44:13] 比較明確的上揚啦
[44:15] 但是像生技股
[44:16] 我覺得那些已經有基本面的公司
[44:18] 如果資金回來青睞的時候
[44:19] 我還蠻喜歡
[44:20] 我剛剛講到一些領頭羊型的公司的
[44:23] 那至於是疫情概念的
[44:25] 我就比較不碰了
[44:26] 真的說不準
[44:27] 你說什麼印度有利白病毒
[44:29] 現在臺灣流感變得很嚴重
[44:30] 噴個兩三天
[44:31] 然後又跌停兩三天
[44:33] 實在太沒有意思了
[44:34] 而且如果這些防疫概念股
[44:36] 真的持續噴
[44:36] 那事情就嚴重了
[44:38] 那事情就不是
[44:39] 買防疫股的問題
[44:41] 是要去買口罩了
[44:42] 我們今天又拉里拉巴講很多
[44:46] 有說教
[44:49] 也有講產業的部分
[44:51] 一樣還是希望大家谷海平安
[44:53] 不要在這麼好的行情裡面
[44:56] 例如做空配籤
[44:57] 或是換得換失都不需要
[44:59] 我們就享受
[45:01] 臺股這一波
[45:01] 真的是非常好的行情
[45:03] 那就也謝謝漢瑋哥
[45:04] 也跟股貨仔的朋友說拜拜
[45:06] 好大家拜拜
