[00:00] 欢迎收听赵怀古惑仔第1142集
[46:14] 还有去年
[46:14] 对等关税
[46:16] 对不对
[46:16] 去年12月底
[46:17] 12月18号那一天
[46:19] 其实那个时候
[46:19] 大盘也修正到季线
[46:21] 你说经历过这么多
[46:23] 你要因为现在大盘破季线
[46:25] 就很吓到
[46:26] 或愁眉苦脸
[46:27] 是不会的
[46:28] 但是我知道
[46:28] 这两年有很多新手进来
[46:30] 新手一定会觉得震撼
[46:32] 但是不太容易
[46:33] 影响到我们的心境
[46:34] 就是我们在分享
[46:36] 我们的心境的时候
[46:37] 是因为我累积了非常多的经验值
[46:39] 那为什么会请大家一定要记得一件事
[46:42] 我觉得一直抱到一个大波段没有问题
[46:45] 可是中间我觉得有停利这件事情
[46:48] 也是我这么多年来
[46:50] 我觉得很重要的事
[46:52] 停利你会觉得有可能卖飞
[46:54] 可是停利就是你可以看到你今年
[46:57] 或是上半年
[46:58] 或是过去三个月
[47:00] 你真的有钱赚进来入贷
[47:03] 我觉得这个事情是蛮重要的
[47:06] 那停利没有真正死掉的标准
[47:08] 很多人都希望一句话
[47:10] 赵华到底为什么这档你要卖
[47:12] 我常常讲
[47:13] 刚威良也说了
[47:15] 你是技术派的人
[47:15] 标股破五日线
[47:17] 你可能赶快先卖
[47:18] 那后面有没有接回来再说
[47:20] 停利一
[47:21] 技术形态的停利
[47:22] 停利二我常常讲
[47:24] 我以前常常喜欢买价值股
[47:26] 它的所谓殖利率可能4% 5%
[47:28] 就它已经涨了40% 50%了
[47:30] 它已经是殖利率的10倍了
[47:32] 即使它可能是因为成长股的因素
[47:34] 我也会觉得没关系
[47:35] 那是不是要先适度的停利
[47:38] 刚刚讲了
[47:38] 你可以一张也可以拆成
[47:40] 200股500股卖
[47:41] 你两张可以先卖一张
[47:43] 然后还有另外一位朋友
[47:45] 就是韦泰也讲过
[47:46] 像前一阵子那个大波段
[47:48] 很多人都涨到说
[47:49] 你干脆就先把成本拿回来
[47:51] 你可能5万块一张
[47:52] 你都涨到10万块一张
[47:53] 那就把5万拿回来
[47:55] 那你接下来不都是
[47:56] 没有本的东西吗
[47:57] 没有本的你的压力
[47:58] 就自然减小
[47:59] 我觉得这些都是在
[48:01] 所谓停利上面
[48:02] 各式各样
[48:03] 你看看你觉得你适合什么
[48:05] 还有像我之前买比较激情
[48:06] 波动型大的ETF或基金
[48:09] 我也会跟大家讲
[48:09] 例如说100万赚到120万
[48:11] 你把20万先拿回来入贷
[48:13] 没有关系
[48:14] 跌下去你在家
[48:15] 没有跌下去
[48:16] 你就让剩下的部位继续往上跑
[48:18] 或者是你是定期定额
[48:20] 就继续定期定额
[48:20] 这些听起来都很腐烂
[48:22] 都老生常谈
[48:24] 都谈100次以上
[48:25] 可是只要遇到一次比较大的修正
[48:28] 就会理解
[48:29] 为什么这么多年来的经验
[48:31] 会有这样的一个想法
[48:33] 以及面临到这样修正的时候
[48:35] 可以笑得出来
[48:37] 储备不经不是装的
[48:39] 是因为就是有这一些的过程
[48:41] 那这个过程里面
[48:43] 会让自己稍微难受就是
[48:45] 确实你赚的有时候就是比别人少
[48:47] 会比那些
[48:48] 人家好像新手运才刚进来
[48:50] 怎么就可以赚一倍两倍三倍
[48:51] 我好像就只是稳稳的
[48:53] 可是久而久之你就知道
[48:55] 你大部位的稳健获利
[48:57] 绝对比你小部位
[48:58] 或是偶尔一年
[48:59] 你突然赚到钱
[49:01] 然后自己还不太知道
[49:02] 为什么来得好很多
[49:04] 其实如果说这一两年
[49:06] 刚进场的投资人
[49:07] 换个角度来思考
[49:09] 早早就遇到了这个
[49:10] 像上周五717的
[49:12] 史上最大跌点惨案
[49:13] 其实也没什么好怕
[49:15] 你就是趁早学一些经验
[49:17] 每一个人来到这个市场
[49:18] 都一定会缴学费的
[49:20] 没有人这个永远只胜不败的
[49:22] 没有错
[49:23] 对啊换个角度思考
[49:24] 史上单日最大跌点
[49:25] 你遇到下次你遇到
[49:27] 第二大跌点
[49:27] 第三大跌点的时候
[49:29] 不就是心态就放轻松了
[49:31] 就像我自己是新手的时候
[49:33] 我遇到的是网络科技泡沫
[49:35] 10393一下跌到3411
[49:37] 所以对我自己真实的感受来讲
[49:40] 我到目前为止都还是觉得
[49:42] 2000年那次的泡沫化
[49:43] 是我是自己碰到最可怕的
[49:46] 所以后来的金融海啸
[49:47] 或者说像中美贸易战疫情
[49:50] 当然每次都会有一些受伤
[49:52] 有一些获利回吐
[49:54] 也会有一些不舒服
[49:56] 可是我觉得从来就没有
[49:58] 再像2000年那一次那么样的惊悚
[50:00] 那我觉得所以遇到过越大的空头
[50:03] 而且是越早碰到
[50:04] 那其实有时候真的就像这个
[50:07] 以前英国前首相丘吉尔曾讲的
[50:10] 不要浪费一场好危机
[50:11] 不要浪费一场好的危机
[50:14] 丘吉尔讲过很多很有趣的话
[50:16] 威朗真的是宝读诗书
[50:18] 都可以轻易的信手拈来讲出来
[50:21] 还要说一下这个阿根廷球王梅西说的
[50:24] 我们必须接受
[50:25] 我们不可能总是一直在赢
[50:28] 哎呀 世足在打完了
[50:30] 希望大家喜欢的队伍
[50:32] 但我觉得有点难
[50:33] 因为我知道非常多人是支持美希
[50:35] 当然西班牙对阿根廷1比0
[50:38] 可是对股票市场来说
[50:40] 世足赛结束会是一个资金的重新回流
[50:43] 就你没提我还忘记这件事情
[50:45] 对这个威良是NBA的球迷
[50:49] 然后当然世足赛四年一次
[50:51] 我们难免当一下几日球迷
[50:54] 我是没有平日那么疯
[50:55] 但是多多少少会知道强队是哪一些
[50:58] 以及昨天这个
[51:00] 我今天一早上一起来
[51:02] 就看到支持阿根廷的朋友
[51:03] 是非常的难过
[51:04] 但现实一点
[51:06] 钱就要回到投资市场了
[51:07] 因为以前世足赛有魔咒
[51:09] 世足赛会吸走蛮多的市场资金
[51:11] 不管是地下赌盘也好
[51:13] 或者是眼光
[51:14] 比较会注意在这种
[51:16] 很特别的赛事上面也好
[51:19] 所以也许也是一个回归正常
[51:21] 一个不错的赛
[51:22] 我觉得这边的话
[51:24] 大家也可以参考看看
[51:26] 那也希望大家国海平安
[51:27] 当然有问题
[51:28] 想要问的
[51:29] 也还是可以私讯给我啦
[51:30] 最近也是有一些私讯
[51:32] 不过我比较开心的是
[51:33] 私讯来这一次
[51:35] 恐慌的真的比较少
[51:37] 比较多的还是在感谢说
[51:39] 自己有做了资产配置
[51:41] 比较不慌不忙的部分
[51:42] 所以我觉得
[51:43] 大家都成长了
[51:44] 也进步了
[51:45] 好
[51:45] 那我们今天的谷后仔
[51:47] 就到这边了
[51:47] 大家拜拜
[51:48] 拜拜
