[00:00] 欢迎收听赵华与古货载第1105集
[50:45] 那刚刚提到
[50:46] 要去看乖利率
[50:48] 你也不认真看
[50:49] 甚至我觉得其他前面的话
[50:51] 最重要最重要
[50:52] 就刚刚提到
[50:53] 纪律不能遵守
[50:55] 就是每一次1000块卖掉
[50:57] 过了1000亿之后
[50:58] 就再也买不回来
[50:59] 如果有这种个性
[50:59] 我会觉得其实老实讲
[51:01] 你也不见得要去赚价差
[51:03] 这个事情我也训练一段时间
[51:05] 就是最近说实话
[51:08] 达人们的名牌也是满天飞
[51:10] 那有很多是可能我以前买过的
[51:12] 我举一个最简单的例子好了
[51:14] 我不见得买回来
[51:15] 大家还记得之前
[51:16] 我有持有经济
[51:17] 对不对
[51:17] 但是因为经济
[51:18] 以我对产业的了解
[51:20] 我觉得涨到160
[51:20] 真的是让我觉得
[51:22] 已经有一点高了
[51:23] 所以我就说
[51:24] 我就有跟大家公开的讲说
[51:25] 经济我可能就会先忽略了解
[51:27] 但是另外一边是金居
[51:28] 金居我就很有兴趣
[51:29] 因为我觉得这种材料升级
[51:31] 这件事情
[51:32] 对我的魅力是非常非常大的
[51:33] 就是跟
[51:34] 所以有时候说
[51:35] 有的答案没有办法一条线
[51:37] 就为什么你要卖掉经济呢
[51:39] 为什么你要留着金居呢
[51:40] 只是因为我对这个产业
[51:42] 它前景的想象
[51:43] 跟我的认知
[51:44] 跟我觉得它的潜力
[51:46] 是不一样的
[51:47] 就这样子
[51:48] 后来经济停利之后呢
[51:49] 最近实营元件不是涨翻了吗
[51:51] 我是没有追回来
[51:52] 但是呢
[51:52] 我知道我身边有好朋友
[51:54] 就买了经济
[51:55] 他就是买在我卖的位置
[51:56] 就是160
[51:57] 当然不是同一天
[51:58] 就是我卖了之后
[51:59] 经济其实还有在下去
[52:00] 又在上来这样
[52:01] 他就是用动能嘛
[52:03] 所以动能上去
[52:04] 他就买
[52:04] 赚了两根停板
[52:05] 我就想
[52:06] 这个股票不管在任何位阶
[52:08] 都能赚钱哦
[52:09] 如果我今天勇敢一点
[52:11] 我也是用动能
[52:12] 他回档
[52:13] 回后买上涨
[52:13] 我应该要追嘛
[52:14] 可是因为我对产业的认知就是
[52:16] 我觉得实营元件是有受惠啦
[52:18] 就跟明翰看被动元件一样
[52:20] 有受惠啦
[52:21] 但现在长得应该就是一个势头吧
[52:23] 我就比较没有办法
[52:25] 对
[52:25] 但是被动的话
[52:27] 可能因为我之前在D档
[52:28] 有抓到一两档标股
[52:30] 所以我就抱得很开心
[52:31] 就像今天洗来洗去
[52:32] 我也是没有要下车的意思
[52:34] 结果后面又拉上去了
[52:35] 吓死人了
[52:36] 像这个信仓店
[52:37] 真的是很夸张
[52:38] 但我们这边就花一点点时间
[52:40] 让明翰做一个小结文
[52:42] 因为又是时间的问题
[52:44] 就是被动元件被关之后
[52:47] 现在集体修正
[52:48] 但是其实也没什么修正
[52:49] 还是在被关的时候很活泼
[52:50] 这个族群到底
[52:52] 大家还要不要趁着势头再上车
[52:54] 还是换过来想
[52:55] 除了刚刚讲的设备
[52:56] 有没有别的族群
[52:58] 你觉得现在至少
[52:59] 是你讲三个月后
[53:00] 你觉得人家问你
[53:01] 你不会担心的
[53:02] 如果刚刚提到
[53:04] 其实被动的部分
[53:06] 我觉得那个架构有点类似
[53:08] 应该说
[53:10] 其实有点类似
[53:11] 刚刚提到CPU那个概念
[53:13] 就是说他们的趋势是对的
[53:16] 他现在的问题是什么
[53:18] 就是一样就是股价的动能
[53:20] 远比他们的基本面动能要强太多
[53:22] 就是这也没话讲
[53:23] 资金来了就不这样
[53:24] 对对对
[53:24] 所以你说到底结束了没有
[53:27] 老实说我觉得很明显就是没有
[53:29] 就是没有
[53:30] 对就是没有
[53:31] 那但是会有一个问题啦
[53:34] 就是我刚刚提到
[53:35] 就是短线涨太多
[53:37] 那会导致这个如果休息的情况下
[53:41] 他会把休息时间拉得比较长
[53:44] 那所以刚刚提到
[53:46] 就是我个人觉得
[53:47] 它的操作逻辑跟现在的CPU
[53:51] 或者是联发科有点像
[53:54] 就是长短线分开
[53:56] 你要做短线的
[53:57] 现在就是最好的时间点了
[54:00] 因为就是市场资金在集结的地方
[54:03] 至于如果长线的
[54:05] 也不是不能买
[54:06] 但是有个问题
[54:07] 有结论来讲
[54:09] 你一定要有耐心
[54:10] 你一定要分一段时间买
[54:14] 因为现在是一个正热的时间点
[54:17] 可是回过头来
[54:19] 你说不然现在真热
[54:21] 我先不要买
[54:21] 我之后再买
[54:22] 可我个人觉得
[54:23] 以人性而言
[54:25] 你现在不买
[54:26] 以后你也不会买
[54:27] 现在你热
[54:28] 其实我刚刚讲
[54:29] 你五笔你先买一笔
[54:31] 就算不小心买在高点回档
[54:34] 你套牢不了多少
[54:35] 你后面可以再买
[54:37] 那你永远不买
[54:38] 你就是看着上去看着下来
[54:40] 如果你真的觉得
[54:41] 它就是一个趋势
[54:43] 其实它是会有机会的
[54:46] 就我的觀念就是說
[54:49] 這個真的是投資邏輯的不同
[54:52] 我跟大家講就是這個概念
[54:55] 我們可以把整個AI如果比較粗略的分
[54:59] 我個人覺得就是一個就是我剛剛提到最標準
[55:02] 這兩年來獲利都很好
[55:04] 這就是最純的AI
[55:06] 另外就是有沒有可能後來才進來
[55:09] 有但是老實講相對而言比較少
[55:12] 我覺得以我概念就是
[55:15] 我覺得不是兩年後來才進來
[55:17] 現在就是可以直接告訴大家
[55:20] 大家都認同我就是載板
[55:21] 載板也是去年才開始的
[55:24] 是
[55:25] 對不對
[55:25] 那到現在大家
[55:26] 那時候一開始
[55:27] 但事實上它就真的現在就是有的
[55:30] 是
[55:31] 那後續剛剛提到CPU也會是
[55:35] 連8顆也會是
[55:36] 這個被動元件理論上我覺得會
[55:40] 但是對比而言
[55:43] 我觉得如果是联发科CPU跟被动
[55:48] 相对来讲
[55:49] 被动的比例会相对比较低一些些
[55:51] 因为它原本的原生产品的量太大
[55:55] 那当然AI是有受惠
[55:57] 但是比例有点落差相对比较大
[56:00] 但CPU相对而言
[56:02] 它进来或者是联发科TPU进来之后
[56:04] 那个量是大的
[56:05] 所以他们的明年动能是很确定的
[56:08] 但是整体架构来讲
[56:10] 我刚刚提到
[56:11] 被动就操作逻辑
[56:13] 比较跟CPU跟这个所谓的
[56:17] 联发科的架构类似
[56:18] 短线可以操作
[56:19] 长线的人真的要点耐心
[56:22] 你现在all in
[56:23] 也不是不行
[56:24] 你现在all in
[56:25] 你投资时间有拉长可以
[56:26] 可是只有一种是最惨的状况
[56:29] 就是现在热
[56:30] 你结果你是长线投资
[56:32] 你还是买进
[56:32] 等到中间休息下来的时候
[56:35] 一定会传出告诉你说
[56:36] 其实这个没有社会那么好
[56:39] 因為我常講就是沒辦法
[56:42] 這個是市場的現象
[56:43] 就是上去的時候都會告訴你
[56:45] 這個再不買就永遠買不到
[56:47] 一下來就告訴你
[56:48] 其實這個根本沒有收費那麼好
[56:50] 怎樣
[56:51] 結果你下來之後
[56:52] 你看了之後又害怕
[56:54] 然後又發現別的很強
[56:55] 你又趕快賣掉
[56:56] 再去追強勢族群
[56:59] 這樣長線而言是很難獲利的
[57:02] 或者是我
[57:03] 我覺得還有個
[57:05] 順便講一個
[57:06] 我觉得投资最重要的一个主概念
[57:09] 我觉得台湾投资人
[57:10] 我觉得有一个很错误的迷思
[57:13] 就是大家很
[57:15] 你的获利的总金额
[57:17] 其实是你的资产去乘上你的
[57:19] 这个所谓的获利率
[57:21] 那大家
[57:22] 我会觉得台湾人很重视那个获利率
[57:25] 就是某一档股票
[57:27] 赚了一倍啊
[57:27] 两倍啊
[57:28] 但是那种股票
[57:29] 可怕你只有买一点点
[57:30] 对对对
[57:30] 重点你最后
[57:33] 你真正要的是
[57:34] 你到底前段的投资多少
[57:37] 导致沉出来的数字很大
[57:39] 那你说
[57:40] 我有一档标股压得很重
[57:42] 那我就会觉得
[57:43] 你这个人业路走多
[57:44] 很容易见鬼
[57:45] 因为那怎么
[57:46] 这么风险这么大的
[57:47] 你怎么有办法敢去压重
[57:49] 是
[57:49] 这是我以前
[57:51] 我们在自营操作
[57:53] 我自己长期的观察
[57:54] 就是如果你有敢去压一档
[57:56] 风险很高
[57:57] 重压通常最后
[57:58] 也会有出事的一天
[58:00] 是
[58:00] 所以我觉得安稳应该说
[58:01] 强势族群可以买
[58:03] 可是不用那麼興奮
[58:04] 因為你壓不重
[58:05] 我給大家概念
[58:07] 就是記得一件事情
[58:08] 就是今年指數
[58:10] 現在加權指數已經漲了五成
[58:13] 所以這個概念是什麼
[58:15] 就是假設你年初
[58:16] 你手上有一百萬的資金
[58:19] 其實到現在你應該要賺五十萬
[58:21] 如果沒有
[58:22] 你就應該要
[58:23] 是不是應該調整一下步調
[58:25] 簡單而言你年初
[58:27] OE0050其實就有這樣的水準了
[58:30] 所以我的概念是要告訴大家
[58:32] 其實強勢族群可以操作
[58:36] 但是你長期而言
[58:38] 如果一直把你的資金在追強勢族群
[58:42] 你到底賺的總金額
[58:44] 我真的是講總金額
[58:46] 因為我們以前操作也都這樣
[58:48] 就是你最一開始的那個資金
[58:50] 因為有時候這個壓力是很大
[58:53] 因為我們以前操作也知道
[58:54] 給你100萬
[58:55] 你最後要賺
[58:56] 尤其是這種多頭格局
[58:58] 要賺贏指數相對來講不太容易
[59:00] 原因是因為你不可能永遠都是Owing的格局
[59:04] 所以我剛剛提到
[59:05] 你的賺的錢其實是你投入的資產
[59:09] 去乘上你的這個獲利率
[59:12] 獲利率我個人覺得獲利率
[59:14] 反而不要看得這麼重
[59:16] 應該是說你在對的趨勢下
[59:18] 你壓的對不對
[59:19] 所以回過頭來
[59:20] 我剛剛提到
[59:21] 就是只要往AI靠攏
[59:24] 然後維持高持股
[59:26] 其實一直以來都會獲利
[59:28] 哪怕你抓的可能只是平均值
[59:31] 或者是简单的
[59:33] 你只要都在AI
[59:34] 你的增长动能
[59:36] 其实会一定会赢过指数平均
[59:39] 所以照理说
[59:40] 我刚刚提到
[59:41] 就是你只要能够维持高持股
[59:43] 其实今年要赚到五成
[59:45] 其实老实讲也不是那么难
[59:48] 所以就是重申
[59:49] 就是说短线这个强势族群可以操作
[59:53] 但是适量就好
[59:55] 因为常年追强势族群
[59:58] 就我自己的概念
[60:00] 常年追强势族群的人很难
[60:03] 把你的资产不断不断地累积
[60:06] 尤其是你的资产稍微大一点点之后
[60:10] 我们以前在部位操作部位很大
[60:13] 其实你都很难去不断地追短线
[60:15] 所以相对而言
[60:16] 你必须要买对的股票
[60:19] 然后压得重
[60:21] 然后把时间拉长
[60:23] 才可以让你的资产不断地翻倍
[60:25] 如果今年没有到五成的
[60:27] 现在也不要沮丧
[60:28] 因为他指的是说
[60:30] 在今年1月
[60:31] 第一个交易日
[60:32] 投下单笔去买市值
[60:34] 会有五成
[60:35] 那个单笔有五成
[60:36] 但是我觉得
[60:37] 如果有做到另外一件事情
[60:38] 就更好
[60:39] 也呼应刚刚明翰哥讲的
[60:41] 例如说
[60:42] 我不是有请大家
[60:43] 可以买一点主动市值ETF吗
[60:44] 或市值型ETF
[60:46] 那大家当然不太可能说
[60:47] 我今天就一笔钱OE
[60:48] 之后再也不管它了
[60:49] 后面当然陆陆续续有加码
[60:51] 那我自己个人
[60:52] 因为我不是那么喜欢追高
[60:54] 也会有FOMO的时候
[60:55] FOMO的时候我也会去加东西
[60:56] 但就加不多嘛
[60:57] 因为你知道自己在追
[60:59] 那什么时候会加的多
[61:01] 就是往下跌
[61:02] 跌破月线了
[61:03] 跌破季线了
[61:04] 我就会加的比较多
[61:05] 所以今年有这样的机会的
[61:07] 并不是没有
[61:08] 好
[61:09] 那今年如果从年初到现在
[61:11] 我的总报酬率有没有五成
[61:13] 我刚刚看一下
[61:13] 还真没有五成
[61:15] 可是有什么呢
[61:15] 例如假设
[61:17] 假设你本来年初是一千万好了
[61:19] 加到中间我可以减
[61:21] 假设现在是两千万好了
[61:23] 你的报酬率
[61:25] 可能年初的那一笔是五成
[61:26] 可是中间加加加加加
[61:28] 变成是你1000万可能赚5成
[61:30] 可是你2000万赚4成
[61:32] 那你是不是总totally
[61:34] 还是赚的比较多
[61:35] 我觉得这个就是刚刚明翰
[61:37] 一直在强调说
[61:38] 你到底有没有让你的资产
[61:40] 有效放大这件事情
[61:42] 那如果你很执着的是
[61:43] 因为我之前也遇到人家跟我说
[61:45] 赵怀恩谢谢你教我们
[61:46] 有买这个什么什么ETF
[61:47] 可是我现在看到
[61:49] 它都比我当初买的贵
[61:50] 我就觉得我买不下去了
[61:51] 怎么样克服这个感觉
[61:53] 我也不知道怎么克服
[61:54] 大家这个感觉
[61:55] 如果你只有买个十万块
[61:56] 你就买不下去了
[61:57] 那你就没有累积啊
[61:59] 那最简单的方法定期定额
[62:01] 定期定额就算你定
[62:02] 要扣的那一天刚好是高点
[62:04] 也没有关系
[62:05] 因为长期有平均成本
[62:07] 再不然就是你要勇敢
[62:08] 在有明显回档的时候
[62:10] 加大把一笔比较大的投进去
[62:12] 多加几次在这种低点的位置区
[62:15] 你会说会不会加了还有更低
[62:17] 当然有可能
[62:18] 可是我们现在就是要来
[62:20] 平均大家买进的成本
[62:22] 以及累积大家的部位
[62:24] 部位够大
[62:25] 报酬率才会有感
[62:26] 不是说你有一档
[62:28] 就像大家说锦硕
[62:29] 可是其实大家知道吗
[62:31] 我锦硕只有出没有进了
[62:33] 因为这中间
[62:34] 我就有去卖掉一些些
[62:35] 就想说反正获利了结不吃亏
[62:37] 好处是后面的人
[62:38] 几乎都不想动了
[62:39] 随便你飞
[62:40] 如果一开始就觉得很担惊受怕
[62:43] 也不用等到什么700块
[62:44] 早就卖光光
[62:45] 所以你先部分的获利了结
[62:47] 那后面就让他飞
[62:48] 但是后面你说
[62:49] 那赵华你为什么500不买
[62:51] 600不买
[62:51] 700不买
[62:52] 就是没办法
[62:53] 心情上没有办法
[62:54] 可是ETF我比较有办法
[62:56] 就是在回档的时候
[62:57] 我会对整体ETF是一篮子股票的
[63:00] 我比较有信心
[63:01] 我觉得这件事情是整个投资的核心
[63:04] 给大家做参考
[63:05] 好那今天又因为时间的关系
[63:08] 上次有人说
[63:09] 下次可不可以跟明翰开一个马拉松parket
[63:12] 好我们再看
[63:12] 我们就从早上9点讲到晚上9点好了
[63:15] 好那就跟股货仔朋友说拜拜
[63:19] 拜拜
[63:24] by bwd6
