[00:00] 欢迎收听赵华谊古货载第1062集
[51:09] 你想要得到
[51:10] 最好的一个绩效效果
[51:12] 其实你平常是需要
[51:13] 准备一些预备金的
[51:15] 放在你的账户里面去
[51:17] 当作说我随时
[51:18] 遇到状况的时候
[51:19] 我有办法在第一时间
[51:21] 做加码的一个动作
[51:23] 那我问你
[51:24] 它3% 5% 10% 15%都可以扣
[51:26] 那你要设定哪一种
[51:28] 我们的经验是这样子
[51:31] 因为其实这种低档
[51:33] 回档多少去扣
[51:34] 效果会比较好
[51:36] 我们也有做过数据上面的研究的
[51:38] 那如果今天是股票型的产品
[51:41] 我过去自己在做数据上的研究
[51:44] 大概是5到8%这个区间
[51:47] 它的一个低档累积的效果会是最好的
[51:51] 所以我们在看基夫中
[51:53] 它这个设定的选项上面来看的话
[51:56] 应该你是选择-5%或是-10%
[51:58] 那它可能在长期累积的一个征服上面的话
[52:02] 我的一个经验上应该是会比较好的
[52:05] 那当然这也跟你想要扣款的次数有关
[52:08] 你如果想要随时都有机会可以做加码
[52:11] 那你可能就要选负5%
[52:13] 那你如果是觉得说
[52:14] 我一定要等到回档很深
[52:16] 我才来做一个比较大幅度加码的
[52:19] 那你就可能考虑用负10%的方式
[52:22] 再来做投入
[52:23] 那负15%根据我的经验是这个样子
[52:26] 也不是说没有
[52:27] 但是通常触发的次数会很少
[52:30] 所以呢我会比较没有这么建议说
[52:33] 你要设到-15%
[52:35] 当然很多人可能会看说
[52:36] 老师你这样子讲不太对哦
[52:38] 你看像2025年4月
[52:40] 那个回档就有超过15%以上了
[52:42] 可是问题是
[52:44] 那个不会常常出现啊
[52:46] 我们有时候加码是
[52:47] 我想跟投资朋友分享一个概念
[52:50] 加码跟抄底是不一样的逻辑
[52:53] 加码的话呢
[52:55] 就是他的出现的频率要高
[52:58] 然后呢
[52:58] 让你可以有机会有闲钱就做一个投入
[53:01] 这个叫加码
[53:02] 那抄底的话是什么
[53:04] 抄底就是大幅度的回挡
[53:07] 比如说我们过去在节目里面
[53:09] 有做一些分享
[53:10] 我们抄底的话就是说
[53:12] 我一个好的产品
[53:13] 通常要么跌破年限
[53:15] 要么跌破十年线的时候
[53:17] 这个都是叫做千载难逢的好机会
[53:20] 那你去做一个大幅度的一个投入抄底
[53:23] 那你未来反弹的成果会非常好
[53:26] 可是他的问题就是
[53:28] 你有可能等好几年都不一定会出现一次
[53:31] 所以这种叫做超底
[53:32] 所以像我们在看这种投资的过程里面
[53:36] 既然它的定义上是一个
[53:38] 自动低档加码的一个功能
[53:40] 那我就会比较建议就是说
[53:43] 你的跌幅的幅度应该在
[53:45] -5或是-10的这个区间
[53:47] 根据我自己本身的经验
[53:49] 这边的一个效果会是最好的
[53:50] 而且更重要的是什么你知道吗
[53:52] 基富通的这个平台
[53:55] 这个-3-5-10-15
[53:58] 跟他的倍数还有这个日期
[54:00] 这不是人家随随便便定义出来的
[54:04] 他这一份资料的话呢
[54:06] 是由委托所谓的财经的教授
[54:09] 他去做过非常严谨的回测之后
[54:12] 透过模型的反复验证
[54:15] 验证了最近30年的一个资料
[54:17] 他所给出来的一个系统平台设计上面的一个建议
[54:22] 所以呢
[54:23] 投资朋友的话呢
[54:24] 就可以根据平台的一个设定的选项
[54:28] 大胆的去做投资的一个动作
[54:31] 你就不用自己去猜啦
[54:32] 因为很多人都是猜来猜去
[54:34] 猜说我到底几趴加吗
[54:36] 效果才会最好
[54:37] 到底什么条件触发
[54:39] 我才能够得到最好的效果
[54:40] 我跟你讲
[54:41] 根本就不用猜
[54:43] 你在基辅通的这个平台里面
[54:45] 人家都已经帮你把你想要的那个情境
[54:48] 拿去外面给学术机构
[54:51] 回测完之后
[54:52] 直接帮你把这个答案
[54:54] 内建在系统上面
[54:56] 你只要记得来用它就好了
[54:59] 那这样子的话呢
[55:00] 就可以帮助你在投资的过程中
[55:02] 省下非常多的一个心力
[55:04] 那这样子的话
[55:05] 你就可以专注的在你的本业上
[55:08] 好好的多赚一点钱
[55:09] 然后呢
[55:10] 有了更多的一个闲钱之后的话
[55:12] 就可以放到投资市场里面去
[55:14] 帮你呢
[55:15] 财富呢
[55:16] 做增值的一个效果
[55:17] 好
[55:18] 其实谷歌仔
[55:18] 真的是非常受到投资朋友的欢迎
[55:21] 那我也会在中间去思考
[55:23] 因为我的来宾有非常多元
[55:24] 有人会跟我大聊产业
[55:26] 我觉得很过瘾
[55:28] 就是因为我自己以前跑产业
[55:29] 那像古猿产业出身
[55:31] 可是到最后我就会发现
[55:32] 有好多好多是比较像是新手
[55:35] 或是你再怎么听
[55:36] 因为自己的环境就是很单纯
[55:38] 不太可能真的去研究产业或什么
[55:40] 或财报看起来觉得很痛苦很难懂
[55:42] 就回归到返璞归真
[55:44] 就用这个最简单的方式
[55:46] 真的
[55:47] 就是有时候我讲讲
[55:49] 他都说好喜欢听赵华碎念
[55:51] 什么碎念
[55:52] 因为虽然都是讲一些最简单的方法
[55:54] 而且我看到很多人的回馈就是
[55:56] 真的用反普规正以后
[55:58] 用最简单的方法
[55:59] 反而在过去这么一长段时间里面
[56:02] 没有错过多头
[56:03] 然后也累积到部位
[56:05] 因为自己用人性判断就是很困难
[56:07] 大家喜欢听我说
[56:09] 回党的时候就捡了什么
[56:10] 我也会不吝把标的讲出来
[56:12] 可是大家不是我啊
[56:13] 比如说你可能不知道
[56:14] 我还有多少子弹可以夹
[56:15] 比如说为什么我今天是选了988A
[56:18] 不是去选981A
[56:19] 都会有当下的一个判断
[56:21] 那都太复杂了
[56:22] 然后例如说
[56:23] 就会有人传讯息问我说
[56:24] 那我就把我的金融股
[56:25] 都换成主动式ETF
[56:27] 你又太积极了
[56:28] 我真的不知道你的风险承受程度
[56:31] 所以我觉得今天借由
[56:32] 谷鱼告诉大家
[56:34] 基富通最基本的定期定额设定
[56:36] 还有低档自动投
[56:38] 就让大家可以在低档的时候
[56:40] 多买一点
[56:41] 我觉得先用这个方式
[56:42] 那选择的就会是
[56:44] 台美股表现好的科技型
[56:46] 或者是股票型基金
[56:48] 我觉得先用这个方式
[56:49] 大家可以
[56:50] 如果您是一个入门级的新手的话
[56:53] 你借用这个方式
[56:54] 维持大概一年吧
[56:55] 我觉得应该就可以看出一个很好的成绩
[56:58] 你会对你的投资相对比较有信心
[57:00] 对没有错
[57:01] 好那我们今天
[57:02] 古惑仔就到这边了
[57:04] 我们下次再见了
[57:05] 拜拜
[57:05] 拜拜
