[00:00] 欢迎收听赵华宇古惑仔第1084集
[49:16] 周末了
[49:17] 还是关心一下美伊的情势
[49:20] 因为虽然在巴基斯坦很谈
[49:22] 但看起来
[49:23] 我个人看来
[49:25] 应该还是一个谈崩的状态
[49:27] 不太容易达成共识
[49:29] 那这个事情会不会在台股高点的时候
[49:31] 或美股反弹的时候
[49:32] 来进行干扰
[49:34] 有可能啦
[49:35] 对
[49:36] 在最危急的时候
[49:38] 我都没有投降了
[49:40] 我休息十天二十天之后
[49:41] 怎么会投降呢
[49:43] 是
[49:43] 所以这个东西也是要留意的
[49:45] 好
[49:46] 那我们今天的谷破仔
[49:47] 就到这边
[49:48] 大家周末愉快
[49:48] 谢谢大家
[49:49] 拜拜
