[00:00] 欢迎收听赵怀古惑仔第1136集
[46:03] 也懂得操作概念
[46:05] 他说最大的幸运
[46:06] 就是发现了这号节目
[46:07] 这边我略
[46:07] 我心领心领
[46:09] 非常谢谢你这么感激
[46:10] 也推荐给朋友
[46:12] 他说现在已经可以
[46:13] 给小孩更好的生活
[46:14] 上台一般
[46:15] 上英文
[46:15] 周末出去玩都一点压力也没有
[46:17] 甚至带着小孩一起学理财
[46:20] 已经帮小孩开好了账户
[46:22] 帮他买ETF台积电存股
[46:24] 甚至一小部分偷偷买一些强势股
[46:26] 他会同言同语的说
[46:28] 股票买绿色
[46:30] 红色就卖掉
[46:31] 是台股
[46:33] 美股不一样
[46:33] 对
[46:34] 美股不一样
[46:36] 相反
[46:37] 他说谢谢赵华改变了我们家的生活
[46:40] 好
[46:40] 我觉得是你自己很努力
[46:42] 我觉得是真的
[46:43] 你很努力
[46:44] 就是我们刚刚讲的
[46:45] 可能沟通的一些观念
[46:46] 您真的有很认真的听起来
[46:48] 好棒
[46:49] 这个也给我们更强大的动力
[46:51] 是 给我们很大的正面回馈
[46:53] 非常谢谢 非常感谢
[46:55] 那我们今天的古货仔
[46:56] 也就先到这边了
[46:58] 跟大家一起说拜拜咯
[46:59] 拜拜
