[00:00] 歡迎收聽趙華語古貨載第1030集
[43:52] 下跌之後又創高
[43:54] 但是最近又上下來
[43:55] 今天又稍微休息
[43:56] 就是漲多難免震盪會大
[43:58] 但大家可以把那個順序排一下
[44:00] 載板晚點看好
[44:01] 所以我的大錦碩
[44:02] 就也只能
[44:03] 現在再敷再整
[44:05] 沒有
[44:05] 開玩笑的
[44:06] 像藍店也最近會比較深
[44:08] 對
[44:09] 宅版三雄
[44:09] 你會有一個排序嗎
[44:11] 如果用
[44:12] 我們一樣用產業趨勢來講的話
[44:14] 假設在AI最受惠的
[44:16] 其實長線來講是星星
[44:18] 因為它的ABF的技術
[44:20] 然後產能規模是最大的
[44:21] 那藍店的部分的話
[44:23] 它是短暫性的蠻好的
[44:25] 因為它的客戶相對沒有
[44:27] 其實這個很有趣
[44:29] 它客戶相對沒有星星這麼強
[44:31] 是
[44:31] 對
[44:32] 然後但是因為缺料
[44:33] 然後他有拿到料的情況下
[44:35] 他反而有機會轉價
[44:36] 所以短線上
[44:38] 南電能獲利的動能
[44:40] 會比新興來的漂亮
[44:41] 但是長線上結構
[44:42] 是新興會比較好
[44:43] 那緊縮的話
[44:46] 他是BT比重比較高
[44:47] 對那BT目前
[44:49] 就是記憶體需要用到BT
[44:50] 比記憶體跟消費性產品
[44:52] 那消費性不好
[44:53] 可是記憶體現在很好
[44:54] 所以BT也一樣
[44:56] 就是會有漲價的體材性
[44:58] 所以大家就根據他們不同
[45:01] 例如說我如果覺得
[45:02] 集體要回檔
[45:03] 我可能就跳船了嘛
[45:04] 對不對
[45:04] 然後去新興之類
[45:05] 對
[45:06] 對
[45:06] 用這樣的想法去佈局
[45:09] 載板是沒有問題
[45:10] 但上游的坡遷步的地方
[45:13] 因為之前他
[45:14] 婉田早就跟大家提醒了
[45:16] 那個擴散真的是
[45:17] 比較快一點點的
[45:18] 那如果再加上
[45:19] 我們可能很矚目的富強
[45:20] 他的營收沒有開出來
[45:22] 他都會對股價
[45:23] 比較大壓力
[45:24] 大家都很喜歡他
[45:25] 可是就因為如此
[45:26] 他的散戶的籌碼
[45:27] 可能也比較凌亂
[45:29] 我覺得這個是
[45:30] 真的要留意
[45:31] 像我之前看
[45:32] 什麼德宏
[45:33] 建榮長很兇
[45:34] 他們可能真的是
[45:34] 主力索馬索的比較緊
[45:36] 對
[45:36] 不代表他們比富僑厲害
[45:38] 對
[45:38] 好那另外
[45:40] 同博的部分
[45:41] 其實就兩家
[45:42] 一個金居一個榮科
[45:43] 那榮科我們兩個
[45:44] 也常常討論
[45:44] 就是市場之前
[45:46] 讓榮科大噴
[45:47] 就是講他也是透過
[45:48] 高階同博透過認證
[45:49] 但事實上
[45:50] 應該呢
[45:52] 就是那個沒有那麼簡單
[45:54] 對
[45:54] 公司絕對有努力
[45:56] 可是這個真的是
[45:58] 市場的
[45:59] 呃
[45:59] 傳言
[46:00] 對
[46:00] 那榮克最近也回的
[46:01] 就比較多
[46:02] 對
[46:02] 而且榮克他在
[46:04] 最近他在籌碼上面
[46:05] 他們自己那部人
[46:06] 實在賣的太多
[46:07] 我覺得這些
[46:07] 大家還是要留意
[46:09] 然後金居是
[46:10] 我跟婉婷都一直覺得不錯
[46:11] 可是金居到了270
[46:12] 就是有一次去
[46:13] 統一頭顧開完法說的
[46:15] 那個點
[46:15] 就會上不去
[46:16] 就會很難上去
[46:18] 然後他還有一個問題是
[46:19] 他還是一直處於
[46:20] 那個實在太久被分盤
[46:21] 因為我最近
[46:22] 也有跟大家分享說
[46:23] 欸我在觀察金居
[46:24] 就才兩天
[46:25] 他就20分鐘分盤
[46:26] 他又一直
[46:27] 然後一分盤就大跌
[46:28] 它這個就是因為它的淨值
[46:31] 跟它的獲利還沒有出來
[46:32] 那獲利出來的淨值就會上去
[46:34] 對那它如果
[46:36] 現在財報一直沒有公佈
[46:38] 沒有更好的數字的時候
[46:39] 它就會一直被警示
[46:42] 然後就被一直關門
[46:43] 關起來
[46:44] 因為我今天看到它跌七八趴的時候
[46:46] 其實我手就癢了嘛
[46:47] 就覺得說我要去看一下
[46:48] 啊二十分鐘算了
[46:49] 就懶得在這種
[46:50] 要過年了我還要圈錢
[46:52] 對雖然我的配置
[46:54] 不會因為長假就怎樣
[46:56] 可是你還要圈錢
[46:57] 那你是不是要多想一下
[46:58] 後來就算了
[46:59] 但不代表他今天疊賬
[47:01] 不是一個好的機會
[47:02] 只是
[47:03] 對
[47:03] 他目前還是一個大箱型
[47:05] 非常大箱型
[47:06] 那如果是在箱型底部
[47:08] 以技術面的角度是OK的
[47:10] 是
[47:10] 對
[47:11] 然後以我們看產業趨勢來講的話
[47:13] 就是HVLP4就是很缺嘛
[47:15] 是
[47:15] 對
[47:16] 但他真的很難交易
[47:17] 對
[47:18] 好
[47:19] 那至於一般的伺服器板材
[47:20] 我覺得他也會難免陷入到一個
[47:22] 可能是箱型的區間
[47:24] 或者是大家就沿著
[47:26] 他有回檔再去做介入
[47:27] 都會比較容易抓到
[47:29] 對
[47:30] 我覺得這一波
[47:31] 可以讓大家比較去迴向
[47:33] 因為我現在看夜盤又漲了
[47:34] 所以代表這一波
[47:35] 沒有恐慌成怎樣
[47:37] 可是大家可以去思考
[47:38] 自己是不是在最後
[47:40] 想要瘋狂衝進來的那個念頭
[47:42] 在這兩天就會
[47:43] 有被修理到的感覺
[47:45] 對不對
[47:45] 有被修理到的感覺
[47:46] 那所以每一次都是好的經驗
[47:48] 我想這一次
[47:49] 我和婉婷目前是認為
[47:51] 不會回檔到什麼變空頭什麼
[47:52] 目前也還沒有這樣的
[47:54] 趨勢
[47:55] 所以大家不要
[47:56] 自己嚇自己
[47:57] 沒錯
[47:57] 可是我覺得可以
[47:58] 記取一下
[47:59] 就是一月漲了
[48:00] 三千多點
[48:01] 為什麼會這麼fomo
[48:02] 對
[48:02] 然後才去買的公司
[48:04] 是不是有
[48:05] 真的受點小傷
[48:06] 然後讓自己冷靜一下
[48:08] 對
[48:08] 其實我覺得也不錯
[48:09] 然後再來思考一下
[48:11] 過年前
[48:11] 如果價格到了
[48:13] 你喜歡的點
[48:14] 其實可以考慮
[48:15] 報股過年
[48:16] 是啊
[48:16] 對啊
[48:17] 像我剛剛
[48:17] 為什麼會念那一位
[48:19] 就是私訊給我朋友的
[48:20] 那個內容
[48:21] 就是我覺得
[48:22] 那個觀念
[48:23] 他自己有想要調整
[48:24] 他有覺得說
[48:25] 他也知道他在蹲點
[48:27] 可是蹲那麼久
[48:28] 那要不要來試機
[48:30] 做一些科技股的佈局
[48:31] 我覺得這個是好的
[48:32] 尤其是在回檔的時候
[48:34] 這樣想
[48:34] 而不是說
[48:35] 我今天漲了1000點
[48:37] 我三天漲了1000點
[48:38] 我現在才想要買
[48:40] 那不是不行哦
[48:41] 也對啊
[48:42] 因為漲上去你就知道
[48:43] 這個會漲嘛
[48:44] 可是當然那時候
[48:45] 就不能大刀闊斧的買
[48:47] 可是像現在這種情形
[48:48] 你就可以稍微
[48:49] 再勇敢一點點了
[48:50] 對
[48:51] 然後記得哦
[48:52] 趙華有提到
[48:53] 月線目前看起來
[48:55] 從去年到現在
[48:56] 它一直都是一個
[48:56] 還不錯的點
[48:57] 可是因為這次的乖離
[48:58] 是相當的大
[48:59] 會不會再往下探
[49:00] 還要看一下美股的狀況
[49:02] 美股沒有長假
[49:03] 美股沒有長假
[49:05] 都可以在那邊洗刷
[49:06] 我們剛好又遇到長假
[49:08] 如果你是在過年期間
[49:09] 會真的容易擔心的人
[49:11] 還是留意一下這個現象
[49:13] 但目前我跟婉婷
[49:15] 覺得產業趨勢上
[49:16] 跟總經和經濟資料上
[49:17] 是真的沒有什麼
[49:19] 大的問題
[49:20] 對
[49:20] 就是休息一下
[49:23] 休息是為了走更長遠的路
[49:25] 好
[49:25] 那去年農曆有這個Deep Seeker的事情
[49:27] 今年也許就是黃連勳跟OpenAI
[49:30] 這件事情
[49:30] 看有沒有燒起來
[49:32] 燒起來
[49:33] 我覺得它確實會對美股的AI科技股
[49:35] 造成比較大的影響
[49:36] 對啦
[49:36] 暫時性的
[49:38] 對
[49:38] 好
[49:39] 那今天很謝謝婉婷
[49:40] 好謝謝
[49:40] 也跟我們的狗狗在門說拜拜咯
[49:42] 拜拜
