[00:00] 欢迎收听赵华语古货载第1103集
[49:45] 老师
[49:46] 这个群创会涨到哪里
[49:49] 我就会跟你讲
[49:50] 涨到没有人愿意出价
[49:52] 你都起来了耶
[49:56] 对啊
[49:57] 所以如果
[49:59] 股价有时候也是一个艺术
[50:00] 也是
[50:01] 所以我一直跟我的学生讲
[50:03] 如果你有兴趣的话
[50:05] 你可以去拍卖会看看
[50:08] 你就会知道原来金融市场
[50:10] 它是怎么样去做运作的
[50:13] 除了拍卖会之外
[50:16] 还有一种叫做叫卖场
[50:19] 拍卖会跟叫卖场刚好是相差
[50:22] 刚好是一个相对照的
[50:24] 拍卖会的价格是往上寒的
[50:26] 叫卖哥是往下寒的
[50:29] 一千要不要
[50:30] 八百要不要
[50:31] 七百最后底价
[50:33] 对
[50:33] 所以如果你真的很想要了解
[50:37] 这个股票市场的一个涨跟跌
[50:39] 我跟各位建议
[50:42] 你去看一下拍卖会
[50:44] 跟去夜市看一下叫麦哥怎么喊
[50:46] 你就知道股价到底会涨到哪跟跌到哪
[50:49] 那不过回应一下刚刚
[50:51] 回应一下刚刚这个造花奖
[50:53] 就是那个陈泰明陈董
[50:56] 他在整个艺术的投资的一个部分
[50:58] 怎么会如此眼光精准
[51:01] 事实上那时候
[51:02] 我在拍卖公司里面就是学习的时候
[51:05] 的确我们知道任何一项这个
[51:08] 不管是某某画家的这个画作
[51:11] 或者是艺术品
[51:14] 他们其实都会有特定的买盘去拱
[51:17] 然后他们会先
[51:20] 这是我个人的认知
[51:23] 不代表是一定这样
[51:24] 就是我个人观察
[51:25] 就是他们会有一段时间
[51:27] 去收市场上面的某某画家
[51:33] 或者艺术家他的商品
[51:36] 他可能会收
[51:37] 可能收个三五年
[51:40] 然后他每一次的收
[51:42] 他都会特意的在拍卖会上
[51:45] 把他的价格往上垫高一点
[51:48] 往上垫高一点
[51:49] OK
[51:50] 然后可能到了五年十年之后
[51:55] 然后他认为时机成熟了之后
[51:58] 才会再做一次比较大的一个宣传
[52:02] 但那个时候
[52:03] 这个价格就会被哄抬得很高
[52:05] OK
[52:06] 然后为什么要讲这个呢
[52:08] 这跟股票市场不是一样吗
[52:10] 主力是不是也是要低档先吃货
[52:14] 是
[52:14] 然后先吃货之后
[52:17] 还慢慢地把股价垫高
[52:19] 然后脱离它的成本区
[52:21] 然后再干嘛
[52:22] 然后再拉高
[52:23] 去做这个出货的动作
[52:26] 所以其实我后来回去想想
[52:29] 就其实不管是在这个艺术品的市场
[52:32] 或者是在金融市场
[52:34] 我觉得他们其实背后的运作的
[52:36] 这个所谓的逻辑跟原理
[52:39] 其实是非常相近的
[52:40] 所以我觉得以后
[52:43] 我们在看这个股票市场的时候
[52:45] 我也会稍微的去思考一下
[52:48] 过去我曾经经历过的
[52:50] 这些点点滴滴
[52:51] 然后去做这个对照
[52:52] 好
[52:53] 那我们今天可能没有讲到
[52:55] 很多个股上的资讯
[52:57] 可是我们却讲了很多
[52:59] 操作上的逻辑
[53:00] 以及我觉得有趣的事情
[53:02] 我们在聊的时候也常提到
[53:06] 这段时间赚最多的
[53:07] 可能不是我们这种
[53:08] 在股票市场有一定时间的人
[53:10] 通常是这两三年跑进来
[53:12] 甚至是这一年才跑进来的人
[53:14] 报酬率都比我们高
[53:15] 那因为我这边会收到
[53:16] 大家各式各样的讯息跟询问
[53:18] 有时候我也会很羡慕大家
[53:20] 就是现在有蛮多管道
[53:22] 可以让大家有资讯的收集之外
[53:25] 股市也非常的欣欣向荣
[53:26] 我们难得的迎来了
[53:28] 这个台股的AI红利
[53:29] 这个史上最大的一波热潮
[53:31] 未来有没有我不确定
[53:33] 但是我想跟之前比起来
[53:35] 这波热潮是最大的
[53:36] 我们都很荣幸在里面做参与
[53:38] 那我觉得其实这件事情
[53:41] 不管赚快或赚慢
[53:42] 第一个是
[53:43] 我不认为现在要非常严重的看空
[53:46] 现在市场
[53:47] 我想这是我们的立场
[53:48] 而我观察的是基本面
[53:49] 我觉得大家可以练习做这件事情
[53:51] 当今天股票市场有大幅的震荡
[53:53] 如果不是源自于财报出问题
[53:56] 或是我们的进出口的年增率出现的状况
[53:59] 等等的
[54:00] 不是出现在所谓的经济上面的问题
[54:03] 我们都可以视为是一个好的机会
[54:06] 但是我们还是要保持一个警惕心
[54:09] 因为我们第一季的基期
[54:10] 已经垫得相当高了
[54:12] 第二季现在在这个
[54:13] 刚刚讲到三大美股巨头的
[54:16] 推波助澜下
[54:17] 看来还会再好
[54:18] 可是到第三季
[54:19] 真正的传统旺季来的时候
[54:21] 会不会有利多顿化的问题
[54:23] 我觉得这些都是要继续观察的
[54:25] 当然如果今天市场非常的乐观
[54:28] 继续的往上走
[54:29] 我们不妨就顺势而为
[54:31] 这个时间点
[54:32] 除非您真的是一个避险的高手
[54:33] 你才有必要去做大量的空单
[54:35] 否则都不用去特别说什么
[54:39] 赵华现在是不是涨很多了
[54:40] 我想避险
[54:41] 大部分的一般投资人
[54:42] 其实没有避险的能力
[54:43] 我必须这么讲
[54:44] 我觉得最好的方式
[54:46] 就是把你手上的资产配置好
[54:48] 就是一种避险了
[54:49] 就是有一些东西
[54:50] 涨得不是那么快
[54:51] 不用急
[54:52] 像我最近也有看到
[54:53] 很多人问说
[54:54] 我要怎么样可以算出
[54:55] 我手上这个持股组合的
[54:58] 最大投报率
[55:00] 就是我这样组合
[55:01] 我可以让绩效更大化
[55:03] 没有这回事
[55:05] 请大家注意
[55:06] 因为每一个人
[55:08] 你先想一件事
[55:09] 你是世界上最好命的人吗
[55:12] 我想没有人敢说
[55:13] 我是全世界最好命的人吧
[55:15] 对不对
[55:15] 那你为什么觉得
[55:16] 你的股票绩效
[55:17] 可以叫做报酬最大化
[55:19] 我觉得就是合理报酬
[55:22] 没有落队就最棒的
[55:24] 这就是为什么市场上
[55:25] 常常会有人说
[55:26] 你什么都不懂就买市值
[55:27] 确实啊
[55:28] 你什么都不懂就买市值
[55:30] 因为你就不会落队
[55:31] 但大部分人对于不会落队
[55:34] 是不能满足的
[55:35] 因为感觉不会落队
[55:37] 我就是中间那条线而已
[55:38] 大家都希望做人上人
[55:40] 是不是
[55:41] 所以在不会落队的前提下
[55:43] 赵好也会跟大家讲
[55:44] 像我特别喜欢科技
[55:45] 因为科技常常是跑赢大盘的
[55:47] 但它的波动大
[55:48] 跌下来你要有耐受度
[55:50] 或者是像最近的主动式ETF
[55:52] 虽然才一年的时间
[55:53] 也许还不够于证明
[55:54] 他们有足够的资历
[55:56] 但毕竟很多经营人
[55:57] 从基金时代过来的
[55:58] 所以至少在台股多头的时候
[56:01] 我觉得他们真的是掌握到
[56:03] 我们自己都不敢买的个股
[56:05] 他们很敢买
[56:06] 我觉得这件事情是可以考虑的
[56:08] 所以如果您是要从市值的基础上
[56:10] 有积极一点
[56:11] 那我觉得就是科技主动这些多一点
[56:13] 但是你从市值的基础上
[56:15] 你想要让自己有点防御
[56:16] 那就是高息债券型的
[56:18] 你可能多少配一点
[56:19] 这就是大家的选择
[56:20] 没有最好
[56:22] 没有最大
[56:23] 只有最适合
[56:24] 现在还有一个ETF
[56:26] 不知道大家有没有看到
[56:27] 就是那个掩护性买权
[56:29] 掩护性买权
[56:30] 对
[56:30] 就是现在一个主动式的
[56:34] 一种新的ETF
[56:35] 就是他除了买个股之外
[56:37] 他还有25%的一个资金
[56:40] 是去买这个
[56:41] 是卖出卖权
[56:43] 我知道你在讲谁
[56:44] 卖出卖权
[56:45] 这个我知道你在讲谁
[56:46] 现在已经有一档挂牌了
[56:48] 然后下个礼拜好像还另外一档
[56:50] 我知道
[56:51] 对
[56:51] 那我
[56:52] 我觉得他们这种
[56:54] 这个时间点发这个
[56:55] 我觉得还蛮OK的
[56:57] 就是至少你让大家
[56:59] 在这个进场的时候
[57:00] 假设他真的很不幸
[57:02] 出现这个快速的回档
[57:04] 这些所谓做卖方的这一部分
[57:06] 他可以有一点点
[57:08] 这种所谓的一个保护
[57:10] 那如果说行情在高档盘整
[57:14] 那他这些做卖方
[57:15] 他也有权利金可收
[57:17] 所以我觉得
[57:17] 他们这个idea
[57:19] 我真的觉得不错
[57:19] 是
[57:20] 那这边还是要跟大家分享
[57:22] 每一种商品
[57:23] 一定有它的优缺点
[57:25] 像刚刚讲到的
[57:26] 市值的优点
[57:27] 就是你不会落队
[57:28] 那市值的缺点
[57:29] 就是你不会有超额报酬
[57:31] 对不对
[57:32] 好那刚刚讲到主动式
[57:33] 主动式如果是纯粹冲击效的
[57:36] 优点当然就是纯粹冲击效
[57:39] 阿法支拉到最高
[57:40] 可是下跌的时候
[57:41] 可能它的保护力就比较差
[57:43] 涨100%
[57:44] 可能一下回50%
[57:45] 你会整个魂都飞走
[57:47] 这样子
[57:48] 这个要留意
[57:49] 然后刚刚讲到这种防御型的
[57:51] 有各种的
[57:51] 有人说我用期货避险
[57:53] 我的ETF设计里面有期货避险
[57:55] 我可能有选择权的避险
[57:57] 或者反向的时候
[57:58] 我希望选择的权来放大
[58:00] 我有多一些工具进来
[58:01] 或是我诉求的是
[58:02] 比被动式的高息
[58:04] 再主动一点的高息等等的
[58:05] 可是这类型
[58:06] 它有防御能力的
[58:07] 在大盘下杀的时候
[58:09] 你会觉得幸好我有它
[58:10] 可是大盘上涨的时候
[58:12] 它真的就不太容易
[58:13] 比那些一直在追求
[58:14] 超有报酬的人厉害
[58:16] 我觉得这个是
[58:17] 大家在配置上面
[58:18] 我常刚刚也是一样的重复
[58:21] 你配这个商品
[58:22] 你就是要安心的
[58:24] 对
[58:24] 那你配冲冲冲的
[58:25] 你就是要刺激的
[58:26] 大家把这样的情绪平衡起来
[58:29] 就是适合你的最佳报酬
[58:31] 好
[58:31] 那我们今天也讲不少了
[58:33] 周末了
[58:34] 那希望大家这个周末是开心的
[58:36] 因为这两天的盘式
[58:37] 真的是很漂亮的
[58:38] 那我们就下礼拜见了
[58:40] 拜拜
[58:40] 谢谢大家
[58:41] 拜拜
