[00:00] 欢迎收听赵华仪古货载第1144集
[44:39] 之前我们有常常讲说
[44:40] 这一波涨势
[44:41] 因为被动云键的营收
[44:42] 他跟不上涨幅
[44:44] 好 这有的
[44:45] 这确实
[44:45] 因为一到五月看起来还好
[44:47] 但是你说有没有
[44:49] 已经缴出好成绩
[44:50] 像什么信昌店
[44:51] 我记得和声堂
[44:52] 他们都有三位数的年增率
[44:54] 所以是有的
[44:55] 那股价又修正了
[44:57] 所以我们倒是可以观察一下
[44:59] 他既然有缴出好的基本面
[45:02] 我们也要说一句公道话
[45:03] 股价也可能整个腰斩了
[45:05] 那是不是可以达到一个平衡点
[45:08] 这个就是就事论事
[45:09] 就是就投资市场上来说
[45:11] 它不可能只有一个月营收好
[45:13] 它应该接下来都会好
[45:15] 那股价跌到这边
[45:16] 到底法人朋友有没有回来
[45:18] 融资断了之后
[45:19] 有没有重新进驻
[45:20] 我倒是觉得
[45:21] 大家可以重新来看一下
[45:22] 被动元件这个族群
[45:23] 是因为有看到好营收
[45:25] 但大家不能因为听到这样
[45:26] 你就期待它短期
[45:27] 就一定V转
[45:28] 对
[45:29] 就是你要去看
[45:30] 我们一开始提到形态
[45:31] 它叠比较深
[45:33] 代表它的形态
[45:34] 比较需要时间去调整
[45:36] 应该这样讲
[45:36] 所以你必须要用一个
[45:38] 战线要相对拉长的做法
[45:40] 你不能说一笔打进去
[45:41] 你就期待它明后天要B转
[45:43] 那这种
[45:44] 如果我要期待
[45:45] 它可能整理时间要拉长到
[45:46] 几周一个月
[45:47] 甚至再久一些
[45:48] 那我要怎么去布局
[45:51] 才是应该要考虑的方式
[45:52] 好 因为有很多人问说
[45:54] 那我也看这个ETF
[45:56] 为什么都已经
[45:57] 股价叠得那么惨
[45:58] 它还肯死爆
[45:59] 其实那也不容易耶
[46:00] 因为虽然我知道主动式的ETF
[46:02] 感觉上啦好不好
[46:04] 这内规怎么样
[46:05] 可能各家要去问
[46:06] 确实比一般的基金
[46:08] 你会觉得进出频繁很多
[46:10] 因为以前基金进出
[46:11] 真的没那么简单
[46:12] 你要买
[46:12] 你要停损
[46:14] 或者是你要换股
[46:15] 其实大部分都还是要报告
[46:17] 所以会比较严谨
[46:18] 换股也比较慢
[46:19] 像甚至以前基金
[46:21] 我们还会看它的周转率
[46:22] 我们并没有喜欢周转率太高的基金
[46:25] 会觉得这件事情很有趣
[46:27] 它是主动式的基金
[46:29] 可是你会希望它的周转率
[46:30] 不要那么高
[46:31] 就代表你要对你的股票
[46:32] 有信心
[46:32] 它就会变成
[46:33] 有点被动式的做法
[46:34] 就是我今天抱一个股票
[46:36] 应该要抱相当久
[46:37] 这是以前在基金市场
[46:38] 可是很奇妙
[46:39] 到了ETF
[46:40] 哇 不一样了
[46:41] 每天大家都在算
[46:42] 这个991A
[46:43] 买谁卖谁
[46:44] 981A
[46:44] 买谁卖谁
[46:45] 谁买谁卖谁
[46:46] 每天都在算
[46:47] 这周转率变得超级高
[46:49] 我个人觉得
[46:50] 现在内资的力量
[46:51] 根本就比外资大
[46:52] 那个整体的
[46:54] 你看一档
[46:54] 一档基金
[46:55] 随便2500亿
[46:57] 我们就抓一个
[46:58] 其中一个2500亿好了
[46:59] 外资
[47:00] 外資他不會所有錢都壓在台灣啊
[47:02] 所以他可能這一檔機器裡面
[47:03] 只有7%在台灣
[47:04] 那也不會比這個大啊
[47:06] 好 當然基建也不會
[47:08] 整天把2500億都買進賣出
[47:10] 可是我的意思是說
[47:11] 還滿有意思的
[47:12] 他們現在的周轉真的比較快
[47:14] 但是他們一定有一些原因
[47:16] 就例如說我的部位大
[47:18] 我的氣比較長
[47:19] 然後就像剛剛布魯講的
[47:21] 公司的前景沒有變啊
[47:22] 所以跌下來應該是越跌越有價值
[47:25] 如果我今天沒有像以前那麼嚴格
[47:27] 我要執行停損
[47:28] 那我可能就是贪评
[47:30] 而公司也让我这么做
[47:33] 有符合公司的内规或什么的
[47:36] 所以我觉得现在主动式的弹性
[47:37] 真的是蛮大的
[47:39] 而被动式也有帮大家报股票
[47:41] 所以也没有问题
[47:42] 对不对
[47:43] 他如果选的都是这些科技股
[47:44] 上上下下最后还是会上来的话
[47:46] 也没有问题
[47:47] 刚刚讲的是
[47:48] 被动元件目前以营收来看
[47:51] 其实外资的预测
[47:52] 没有必要做下修
[47:53] 对啊
[47:54] 他们基本上不太可能
[47:56] 因为这真的是短期的回档
[47:59] 因为这是两个礼拜内的事情
[48:00] 短期那个股价的回档
[48:02] 你要去重新调整你的模型吗
[48:04] 但你的模型是基于
[48:07] 营收跟获利的预估
[48:09] 不是股价的预估
[48:10] 所以没有东西调整
[48:11] 所以基本上不是不愿意去调整
[48:14] 是你没有东西可以调
[48:15] 所以一定就是放在这边
[48:17] 至少要等到下一季的财报出来
[48:20] 才比较可能会有调整
[48:22] 好那最后再讲一个好不好
[48:24] 就是同博基板
[48:25] 其实同胞基板这一波
[48:27] 也是回的蛮深
[48:29] 只有莲茂
[48:29] 除了莲茂
[48:30] 因为之前我们也请
[48:32] 这个PCB女王来聊过
[48:33] 她有讲到
[48:34] 因为高阶的板材
[48:35] 现在有一个状况
[48:36] 就是涨价概念
[48:37] 涨了已经超过一年了
[48:39] 那涨啊涨啊
[48:40] 涨到后来的话
[48:41] 会有一些客户
[48:42] 是已经有点吃不消
[48:44] 吃不消
[48:44] 所以第一就是会希望
[48:46] 可不可以先不要涨那么多
[48:47] 或者是能不能谈一下量
[48:50] 不要拿那么多
[48:51] 因为有点吃不消
[48:52] 或者是不是代表AI的地盐
[48:54] 而是这也很正常
[48:55] 就算我再怎么需要一个东西
[48:57] 你一直在涨
[48:58] 我也会买到手软
[48:59] 对不对
[49:00] 所以可能就会出现一个涨价潮
[49:03] 变成有一点点瓶颈的状况
[49:05] 例如上一季
[49:05] 我可以涨30%
[49:06] 可是我这一季
[49:07] 我只能涨15%呢
[49:09] 这就叫做年增趋缓
[49:10] 对不对
[49:11] 而且你是堆叠的涨
[49:12] 你不是重新涨
[49:13] 对
[49:13] 是从那个基期涨
[49:15] 所以这个事情
[49:17] 会让比较高阶的板材
[49:18] 会出现一点点的压力或材料
[49:20] 可是如果中低阶的呢
[49:22] 我才刚涨
[49:23] 我涨幅又没那么大
[49:24] 我本来就便宜
[49:25] 我从10块涨到15块
[49:27] 比人家50块涨到100块
[49:28] 当然是我
[49:29] 这个比较好销售
[49:31] 所以反而像联贸就比较受惠
[49:33] 有这样一个前提背景
[49:34] 可是我也看到外资
[49:35] 最近对于台光电台药的报告
[49:37] 都还是看多的
[49:39] 都还是看多
[49:40] 其实我刚刚讲到
[49:40] 我早一点刚刚讲到
[49:42] 那个形态的部分
[49:43] PCB相关的
[49:45] 这次只有打到月线的
[49:46] 就是ABF是南电
[49:47] 然后CCL是联贸
[49:49] 然后材料是南亚跟台红
[49:51] 其他都是打到季线的
[49:53] 所以整体来看就知道
[49:55] 这些是比较愿意承接的
[49:57] 只要
[49:58] 我们刚刚讲到外资
[50:01] 它调整一定是基于基本面的
[50:03] 状况去调整的
[50:05] 所以这个趋势只要一直在
[50:07] 它就没有理由去把它调差
[50:09] 除非是今天已经到成长不动了
[50:12] 如果它今天
[50:13] 因为基于AI的关系
[50:14] 为什么我们现在看到这么多报告
[50:16] 都用2028
[50:17] 因为大家都把2026到2028
[50:20] 这段的成长性估得很高
[50:21] 那你ABF要成长
[50:23] 你CCO有些相对用的东西
[50:25] 是不是要持续在成长
[50:26] 持续在成长
[50:27] 又有各种不同的ASIC
[50:28] 一直开出来
[50:29] 那是不是都是
[50:30] 他们去上修的好说辞
[50:32] 那会不会真的
[50:33] 照着这个趋势一直走
[50:34] 这我们当然要陆续的观察
[50:36] 可是以12026
[50:38] 现在这个时间点来看
[50:39] AI的这些成长性
[50:40] 在接下来两年
[50:41] 还是有很多的想象力
[50:42] 所以基于这个前提下
[50:46] 外资应该不太可能
[50:48] 在这边去做很多下修的动作
[50:49] 不然你其实
[50:50] 就会变成说
[50:52] 你是因为股价跌而下修
[50:53] 那这个我觉得在外资圈应该是会被唾弃的
[50:56] 好 所以这边的话
[50:58] CCL虽然之前这个台药真的跌得很惨
[51:01] 台光店虽然下销2000块
[51:03] 但幅度没有台药那么多
[51:04] 联贸是这一波受惠的
[51:06] 我觉得这也很有意思
[51:07] 三雄就走得不一样
[51:09] 因为刚刚讲到的这个载板南电
[51:11] 当然新兴是比较辛苦
[51:13] 好像都不是最大的涨最快
[51:16] 对 好像都不是最大的涨最快
[51:17] 但最后大家还是会慢慢的对齐
[51:20] 所以当外资的看法不变
[51:22] 这边也提供给听众朋友一个想法
[51:24] 当然我想大家会因为盘式
[51:26] 假如这个是礼拜五在讲
[51:28] 大家可能会觉得
[51:29] 不要讲屁话
[51:30] 今天又反弹两天了
[51:33] 大家就且听听
[51:34] 我觉得重要的还是在我们一开场有讲到
[51:37] 我们各自因应在大幅修正时的一个想法
[51:40] 那当然也希望这次回测到季线
[51:43] 季线上上下下洗一下
[51:44] 事情能够过去
[51:46] 事情恢复正轨
[51:47] 有很多的股票
[51:48] 当然前一阵子
[51:49] 大家觉得自己的资产
[51:51] 缩水很难过
[51:52] 可是也有很多
[51:53] 就回到了比较合理的价钱
[51:56] 反过来想是这样子的
[51:59] 那你要买的是有信心的个股
[52:02] 还是ETF就任君选择了
[52:05] 空间又出来了
[52:07] 对啊
[52:07] 明明空间就是又出来了
[52:09] 那今天很谢谢布鲁
[52:11] 也跟我们的股货仔朋友说拜拜
[52:13] 也支持一下小朋友学投资
[52:15] 谢谢大家
[52:16] 我是布鲁拜拜
[52:16] 拜拜
[52:19] by bwd6
