[00:00] 欢迎收听赵华宇股货载第1133集
[45:22] 所以你如果以信仰来看的话
[45:24] 我觉得马斯克题材
[45:26] 反而是大家可能信仰当中
[45:27] 最大的一个考验
[45:28] 好
[45:29] 那我们今天节目
[45:30] 就先到这边了
[45:31] 外面下起大雨
[45:32] 礼拜五
[45:34] 到底有没有台风呢
[45:35] 就进入到台风季了
[45:37] 所以大家出入上面
[45:38] 也要留意平安
[45:39] 那我们今天
[45:40] 古惑仔就到这边了
[45:41] 下次再会了
[45:42] 拜拜
[45:42] 拜拜
