[00:00] 欢迎收听赵华语古货载第1065集
[44:41] 大家一起
[44:42] 所以它族群够大的时候
[44:43] 反而资金有时候觉得
[44:44] 被关的是安定的
[44:46] 或什么的
[44:46] 但是金居就有点可怜
[44:48] 对
[44:49] 你刚刚赵华讲到说
[44:51] 金居股价太早反映这件事情
[44:52] 当然我就想要得宏
[44:54] 那时候还在天上呢
[44:56] 其实也蛮像的
[44:57] 就是德宏
[44:58] 其实他在反映的是明年
[44:59] 对啦
[44:59] 他Q不明年只要出得出来
[45:01] 然后出得顺良率够好
[45:03] 其他获利就会上去
[45:04] 对
[45:05] 所以我们现在比较难判断的是
[45:07] 呃
[45:07] 良率的问题
[45:08] 其实包括金居
[45:09] 他也有良率
[45:10] 是是可能性
[45:11] 所以如果他
[45:12] 不如我获利预估的时候
[45:14] 其实不是产业趋势的问题
[45:16] 而是他可能制造上面良率
[45:17] 不好
[45:18] 所以他成本
[45:19] 他要花更多的原物料
[45:21] 才能生产出他的东西
[45:23] 那成本变贵了
[45:24] 本来获利就会不如预期
[45:25] 对
[45:26] 所以这个有点难判断
[45:27] 虽然他委屈
[45:28] 但是在他身上就是没有效率
[45:30] 现在就会变成这个样子
[45:32] 那德宏进入到高档正当
[45:33] 他也许也会有一点点
[45:35] 这个问题出现
[45:36] 我觉得这也是要提醒大家
[45:37] 就虽然之前是大飙股
[45:38] 其实我发现我身边的人
[45:40] 不太有德宏啦
[45:41] 可能之前真的飙太快了
[45:43] 所以他现在如果是高档正当的话
[45:45] 可能反而去看一些
[45:47] 其他比较活泼的股票
[45:50] 他的那个时间效率
[45:52] 可能会好一些些
[45:53] 对
[45:54] 像刚刚讲到的
[45:55] 也许现在真的光模块
[45:56] 大家如果过一阵的气氛好
[45:58] 或是西瓜子非常强
[46:00] 大家开始讲了
[46:01] 对不对
[46:01] 宅办也非常活泼
[46:02] 对
[46:03] 那当然我们刚刚都有讲
[46:05] 都已经讲一段了
[46:06] 宅办啦
[46:06] 那如果要切入的朋友
[46:08] 除非非常有信念
[46:10] 要不然就是要等到整体
[46:13] 回荡真的比较深的时候
[46:14] 要勇敢
[46:15] 大家就只能用这个方式了
[46:16] 对
[46:16] 就是回荡深
[46:18] 或者是等到
[46:19] Rubin叙事待发的时候
[46:20] 因为我们刚刚讲的东西
[46:21] 其实都跟Rubin有关
[46:23] 好
[46:23] 但是Lubin到底
[46:24] 能不能顺利这件事情啊
[46:26] 我今天也是有听到
[46:27] 有点杂音
[46:28] 对
[46:28] 但是没有在市场上扩散
[46:30] 可是我觉得
[46:31] 它确实也会是
[46:32] 因为之前
[46:33] 这个辉达出的产品
[46:35] 它在改朝换代的时候
[46:36] 它确实都有地盐的问题
[46:39] 所以Lubin有没有办法
[46:40] 在今年出到
[46:41] 足够的大家预期要的量
[46:43] 我觉得那个可能
[46:44] 也是一个我们要观察的
[46:47] 当然如果你用这两年
[46:48] 黄仁勋的演讲
[46:49] 不是讲了吗
[46:50] 明年要做到什么
[46:51] 一兆美元还是什么的
[46:52] 对
[46:53] 那你一定会觉得市场非常非常大
[46:55] 可是短线上
[46:56] 我觉得难免会有遇到一些杂音
[46:58] 或什么的
[46:58] 没错
[46:59] 其实这个例子
[47:00] 去年就深深的很明显
[47:02] 就是第一季嘛
[47:03] 没错
[47:03] 那时候Blackwell
[47:04] 本来在2024年第四季
[47:06] 其实就应该要两场
[47:07] 后来良率不好
[47:08] 就delay到第一季
[47:09] 后来又delay第二季
[47:10] 是
[47:10] 对那第一季很多人认为说
[47:12] 良率拖这么久该好了吧
[47:14] 结果没有
[47:15] 然后所以后来跌很凶
[47:17] 对那Rubin假设第三季不顺的话
[47:20] 有可能
[47:21] 这个所以
[47:21] 我觉得大家要做一个心理假设
[47:23] 是
[47:24] 对心理准备
[47:24] 好那当然反过来问是说
[47:26] 像现在这些所谓的热门题材
[47:28] 族群股都真的涨很多
[47:30] 大家也会觉得压他们真的比较快
[47:32] 可是相对比较便宜的
[47:34] 就是这些比较倒霉的组装厂
[47:36] 比较没有新的题材想象
[47:39] 甚至大家有点小担心
[47:41] 好像这些组装厂的毛利
[47:42] 曾经有一度感觉要提升
[47:44] 但现在又掉下来
[47:45] 到底有没有什么结构上的问题
[47:48] 如果大型股都涨不太动的话
[47:51] 对于盘也不是很健康
[47:52] 就像美股七巨头
[47:53] 如果他们都涨不太动
[47:55] 他们就会觉得
[47:56] 美股就始终在这个半年线年线
[47:58] 那个也不是一个很健康的情况
[47:59] 美股的部分
[48:01] 如果就科技股的话
[48:02] 其实费办蛮强的
[48:04] 可是NASDAQ就比较差
[48:05] 那像CSP主要是NASDAQ
[48:07] 其实我们之前有内部有讨论过
[48:09] 为什么会有这个现象
[48:10] 因为目前CSP他们还在资本支出
[48:13] 所以他们是花钱
[48:14] 但是收入并不强
[48:15] 然后他们花的钱
[48:16] 受惠的其实是亚洲的相关个股
[48:20] 当时就是台湾number one
[48:21] 对台湾台日韩
[48:23] 台日韩
[48:24] 所以台日韩也确实涨得比较多
[48:26] 那但是这些基建到一个高峰之后
[48:29] 当代理AI的应用扩张爆发的时候
[48:33] CSP势必就会开始就是坐享他该有的收入
[48:37] 那那个时间点就会回到美国
[48:39] 其实如果要绑这个美国市场来看
[48:42] 或川普的策略
[48:43] 其实你多想一点也会有一些关联性
[48:45] 其实他之后也会希望钱回流美国
[48:48] 当然
[48:49] 对
[48:49] 然后让这些CSP业者
[48:51] 建构完之后
[48:52] 可以开始收
[48:53] 收钱
[48:53] 对
[48:54] 所以我们之前
[48:56] 内部有讨论说
[48:57] 如果你是喜欢
[48:58] 玩全球配置的人
[49:00] 是
[49:00] 今年上半年
[49:01] 或者是今年
[49:02] 是以亚洲市场为主
[49:04] 是
[49:04] 然后下半年
[49:05] 或往明年去的时候
[49:06] 其实你应该要拉高
[49:07] 美国市场的比重
[49:09] 对
[49:09] 就像现在有点反过来
[49:11] 像之前我们
[49:12] 很多人会讨论到的
[49:14] 一档ETF
[49:15] 是你们统一的00757
[49:17] 就是这个美国的
[49:19] 建亚股的plus
[49:20] 那一档
[49:21] 那因为他在过去一年
[49:22] 就表现不好了嘛
[49:23] 因为美国的
[49:23] 所谓的建亚股
[49:24] 甚至里面可能也包含了
[49:25] 七巨头
[49:25] 他就状况就不是
[49:27] 那么的理想
[49:27] 但是我个人觉得
[49:29] 757从来都不是
[49:31] 在他飙的时候
[49:32] 硬要去买他
[49:33] 对
[49:33] 就是我非常认同
[49:34] 婉婷的讲法
[49:35] 就如果你手上有这种
[49:37] 美国巨头型的
[49:38] AI科技型的ETF
[49:40] 你会肯定觉得
[49:41] 怎么就跟不上
[49:42] 因为也是统一嘛
[49:43] 就981A
[49:44] 981A今天还在
[49:45] 创历史新高哦
[49:46] 所以前两天月线去减9%
[49:48] 是不是今天又赚钱了
[49:50] 我就是觉得主动式的ETF
[49:51] 只要操盘人厉害
[49:53] 真的是很猛
[49:54] 对
[49:54] 所以前几天跟大家报的
[49:56] 就是到月线我会去买的ETF
[49:59] 其实今天几乎有
[50:00] 都是好表现
[50:01] 但是当然尾盘就因为盘不好
[50:03] 大家都有杀下来
[50:05] 可是到目前为止
[50:07] 破月线去减一点这件事情
[50:09] 以主动式的击挡
[50:11] 我觉得跑在前面的ETF来说
[50:12] 都没有问题
[50:13] 目前
[50:14] 可是我非常认同
[50:16] 婉婷讲的一件事
[50:17] 因为现在就是
[50:18] 美国在资本支出
[50:19] 他们还没有回收
[50:21] 所以他们现在压力比较大
[50:22] 七巨头为什么涨不动
[50:23] 其实这很大一个原因
[50:25] 但是台湾现在和日韩都一样
[50:27] 为什么会超涨那么多
[50:29] 就是我们现在是
[50:30] 收割他们的资本支出
[50:31] 我们在接订单
[50:32] 但是等到再过
[50:34] maybe三个季度之后
[50:36] 他们也要去验收
[50:37] 是不是他们也要拿到钱的时候
[50:39] 情况可能就会有点反过来
[50:41] 希望我们不要变成落后
[50:43] 但可能美股跟台股之间的距离
[50:45] 一定会拉近
[50:47] 对
[50:47] 那那个时候
[50:48] 你的美国的ETF
[50:50] 或科技巨头ETF
[50:50] 应该就会有所表现
[50:52] 所以去把握一下
[50:53] 这个配置的想法
[50:54] 我手上的美国相关的ETF
[50:56] 我也没有在这段时间
[50:57] 就觉得要减码
[50:58] 甚至我还会去觉得说
[51:00] 你就应该固定
[51:01] 不管是用定期电流
[51:02] 刚刚婉婷讲的
[51:03] 或者是杀得深的时候
[51:04] 多买一点
[51:05] 我还是觉得那边是要的
[51:07] 因为所有的创新科技
[51:08] 它还是源自于美国
[51:09] 对
[51:10] 我觉得这个是最现实的事情
[51:12] 那你喜欢台股
[51:13] 对台国的掌握
[51:14] 当然两边都要配
[51:15] 可是要记得这个桥板
[51:16] 有一天它会有点反过来
[51:18] 没错
[51:18] 那前提就是
[51:21] 这个每一个
[51:22] 不要让我油价上去
[51:24] 如果今天真的进入到一个
[51:26] 景气逆转向下
[51:28] 因为这一波上去很多
[51:29] 所以大家可能也要
[51:31] 有一点点的心理准备
[51:32] 对
[51:33] 当然我们常常讲
[51:35] 会造成市场反转向下的
[51:36] 通常会是目前
[51:38] 我们无法预测到的事情
[51:40] 对
[51:40] 但是如果真的遇到了
[51:42] 大幅下修的时候
[51:44] 我们会再来跟大家分享
[51:46] 其实这个时候
[51:47] 你把战线稍微拉长
[51:49] 资金分等份的投入
[51:50] 那投入在哪些地方
[51:52] 那你还是一样
[51:54] 在事情过后一定会有回报
[51:55] 因为股票市场存在
[51:57] 应该一百年
[51:58] 一百年来
[52:00] 就是不断地重复这样的事情
[52:02] 并不会因为
[52:04] 发生天鹅的事情不一样
[52:06] 后来就一蹶不振
[52:07] 好目前为止
[52:08] 我们活到现在为止
[52:09] 还没有改变
[52:11] 还有就是多头的时候
[52:13] 其实你永远不用怕
[52:14] 你还是会有时间跟机会
[52:16] 对
[52:16] 好那今天很谢谢婉婷
[52:18] 好谢谢
[52:19] 晚上的话也会辅助于图表
[52:21] 让大家更清楚的知道
[52:23] 目前整个PCB产业
[52:24] 以及晚上我们也会讲记忆体
[52:26] 因为今天骨科有来
[52:27] 对
[52:27] 可以借我讲一下
[52:29] 那个打杂的事情
[52:31] 对我跟你讲
[52:32] 我这边收到非常多
[52:33] 我也跟婉婷讲
[52:34] 就在Trade上面
[52:35] 对
[52:36] 有一个婉婷的假账号
[52:38] 好几个
[52:38] 好几个啦
[52:39] 可是有一个吸粉的
[52:40] 快六七千人
[52:41] 五六千人
[52:42] 超级扯
[52:43] 因为那个人
[52:44] 就是他会让人家
[52:45] 以为是真的
[52:45] 因为他搬运了
[52:46] 你非常多的影片上去
[52:48] 对
[52:48] 然后最讨厌的就是
[52:50] 他们搬运完之后
[52:50] 是叫大家去加LINE
[52:52] 所以真的有人加
[52:53] 然后还把对话贴给我
[52:55] 然后就说
[52:56] 这应该就是
[52:56] 婉婷的LINE了啦
[52:58] 因为我是看
[52:58] 她的影片上面
[52:59] 有QR code
[53:00] 还是什么影片
[53:01] 有告诉你怎么加
[53:02] 我说她的影片在哪里
[53:04] 结果看就是Trace
[53:05] 然后重点在
[53:06] 还跟她对话
[53:07] 那你看那个
[53:08] 我跟你讲
[53:08] 那口气
[53:09] 如果你真的不信加了
[53:10] 你好歹辨认一下好不好
[53:12] 你说我知道你们都很忙
[53:14] 所以我不会在这个上班时间
[53:16] 怎么样太过打扰你
[53:17] 反正跟着老师做就好了
[53:19] 你也可以先试做
[53:20] 试做有赚钱
[53:21] 你再加入没有关系什么
[53:23] 怎么可能
[53:24] 对
[53:24] 不可能
[53:25] 好不好
[53:26] 大家庆幸
[53:27] 对没错
[53:28] 而且为什么你们不去看正版的影片
[53:30] 为什么不来看
[53:31] 统一头顾
[53:32] 对还有理财大人秀
[53:34] 为什么要去看trade上被剪过的影片
[53:36] 对
[53:37] 但是很奸诈
[53:38] 因为像为什么
[53:39] 后来我都没有去经营
[53:40] 因为催要检举
[53:41] 有够麻烦
[53:43] 对非常麻烦
[53:44] 对
[53:44] 所以大家要雪亮一点
[53:47] 聪明一点
[53:48] 就是不要
[53:49] 不要加入奇奇怪怪
[53:51] 好像是真的
[53:52] 但其实都不是
[53:53] 尤其是进入到说
[53:55] 什么老师会带你
[53:56] 不是不可能
[53:57] 对
[53:58] 天底下没有白痴
[54:00] 重点那根本就不是
[54:01] 我们讲话的口气
[54:02] 对对对没错
[54:03] 没错
[54:04] 我必须讲
[54:05] 有时候大家会有点难分辨
[54:07] 是因为毕竟我们的达人
[54:08] 有很多是投顾老师
[54:09] 那投顾老师
[54:10] 他会确实有他的LINE AD
[54:12] 然后他的LINE AD里面
[54:13] 当然也会希望大家
[54:14] 去加到会员什么的
[54:15] 是啦
[54:15] 对那个真的
[54:17] 可是婉婷在统一投顾
[54:18] 当总经理
[54:19] 她是做研究的
[54:20] 她没有在跟一般的
[54:22] 投资朋友收会员
[54:24] 这种事情
[54:25] 所以也没有LINE AD
[54:26] 可以给大家加
[54:27] 那你的YouTube频道叫做
[54:29] 统一投顾
[54:30] 就是统一投顾嘛
[54:32] 对
[54:32] 然后那里面就会有
[54:34] 正版的婉婷的影片
[54:35] 以及她上
[54:36] 例如说像上我的节目
[54:38] 上一些已经有招牌的电视节目
[54:41] 这些大家应该可以做分辨的
[54:42] 不要分辨好了
[54:43] 就是理财大人秀
[54:44] 对对对
[54:45] 我会常常来的
[54:47] 其他的不知道
[54:49] 不负责
[54:49] 不帮别人负责
[54:50] 好啊
[54:52] 谢谢大家
[54:52] 希望大家就是
[54:53] 不要去加催
[54:55] 更赖
[54:55] 对好麻烦哦
[54:57] 对
[54:57] 其实我觉得加催也还好
[54:58] 可是就是加到赖以后
[55:00] 人家去哄你要去花钱
[55:02] 那就是很可怕的事情
[55:03] 对
[55:03] 当然你要去加投顾
[55:05] 因为也会有人
[55:05] 被这个事情搞到说
[55:07] 那他去加了某某头顾
[55:08] 可不可以
[55:09] 那头顾他们就是
[55:10] 收会员没有错
[55:11] 对那你也没办法
[55:13] 你就是要花钱
[55:14] 去加人家会员
[55:14] 我觉得这个我也管不着
[55:16] 因为达人们
[55:16] 就是说实话
[55:17] 这个市场上还是有一群
[55:18] 觉得可能我就要
[55:19] 替人家带进带出
[55:21] 对那至少你是
[55:22] 加到正牌的这些头顾
[55:24] 对你不是被诈骗的
[55:25] 那一种头顾加走
[55:27] 那就真的很可怕
[55:28] 因为其实我同事
[55:30] 有进去跟他对话
[55:31] 然后那个诈骗
[55:33] 确实有推他股票
[55:34] 然后我就问我同事说
[55:36] 你觉得他是真的认真看好这一支
[55:38] 还是他是要倒货
[55:39] 其实我们不知道他背后的目的
[55:41] 所以那个冒牌的投顾老师
[55:44] 跟你讲任何话
[55:45] 你不知道背后目的的时候
[55:46] 风险都是非常高的
[55:47] 好 我们也有做过一些测试
[55:50] 那会分几个
[55:51] 第一个他会把排面上热门股报给你
[55:53] 反正他乱枪打鸟
[55:55] 因为你不会是唯一的一个
[55:56] 他可能同时对几百个人讲话
[55:58] 也被骗进来了
[55:59] 所以他就把排面热门股
[56:01] 例如说像今天华通涨停好了
[56:03] 他可能就说老师带你
[56:04] 就是继续买华通药法这类的
[56:06] 那胜率就可能比较高
[56:08] 因为隔天可能还是续涨
[56:09] 然后他就会告诉你看吧
[56:11] 那昨天跟你讲的是不是很准
[56:12] 那反正几百个人
[56:14] 他都讲一些热门股
[56:15] 总是会有重的嘛
[56:17] 这里面有几十个重就好了
[56:18] 你听了几天就觉得好神哦
[56:21] 这时候他就会可能第一是
[56:23] 叫你汇钱
[56:24] 或是加入他有一个什么APP
[56:26] 或者是他有加入一个什么网站
[56:27] 就把你引导到他那里去了
[56:30] 对
[56:30] 然后后面的话就各自有手法了
[56:32] 有的就是直接给你拿钱
[56:34] 我帮你代钞
[56:35] 给我两百万
[56:36] 有的是说什么
[56:37] 叫你去买什么香港的股票
[56:39] 对 这个很多
[56:40] 买港股然后倒给你
[56:42] 台股我比较没有听过
[56:44] 说你买排面上
[56:45] 这些热门股票怎么倒给你
[56:46] 通常是用台股来骗你说
[56:48] 我帮你代钞
[56:49] 给我一笔钱
[56:49] 所以它后面到最后
[56:51] 是叫你去真金白银的买
[56:55] 例如说外面的股票
[56:56] 甚至什么DR股
[56:58] 台湾很容易有这个问题
[56:59] 或是直接给他钱
[57:01] 那到这一步真的就是
[57:02] 要stop了
[57:03] 没错
[57:04] 对
[57:04] 好谢谢给我这个机会
[57:07] 跟大家讲一下
[57:08] 真的很酷
[57:08] 因为你的形象也很好
[57:09] 然后大家也知道
[57:10] 我们俩很好
[57:10] 所以你的状况
[57:12] 是蛮多人问我的
[57:13] 好
[57:13] 好
[57:14] 那我们今天苦或宅
[57:16] 就先到这边了
[57:17] 好谢谢大家
[57:18] 拜拜
[57:18] 谢谢张华拜拜
