[00:00] 欢迎收听赵华与古破仔第1074集
[48:59] 我们市场一直变化
[49:01] 人也是变化跟成长
[49:02] 那他自己的个性
[49:04] 喜欢看基本面
[49:04] 低档减便宜
[49:05] 受伤也有限
[49:06] 个股开始冲之后
[49:08] 反而就会有一点点
[49:09] 不敢加码或介入
[49:10] 所以呢
[49:10] 就用ETF
[49:11] 组了一个符合自己个性的ETF
[49:15] 市值多
[49:16] 做一点科技型跟高股息
[49:18] 那后来听股货仔
[49:20] 慢慢对个股也比较了解了
[49:21] 目前ABF散热
[49:23] 记忆体重电特化都有
[49:24] 那当然他三月中
[49:26] 有听到凯哥讲到
[49:27] 月线下弯时
[49:27] 要考虑减码或离开
[49:28] 这就是刚刚我们提到的
[49:30] 你总是要有一个
[49:31] 停利或停损的准则
[49:33] 所以他也把手上
[49:35] 有一些是做了停利
[49:36] 幸好是停利
[49:37] 开开心心
[49:38] 后面当然有一些感谢的话
[49:40] 我就不赘述了
[49:41] 非常谢谢你
[49:42] 我都有收到
[49:43] 你的鸡汤很好喝
[49:44] 也希望可以鼓励到各位听众
[49:47] 当然现在来到
[49:48] 快要超历史新高
[49:49] 不用设限立场
[49:50] 不过还是一句老话提醒
[49:52] 现在不敢追
[49:54] 也不用追
[49:55] 现在也不用硬买
[49:57] 还是切记一件事
[49:58] 因为美伊的事情
[50:00] 他并没有真的落幕
[50:01] 他现在还在谈
[50:03] 那接下来会不会有发生
[50:05] 例如说第二季
[50:05] 是不是传统的淡季
[50:07] 或者到了第三季
[50:08] 会有这个点数自然蒸发
[50:09] 我们在出圈息
[50:10] 或者是总之
[50:11] 股票市场就是这样子
[50:13] 会有一些意想不到的事情
[50:15] 又让大家的信心
[50:16] 短时间内可能又下杀
[50:18] 那时候我们密切观察
[50:20] 假如景气并没有回来
[50:21] 那可能又是大家再一次
[50:23] 比较好做所谓
[50:24] 封地布局的机会
[50:25] 那当然另外一边
[50:27] 如果您很讨厌去拆高低点
[50:29] 那就是定时定额的去买一些你喜欢的东西
[50:33] 长线下来绩效不会差异太大
[50:35] 我觉得这些是大家在周末的时候
[50:38] 还是可以再回去想一想
[50:39] 你的投资策略是什么
[50:40] 重点是要累积
[50:42] 要累积
[50:44] 然后还要坚持下去
[50:45] 我觉得这才是真正在股票市场里面
[50:48] 获得最后胜利的一个关键
[50:51] 好
[50:51] 那我们今天周末
[50:53] 大家开开心心
[50:54] 天气很好出去玩吧
[50:55] 又是一个很开心收盘的礼拜五
[50:58] 气氛完全不一样
[51:00] 看看六日川普会搞什么事情
[51:01] 好那就跟大家说拜拜咯
[51:04] 拜拜
