[00:00] 欢迎收听赵华宇股货载第1092集
[48:20] 真的族群非常之多
[48:22] 不像去年第四季
[48:24] 大概就只有两个主要的族群
[48:26] 一个PCB
[48:27] 一个是记忆体
[48:27] 就没有其他的主角了
[48:29] 那现在是
[48:30] 大家都是
[48:31] 会吸引到市场上的目光
[48:33] 所以自然资金分散的状况下
[48:35] 它的一个延续性会比较没有那么的强势
[48:39] 尤其是
[48:40] 它的一个成交量或筹码比较散乱的状况下
[48:44] 还是要注意上档的一个套牢压力
[48:46] 好
[48:47] 股科算是很完美的
[48:49] 就是在记忆体相对高点的时候
[48:53] 看这个景气循环就看得比较保守
[48:55] 因为讲坦白啦
[48:56] 虽然都会有反攻到这个新高的部位嘛
[48:59] 但是这边的话
[49:00] 要真的能抄底成功的人
[49:02] 会有赚到大钱的感觉
[49:03] 如果是谈上来才想进场的朋友
[49:06] 你可能就很难赚到
[49:07] 像去年那么样的一个大破段
[49:09] 这个是事实
[49:10] 这个事实
[49:10] 那我们那时候会讲记忆体
[49:12] 赵华佑跟大家分享是
[49:14] 我觉得他们跌到了一个
[49:15] 有点委屈
[49:17] 跟国际大厂的股价
[49:18] 跟他们自己获利的状况
[49:20] 已经委屈的情形
[49:21] 所以赚的就是这种
[49:22] 委屈再到
[49:23] 回到比较合理价钱的这个范围
[49:26] 但是你说未来能不能大喷特喷
[49:27] 可能真的要看市场的资金怎么想
[49:31] 因为市场资金有时候很残忍
[49:32] 他知道你会一季比一季好
[49:34] 可是谈到一个位置的时候就觉得
[49:36] 就是这样
[49:37] 我已经知道你到年底前
[49:38] 就是一季比一季好
[49:39] 可是明年的情况
[49:41] 我不是那么的确定
[49:42] 那到底你切到AI的程度
[49:44] 我觉得真的是决定了事情的长度
[49:47] 因为如果你没有
[49:48] 你只是因为吃人家
[49:50] 没办法做的
[49:50] 剩下来的
[49:51] 那能吃多久
[49:52] 这真的就不知道
[49:53] 还有就是谷科讲的
[49:54] 现在台股有非常多的族群
[49:56] 大哥长完二哥长
[49:59] 二哥长完大哥长
[50:00] 其实还有蛮多
[50:02] 是真的社会涨价缺料题材
[50:04] 而它的路线
[50:05] 比较不景气循环的
[50:06] 我们不是说
[50:07] 记忆体就一定
[50:08] 会回到原本景气循环
[50:09] 但是有一些
[50:10] 它就是一个
[50:11] 小赚大赚差别的产业
[50:13] 或是它跟着AI成长
[50:14] 是小赚或大赚或大大赚
[50:16] 未来的三年
[50:18] 是看得到这样曲线的
[50:19] 还蛮多的
[50:20] 好那今天很谢谢谷克大夫
[50:22] 也希望大家在这个
[50:24] 台股上四万二千点的情况下面
[50:27] 不要有这种FOMO的感觉
[50:29] 现在就是买得下手的
[50:32] 就是选刚刚讲的
[50:33] 反正产业在轮动
[50:34] 买不下手的
[50:35] 您想观望一下
[50:36] 我觉得没有关系
[50:37] 当然前提是
[50:38] 你手上已经有部位了
[50:39] 如果是完全没有部位
[50:41] 而心情又会很容易受到干扰的
[50:43] 就先用例如说市值型的ETF
[50:46] 建立基本部位
[50:47] 我觉得这个是不会错的
[50:48] 好
[50:49] 那就跟各位
[50:50] 古惑仔的听众说拜拜
[50:51] 拜拜
