[00:00] 欢迎收听赵华谀古惑仔第1049集
[49:30] 只是跑到新西亚州来
[49:32] 其实这个钱还在市场上
[49:33] 到处去寻找标的
[49:35] 所以只要在这样的情况下
[49:37] 遇到有一些像这种
[49:38] 地缘政治造成的风险
[49:39] 乖离过大造成的回挡
[49:41] 都是机会
[49:42] 我们还是把它视为机会
[49:44] 一样重申
[49:45] 我也再度重申解
[49:46] 就是如果今天发现了
[49:49] 是大家财报开始出现不好了
[49:52] 台湾的GDP成长不了了
[49:54] 美国出现了一些经济上的危机
[49:56] 那我们会更审慎的
[49:58] 看待这件事情
[49:59] 也会跟各位投资朋友讲
[50:01] 那也许就不见得是大叠大满
[50:03] 而是先顾好自己的工作
[50:05] 我们也曾经面临过
[50:07] 大家会想说我会不会失业的时候
[50:09] 所以现在我们一样秉持着
[50:12] 有回荡比较深的时候
[50:13] 且记刚刚我们讲的一些产业顺序
[50:15] 或是您自己本身就有一个投资者
[50:17] 喜欢的产业顺序的话
[50:18] 就用这样的方式来做布局
[50:20] 还是一个多头市场
[50:21] 好那今天谢谢明翰
[50:23] 谢谢再度重申哥
[50:25] 也跟古惑仔的朋友说
[50:27] 不要担心
[50:28] 我一定会把他好好的抓住
[50:30] 好好跟大家说拜拜咯
[50:32] 拜拜
