[00:00] 歡迎收聽趙華宇股貨載第1043集
[48:26] 我覺得川普有點在幫我們
[48:28] 因為他就是在防守中國
[48:30] 會導致中國供應鏈進不來
[48:32] 所以現在變成我們全吃
[48:34] 所以我覺得其實川普對臺灣AI供應鏈
[48:38] 是一個非常大的一個幫助者
[48:41] 只要他作證
[48:42] 那目前這個結構可能就不會改變
[48:45] 但是後續會怎麼發展
[48:47] 我們就是邊走邊看
[48:49] 之後我要提醒大家
[48:50] 未來以臺灣供應鏈最大的壓力
[48:53] 絕對不是需求降低
[48:55] 最有可能的是
[48:56] 其他國家者進來之後
[48:59] 我們就不可能再有這麼大的動能了
[49:02] 好
[49:02] 所以簡單來說
[49:04] 就是年前也有跟大家講
[49:05] 雖然到了高檔
[49:07] 一直漲一直漲
[49:07] 大家會覺得害怕
[49:08] 可是我們目前沒有看到
[49:11] 真正要轉空的敗相
[49:13] 這邊還是要跟大家分享
[49:14] 這件事情不是說
[49:16] 今天才講好
[49:16] 大家如果有follow谷或仔會知道
[49:18] 即使前一陣子有打到月線的時候
[49:20] 還是跟大家講
[49:21] 月線是好的買點
[49:22] 不是一個要讓你驚慌
[49:24] 覺得要變熊市的一個狀態
[49:26] 因為我們現在的
[49:27] 站在的立足點上
[49:29] 就是非常順風
[49:30] 然後今年的經濟成長率
[49:32] 也是非常高
[49:33] 當然我覺得第一波
[49:35] 剛剛講到三月四月的時候
[49:37] 年報解出來
[49:38] 我覺得大家可能可以去看一下
[49:40] 因為會不會有那種所謂
[49:41] 覺得估值過高的
[49:42] 或者是覺得不如預期的表現
[49:45] 或是很多人可能在第四季
[49:47] 會打掉一些什麼奇怪的賬
[49:48] 這邊可能會在三四月年報出來的時候
[49:51] 有多多少少有一些波瀾
[49:52] 我覺得我們就看
[49:53] 但是目前我跟米漢協理還是覺得
[49:55] 有發生在當時有比較大的回答
[49:58] 請大家還是站在佈局方買進方
[50:01] 因為目前整體的大態勢
[50:03] 沒有明顯要轉弱
[50:04] 或是大危機的一個現象
[50:06] 好那今天很謝謝明海協理
[50:09] 跟我們的谷後彩朋友說拜拜吧
[50:10] 拜拜
