[00:00] 欢迎收听赵华谊股货载第1121集
[50:32] 是对一些年轻的投资朋友的话呢
[50:35] 是一个非常有吸引力的功能
[50:36] 好当然借贷
[50:37] 我们还是要强调借贷的风险
[50:40] 对当然当然
[50:40] 不过如果是基金类的话
[50:42] 因为它已经是一篮子的股票嘛
[50:44] 相对之下
[50:45] 对不对
[50:46] 这个借贷大家去评估一下
[50:48] 可以有效的放大自己的资金
[50:50] 还是要记得借贷的风险
[50:51] 好那今天很开心
[50:53] 这个古鱼
[50:54] 不是我不约他哦
[50:55] 是他很难约
[50:56] 好来帮我们讲了
[50:59] 他对台股整体评价提升的看法
[51:02] 因为很多价值型的投资人
[51:04] 可能真的会有点犹豫
[51:06] 不知道该如何投资
[51:07] 现在要知道的是思维得改变
[51:09] 对不对
[51:09] 而且台股的市值
[51:10] 跟台股现在的成交量
[51:11] 跟以前是完全不一样的
[51:13] 然后呢
[51:14] ETF很热没有错
[51:15] 最近的基金规模也在长大
[51:17] 因为市场是很聪明的
[51:18] 发现ETF虽然交易
[51:20] 可能大家会觉得
[51:20] 挂在台股市场
[51:21] 随时交易很方便
[51:22] 可是比起绩效
[51:24] 发现不配息的
[51:25] 这些TESA级别的基金
[51:26] 缴输了更厉害的绩效的时候
[51:28] 哇 网路上讨论度也非常的高哦
[51:30] 不过赵豪和谷雨
[51:32] 也是要告诉大家
[51:33] 投资一定有风险的哦
[51:34] 基金投资是有赚有赔
[51:36] 申购前应该享悦公开说明书
[51:39] 我最喜欢念这段了
[51:40] 这段小时候在那个
[51:43] 听广播啊
[51:44] 什么时候听到
[51:44] 都觉得还要加快速
[51:45] 对对对
[51:46] 超帅的
[51:47] 要念过去
[51:48] 好 那我们今天谷后仔就到这边了
[51:50] 我们下次再会咯
[51:51] 拜拜
[51:51] 拜拜
[51:58] by bwd6
